,Tenth_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Par_3_Scoring_Average_ROUNDS,Tenth_Tee_Late_Par_3_Scoring_Average_AVG,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Jason Day,76,2.82,48,17
1,2,2,Gary Woodland,93,2.85,94,33
2,3,3,Stewart Cink,72,2.88,92,32
3,T4,T4,Steve Elkington,50,2.89,104,36
4,T4,T4,Vaughn Taylor,89,2.89,179,62
5,6,6,Sergio Garcia,61,2.9,58,20
6,T7,T7,Jason Bohn,74,2.92,152,52
7,T7,T7,David Toms,78,2.92,73,25
8,T9,T9,Shane Bertsch,62,2.93,117,40
9,T9,T9,Alex Cejka,59,2.93,82,28
10,T9,T9,Nick Watney,80,2.93,82,28
11,T12,T12,Jim Furyk,87,2.94,156,53
12,T12,T12,Andres Gonzales,60,2.94,153,52
13,T14,T14,Lucas Glover,74,2.95,130,44
14,T14,T14,Mark Wilson,89,2.95,180,61
15,T16,T16,Briny Baird,60,2.96,154,52
16,T16,T16,Michael Connell,76,2.96,157,53
17,T16,T16,Shaun Micheel,77,2.96,166,56
18,19,19,Jimmy Walker,79,2.97,181,61
19,T20,T20,Ricky Barnes,78,2.98,143,48
20,T20,T20,Rickie Fowler,84,2.98,119,40
21,T20,T20,Colt Knost,80,2.98,149,50
22,T20,T20,Justin Rose,79,2.98,122,41
23,T24,T24,Brendon de Jonge,105,2.99,206,69
24,T24,T24,John Senden,94,2.99,209,70
25,T26,T26,Matt Bettencourt,84,3.0,249,83
26,T26,T26,David Hearn,88,3.0,96,32
27,T26,T26,Freddie Jacobson,92,3.0,183,61
28,T26,T26,Brandt Jobe,100,3.0,243,81
29,T26,T26,Chris Kirk,87,3.0,255,85
30,T26,T26,Marc Leishman,87,3.0,252,84
31,T26,T26,Hunter Mahan,92,3.0,108,36
32,T26,T26,John Merrick,71,3.0,147,49
33,T26,T26,Kevin Na,84,3.0,183,61
34,T26,T26,Nate Smith,66,3.0,240,80
35,T26,T26,Charlie Wi,83,3.0,180,60
36,37,37,Tommy Gainey,104,3.01,253,84
37,T38,T38,Robert Allenby,84,3.02,193,64
38,T38,T38,Kris Blanks,92,3.02,193,64
39,T38,T38,Jonathan Byrd,83,3.02,124,41
40,T38,T38,Brian Gay,90,3.02,266,88
41,T38,T38,J.B. Holmes,57,3.02,136,45
42,T38,T38,Bio Kim,71,3.02,257,85
43,T38,T38,Martin Laird,77,3.02,172,57
44,T38,T38,Michael Putnam,67,3.02,160,53
45,T38,T38,Tag Ridings,87,3.02,199,66
46,T38,T38,Paul Stankowski,78,3.02,157,52
47,T38,T38,Kevin Streelman,90,3.02,157,52
48,T38,T38,Michael Thompson,79,3.02,169,56
49,T38,T38,Cameron Tringale,110,3.02,269,89
50,T38,T38,Dean Wilson,62,3.02,124,41
51,T52,T52,Padraig Harrington,60,3.03,88,29
52,T52,T52,Charles Howell III,108,3.03,230,76
53,T52,T52,Robert Karlsson,61,3.03,109,36
54,T52,T52,Bill Lunde,92,3.03,209,69
55,T52,T52,Matt McQuillan,59,3.03,221,73
56,T52,T52,Bryce Molder,82,3.03,185,61
57,T52,T52,Tim Petrovic,88,3.03,209,69
58,T52,T52,D.A. Points,89,3.03,294,97
59,T52,T52,Ian Poulter,52,3.03,109,36
60,T52,T52,D.J. Trahan,91,3.03,294,97
61,T52,T52,Camilo Villegas,69,3.03,97,32
62,T63,T63,Blake Adams,116,3.04,322,106
63,T63,T63,Woody Austin,59,3.04,152,50
64,T63,T63,Michael Bradley,74,3.04,249,82
65,T63,T63,Fabián Gómez,84,3.04,277,91
66,T63,T63,Nathan Green,81,3.04,231,76
67,T63,T63,Billy Horschel,75,3.04,137,45
68,T63,T63,Richard Johnson,64,3.04,219,72
69,T63,T63,Jerry Kelly,85,3.04,234,77
70,T63,T63,Matt Kuchar,94,3.04,85,28
71,T63,T63,Derek Lamely,65,3.04,161,53
72,T63,T63,Troy Matteson,91,3.04,225,74
73,T63,T63,Vijay Singh,79,3.04,146,48
74,T75,T75,Greg Chalmers,88,3.05,189,62
75,T75,T75,Paul Goydos,81,3.05,183,60
76,T75,T75,Charley Hoffman,93,3.05,223,73
77,T75,T75,Spencer Levin,113,3.05,262,86
78,T75,T75,Rocco Mediate,53,3.05,122,40
79,T75,T75,Ryan Moore,79,3.05,122,40
80,T75,T75,Aron Price,58,3.05,122,40
81,T75,T75,Alexandre Rocha,65,3.05,134,44
82,T75,T75,Rory Sabbatini,85,3.05,201,66
83,T75,T75,Heath Slocum,89,3.05,186,61
84,T75,T75,Garrett Willis,71,3.05,223,73
85,T86,T86,Arjun Atwal,91,3.06,275,90
86,T86,T86,Jason Dufner,78,3.06,190,62
87,T86,T86,Steve Flesch,88,3.06,150,49
88,T86,T86,Charl Schwartzel,58,3.06,110,36
89,T86,T86,Brandt Snedeker,85,3.06,104,34
90,T91,T91,Stuart Appleby,65,3.07,178,58
91,T91,T91,Aaron Baddeley,77,3.07,135,44
92,T91,T91,Chris Couch,73,3.07,86,28
93,T91,T91,Ryuji Imada,83,3.07,252,82
94,T91,T91,Nick O'Hern,89,3.07,215,70
95,T91,T91,Jim Renner,65,3.07,233,76
96,T91,T91,Scott Stallings,84,3.07,249,81
97,T91,T91,Marc Turnesa,54,3.07,175,57
98,T91,T91,Bo Van Pelt,92,3.07,224,73
99,T100,T100,Ernie Els,71,3.08,74,24
100,T100,T100,Tim Herron,85,3.08,163,53
101,T100,T100,Geoff Ogilvy,69,3.08,117,38
102,T100,T100,Carl Pettersson,95,3.08,222,72
103,T100,T100,Chris Riley,76,3.08,123,40
104,T100,T100,Andres Romero,77,3.08,185,60
105,T100,T100,Jhonattan Vegas,84,3.08,148,48
106,T100,T100,Johnson Wagner,81,3.08,185,60
107,T100,T100,Boo Weekley,66,3.08,160,52
108,T109,T109,Hunter Haas,96,3.09,241,78
109,T109,T109,Trevor Immelman,84,3.09,99,32
