,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Gary Woodland,34.12,853,25
1,2,2,J.B. Holmes,34.14,478,14
2,3,3,Aaron Baddeley,34.18,752,22
3,4,4,Bubba Watson,34.25,685,20
4,5,5,Rickie Fowler,34.3,789,23
5,6,6,Jason Day,34.35,687,20
6,7,7,John Senden,34.42,895,26
7,8,8,Keegan Bradley,34.46,965,28
8,T9,T9,John Merrick,34.48,724,21
9,T9,T9,Rod Pampling,34.48,724,21
10,11,11,Steve Stricker,34.56,622,18
11,12,12,Charl Schwartzel,34.57,484,14
12,13,13,Mark Wilson,34.6,865,25
13,T14,T14,K.J. Choi,34.62,727,21
14,T14,T14,Nick Watney,34.62,727,21
15,16,16,David Toms,34.64,762,22
16,17,17,Scott Piercy,34.65,797,23
17,18,18,Cameron Tringale,34.66,1109,32
18,T19,T19,Jim Furyk,34.68,867,25
19,T19,T19,Bill Haas,34.68,867,25
20,T19,T19,David Mathis,34.68,867,25
21,T22,T22,Shane Bertsch,34.7,694,20
22,T22,T22,Hunter Haas,34.7,1041,30
23,T22,T22,Chris Stroud,34.7,937,27
24,T25,T25,Billy Mayfair,34.76,1008,29
25,T25,T25,Brandt Snedeker,34.76,869,25
26,T25,T25,Michael Thompson,34.76,869,25
27,28,28,Martin Laird,34.77,765,22
28,T29,T29,Hunter Mahan,34.79,835,24
29,T29,T29,D.J. Trahan,34.79,1009,29
30,T31,T31,Greg Chalmers,34.81,940,27
31,T31,T31,Michael Connell,34.81,905,26
32,33,33,Zach Johnson,34.82,766,22
33,T34,T34,Brian Davis,34.83,1045,30
34,T34,T34,Matt Kuchar,34.83,801,23
35,T36,T36,Chris Couch,34.84,662,19
36,T36,T36,Johnson Wagner,34.84,871,25
37,38,38,Chad Campbell,34.86,1011,29
38,T39,T39,Brendon de Jonge,34.87,1046,30
39,T39,T39,Ian Poulter,34.87,523,15
40,41,41,Jhonattan Vegas,34.88,872,25
41,T42,T42,Andres Gonzales,34.9,733,21
42,T42,T42,Charles Howell III,34.9,1047,30
43,T42,T42,Ryan Moore,34.9,698,20
44,T45,T45,Ben Crane,34.91,768,22
45,T45,T45,Camilo Villegas,34.91,768,22
46,47,47,Webb Simpson,34.92,908,26
47,48,48,Heath Slocum,34.93,978,28
48,T49,T49,Luke Donald,34.94,629,18
49,T49,T49,Sergio Garcia,34.94,559,16
50,T49,T49,Robert Karlsson,34.94,594,17
51,52,52,George McNeill,34.95,699,20
52,T53,T53,Chris Kirk,34.96,944,27
53,T53,T53,Vijay Singh,34.96,874,25
54,T53,T53,Paul Stankowski,34.96,839,24
55,56,56,William McGirt,34.97,1119,32
56,T57,T57,Lucas Glover,35.0,770,22
57,T57,T57,Marc Leishman,35.0,945,27
58,T57,T57,Michael Putnam,35.0,700,20
59,T57,T57,Adam Scott,35.0,595,17
60,61,61,Josh Teater,35.03,1086,31
61,T62,T62,Freddie Jacobson,35.04,876,25
62,T62,T62,Jerry Kelly,35.04,876,25
63,T62,T62,Steve Marino,35.04,806,23
64,T65,T65,Blake Adams,35.06,1192,34
65,T65,T65,Padraig Harrington,35.06,596,17
66,T67,T67,Brandt Jobe,35.07,982,28
67,T67,T67,Kyle Stanley,35.07,982,28
68,T69,T69,Joe Ogilvie,35.08,842,24
69,T69,T69,Nate Smith,35.08,842,24
70,71,71,Davis Love III,35.09,772,22
71,72,72,Steven Bowditch,35.11,983,28
72,T73,T73,Steve Elkington,35.12,597,17
73,T73,T73,Brian Gay,35.12,913,26
74,T73,T73,Bill Lunde,35.12,913,26
75,T73,T73,Bo Van Pelt,35.12,913,26
76,77,77,Jimmy Walker,35.13,843,24
77,78,78,Trevor Immelman,35.17,844,24
78,T79,T79,Jason Bohn,35.18,774,22
79,T79,T79,Jim Herman,35.18,774,22
80,T79,T79,Jim Renner,35.18,774,22
81,T82,T82,David Hearn,35.19,915,26
