,Back_9_Round_3_Scoring_Average_RANK THIS WEEK,Back_9_Round_3_Scoring_Average_RANK LAST WEEK,Back_9_Round_3_Scoring_Average_PLAYER NAME,Back_9_Round_3_Scoring_Average_AVG,Back_9_Round_3_Scoring_Average_TOTAL STROKES,Back_9_Round_3_Scoring_Average_TOTAL ROUNDS
0,1,1,Cameron Beckman,33.83,406,12
1,2,2,Kevin Streelman,34.16,649,19
2,3,3,Nick O'Hern,34.19,547,16
3,4,4,Webb Simpson,34.26,788,23
4,5,5,Zach Johnson,34.29,583,17
5,6,6,John Merrick,34.4,516,15
6,T7,T7,Briny Baird,34.42,413,12
7,T7,T7,J.B. Holmes,34.42,413,12
8,T7,T7,Roland Thatcher,34.42,413,12
9,10,10,Brendon de Jonge,34.43,792,23
10,T11,T11,Arjun Atwal,34.44,620,18
11,T11,T11,Martin Laird,34.44,551,16
12,13,13,Bo Van Pelt,34.45,689,20
13,14,14,Ryuji Imada,34.46,448,13
14,15,15,Freddie Jacobson,34.48,724,21
15,T16,T16,Stephen Ames,34.5,414,12
16,T16,T16,Joe Ogilvie,34.5,483,14
17,T18,T18,Bryce Molder,34.53,518,15
18,T18,T18,Steve Stricker,34.53,587,17
19,20,20,Sung Kang,34.55,380,11
20,21,21,Michael Connell,34.58,415,12
21,22,22,Dean Wilson,34.6,346,10
22,T23,T23,John Rollins,34.63,554,16
23,T23,T23,D.J. Trahan,34.63,554,16
24,25,25,Boo Weekley,34.64,381,11
25,T26,T26,Ryan Palmer,34.65,589,17
26,T26,T26,Kevin Stadler,34.65,589,17
27,28,28,Spencer Levin,34.68,867,25
28,T29,T29,Alex Cejka,34.7,347,10
29,T29,T29,Harrison Frazar,34.7,347,10
30,T29,T29,Scott McCarron,34.7,347,10
31,T32,T32,Jonathan Byrd,34.71,590,17
32,T32,T32,Justin Rose,34.71,590,17
33,34,34,Brian Gay,34.74,660,19
34,35,35,Ángel Cabrera,34.75,278,8
35,36,36,Andres Romero,34.76,591,17
36,37,37,Jim Herman,34.77,452,13
37,38,38,Chris Kirk,34.81,557,16
38,39,39,Robert Allenby,34.83,627,18
39,40,40,John Senden,34.86,732,21
40,41,41,Vijay Singh,34.87,523,15
41,42,42,Charles Howell III,34.88,837,24
42,T43,T43,J.J. Henry,34.9,698,20
43,T43,T43,Kyle Stanley,34.9,733,21
44,45,45,Brian Davis,34.91,803,23
45,T46,T46,Woody Austin,34.92,419,12
46,T46,T46,Davis Love III,34.92,454,13
47,T46,T46,Sean O'Hair,34.92,419,12
48,T49,T49,Pat Perez,34.93,524,15
49,T49,T49,Paul Stankowski,34.93,524,15
50,51,51,Nick Watney,34.94,629,18
51,52,52,Matt Kuchar,34.95,734,21
52,T53,T53,Blake Adams,35.0,840,24
53,T53,T53,Luke Donald,35.0,560,16
54,T53,T53,Tommy Gainey,35.0,630,18
55,T53,T53,Marc Leishman,35.0,595,17
56,T53,T53,Chez Reavie,35.0,700,20
57,T58,T58,Dustin Johnson,35.06,561,16
58,T58,T58,George McNeill,35.06,561,16
59,T58,T58,Brandt Snedeker,35.06,631,18
60,T58,T58,David Toms,35.06,596,17
61,62,62,Rod Pampling,35.07,526,15
62,T63,T63,Shane Bertsch,35.09,386,11
63,T63,T63,Joe Durant,35.09,386,11
64,T63,T63,Jim Renner,35.09,386,11
65,66,66,Andres Gonzales,35.1,351,10
66,T67,T67,Matt McQuillan,35.11,316,9
67,T67,T67,Phil Mickelson,35.11,667,19
68,69,69,Jason Day,35.12,597,17
69,T70,T70,Steve Marino,35.13,527,15
70,T70,T70,Cameron Tringale,35.13,843,24
71,T72,T72,Kevin Chappell,35.15,457,13
72,T72,T72,Zack Miller,35.15,457,13
73,74,74,Ben Martin,35.17,422,12
74,T75,T75,Jerry Kelly,35.18,598,17
75,T75,T75,Kevin Kisner,35.18,387,11
76,T75,T75,Charlie Wi,35.18,598,17
77,T78,T78,Johnson Wagner,35.19,563,16
78,T78,T78,Jimmy Walker,35.19,563,16
79,T80,T80,David Hearn,35.21,669,19
80,T80,T80,Charl Schwartzel,35.21,493,14
81,T82,T82,Michael Bradley,35.23,458,13
82,T82,T82,Bobby Gates,35.23,458,13
83,T82,T82,Brandt Jobe,35.23,775,22
84,T82,T82,Colt Knost,35.23,458,13
85,86,86,Aaron Baddeley,35.24,599,17
86,T87,T87,Steve Elkington,35.25,282,8
87,T87,T87,Bill Lunde,35.25,705,20
88,T89,T89,Steven Bowditch,35.27,529,15
89,T89,T89,D.J. Brigman,35.27,388,11
90,T89,T89,Tim Herron,35.27,529,15
91,92,92,Trevor Immelman,35.28,635,18
92,T93,T93,Greg Chalmers,35.29,600,17
93,T93,T93,K.J. Choi,35.29,600,17
94,T95,T95,Bill Haas,35.33,742,21
95,T95,T95,Graeme McDowell,35.33,318,9
96,T95,T95,Alex Prugh,35.33,424,12
97,T98,T98,Jason Dufner,35.38,566,16
98,T98,T98,Charley Hoffman,35.38,743,21
99,100,100,Scott Stallings,35.4,531,15
100,101,101,Lee Janzen,35.42,425,12
101,T102,T102,Kent Jones,35.43,496,14
102,T102,T102,Carl Pettersson,35.43,744,21
103,T104,T104,Chris Couch,35.44,567,16
104,T104,T104,Rickie Fowler,35.44,638,18
105,T104,T104,Kevin Na,35.44,567,16
106,T104,T104,Brendan Steele,35.44,638,18
107,T108,T108,Billy Horschel,35.46,461,13
108,T108,T108,Jarrod Lyle,35.46,461,13
109,T108,T108,Michael Putnam,35.46,461,13
110,T108,T108,Chris Riley,35.46,461,13
111,T108,T108,Adam Scott,35.46,461,13
112,T113,T113,Kris Blanks,35.47,603,17
113,T113,T113,Keegan Bradley,35.47,603,17
114,T113,T113,Vaughn Taylor,35.47,603,17
115,116,116,Matt Jones,35.5,355,10
116,T117,T117,Chad Campbell,35.52,746,21
117,T117,T117,Hunter Mahan,35.52,746,21
118,T119,T119,Ben Crane,35.53,533,15
119,T119,T119,Sergio Garcia,35.53,533,15
120,T119,T119,Justin Leonard,35.53,533,15
