,Early_Par_4_Scoring_Average_RANK THIS WEEK,Early_Par_4_Scoring_Average_RANK LAST WEEK,Early_Par_4_Scoring_Average_PLAYER NAME,Early_Par_4_Scoring_Average_ROUNDS,Early_Par_4_Scoring_Average_AVG,Early_Par_4_Scoring_Average_TOTAL STROKES,Early_Par_4_Scoring_Average_TOTAL HOLES
0,T1,T1,Brandt Snedeker,85,3.95,1555,394
1,T1,T1,Steve Stricker,70,3.95,959,243
2,T3,T3,Sergio Garcia,61,3.96,1183,299
3,T3,T3,Rod Pampling,72,3.96,1511,382
4,T5,T5,Brian Davis,105,3.97,2171,547
5,T5,T5,Rickie Fowler,84,3.97,1526,384
6,T5,T5,Spencer Levin,113,3.97,2273,572
7,T8,T8,William McGirt,103,3.98,2183,548
8,T8,T8,Bryce Molder,82,3.98,1565,393
9,T8,T8,John Senden,94,3.98,1761,443
10,T8,T8,Chris Stroud,88,3.98,1777,446
11,T8,T8,David Toms,78,3.98,1664,418
12,T13,T13,Chris Couch,73,3.99,1634,410
13,T13,T13,Ben Crane,76,3.99,1727,433
14,T13,T13,Luke Donald,73,3.99,1109,278
15,T13,T13,Retief Goosen,50,3.99,1194,299
16,T13,T13,Hunter Haas,96,3.99,2060,516
17,T13,T13,J.J. Henry,96,3.99,2243,562
18,T13,T13,Matt Kuchar,94,3.99,1506,377
19,T13,T13,Ryan Palmer,82,3.99,1572,394
20,T13,T13,Rory Sabbatini,85,3.99,2132,534
21,T13,T13,Nick Watney,80,3.99,1257,315
22,T23,T23,Blake Adams,116,4.0,2813,703
23,T23,T23,Briny Baird,60,4.0,1409,352
24,T23,T23,Chad Campbell,99,4.0,2387,597
25,T23,T23,Brendon de Jonge,105,4.0,2166,542
26,T23,T23,Jason Dufner,78,4.0,1531,383
27,T23,T23,Nathan Green,81,4.0,1920,480
28,T23,T23,David Hearn,88,4.0,2123,531
29,T23,T23,Charles Howell III,108,4.0,1922,481
30,T23,T23,Freddie Jacobson,92,4.0,1910,477
31,T23,T23,Brandt Jobe,100,4.0,2134,534
32,T23,T23,Hunter Mahan,92,4.0,1863,466
33,T23,T23,John Merrick,71,4.0,1464,366
34,T23,T23,Joe Ogilvie,75,4.0,1737,434
35,T23,T23,Geoff Ogilvy,69,4.0,1556,389
36,T23,T23,John Rollins,85,4.0,1852,463
37,T23,T23,Justin Rose,79,4.0,1910,477
38,T23,T23,Charl Schwartzel,58,4.0,1165,291
39,T23,T23,Bo Van Pelt,92,4.0,1890,472
40,T23,T23,Johnson Wagner,81,4.0,1784,446
41,T23,T23,Gary Woodland,93,4.0,1642,411
42,T43,T43,Stephen Ames,69,4.01,1682,419
43,T43,T43,Woody Austin,59,4.01,1455,363
44,T43,T43,Keegan Bradley,91,4.01,1868,466
45,T43,T43,Charley Hoffman,93,4.01,2215,553
46,T43,T43,Chris Kirk,87,4.01,1951,486
47,T43,T43,Davis Love III,70,4.01,1381,344
48,T43,T43,Troy Matteson,91,4.01,1883,469
49,T43,T43,Carl Pettersson,95,4.01,2168,541
50,T43,T43,Scott Piercy,78,4.01,1746,435
51,T43,T43,Webb Simpson,98,4.01,1569,391
52,T43,T43,Vijay Singh,79,4.01,1718,428
53,T43,T43,Heath Slocum,89,4.01,2167,540
54,T55,T55,Jonathan Byrd,83,4.02,1956,486
55,T55,T55,Joe Durant,71,4.02,1741,433
56,T55,T55,Brian Gay,90,4.02,1909,475
57,T55,T55,Bill Haas,93,4.02,1792,446
58,T55,T55,Zach Johnson,79,4.02,1815,452
59,T55,T55,Billy Mayfair,94,4.02,2258,562
60,T55,T55,Nick O'Hern,89,4.02,1697,422
61,T55,T55,Pat Perez,76,4.02,1918,477
62,T55,T55,Kyle Stanley,98,4.02,2217,552
63,T55,T55,Kevin Streelman,90,4.02,2264,563
64,T55,T55,Vaughn Taylor,89,4.02,1881,468
65,T55,T55,Bubba Watson,85,4.02,1818,452
66,T67,T67,Robert Allenby,84,4.03,2140,531
67,T67,T67,Stuart Appleby,65,4.03,1309,325
68,T67,T67,Kevin Chappell,78,4.03,1572,390
69,T67,T67,Robert Garrigus,83,4.03,1931,479
70,T67,T67,Tim Herron,85,4.03,1940,481
71,T67,T67,Trevor Immelman,84,4.03,1884,468
72,T67,T67,Dustin Johnson,72,4.03,1414,351
73,T67,T67,Matt Jones,71,4.03,1431,355
74,T67,T67,Martin Laird,77,4.03,1478,367
75,T67,T67,Phil Mickelson,79,4.03,1643,408
76,T67,T67,Chris Riley,76,4.03,1863,462
