,Late_Round_3_Scoring_Average_RANK THIS WEEK,Late_Round_3_Scoring_Average_RANK LAST WEEK,Late_Round_3_Scoring_Average_PLAYER NAME,Late_Round_3_Scoring_Average_AVG,Late_Round_3_Scoring_Average_TOTAL STROKES,Late_Round_3_Scoring_Average_TOTAL ROUNDS
142,143,143,Mark Wilson,71.44,643,9
143,144,144,Cameron Tringale,71.46,929,13
144,T145,T145,Zack Miller,71.5,286,4
145,T145,T145,Boo Weekley,71.5,286,4
146,147,147,Phil Mickelson,71.57,501,7
147,T148,T148,Steven Bowditch,71.6,358,5
148,T148,T148,Alex Prugh,71.6,358,5
149,T148,T148,Alexandre Rocha,71.6,358,5
150,T151,T151,Joe Durant,71.67,215,3
151,T151,T151,Marc Turnesa,71.67,215,3
152,153,153,Billy Mayfair,71.7,717,10
153,T154,T154,Nathan Green,71.71,502,7
154,T154,T154,Rory Sabbatini,71.71,502,7
155,156,156,Harrison Frazar,71.75,287,4
156,157,157,Michael Connell,71.8,359,5
157,158,158,Chris DiMarco,71.86,503,7
158,T159,T159,Stuart Appleby,72.0,504,7
159,T159,T159,Jason Bohn,72.0,432,6
160,T159,T159,Ben Crane,72.0,576,8
161,T159,T159,J.P. Hayes,72.0,216,3
162,T159,T159,Ryuji Imada,72.0,360,5
163,T159,T159,Ryan Moore,72.0,576,8
164,165,165,Chris Stroud,72.08,865,12
165,166,166,Garrett Willis,72.11,649,9
166,167,167,Charl Schwartzel,72.13,577,8
167,T168,T168,Martin Piller,72.17,433,6
168,T168,T168,Tag Ridings,72.17,433,6
169,T168,T168,Josh Teater,72.17,433,6
170,171,171,Paul Stankowski,72.2,361,5
171,172,172,Robert Garrigus,72.25,578,8
172,T173,T173,Stewart Cink,72.33,434,6
173,T173,T173,Fabián Gómez,72.33,434,6
174,T175,T175,Sergio Garcia,72.4,724,10
175,T175,T175,J.J. Henry,72.4,362,5
176,177,177,Chad Campbell,72.44,652,9
177,T178,T178,Tom Gillis,72.5,145,2
178,T178,T178,Lee Janzen,72.5,290,4
179,T178,T178,Scott Piercy,72.5,580,8
180,181,181,Chris Riley,72.57,508,7
181,T182,T182,Joseph Bramlett,73.33,220,3
182,T182,T182,James Driscoll,73.33,220,3
183,184,184,Troy Merritt,73.5,147,2
184,185,185,Justin Hicks,73.67,442,6
185,186,186,Rich Beem,76.0,152,2
