,First_Tee_Late_Par_3_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Par_3_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Par_3_Scoring_Average_PLAYER NAME,First_Tee_Late_Par_3_Scoring_Average_ROUNDS,First_Tee_Late_Par_3_Scoring_Average_AVG,First_Tee_Late_Par_3_Scoring_Average_TOTAL STROKES,First_Tee_Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Matt McQuillan,59,2.89,188,65
1,2,2,Scott Stallings,84,2.91,250,86
2,3,3,Stephen Ames,69,2.93,270,92
3,T4,T4,Michael Bradley,74,2.94,144,49
4,T4,T4,Jim Renner,65,2.94,153,52
5,T6,T6,Tom Gillis,55,2.97,110,37
6,T6,T6,Heath Slocum,89,2.97,282,95
7,T8,T8,Jason Day,76,2.98,399,134
8,T8,T8,Luke Donald,73,2.98,476,160
9,T8,T8,Lee Janzen,62,2.98,143,48
10,T8,T8,Brandt Jobe,100,2.98,360,121
11,T8,T8,Kevin Stadler,88,2.98,277,93
12,T8,T8,Boo Weekley,66,2.98,158,53
13,T14,T14,Jim Furyk,87,2.99,451,151
14,T14,T14,Brian Gay,90,2.99,293,98
15,T14,T14,David Toms,78,2.99,413,138
16,T14,T14,Jimmy Walker,79,2.99,263,88
17,T18,T18,Kevin Chappell,78,3.0,276,92
18,T18,T18,Jarrod Lyle,83,3.0,252,84
19,T18,T18,Ben Martin,74,3.0,228,76
20,T18,T18,Bryce Molder,82,3.0,360,120
21,T18,T18,Geoff Ogilvy,69,3.0,267,89
22,T18,T18,Chez Reavie,92,3.0,327,109
23,T18,T18,Will Strickler,51,3.0,120,40
24,T18,T18,Y.E. Yang,63,3.0,252,84
25,T26,T26,Kris Blanks,92,3.01,364,121
26,T26,T26,Scott Gutschewski,67,3.01,205,68
27,T26,T26,Tim Herron,85,3.01,337,112
28,T26,T26,Hunter Mahan,92,3.01,454,151
29,T26,T26,Kevin Na,84,3.01,295,98
30,T26,T26,Alexandre Rocha,65,3.01,217,72
31,T26,T26,Webb Simpson,98,3.01,635,211
32,T33,T33,Trevor Immelman,84,3.02,408,135
33,T33,T33,Spencer Levin,113,3.02,487,161
34,T33,T33,Bill Lunde,92,3.02,284,94
35,T33,T33,Nick O'Hern,89,3.02,399,132
36,T33,T33,Pat Perez,76,3.02,248,82
37,T33,T33,Scott Piercy,78,3.02,266,88
38,T33,T33,Ian Poulter,52,3.02,172,57
39,T33,T33,Michael Thompson,79,3.02,338,112
40,T41,T41,Robert Allenby,84,3.03,230,76
41,T41,T41,Briny Baird,60,3.03,182,60
42,T41,T41,Keegan Bradley,91,3.03,436,144
43,T41,T41,K.J. Choi,77,3.03,439,145
44,T41,T41,Ernie Els,71,3.03,285,94
45,T41,T41,David Hearn,88,3.03,388,128
46,T41,T41,Richard Johnson,64,3.03,112,37
47,T41,T41,David Mathis,83,3.03,267,88
48,T41,T41,William McGirt,103,3.03,454,150
49,T41,T41,George McNeill,69,3.03,267,88
50,T41,T41,Carl Pettersson,95,3.03,336,111
51,T41,T41,Michael Putnam,67,3.03,185,61
52,T41,T41,Steve Stricker,70,3.03,472,156
53,T41,T41,Nick Watney,80,3.03,506,167
54,T55,T55,Jason Bohn,74,3.04,207,68
55,T55,T55,Ben Curtis,66,3.04,146,48
56,T55,T55,Jim Herman,69,3.04,255,84
57,T55,T55,Ryuji Imada,83,3.04,234,77
58,T55,T55,Gary Woodland,93,3.04,583,192
59,T60,T60,Aaron Baddeley,77,3.05,415,136
60,T60,T60,Retief Goosen,50,3.05,122,40
61,T60,T60,Freddie Jacobson,92,3.05,418,137
62,T60,T60,Zach Johnson,79,3.05,336,110
63,T60,T60,Derek Lamely,65,3.05,198,65
64,T60,T60,D.A. Points,89,3.05,247,81
65,T60,T60,Aron Price,58,3.05,223,73
66,T60,T60,John Rollins,85,3.05,308,101
67,T60,T60,Charl Schwartzel,58,3.05,244,80
68,T60,T60,Kevin Streelman,90,3.05,305,100
69,T70,T70,Chad Campbell,99,3.06,352,115
70,T70,T70,Tommy Gainey,104,3.06,419,137
71,T70,T70,Hunter Haas,96,3.06,358,117
72,T70,T70,Robert Karlsson,61,3.06,245,80
73,T70,T70,Jerry Kelly,85,3.06,309,101
74,T70,T70,Matt Kuchar,94,3.06,569,186
75,T70,T70,Billy Mayfair,94,3.06,269,88
76,T70,T70,Brandt Snedeker,85,3.06,508,166
77,T70,T70,Kyle Stanley,98,3.06,346,113
78,T70,T70,Vaughn Taylor,89,3.06,380,124
79,T70,T70,Johnson Wagner,81,3.06,312,102
80,T81,T81,Arjun Atwal,91,3.07,218,71
81,T81,T81,Ricky Barnes,78,3.07,362,118
82,T81,T81,Shane Bertsch,62,3.07,270,88
83,T81,T81,D.J. Brigman,67,3.07,126,41
84,T81,T81,Alex Cejka,59,3.07,227,74
85,T81,T81,Chris Couch,73,3.07,356,116
86,T81,T81,Joe Durant,71,3.07,227,74
87,T81,T81,Steve Elkington,50,3.07,187,61
88,T81,T81,Chris Kirk,87,3.07,279,91
89,T81,T81,Steve Marino,76,3.07,335,109
90,T81,T81,Troy Merritt,63,3.07,129,42
91,T81,T81,Shaun Micheel,77,3.07,227,74
92,T81,T81,Sean O'Hair,71,3.07,221,72
93,T81,T81,Tim Petrovic,88,3.07,325,106
94,T81,T81,Chris Riley,76,3.07,289,94
95,T81,T81,Dean Wilson,62,3.07,249,81
96,T97,T97,Michael Connell,76,3.08,283,92
97,T97,T97,Brendon de Jonge,105,3.08,475,154
98,T97,T97,Fabián Gómez,84,3.08,274,89
99,T97,T97,J.P. Hayes,56,3.08,240,78
100,T97,T97,Charles Howell III,108,3.08,560,182
101,T97,T97,Matt Jones,71,3.08,225,73
102,T97,T97,Sung Kang,63,3.08,234,76
103,T97,T97,Justin Rose,79,3.08,286,93
104,T97,T97,D.J. Trahan,91,3.08,271,88
105,T106,T106,Ángel Cabrera,50,3.09,210,68
106,T106,T106,James Driscoll,71,3.09,278,90
107,T106,T106,Billy Horschel,75,3.09,312,101
108,T106,T106,Zack Miller,86,3.09,275,89
109,T106,T106,Joe Ogilvie,75,3.09,235,76
110,T106,T106,Adam Scott,60,3.09,424,137
111,T106,T106,John Senden,94,3.09,448,145
112,T113,T113,Steven Bowditch,86,3.1,285,92
113,T113,T113,Jason Dufner,78,3.1,350,113
114,T113,T113,Robert Garrigus,83,3.1,301,97
115,T113,T113,Paul Goydos,81,3.1,313,101
116,T113,T113,Padraig Harrington,60,3.1,251,81
117,T113,T113,J.J. Henry,96,3.1,329,106
118,T113,T113,Martin Laird,77,3.1,360,116
119,T113,T113,Cameron Tringale,110,3.1,412,133
120,T113,T113,Camilo Villegas,69,3.1,347,112
121,T113,T113,Charlie Wi,83,3.1,288,93
122,T123,T123,Jonathan Byrd,83,3.11,345,111
123,T123,T123,Brian Davis,105,3.11,489,157
124,T123,T123,David Duval,67,3.11,193,62
125,T123,T123,Davis Love III,70,3.11,389,125
126,T123,T123,Troy Matteson,91,3.11,364,117
127,T123,T123,Ryan Moore,79,3.11,354,114
128,T123,T123,Ryan Palmer,82,3.11,351,113
129,T123,T123,Alex Prugh,82,3.11,174,56
130,T123,T123,Paul Stankowski,78,3.11,264,85
131,T123,T123,Daniel Summerhays,75,3.11,230,74
132,T123,T123,Josh Teater,104,3.11,367,118
133,T123,T123,Jhonattan Vegas,84,3.11,367,118
134,T135,T135,Stuart Appleby,65,3.12,262,84
135,T135,T135,Chris DiMarco,93,3.12,318,102
136,T135,T135,Sergio Garcia,61,3.12,371,119
137,T135,T135,Bobby Gates,82,3.12,228,73
138,T135,T135,Charley Hoffman,93,3.12,268,86
139,T135,T135,Kent Jones,76,3.12,268,86
140,T135,T135,Anthony Kim,72,3.12,296,95
141,T135,T135,Colt Knost,80,3.12,315,101
142,T135,T135,John Merrick,71,3.12,324,104
143,T135,T135,Tag Ridings,87,3.12,253,81
144,T135,T135,Brendan Steele,89,3.12,402,129
145,T146,T146,Blake Adams,116,3.13,313,100
146,T146,T146,Woody Austin,59,3.13,163,52
147,T146,T146,Greg Chalmers,88,3.13,329,105
148,T146,T146,Steve Flesch,88,3.13,341,109
149,T146,T146,Jeff Overton,92,3.13,341,109
150,T146,T146,Martin Piller,63,3.13,175,56
151,T146,T146,Vijay Singh,79,3.13,360,115
152,T153,T153,Joseph Bramlett,73,3.14,217,69
153,T153,T153,Lucas Glover,74,3.14,370,118
154,T153,T153,Bio Kim,71,3.14,176,56
155,T153,T153,Justin Leonard,82,3.14,380,121
156,T153,T153,Rod Pampling,72,3.14,305,97
157,T153,T153,Andres Romero,77,3.14,292,93
158,T153,T153,Roland Thatcher,67,3.14,273,87
159,T153,T153,Marc Turnesa,54,3.14,135,43
160,T153,T153,Mark Wilson,89,3.14,370,118
161,T162,T162,Cameron Beckman,71,3.15,214,68
162,T162,T162,Rickie Fowler,84,3.15,454,144
163,T162,T162,Nathan Green,81,3.15,230,73
164,T162,T162,Bill Haas,93,3.15,498,158
165,T162,T162,Dustin Johnson,72,3.15,372,118
166,T162,T162,Kevin Kisner,70,3.15,205,65
167,T162,T162,Garrett Willis,71,3.15,246,78
168,T169,T169,Andres Gonzales,60,3.16,155,49
169,T169,T169,Scott McCarron,65,3.16,193,61
170,T169,T169,Nate Smith,66,3.16,193,61
171,172,172,Stewart Cink,72,3.17,323,102
172,T173,T173,Ben Crane,76,3.18,235,74
173,T173,T173,Harrison Frazar,58,3.18,178,56
174,T173,T173,Rory Sabbatini,85,3.18,261,82
175,T173,T173,Bo Van Pelt,92,3.18,369,116
176,T173,T173,Bubba Watson,85,3.18,432,136
177,T178,T178,Rich Beem,53,3.19,153,48
178,T178,T178,J.B. Holmes,57,3.19,204,64
179,T178,T178,Graeme McDowell,50,3.19,220,69
180,181,181,Phil Mickelson,79,3.2,448,140
181,T182,T182,Marc Leishman,87,3.22,248,77
182,T182,T182,Chris Stroud,88,3.22,338,105
183,184,184,Justin Hicks,60,3.23,194,60
184,T185,T185,Matt Bettencourt,84,3.25,273,84
185,T185,T185,Rocco Mediate,53,3.25,172,53
