,Lowest_Round_RANK THIS WEEK,Lowest_Round_RANK LAST WEEK,Lowest_Round_PLAYER NAME,Lowest_Round_ROUNDS,Lowest_Round_VALUE,Lowest_Round_TOURN/COURSE,Lowest_Round_ROUND
0,1,1,Patrick Cantlay,20,60,Travelers Champ,2
1,T2,T2,Hunter Haas,96,61,J. Timberlake/T,2
2,T2,T2,Scott Piercy,78,61,Reno-Tahoe Open,3
3,T2,T2,Brandt Snedeker,85,61,The Barclays/Pl,3
4,T5,T5,Blake Adams,116,62,Viking Classic/,2
5,T5,T5,Steven Bowditch,86,62,Viking Classic/,4
6,T5,T5,Rickie Fowler,84,62,Phoenix Open/TP,2
7,T5,T5,Brian Gay,90,62,Bob Hope/PGA We,5
8,T5,T5,Bill Haas,93,62,Bob Hope/PGA We,4
9,T5,T5,Trevor Immelman,84,62,The McGladrey/S,3
10,T5,T5,Anthony Kim,72,62,The Greenbrier/,3
11,T5,T5,Will MacKenzie,48,62,Frys.com Open/C,3
12,T5,T5,Jeff Maggert,49,62,AT&T Pebble/Mon,3
13,T5,T5,Graeme McDowell,50,62,Hyundai T of C/,4
14,T5,T5,Chez Reavie,92,62,John Deere Clas,2
15,T5,T5,Jim Renner,65,62,Frys.com Open/C,3
16,T5,T5,Adam Scott,60,62,WGC-Bridgestone,1
17,T5,T5,Michael Thompson,79,62,Travelers Champ,4
18,T5,T5,David Toms,78,62,Crowne Plaza/Co,2
19,T5,T5,D.J. Trahan,91,62,Travelers Champ,2
20,T5,T5,Jimmy Walker,79,62,The Greenbrier/,3
21,T5,T5,Nick Watney,80,62,AT&T National/A,3
22,T23,T23,Shane Bertsch,62,63,Travelers Champ,2
23,T23,T23,Kris Blanks,92,63,John Deere Clas,1
24,T23,T23,Ben Crane,76,63,The McGladrey/S,4
25,T23,T23,Jason Day,76,63,WGC-Bridgestone,1
26,T23,T23,Brendon de Jonge,105,63,John Deere Clas,3
27,T23,T23,James Driscoll,71,63,Puerto Rico/Tru,1
28,T23,T23,Steve Flesch,88,63,Travelers Champ,4
29,T23,T23,Tommy Gainey,104,63,Wyndham Champ./,1
30,T23,T23,Robert Garrigus,83,63,J. Timberlake/T,3
31,T23,T23,Freddie Jacobson,92,63,Travelers Champ,3
32,T23,T23,Dustin Johnson,72,63,The Barclays/Pl,2
33,T23,T23,Chris Kirk,87,63,AT&T National/A,3
34,T23,T23,Matt Kuchar,94,63,The Barclays/Pl,1
35,T23,T23,Derek Lamely,65,63,Bob Hope/PGA We,1
36,T23,T23,Justin Leonard,82,63,Children's MNHC,2
37,T23,T23,Hunter Mahan,92,63,Travelers Champ,2
38,T23,T23,Steve Marino,76,63,AT&T National/A,3
39,T23,T23,William McGirt,103,63,J. Timberlake/T,1
40,T23,T23,Phil Mickelson,79,63,Deutsche Bank/T,3
41,T23,T23,Zack Miller,86,63,The McGladrey/S,1
42,T23,T23,Ryan Moore,79,63,Travelers Champ,4
43,T23,T23,Kevin Na,84,63,J. Timberlake/T,2
44,T23,T23,Nick O'Hern,89,63,J. Timberlake/T,3
45,T23,T23,Carl Pettersson,95,63,Wyndham Champ./,3
46,T23,T23,D.A. Points,89,63,AT&T Pebble/Mon,1
47,T23,T23,Fran Quinn,26,63,Travelers Champ,2
48,T23,T23,Jeff Quinney,42,63,Wyndham Champ./,1
49,T23,T23,John Rollins,85,63,Travelers Champ,4
50,T23,T23,Justin Rose,79,63,BMW Champ/Cog H,1
51,T23,T23,Webb Simpson,98,63,The McGladrey/S,1
52,T23,T23,Heath Slocum,89,63,Travelers Champ,2
53,T23,T23,Kevin Streelman,90,63,Travelers Champ,3
54,T23,T23,Steve Stricker,70,63,PGA Championshi,1
55,T23,T23,Chris Stroud,88,63,Mayakoba/El Cam,2
56,T23,T23,Roland Thatcher,67,63,J. Timberlake/T,3
57,T23,T23,Chris Tidland,30,63,Puerto Rico/Tru,2
58,T23,T23,Cameron Tringale,110,63,The Barclays/Pl,2
59,T23,T23,Jhonattan Vegas,84,63,J. Timberlake/T,1
