,25_Final_Round_Performance_RANK THIS WEEK,25_Final_Round_Performance_RANK LAST WEEK,25_Final_Round_Performance_PLAYER NAME,25_Final_Round_Performance_EVENTS,25_Final_Round_Performance_% TIMES IMPROVED,25_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Luke Donald,19,100.0,3.0
1,T1,T1,Brandt Snedeker,26,100.0,3.0
2,T1,T1,Brendan Steele,27,100.0,9.0
3,T1,T1,Steve Stricker,19,100.0,3.0
4,T1,T1,Will Strickler,19,100.0,4.0
5,T1,T1,Nick Watney,22,100.0,5.0
6,7,7,Steven Bowditch,28,90.9,10.0
7,T8,T8,Rod Pampling,21,88.9,8.0
8,T8,T8,Ian Poulter,16,88.9,8.0
9,T10,T10,Joe Durant,25,87.5,7.0
10,T10,T10,Kevin Na,26,87.5,7.0
11,T10,T10,Pat Perez,24,87.5,7.0
12,T13,T13,Zach Johnson,23,85.7,6.0
13,T13,T13,Carl Pettersson,27,85.7,12.0
14,T13,T13,Charl Schwartzel,15,85.7,6.0
15,T13,T13,Vaughn Taylor,27,85.7,6.0
16,T17,T17,Lucas Glover,23,83.3,5.0
17,T17,T17,Scott Stallings,28,83.3,5.0
18,T19,T19,Brandt Jobe,28,81.8,9.0
19,T19,T19,Chris Kirk,28,81.8,9.0
20,T21,T21,Jason Day,21,80.0,4.0
21,T21,T21,Chris DiMarco,31,80.0,8.0
22,T21,T21,Justin Hicks,23,80.0,4.0
23,T21,T21,Billy Mayfair,29,80.0,12.0
24,T21,T21,Matt McQuillan,21,80.0,4.0
25,T21,T21,Roland Thatcher,22,80.0,4.0
26,T27,T27,K.J. Choi,22,77.8,7.0
27,T27,T27,Ernie Els,21,77.8,7.0
28,T27,T27,Kent Jones,25,77.8,7.0
29,T27,T27,Hunter Mahan,25,77.8,7.0
30,T27,T27,Scott Piercy,23,77.8,7.0
31,T27,T27,Chez Reavie,27,77.8,7.0
32,T27,T27,Justin Rose,23,77.8,7.0
33,T27,T27,Gary Woodland,25,77.8,7.0
34,T35,T35,Stewart Cink,22,75.0,6.0
35,T35,T35,Jim Furyk,26,75.0,6.0
36,T35,T35,Freddie Jacobson,25,75.0,6.0
37,T35,T35,Bio Kim,25,75.0,6.0
38,T35,T35,Matt Kuchar,24,75.0,3.0
39,T35,T35,Ben Martin,25,75.0,6.0
40,T35,T35,Aron Price,18,75.0,6.0
41,T35,T35,Tag Ridings,28,75.0,9.0
42,T35,T35,David Toms,23,75.0,3.0
43,T44,T44,Jerry Kelly,26,72.7,8.0
44,T44,T44,Spencer Levin,31,72.7,8.0
45,T44,T44,Rory Sabbatini,24,72.7,8.0
46,T44,T44,Heath Slocum,29,72.7,8.0
47,T44,T44,Jhonattan Vegas,25,72.7,8.0
48,T44,T44,Bubba Watson,22,72.7,8.0
49,T50,T50,Shane Bertsch,20,71.4,5.0
50,T50,T50,Michael Bradley,24,71.4,5.0
51,T50,T50,Ben Crane,23,71.4,5.0
52,T50,T50,Ben Curtis,23,71.4,5.0
53,T50,T50,James Driscoll,24,71.4,5.0
54,T50,T50,Sergio Garcia,16,71.4,5.0
55,T50,T50,Billy Horschel,25,71.4,5.0
