,Round_4_Scoring_Average_RANK THIS WEEK,Round_4_Scoring_Average_RANK LAST WEEK,Round_4_Scoring_Average_PLAYER NAME,Round_4_Scoring_Average_AVG,Round_4_Scoring_Average_TOTAL STROKES,Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Luke Donald,68.2,1023,15
1,2,2,Chris Kirk,69.07,1036,15
2,3,3,Matt McQuillan,69.25,554,8
3,4,4,Kevin Na,69.27,1039,15
4,5,5,Brandt Snedeker,69.38,1110,16
5,6,6,Derek Lamely,69.43,486,7
6,7,7,Webb Simpson,69.45,1528,22
7,8,8,David Toms,69.5,1112,16
8,9,9,Heath Slocum,69.53,1043,15
9,10,10,Bryce Molder,69.57,974,14
10,11,11,Charl Schwartzel,69.64,975,14
11,12,12,Carl Pettersson,69.65,1393,20
12,13,13,Ben Curtis,69.7,697,10
13,14,14,Joe Durant,69.73,767,11
14,15,15,Spencer Levin,69.8,1745,25
15,16,16,Zach Johnson,69.82,1187,17
16,17,17,Billy Mayfair,69.83,1257,18
17,18,18,Charles Howell III,69.87,1607,23
18,T19,T19,Briny Baird,69.91,769,11
19,T19,T19,Shane Bertsch,69.91,769,11
20,21,21,John Rollins,69.93,1049,15
21,22,22,Justin Rose,69.94,1119,16
22,T23,T23,Sung Kang,70.0,700,10
23,T23,T23,Marc Turnesa,70.0,490,7
24,25,25,Nick Watney,70.12,1192,17
25,T26,T26,Jerry Kelly,70.13,1122,16
26,T26,T26,Chris Stroud,70.13,1052,15
27,28,28,Geoff Ogilvy,70.15,912,13
28,29,29,Michael Bradley,70.17,842,12
29,30,30,Chris DiMarco,70.19,1123,16
30,T31,T31,Scott McCarron,70.2,702,10
31,T31,T31,Aron Price,70.2,702,10
32,33,33,Pat Perez,70.21,983,14
33,T34,T34,Blake Adams,70.22,1615,23
34,T34,T34,Kevin Streelman,70.22,1264,18
35,36,36,Brendan Steele,70.24,1194,17
36,T37,T37,Jason Day,70.25,1124,16
37,T37,T37,Ryuji Imada,70.25,843,12
38,T37,T37,Matt Kuchar,70.25,1405,20
39,40,40,Steven Bowditch,70.27,1054,15
40,41,41,Robert Allenby,70.29,1195,17
41,42,42,Retief Goosen,70.3,703,10
42,T43,T43,Stephen Ames,70.33,844,12
43,T43,T43,Tag Ridings,70.33,1055,15
44,T43,T43,Adam Scott,70.33,844,12
45,T43,T43,Will Strickler,70.33,422,6
46,T47,T47,Ben Crane,70.36,985,14
47,T47,T47,Tim Herron,70.36,985,14
48,T47,T47,Roland Thatcher,70.36,774,11
49,50,50,Daniel Summerhays,70.38,563,8
50,T51,T51,Jason Dufner,70.4,1056,15
51,T51,T51,Gary Woodland,70.4,1408,20
52,53,53,Sergio Garcia,70.43,986,14
53,54,54,Chez Reavie,70.44,1268,18
54,55,55,Hunter Mahan,70.45,1409,20
55,56,56,Charley Hoffman,70.47,1339,19
56,T57,T57,Billy Horschel,70.5,846,12
57,T57,T57,Ian Poulter,70.5,705,10
58,T57,T57,Vijay Singh,70.5,987,14
59,T60,T60,Chad Campbell,70.53,1340,19
60,T60,T60,D.J. Trahan,70.53,1058,15
61,62,62,K.J. Choi,70.56,1129,16
62,63,63,Brandt Jobe,70.57,1482,21
63,T64,T64,Jason Bohn,70.6,1059,15
64,T64,T64,Jonathan Byrd,70.6,1059,15
65,T64,T64,Bio Kim,70.6,706,10
66,67,67,Phil Mickelson,70.61,1271,18
67,68,68,Scott Stallings,70.62,918,13
68,T69,T69,Kris Blanks,70.63,1130,16
69,T69,T69,Hunter Haas,70.63,1130,16
70,T69,T69,Graeme McDowell,70.63,565,8
71,72,72,Camilo Villegas,70.64,777,11
72,T73,T73,Brian Gay,70.67,1272,18
73,T73,T73,Robert Karlsson,70.67,848,12
74,T73,T73,George McNeill,70.67,848,12
75,T73,T73,Bo Van Pelt,70.67,1272,18
76,T73,T73,Johnson Wagner,70.67,1060,15
77,T78,T78,Aaron Baddeley,70.69,1131,16
78,T78,T78,Steve Stricker,70.69,1131,16
79,T78,T78,Jhonattan Vegas,70.69,1131,16
80,81,81,David Hearn,70.71,1202,17
81,T82,T82,James Driscoll,70.73,778,11
82,T82,T82,Boo Weekley,70.73,778,11
83,84,84,Tim Petrovic,70.8,1062,15
84,T85,T85,Greg Chalmers,70.81,1133,16
85,T85,T85,Nick O'Hern,70.81,1133,16
86,T87,T87,Woody Austin,70.82,779,11
87,T87,T87,Jim Furyk,70.82,1204,17
88,T89,T89,Cameron Beckman,70.83,850,12
89,T89,T89,D.A. Points,70.83,1275,18
90,T89,T89,Michael Putnam,70.83,850,12
91,92,92,Ryan Moore,70.88,1205,17
92,93,93,Rory Sabbatini,70.89,1276,18
93,T94,T94,Justin Hicks,71.0,426,6
94,T94,T94,Jeff Overton,71.0,1420,20
