,Sub-Par_Rounds_RANK THIS WEEK,Sub-Par_Rounds_RANK LAST WEEK,Sub-Par_Rounds_PLAYER NAME,Sub-Par_Rounds_EVENTS
0,1,1,Webb Simpson,26
1,2,2,Spencer Levin,31
2,3,3,Blake Adams,34
3,4,4,Brandt Jobe,28
4,5,5,Brian Davis,30
5,T6,T6,Brendon de Jonge,30
6,T6,T6,Charles Howell III,30
7,T8,T8,Chad Campbell,29
8,T8,T8,Bill Haas,26
9,T8,T8,Matt Kuchar,24
10,T8,T8,William McGirt,32
11,T8,T8,Gary Woodland,25
12,T13,T13,John Senden,26
13,T13,T13,Cameron Tringale,32
14,T15,T15,Hunter Mahan,25
15,T15,T15,Carl Pettersson,27
16,T17,T17,Billy Mayfair,29
17,T17,T17,Brandt Snedeker,26
18,T19,T19,Jerry Kelly,26
19,T19,T19,Chez Reavie,27
20,T19,T19,Heath Slocum,29
21,T22,T22,Tommy Gainey,34
22,T22,T22,David Hearn,26
23,T22,T22,Bill Lunde,28
24,T22,T22,Kyle Stanley,28
25,T22,T22,Steve Stricker,19
26,T22,T22,David Toms,23
27,T28,T28,Kris Blanks,29
28,T28,T28,Luke Donald,19
29,T28,T28,Jim Furyk,26
30,T31,T31,Chris DiMarco,31
31,T31,T31,Brian Gay,26
32,T31,T31,Ryuji Imada,29
33,T31,T31,Tim Petrovic,29
34,T31,T31,Bo Van Pelt,27
35,T31,T31,Bubba Watson,22
36,T37,T37,Chris Couch,21
37,T37,T37,Hunter Haas,30
38,T37,T37,J.J. Henry,28
39,T37,T37,Freddie Jacobson,25
40,T37,T37,Bryce Molder,27
41,T37,T37,Kevin Na,26
42,T37,T37,Kevin Stadler,27
43,T37,T37,Brendan Steele,27
44,T37,T37,Chris Stroud,28
45,T46,T46,Aaron Baddeley,22
46,T46,T46,Chris Kirk,28
47,T46,T46,Nick O'Hern,29
48,T46,T46,Rory Sabbatini,24
49,T46,T46,Mark Wilson,26
50,T51,T51,Rickie Fowler,24
51,T51,T51,Zach Johnson,23
52,T51,T51,D.A. Points,26
53,T51,T51,Josh Teater,31
54,T51,T51,D.J. Trahan,30
55,T51,T51,Charlie Wi,25
56,T57,T57,Troy Matteson,28
57,T57,T57,John Merrick,21
58,T57,T57,Jeff Overton,26
59,T57,T57,Justin Rose,23
60,T57,T57,Vijay Singh,25
61,T57,T57,Kevin Streelman,26
62,T57,T57,Vaughn Taylor,27
63,T57,T57,Nick Watney,22
64,T65,T65,Jason Bohn,22
65,T65,T65,Steven Bowditch,28
66,T65,T65,Jason Dufner,23
67,T65,T65,Robert Garrigus,26
68,T65,T65,Martin Laird,23
69,T65,T65,David Mathis,25
70,T65,T65,Tag Ridings,28
71,T72,T72,Charley Hoffman,27
72,T72,T72,Marc Leishman,27
73,T72,T72,Phil Mickelson,21
74,T72,T72,Ryan Moore,22
75,T72,T72,John Rollins,27
76,T72,T72,Michael Thompson,25
77,T72,T72,Jhonattan Vegas,25
78,T72,T72,Johnson Wagner,25
79,T80,T80,Robert Allenby,25
80,T80,T80,Arjun Atwal,29
81,T80,T80,Keegan Bradley,28
82,T80,T80,Greg Chalmers,28
83,T80,T80,Jason Day,21
84,T80,T80,Trevor Immelman,25
85,T80,T80,Ryan Palmer,24
86,T80,T80,Rod Pampling,21
87,T80,T80,Pat Perez,24
88,T89,T89,Ricky Barnes,23
89,T89,T89,Jonathan Byrd,26
90,T89,T89,K.J. Choi,22
91,T92,T92,Ben Crane,23
92,T92,T92,Tim Herron,28
93,T92,T92,Scott Piercy,23
94,T92,T92,Scott Stallings,28
95,T96,T96,Lucas Glover,23
96,T96,T96,Paul Goydos,25
97,T98,T98,Michael Bradley,24
98,T98,T98,Bobby Gates,29
99,T98,T98,Jarrod Lyle,29
100,T98,T98,Andres Romero,22
101,T98,T98,Paul Stankowski,24
102,T103,T103,Shane Bertsch,20
103,T103,T103,Stewart Cink,22
104,T103,T103,Fabián Gómez,26
105,T103,T103,Steve Marino,23
106,T103,T103,Joe Ogilvie,24
107,T103,T103,Roland Thatcher,22
108,T103,T103,Jimmy Walker,24
109,T110,T110,Stephen Ames,22
110,T110,T110,Briny Baird,19
111,T110,T110,Cameron Beckman,25
112,T110,T110,Matt Bettencourt,30
113,T110,T110,Kevin Chappell,26
114,T110,T110,Michael Connell,26
115,T110,T110,Sergio Garcia,16
116,T110,T110,Jim Herman,22
117,T110,T110,Billy Horschel,25
118,T110,T110,George McNeill,21
119,T110,T110,Aron Price,18
120,T121,T121,Steve Flesch,27
121,T121,T121,Nathan Green,26
122,T121,T121,Dustin Johnson,21
123,T121,T121,Kent Jones,25
124,T121,T121,Matt Jones,25
125,T121,T121,Alex Prugh,29
126,T127,T127,Joseph Bramlett,25
127,T127,T127,Geoff Ogilvy,21
128,T127,T127,Chris Riley,25
129,T127,T127,Boo Weekley,23
130,T131,T131,Justin Leonard,26
131,T131,T131,Davis Love III,22
132,T131,T131,Ben Martin,25
133,T131,T131,Charl Schwartzel,15
134,T131,T131,Adam Scott,18
135,T131,T131,Garrett Willis,24
136,T137,T137,Ben Curtis,23
137,T137,T137,Ernie Els,21
138,T137,T137,Lee Janzen,19
139,T137,T137,Sung Kang,21
140,T137,T137,Robert Karlsson,18
141,T142,T142,Alex Cejka,21
142,T142,T142,Bio Kim,25
143,T142,T142,Scott McCarron,22
144,T145,T145,James Driscoll,24
145,T145,T145,Andres Gonzales,21
146,T145,T145,Padraig Harrington,18
147,T145,T145,Anthony Kim,26
148,T145,T145,Sean O'Hair,24
149,T145,T145,Michael Putnam,21
150,T145,T145,Alexandre Rocha,22
151,T145,T145,Camilo Villegas,25
152,T145,T145,Dean Wilson,22
153,T154,T154,Joe Durant,25
154,T154,T154,J.B. Holmes,16
155,T154,T154,Matt McQuillan,21
156,T154,T154,Shaun Micheel,27
157,T154,T154,Zack Miller,30
158,T159,T159,Scott Gutschewski,23
159,T159,T159,Daniel Summerhays,29
160,T161,T161,Woody Austin,18
161,T161,T161,D.J. Brigman,23
162,T161,T161,Ángel Cabrera,17
163,T161,T161,David Duval,24
164,T161,T161,Tom Gillis,19
165,T161,T161,Retief Goosen,16
166,T161,T161,Kevin Kisner,24
167,T161,T161,Troy Merritt,23
