,GIR_Putting_-_5-10_RANK THIS WEEK,GIR_Putting_-_5-10_RANK LAST WEEK,GIR_Putting_-_5-10_PLAYER NAME,GIR_Putting_-_5-10_ROUNDS,GIR_Putting_-_5-10_%,GIR_Putting_-_5-10_ATTEMPTS,GIR_Putting_-_5-10_PUTTS MADE
0,1,1,Bob Heintz,67,66.12,121,80
1,2,2,Ben Crane,78,65.32,124,81
2,3,3,J.P. Hayes,63,64.77,88,57
3,4,4,Luke Donald,67,63.16,76,48
4,5,5,Rory Sabbatini,81,62.5,120,75
5,6,6,David Toms,87,62.33,146,91
6,7,7,Arjun Atwal,65,62.07,116,72
7,8,8,Steve Stricker,62,61.02,118,72
8,9,9,Bernhard Langer,67,60.71,84,51
9,10,10,Matt Davidson,53,60.67,89,54
10,11,11,Duffy Waldorf,86,60.17,118,71
11,12,12,Tag Ridings,93,60.0,160,96
12,13,13,Mark Brooks,72,59.79,97,58
13,14,14,Kirk Triplett,55,59.74,77,46
14,15,15,Paul Azinger,66,59.63,109,65
15,16,16,Sean O'Hair,103,59.09,132,78
16,17,17,Todd Fischer,99,58.54,164,96
17,18,18,Brian Gay,101,58.28,151,88
18,19,19,Olin Browne,99,58.17,153,89
19,20,20,Joe Ogilvie,103,58.0,150,87
20,21,21,Tiger Woods,76,57.89,114,66
21,T22,T22,Jim Furyk,94,57.33,150,86
22,T22,T22,Tim Herron,100,57.33,150,86
23,24,24,José María Olazábal,55,57.32,82,47
24,25,25,Stephen Ames,82,57.29,96,55
25,26,26,Hunter Haas,83,57.25,131,75
26,27,27,Len Mattiace,86,57.01,107,61
27,28,28,K.J. Choi,78,57.0,100,57
28,29,29,Retief Goosen,71,56.96,79,45
29,30,30,Dean Wilson,86,56.83,139,79
30,31,31,Richard Johnson,50,56.82,88,50
31,32,32,Vijay Singh,111,56.77,192,109
32,33,33,Darron Stiles,78,56.62,136,77
33,34,34,Bart Bryant,91,56.38,149,84
34,35,35,John Rollins,97,56.33,158,89
35,36,36,Hank Kuehne,84,56.06,132,74
36,37,37,Corey Pavin,77,55.96,109,61
37,38,38,Ian Poulter,62,55.88,68,38
38,39,39,Tom Byrum,83,55.81,129,72
39,40,40,Cameron Beckman,96,55.78,147,82
40,41,41,Adam Scott,72,55.77,104,58
41,42,42,Mark O'Meara,66,55.7,79,44
42,43,43,Steve Flesch,90,55.66,106,59
43,44,44,Rod Pampling,89,55.47,128,71
44,45,45,Davis Love III,80,55.45,101,56
45,46,46,Brenden Pappas,51,55.42,83,46
46,47,47,Danny Briggs,70,55.34,103,57
47,48,48,Fred Couples,72,55.29,85,47
48,49,49,Brian Davis,75,55.14,107,59
49,50,50,Padraig Harrington,50,55.07,69,38
50,51,51,Mark Calcavecchia,92,55.04,129,71
51,52,52,Matt Kuchar,60,54.95,91,50
52,53,53,Stewart Cink,98,54.86,144,79
53,54,54,Jeff Hart,63,54.74,95,52
54,55,55,Joey Snyder III,102,54.61,152,83
55,56,56,Patrick Sheehan,114,54.38,160,87
56,T57,T57,Michael Allen,90,54.35,138,75
57,T57,T57,Scott Verplank,87,54.35,138,75
58,59,59,Aaron Baddeley,84,54.33,127,69
59,60,60,Phil Mickelson,81,54.31,116,63
60,61,61,Bo Van Pelt,112,54.29,175,95
61,62,62,Gavin Coles,70,54.05,111,60
62,63,63,Stephen Leaney,89,54.03,124,67
63,64,64,Kent Jones,99,53.9,154,83
64,T65,T65,Marco Dawson,82,53.85,156,84
65,T65,T65,John Senden,101,53.85,143,77
66,67,67,Chris Smith,93,53.68,136,73
67,68,68,Neal Lancaster,95,53.64,151,81
68,69,69,Shigeki Maruyama,99,53.61,166,89
69,70,70,Kevin Sutherland,89,53.57,112,60
70,71,71,Jeff Sluman,94,53.52,142,76
71,72,72,Mark Hensby,70,53.33,75,40
72,73,73,Heath Slocum,103,53.3,197,105
73,74,74,Doug Barron,70,53.24,139,74
74,75,75,José Coceres,56,53.19,94,50
75,76,76,J.J. Henry,102,53.02,149,79
76,77,77,Dan Forsman,52,53.01,83,44
77,78,78,Justin Leonard,78,52.94,102,54
78,79,79,Skip Kendall,80,52.89,121,64
79,80,80,Vaughn Taylor,99,52.72,184,97
80,81,81,Greg Owen,84,52.63,133,70
81,82,82,Dudley Hart,84,52.59,135,71
82,83,83,J.L. Lewis,98,52.57,175,92
83,T84,T84,Chris DiMarco,83,52.34,128,67
84,T84,T84,Carlos Franco,78,52.34,128,67
85,86,86,Larry Mize,54,52.31,65,34
86,87,87,Geoff Ogilvy,97,52.26,155,81
87,88,88,Brent Geiberger,61,52.17,69,36
88,89,89,Scott McCarron,78,52.08,96,50
89,90,90,Mark Wilson,74,52.07,121,63
90,91,91,John Daly,78,52.04,98,51
91,T92,T92,Chad Campbell,95,52.0,150,78
92,T92,T92,Frank Lickliter II,100,52.0,175,91
93,T94,T94,Brad Faxon,75,51.82,110,57
94,T94,T94,Scott Gutschewski,86,51.82,137,71
95,T94,T94,Shaun Micheel,81,51.82,110,57
96,T97,T97,Robert Gamez,91,51.7,147,76
97,T97,T97,Carl Pettersson,109,51.7,176,91
98,99,99,Billy Mayfair,114,51.69,207,107
99,100,100,Charlie Wi,67,51.61,124,64
100,101,101,Craig Barlow,81,51.56,128,66
101,102,102,Jonathan Kaye,77,51.52,132,68
102,103,103,Zach Johnson,96,51.5,167,86
103,104,104,Bob Estes,92,51.33,150,77
104,105,105,Jason Bohn,91,51.28,156,80
105,106,106,Glen Day,80,51.24,121,62
106,107,107,Dennis Paulson,63,51.22,82,42
107,108,108,David Hearn,68,51.2,125,64
108,109,109,John Huston,90,51.19,168,86
109,110,110,Charles Howell III,95,51.09,137,70
110,111,111,Omar Uresti,84,51.06,141,72
111,112,112,Fred Funk,102,51.05,143,73
112,113,113,Daniel Chopra,108,50.89,169,86
113,114,114,Hunter Mahan,103,50.88,171,87
114,115,115,Andrew Magee,82,50.75,134,68
115,116,116,Pat Perez,89,50.69,144,73
116,117,117,Ryan Palmer,101,50.67,150,76
117,118,118,Briny Baird,98,50.63,160,81
118,119,119,Tjaart van der Walt,56,50.59,85,43
119,120,120,Jim Carter,62,50.55,91,46
120,121,121,Sergio Garcia,73,50.48,105,53
121,T122,T122,Freddie Jacobson,72,50.43,115,58
122,T122,T122,Nick Watney,91,50.43,117,59
123,124,124,Kenny Perry,82,50.42,119,60
124,125,125,Bob Tway,87,50.41,123,62
125,126,126,Brandt Jobe,96,50.33,151,76
126,127,127,Lucas Glover,88,50.32,155,78
127,T128,T128,Robert Damron,89,50.31,159,80
128,T128,T128,Kevin Stadler,96,50.31,161,81
129,T130,T130,D.J. Brigman,76,50.0,106,53
130,T130,T130,Tom Pernice Jr.,111,50.0,148,74
131,132,132,Lee Janzen,75,49.52,105,52
132,133,133,Hidemichi Tanaka,106,49.46,186,92
133,134,134,Jonathan Byrd,103,49.4,168,83
134,T135,T135,Ted Purdy,122,49.34,152,75
135,T135,T135,Charles Warren,89,49.34,152,75
136,137,137,Todd Hamilton,94,49.28,138,68
137,138,138,Peter Lonard,85,49.19,124,61
138,139,139,Jeff Maggert,79,49.09,110,54
139,T140,T140,Jason Allred,75,48.98,98,48
140,T140,T140,Jesper Parnevik,84,48.98,98,48
141,142,142,Tim Clark,92,48.84,129,63
142,143,143,Mike Weir,71,48.81,84,41
143,144,144,Brett Quigley,96,48.78,164,80
144,145,145,Chris Anderson,66,48.67,113,55
145,146,146,Ryuji Imada,78,48.61,144,70
146,147,147,Billy Andrade,83,48.59,142,69
147,148,148,Bill Glasson,54,48.48,99,48
148,149,149,Paul Claxton,79,48.44,128,62
149,150,150,Steve Lowery,100,48.37,153,74
150,151,151,Jeff Brehaut,71,48.09,131,63
151,152,152,Woody Austin,100,48.04,179,86
152,153,153,Will MacKenzie,75,47.97,148,71
153,154,154,Steve Allan,102,47.95,146,70
154,155,155,Robert Allenby,95,47.8,159,76
155,156,156,Stuart Appleby,84,47.79,113,54
156,157,157,Jerry Kelly,101,47.73,132,63
