,Overall_Putting_Average_RANK THIS WEEK,Overall_Putting_Average_RANK LAST WEEK,Overall_Putting_Average_PLAYER NAME,Overall_Putting_Average_ROUNDS,Overall_Putting_Average_AVG,Overall_Putting_Average_# OF PUTTS,Overall_Putting_Average_# OF HOLES
62,T61,T61,Mike Weir,71,1.607,1909,1188
63,T64,T64,Steve Lowery,100,1.608,2778,1728
64,T64,T64,Brett Quigley,96,1.608,2663,1656
65,T66,T66,Jason Bohn,91,1.609,2635,1638
66,T66,T66,Jay Williamson,53,1.609,1535,954
67,T68,T68,K.J. Choi,78,1.61,2116,1314
68,T68,T68,Stewart Cink,98,1.61,2608,1620
69,T68,T68,James Driscoll,73,1.61,2057,1278
70,T68,T68,Freddie Jacobson,72,1.61,2058,1278
71,T72,T72,Jim Furyk,94,1.611,2696,1674
72,T72,T72,Padraig Harrington,50,1.611,1392,864
73,T72,T72,Zach Johnson,96,1.611,2755,1710
74,T75,T75,Cameron Beckman,96,1.614,2672,1656
75,T75,T75,Marco Dawson,82,1.614,2382,1476
76,T75,T75,John Huston,90,1.614,2498,1548
77,T75,T75,Larry Mize,54,1.614,1453,900
78,79,79,Paul Gow,78,1.615,2151,1332
79,T80,T80,Mathias Grönberg,60,1.6159999999999999,1687,1044
80,T80,T80,Andrew Magee,82,1.6159999999999999,2269,1404
81,T80,T80,Scott McCarron,78,1.6159999999999999,2153,1332
82,T80,T80,Ryan Palmer,101,1.6159999999999999,2822,1746
83,T84,T84,Woody Austin,100,1.617,2911,1800
84,T84,T84,Kent Jones,99,1.617,2823,1746
85,T86,T86,Lee Janzen,75,1.618,2126,1314
86,T86,T86,Justin Rose,99,1.618,2767,1710
87,T88,T88,Neal Lancaster,95,1.619,2769,1710
88,T88,T88,Davis Love III,80,1.619,2186,1350
89,T88,T88,Nick Watney,91,1.619,2594,1602
90,T91,T91,Mark Calcavecchia,92,1.62,2624,1620
91,T91,T91,Todd Hamilton,94,1.62,2653,1638
92,T91,T91,Hidemichi Tanaka,106,1.62,2974,1836
93,T91,T91,Bob Tway,87,1.62,2420,1494
94,95,95,Bernhard Langer,67,1.621,1955,1206
95,T96,T96,Harrison Frazar,105,1.6219999999999999,2949,1818
96,T96,T96,Brent Geiberger,61,1.6219999999999999,1723,1062
97,T96,T96,Jerry Kelly,101,1.6219999999999999,2890,1782
98,T96,T96,Chris Riley,67,1.6219999999999999,1868,1152
99,T96,T96,Kevin Stadler,96,1.6219999999999999,2686,1656
100,T101,T101,Jay Haas,54,1.6230000000000002,1490,918
101,T101,T101,Brandt Jobe,96,1.6230000000000002,2687,1656
102,T101,T101,Skip Kendall,80,1.6230000000000002,2279,1404
103,T104,T104,Doug Barron,70,1.624,2046,1260
104,T104,T104,Olin Browne,99,1.624,2777,1710
105,T104,T104,Brian Davis,75,1.624,2192,1350
106,T104,T104,Rod Pampling,89,1.624,2455,1512
107,T108,T108,John Cook,72,1.625,2048,1260
108,T108,T108,Robert Damron,89,1.625,2603,1602
109,T108,T108,Vijay Singh,111,1.625,3188,1962
110,T108,T108,Jeff Sluman,94,1.625,2750,1692
111,T108,T108,Hideto Tanihara,50,1.625,1404,864
112,T113,T113,Jason Allred,75,1.626,2137,1314
113,T113,T113,John Elliott,58,1.626,1639,1008
114,T113,T113,Jeff Hart,63,1.626,1785,1098
115,T113,T113,Franklin Langham,91,1.626,2546,1566
116,T113,T113,Mario Tiziani,67,1.626,1902,1170
117,T118,T118,Jonathan Byrd,103,1.6269999999999998,2900,1782
118,T118,T118,John Daly,78,1.6269999999999998,2226,1368
119,T118,T118,Lucas Glover,88,1.6269999999999998,2518,1548
120,T118,T118,Jonathan Kaye,77,1.6269999999999998,2167,1332
121,T118,T118,Tim Petrovic,97,1.6269999999999998,2723,1674
122,T118,T118,Kevin Sutherland,89,1.6269999999999998,2548,1566
123,124,124,Arron Oberholser,65,1.6280000000000001,1846,1134
124,T125,T125,Luke Donald,67,1.629,1759,1080
125,T125,T125,Carlos Franco,78,1.629,2229,1368
126,T125,T125,Bill Glasson,54,1.629,1525,936
127,T125,T125,Scott Gutschewski,86,1.629,2405,1476
128,T125,T125,J.L. Lewis,98,1.629,2873,1764
129,T125,T125,Hunter Mahan,103,1.629,2961,1818
130,T125,T125,Rocco Mediate,73,1.629,2140,1314
131,T125,T125,Duffy Waldorf,86,1.629,2405,1476
132,T133,T133,Tom Gillis,77,1.63,2200,1350
133,T133,T133,Mark Hensby,70,1.63,1995,1224
134,T135,T135,Ian Poulter,62,1.631,1644,1008
135,T135,T135,Heath Slocum,103,1.631,2906,1782
136,T137,T137,Peter Lonard,85,1.632,2467,1512
137,T137,T137,Omar Uresti,84,1.632,2467,1512
138,139,139,Brian Bateman,98,1.633,2763,1692
139,140,140,Dan Forsman,52,1.6340000000000001,1471,900
140,T141,T141,Steve Allan,102,1.635,2884,1764
141,T141,T141,Stuart Appleby,84,1.635,2355,1440
142,T141,T141,Matt Davidson,53,1.635,1560,954
143,T141,T141,Steve Flesch,90,1.635,2502,1530
144,T141,T141,Frank Lickliter II,100,1.635,2825,1728
145,T141,T141,Adam Scott,72,1.635,2001,1224
146,T147,T147,Steve Elkington,67,1.636,1973,1206
147,T147,T147,Charles Howell III,95,1.636,2650,1620
148,T147,T147,Brendan Jones,81,1.636,2327,1422
149,T147,T147,Stephen Leaney,89,1.636,2532,1548
150,T147,T147,Joey Sindelar,104,1.636,3062,1872
151,T152,T152,Tom Byrum,83,1.6369999999999998,2446,1494
152,T152,T152,Fred Funk,102,1.6369999999999998,2976,1818
153,T154,T154,Retief Goosen,71,1.6380000000000001,1798,1098
154,T154,T154,Billy Mayfair,114,1.6380000000000001,3244,1980
155,T154,T154,Sean O'Hair,103,1.6380000000000001,2919,1782
156,T157,T157,Ben Curtis,65,1.639,1918,1170
157,T157,T157,John Rollins,97,1.639,2802,1710
158,T159,T159,Bart Bryant,91,1.64,2687,1638
159,T159,T159,Paul Claxton,79,1.64,2332,1422
160,T159,T159,Jeff Maggert,79,1.64,2184,1332
161,T162,T162,D.A. Points,94,1.641,2658,1620
162,T162,T162,John Senden,101,1.641,2925,1782
163,T162,T162,Tjaart van der Walt,56,1.641,1654,1008
164,T162,T162,Bo Van Pelt,112,1.641,3308,2016
165,166,166,Jeff Brehaut,71,1.645,1984,1206
166,T167,T167,Craig Barlow,81,1.646,2281,1386
167,T167,T167,Jim Carter,62,1.646,1778,1080
168,T167,T167,Michael Long,72,1.646,2074,1260
169,T167,T167,Will MacKenzie,75,1.646,2163,1314
170,171,171,Chad Campbell,95,1.6469999999999998,2728,1656
171,T172,T172,Steve Jones,56,1.649,1603,972
172,T172,T172,Tom Lehman,69,1.649,1989,1206
173,174,174,Ted Purdy,122,1.65,3624,2196
174,T175,T175,Danny Briggs,70,1.651,2021,1224
175,T175,T175,Alex Cejka,84,1.651,2407,1458
176,T175,T175,Greg Owen,84,1.651,2377,1440
177,T178,T178,D.J. Trahan,81,1.652,2289,1386
178,T178,T178,Charles Warren,89,1.652,2587,1566
179,T180,T180,Scott Hend,75,1.653,2172,1314
180,T180,T180,Dennis Paulson,63,1.653,1874,1134
181,T180,T180,Lee Westwood,50,1.653,1428,864
182,T183,T183,Tommy Armour III,103,1.6540000000000001,3066,1854
183,T183,T183,Shaun Micheel,81,1.6540000000000001,2352,1422
184,185,185,Rich Beem,66,1.655,1847,1116
185,T186,T186,Briny Baird,98,1.656,2861,1728
186,T186,T186,Fred Couples,72,1.656,2027,1224
187,T186,T186,Kenny Perry,82,1.656,2385,1440
188,T186,T186,Joey Snyder III,102,1.656,2921,1764
189,190,190,Brett Wetterich,76,1.6580000000000001,2208,1332
190,191,191,Glen Hnatiuk,59,1.659,1642,990
191,192,192,Robert Allenby,95,1.666,2669,1602
192,193,193,Craig Perks,67,1.6680000000000001,1951,1170
193,T194,T194,D.J. Brigman,76,1.672,2167,1296
194,T194,T194,J.J. Henry,102,1.672,3009,1800
195,196,196,Roland Thatcher,75,1.673,2198,1314
196,T197,T197,Sergio Garcia,73,1.676,2051,1224
197,T197,T197,Bradley Hughes,52,1.676,1569,936
198,T199,T199,Thomas Levet,54,1.6769999999999998,1600,954
199,T199,T199,Chris Smith,93,1.6769999999999998,2807,1674
200,201,201,David Hearn,68,1.679,2055,1224
201,202,202,Joe Durant,81,1.689,2463,1458
