,Average_Putting_Distance_-_All_3_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_3_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_3_putts_PLAYER NAME,Average_Putting_Distance_-_All_3_putts_ROUNDS,Average_Putting_Distance_-_All_3_putts_AVG,Average_Putting_Distance_-_All_3_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_3_putts_TOTAL PUTTS
0,1,1,John Senden,101,"50' 9""",2031.3329999999999,40
1,2,2,Jesper Parnevik,84,"50' 3""",955.0,19
2,3,3,Jay Haas,54,"48' 1""",817.6669999999999,17
3,4,4,Larry Mize,54,"47' 6""",1188.0,25
4,5,5,Jeff Brehaut,71,"47' 4""",1182.833,25
5,6,6,Kevin Sutherland,89,"47' 3""",2126.75,45
6,7,7,Shaun Micheel,81,"46' 4""",1712.9170000000001,37
7,T8,T8,Len Mattiace,86,"46' 2""",1662.6670000000001,36
8,T8,T8,Bob Tway,87,"46' 2""",1153.833,25
9,10,10,Jim Furyk,94,"46' 1""",1521.0829999999999,33
10,11,11,Ben Curtis,65,"45' 6""",1138.417,25
11,12,12,James Driscoll,73,"45' 4""",1314.0,29
12,13,13,Bart Bryant,91,"45' 2""",1625.6670000000001,36
13,14,14,Jonathan Kaye,77,"44' 11""",1528.5,34
14,T15,T15,Luke Donald,67,"44' 9""",760.5,17
15,T15,T15,Joey Sindelar,104,"44' 9""",2504.75,56
16,17,17,Ted Purdy,122,"44' 7""",2896.5,65
17,18,18,John Elliott,58,"44' 6""",1336.0,30
18,T19,T19,Brad Faxon,75,"44' 4""",797.5,18
19,T19,T19,Chris Smith,93,"44' 4""",2880.333,65
20,T19,T19,Lee Westwood,50,"44' 4""",974.5830000000001,22
21,22,22,Rocco Mediate,73,"44' 3""",2169.083,49
22,T23,T23,John Cook,72,"44' 2""",882.9169999999999,20
23,T23,T23,Bill Glasson,54,"44' 2""",1060.083,24
24,T23,T23,Todd Hamilton,94,"44' 2""",1412.5,32
25,26,26,Todd Fischer,99,"43' 10""",1228.0,28
26,T27,T27,Vijay Singh,111,"43' 9""",1663.75,38
27,T27,T27,Duffy Waldorf,86,"43' 9""",1793.5829999999999,41
28,T29,T29,John Daly,78,"43' 8""",1310.75,30
29,T29,T29,Harrison Frazar,105,"43' 8""",2138.75,49
30,31,31,Tim Petrovic,97,"43' 7""",1786.3329999999999,41
31,T32,T32,Michael Allen,90,"43' 6""",1435.1670000000001,33
32,T32,T32,Bob Estes,92,"43' 6""",1435.25,33
33,T32,T32,Charlie Wi,67,"43' 6""",1087.417,25
34,35,35,Padraig Harrington,50,"43' 5""",824.3330000000001,19
35,36,36,J.J. Henry,102,"43' 4""",2382.917,55
36,T37,T37,Phil Mickelson,81,"43' 3""",1253.5,29
37,T37,T37,Jay Williamson,53,"43' 3""",1167.083,27
38,39,39,Stephen Leaney,89,"43' 2""",1941.5829999999999,45
