,1-Putts_per_Round_RANK THIS WEEK,1-Putts_per_Round_RANK LAST WEEK,1-Putts_per_Round_PLAYER NAME,1-Putts_per_Round_ROUNDS,1-Putts_per_Round_AVG,1-Putts_per_Round_TOTAL 1 PUTTS,1-Putts_per_Round_TOTAL ROUNDS
0,1,1,Steve Stricker,62,8.05,499,62
1,2,2,Ben Crane,78,7.97,590,74
2,3,3,Charlie Wi,67,7.82,508,65
3,4,4,Joe Ogilvie,103,7.77,769,99
4,5,5,Aaron Baddeley,84,7.73,634,82
5,6,6,Kevin Na,88,7.66,659,86
6,7,7,Brad Faxon,75,7.61,540,71
7,T8,T8,Todd Fischer,99,7.6,737,97
8,T8,T8,Brian Gay,101,7.6,752,99
9,T8,T8,Tim Herron,100,7.6,752,99
10,11,11,Len Mattiace,86,7.57,636,84
11,T12,T12,Bob Heintz,67,7.55,506,67
12,T12,T12,Phil Mickelson,81,7.55,559,74
13,T12,T12,Tiger Woods,76,7.55,559,74
14,15,15,Glen Day,80,7.53,587,78
15,16,16,Arjun Atwal,65,7.52,489,65
16,17,17,José María Olazábal,55,7.51,398,53
17,18,18,Mark O'Meara,66,7.48,494,66
18,T19,T19,José Coceres,56,7.46,403,54
19,T19,T19,J.P. Hayes,63,7.46,470,63
20,T21,T21,Billy Andrade,83,7.45,618,83
21,T21,T21,Paul Azinger,66,7.45,492,66
22,23,23,John Huston,90,7.43,639,86
23,24,24,Tag Ridings,93,7.42,675,91
24,T25,T25,Tim Clark,92,7.41,645,87
25,T25,T25,Corey Pavin,77,7.41,541,73
26,27,27,Pat Perez,89,7.4,659,89
27,28,28,Phillip Price,77,7.37,538,73
28,29,29,Chris DiMarco,83,7.36,552,75
29,30,30,Chris Anderson,66,7.35,456,62
30,31,31,Dudley Hart,84,7.33,616,84
31,32,32,Tom Pernice Jr.,111,7.32,783,107
32,33,33,Brian Davis,75,7.31,548,75
33,T34,T34,Stephen Ames,82,7.3,577,79
34,T34,T34,Larry Mize,54,7.3,365,50
35,36,36,Daniel Chopra,108,7.29,758,104
36,37,37,Shigeki Maruyama,99,7.28,713,98
37,T38,T38,Jesper Parnevik,84,7.26,595,82
38,T38,T38,Jay Williamson,53,7.26,385,53
39,40,40,Brenden Pappas,51,7.25,370,51
40,T41,T41,Gavin Coles,70,7.24,507,70
41,T41,T41,Hunter Haas,83,7.24,572,79
42,T41,T41,Geoff Ogilvy,97,7.24,673,93
43,T44,T44,Hank Kuehne,84,7.23,578,80
44,T44,T44,Loren Roberts,54,7.23,383,53
45,T46,T46,Bob Estes,92,7.22,664,92
46,T46,T46,Ryuji Imada,78,7.22,563,78
47,T48,T48,Robert Gamez,91,7.21,656,91
48,T48,T48,Freddie Jacobson,72,7.21,512,71
49,T48,T48,Steve Lowery,100,7.21,692,96
50,51,51,Vaughn Taylor,99,7.2,713,99
51,52,52,Ryan Palmer,101,7.18,696,97
52,T53,T53,Kirk Triplett,55,7.17,373,52
53,T53,T53,Scott Verplank,87,7.17,617,86
54,T55,T55,Mark Calcavecchia,92,7.16,644,90
55,T55,T55,Carl Pettersson,109,7.16,752,105
56,T57,T57,James Driscoll,73,7.15,508,71
57,T57,T57,Jim Furyk,94,7.15,665,93
58,T59,T59,Rob Rashell,65,7.14,464,65
59,T59,T59,Rory Sabbatini,81,7.14,557,78
60,T61,T61,Justin Leonard,78,7.13,535,75
61,T61,T61,Patrick Sheehan,114,7.13,784,110
62,T61,T61,David Toms,87,7.13,549,77
63,T64,T64,Richard Johnson,50,7.12,356,50
64,T64,T64,Bernhard Langer,67,7.12,477,67
65,T64,T64,Scott McCarron,78,7.12,527,74
66,T64,T64,Darron Stiles,78,7.12,541,76
67,68,68,Justin Bolli,65,7.1,447,63
68,T69,T69,Cameron Beckman,96,7.09,652,92
69,T69,T69,Brett Quigley,96,7.09,652,92
70,T69,T69,Mike Weir,71,7.09,468,66
71,T69,T69,Mark Wilson,74,7.09,496,70
72,T73,T73,Lee Janzen,75,7.08,517,73
73,T73,T73,Matt Kuchar,60,7.08,425,60
74,T73,T73,Dean Wilson,86,7.08,609,86
75,T76,T76,Michael Allen,90,7.07,636,90
76,T76,T76,Stewart Cink,98,7.07,636,90
77,T76,T76,Matt Gogel,78,7.07,537,76
78,T76,T76,Neal Lancaster,95,7.07,672,95
79,T80,T80,Mark Brooks,72,7.06,508,72
80,T80,T80,Marco Dawson,82,7.06,579,82
81,T80,T80,Kent Jones,99,7.06,685,97
82,T80,T80,Chris Riley,67,7.06,452,64
83,84,84,Zach Johnson,96,7.04,669,95
84,85,85,Mathias Grönberg,60,7.03,408,58
85,86,86,Dan Forsman,52,7.02,351,50
86,87,87,Woody Austin,100,7.01,701,100
87,88,88,Matt Davidson,53,7.0,371,53
88,T89,T89,Steve Allan,102,6.99,685,98
89,T89,T89,Jonathan Byrd,103,6.99,692,99
90,T89,T89,K.J. Choi,78,6.99,510,73
91,T89,T89,Harrison Frazar,105,6.99,706,101
92,T89,T89,Kevin Stadler,96,6.99,643,92
93,94,94,Padraig Harrington,50,6.98,335,48
94,T95,T95,Jay Haas,54,6.96,355,51
95,T95,T95,Nick Watney,91,6.96,619,89
96,97,97,Hidemichi Tanaka,106,6.95,709,102
97,98,98,Robert Damron,89,6.94,618,89
98,T99,T99,Jason Bohn,91,6.93,631,91
99,T99,T99,Paul Gow,78,6.93,513,74
100,T99,T99,Todd Hamilton,94,6.93,631,91
101,T99,T99,Vijay Singh,111,6.93,755,109
102,T99,T99,Jeff Sluman,94,6.93,651,94
103,T104,T104,Mark Hensby,70,6.91,470,68
104,T104,T104,Ian Poulter,62,6.91,387,56
105,T104,T104,Mario Tiziani,67,6.91,449,65
106,T107,T107,Brandt Jobe,96,6.89,634,92
107,T107,T107,J.L. Lewis,98,6.89,675,98
108,T107,T107,Kevin Sutherland,89,6.89,599,87
109,T107,T107,Bob Tway,87,6.89,572,83
110,111,111,Jason Allred,75,6.88,502,73
111,T112,T112,John Daly,78,6.87,522,76
112,T112,T112,Tom Gillis,77,6.87,515,75
113,T114,T114,John Cook,72,6.86,480,70
114,T114,T114,Steve Flesch,90,6.86,583,85
115,T114,T114,Scott Hend,75,6.86,501,73
116,T114,T114,Skip Kendall,80,6.86,535,78
117,T114,T114,Will MacKenzie,75,6.86,501,73
118,119,119,Rocco Mediate,73,6.84,499,73
119,T120,T120,Sean O'Hair,103,6.83,676,99
120,T120,T120,Rod Pampling,89,6.83,574,84
121,T122,T122,Brendan Jones,81,6.82,539,79
122,T122,T122,Omar Uresti,84,6.82,573,84
123,T124,T124,Jerry Kelly,101,6.81,674,99
124,T124,T124,Jeff Maggert,79,6.81,504,74
125,T124,T124,Hunter Mahan,103,6.81,688,101
126,T124,T124,Arron Oberholser,65,6.81,429,63
127,T128,T128,Fred Funk,102,6.8,687,101
128,T128,T128,Tim Petrovic,97,6.8,632,93
129,T128,T128,Justin Rose,99,6.8,646,95
130,T131,T131,Doug Barron,70,6.79,475,70
131,T131,T131,Bo Van Pelt,112,6.79,760,112
132,T133,T133,Jonathan Kaye,77,6.78,502,74
133,T133,T133,Heath Slocum,103,6.78,671,99
134,T135,T135,Peter Lonard,85,6.77,569,84
135,T135,T135,Andrew Magee,82,6.77,528,78
136,T135,T135,Duffy Waldorf,86,6.77,555,82
137,T138,T138,Stuart Appleby,84,6.76,541,80
138,T138,T138,Stephen Leaney,89,6.76,581,86
139,T138,T138,Davis Love III,80,6.76,507,75
140,T141,T141,John Elliott,58,6.75,378,56
141,T141,T141,Carlos Franco,78,6.75,513,76
142,T141,T141,Jeff Hart,63,6.75,412,61
143,T141,T141,Joey Sindelar,104,6.75,702,104
144,T141,T141,Tjaart van der Walt,56,6.75,378,56
145,T146,T146,Olin Browne,99,6.74,640,95
146,T146,T146,Bart Bryant,91,6.74,613,91
