,3-Putt_Avoidance_-_Round_1_RANK THIS WEEK,3-Putt_Avoidance_-_Round_1_RANK LAST WEEK,3-Putt_Avoidance_-_Round_1_PLAYER NAME,3-Putt_Avoidance_-_Round_1_%,3-Putt_Avoidance_-_Round_1_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_1_TOTAL HOLES
0,1,1,Steve Stricker,1.06,4,378
1,2,2,Stewart Cink,1.16,5,432
2,3,3,Brent Geiberger,1.39,5,360
3,4,4,Matt Gogel,1.44,7,486
4,5,5,Todd Fischer,1.47,9,612
5,6,6,Retief Goosen,1.74,5,288
6,T7,T7,Tom Gillis,1.85,9,486
7,T7,T7,José María Olazábal,1.85,5,270
8,T7,T7,Phillip Price,1.85,8,432
9,10,10,Aaron Baddeley,1.92,9,468
10,11,11,Jason Bohn,1.98,10,504
11,12,12,Kevin Sutherland,2.0,9,450
12,T13,T13,K.J. Choi,2.02,8,396
13,T13,T13,Chris DiMarco,2.02,8,396
14,T13,T13,Len Mattiace,2.02,12,594
15,T13,T13,Bo Van Pelt,2.02,12,594
16,T17,T17,Michael Allen,2.04,11,540
17,T17,T17,Nick Watney,2.04,11,540
18,19,19,Ian Poulter,2.05,7,342
19,20,20,Justin Rose,2.06,10,486
20,21,21,Richard Johnson,2.08,6,288
21,22,22,J.P. Hayes,2.12,8,378
22,23,23,Ryan Palmer,2.15,12,558
23,24,24,Adam Scott,2.16,7,324
24,T25,T25,Stuart Appleby,2.17,9,414
25,T25,T25,Jesper Parnevik,2.17,9,414
26,T27,T27,Olin Browne,2.18,11,504
27,T27,T27,John Senden,2.18,11,504
28,T29,T29,Ben Crane,2.22,8,360
29,T29,T29,Bob Tway,2.22,10,450
30,T31,T31,Charles Howell III,2.26,11,486
31,T31,T31,Omar Uresti,2.26,11,486
32,33,33,Brad Faxon,2.27,9,396
33,34,34,Arjun Atwal,2.29,7,306
34,35,35,Chris Anderson,2.31,10,432
35,36,36,Phil Mickelson,2.34,8,342
36,37,37,Craig Perks,2.35,11,468
37,38,38,Hidemichi Tanaka,2.36,14,594
38,39,39,Padraig Harrington,2.38,6,252
39,40,40,Jeff Maggert,2.42,10,414
40,T41,T41,Luke Donald,2.43,7,288
41,T41,T41,Dan Forsman,2.43,7,288
42,T43,T43,Bob Estes,2.44,11,450
43,T43,T43,Geoff Ogilvy,2.44,11,450
44,45,45,Dean Wilson,2.47,12,486
45,46,46,Vijay Singh,2.49,13,522
46,47,47,Tiger Woods,2.5,9,360
47,48,48,Brian Bateman,2.51,14,558
48,T49,T49,Jeff Brehaut,2.53,10,396
49,T49,T49,Gavin Coles,2.53,10,396
50,T49,T49,Davis Love III,2.53,10,396
51,T49,T49,Corey Pavin,2.53,10,396
52,53,53,Steve Flesch,2.58,13,504
53,T54,T54,Patrick Sheehan,2.61,16,612
54,T54,T54,Kirk Triplett,2.61,8,306
55,T56,T56,Mark Hensby,2.63,9,342
56,T56,T56,Tjaart van der Walt,2.63,9,342
57,58,58,Mark O'Meara,2.65,10,378
58,59,59,Marco Dawson,2.66,11,414
59,T60,T60,Lucas Glover,2.67,13,486
60,T60,T60,Rob Rashell,2.67,12,450
61,T60,T60,Jeff Sluman,2.67,13,486
62,T63,T63,Tommy Armour III,2.68,14,522
63,T63,T63,Joey Sindelar,2.68,14,522
64,T65,T65,Kent Jones,2.69,15,558
65,T65,T65,Hunter Mahan,2.69,16,594
66,T65,T65,Tom Pernice Jr.,2.69,15,558
67,T65,T65,Tim Petrovic,2.69,15,558
68,T69,T69,Billy Andrade,2.78,13,468
69,T69,T69,Chad Campbell,2.78,13,468
70,T69,T69,John Elliott,2.78,12,432
71,T69,T69,Harrison Frazar,2.78,15,540
72,T69,T69,Billy Mayfair,2.78,15,540
73,T69,T69,Rod Pampling,2.78,12,432
74,T69,T69,Brett Quigley,2.78,15,540
75,T69,T69,Heath Slocum,2.78,14,504
76,77,77,Carl Pettersson,2.86,17,594
77,T78,T78,J.J. Henry,2.87,16,558
78,T78,T78,Frank Lickliter II,2.87,16,558
79,T78,T78,Steve Lowery,2.87,16,558
80,T78,T78,Joe Ogilvie,2.87,15,522
81,T78,T78,John Rollins,2.87,15,522
82,83,83,Ryuji Imada,2.89,13,450
83,T84,T84,Scott McCarron,2.9,12,414
84,T84,T84,Dennis Paulson,2.9,12,414
85,T86,T86,Matt Kuchar,2.91,11,378
86,T86,T86,David Toms,2.91,11,378
87,T88,T88,Cameron Beckman,2.96,16,540
88,T88,T88,Jonathan Byrd,2.96,16,540
89,T88,T88,Jerry Kelly,2.96,16,540
90,T91,T91,Robert Gamez,2.98,15,504
91,T91,T91,Shigeki Maruyama,2.98,15,504
92,93,93,Brandt Jobe,2.99,14,468
93,94,94,Scott Verplank,3.01,13,432
94,95,95,Steve Elkington,3.06,11,360
95,T96,T96,Paul Claxton,3.07,16,522
96,T96,T96,Todd Hamilton,3.07,16,522
97,T96,T96,Zach Johnson,3.07,16,522
98,T99,T99,John Cook,3.11,14,450
99,T99,T99,James Driscoll,3.11,14,450
100,T99,T99,Lee Janzen,3.11,14,450
101,T99,T99,Michael Long,3.11,14,450
