,3-Putt_Avoidance_-_Round_4_RANK THIS WEEK,3-Putt_Avoidance_-_Round_4_RANK LAST WEEK,3-Putt_Avoidance_-_Round_4_PLAYER NAME,3-Putt_Avoidance_-_Round_4_%,3-Putt_Avoidance_-_Round_4_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_4_TOTAL HOLES
0,1,1,Justin Bolli,0.69,1,144
1,T2,T2,Jim Carter,0.93,1,108
2,T2,T2,Brian Gay,0.93,3,324
3,T2,T2,Bradley Hughes,0.93,1,108
4,T5,T5,Doug Barron,1.01,2,198
5,T5,T5,Mario Tiziani,1.01,2,198
6,7,7,Jason Bohn,1.31,4,306
7,8,8,Tom Pernice Jr.,1.32,5,378
8,T9,T9,Chad Campbell,1.39,5,360
9,T9,T9,Hunter Haas,1.39,3,216
10,T9,T9,Hideto Tanihara,1.39,1,72
11,T12,T12,Olin Browne,1.46,5,342
12,T12,T12,Bart Bryant,1.46,5,342
13,14,14,Arjun Atwal,1.48,4,270
14,15,15,Omar Uresti,1.59,4,252
15,16,16,Stewart Cink,1.67,6,360
16,T17,T17,Cameron Beckman,1.74,5,288
17,T17,T17,Bob Tway,1.74,5,288
18,T19,T19,Jeff Hart,1.85,3,162
19,T19,T19,Bob Heintz,1.85,3,162
20,T19,T19,Zach Johnson,1.85,6,324
21,T19,T19,Ryan Palmer,1.85,6,324
22,T19,T19,Phillip Price,1.85,4,216
23,T19,T19,Loren Roberts,1.85,3,162
24,T19,T19,Steve Stricker,1.85,3,162
25,26,26,John Huston,1.98,5,252
26,T27,T27,Paul Azinger,2.02,4,198
27,T27,T27,Matt Gogel,2.02,4,198
28,T27,T27,José María Olazábal,2.02,4,198
29,T30,T30,Jerry Kelly,2.05,7,342
30,T30,T30,Vaughn Taylor,2.05,7,342
31,32,32,Ben Curtis,2.08,3,144
32,33,33,Bob Estes,2.12,8,378
33,34,34,D.A. Points,2.14,5,234
34,T35,T35,Dudley Hart,2.16,7,324
35,T35,T35,J.J. Henry,2.16,7,324
36,37,37,Woody Austin,2.22,8,360
37,38,38,Jesper Parnevik,2.29,7,306
38,T39,T39,Hank Kuehne,2.31,5,216
39,T39,T39,Kevin Stadler,2.31,5,216
40,T39,T39,Darron Stiles,2.31,5,216
41,42,42,Daniel Chopra,2.34,8,342
42,T43,T43,Chris Anderson,2.38,3,126
43,T43,T43,Tom Byrum,2.38,6,252
44,T43,T43,Luke Donald,2.38,6,252
45,T43,T43,Glen Hnatiuk,2.38,3,126
46,T43,T43,Bernhard Langer,2.38,6,252
47,T43,T43,Shigeki Maruyama,2.38,9,378
48,T43,T43,Duffy Waldorf,2.38,6,252
49,T50,T50,Neal Lancaster,2.43,7,288
50,T50,T50,Adam Scott,2.43,7,288
51,T50,T50,Dean Wilson,2.43,7,288
52,T53,T53,Brent Geiberger,2.47,4,162
53,T53,T53,Ian Poulter,2.47,4,162
54,T53,T53,Joey Snyder III,2.47,8,324
55,56,56,Mark Wilson,2.53,5,198
56,T57,T57,Steve Elkington,2.56,6,234
57,T57,T57,Brad Faxon,2.56,6,234
58,T57,T57,Freddie Jacobson,2.56,6,234
59,T57,T57,Franklin Langham,2.56,6,234
60,T61,T61,Brian Bateman,2.59,7,270
61,T61,T61,Chris DiMarco,2.59,7,270
62,T61,T61,Scott Gutschewski,2.59,7,270
63,T61,T61,Davis Love III,2.59,7,270
64,T61,T61,Brett Quigley,2.59,7,270
65,T66,T66,Carl Pettersson,2.63,9,342
66,T66,T66,Jeff Sluman,2.63,9,342
67,T66,T66,Scott Verplank,2.63,9,342
68,T69,T69,Jim Furyk,2.65,10,378
69,T69,T69,Geoff Ogilvy,2.65,10,378
70,T69,T69,John Senden,2.65,10,378
71,T69,T69,Heath Slocum,2.65,10,378
72,T73,T73,Aaron Baddeley,2.78,7,252
73,T73,T73,Mark Brooks,2.78,5,180
74,T73,T73,José Coceres,2.78,3,108
75,T73,T73,Matt Davidson,2.78,3,108
76,T73,T73,Marco Dawson,2.78,9,324
77,T73,T73,John Elliott,2.78,2,72
78,T73,T73,J.P. Hayes,2.78,5,180
79,T73,T73,Charles Howell III,2.78,9,324
80,T73,T73,Len Mattiace,2.78,4,144
81,T73,T73,Scott McCarron,2.78,7,252
82,T73,T73,Kevin Na,2.78,7,252
83,T73,T73,Mark O'Meara,2.78,6,216
84,T73,T73,Joe Ogilvie,2.78,10,360
