,3-Putts_per_Round_RANK THIS WEEK,3-Putts_per_Round_RANK LAST WEEK,3-Putts_per_Round_PLAYER NAME,3-Putts_per_Round_ROUNDS,3-Putts_per_Round_AVG,3-Putts_per_Round_TOTAL 3 PUTTS,3-Putts_per_Round_TOTAL ROUNDS
0,1,1,Thomas Levet,54,1.04,55,53
1,2,2,Scott Hend,75,1.03,75,73
2,3,3,Roland Thatcher,75,0.9,66,73
3,4,4,Steve Allan,102,0.89,87,98
4,5,5,Mathias Grönberg,60,0.88,51,58
5,6,6,Sergio Garcia,73,0.87,59,68
6,T7,T7,D.J. Brigman,76,0.86,62,72
7,T7,T7,Joe Durant,81,0.86,70,81
8,9,9,David Hearn,68,0.85,58,68
9,10,10,Matt Davidson,53,0.81,43,53
10,T11,T11,Brian Davis,75,0.8,60,75
11,T11,T11,Brett Wetterich,76,0.8,59,74
12,13,13,Will MacKenzie,75,0.79,58,73
13,14,14,Kenny Perry,82,0.78,62,80
14,15,15,Lee Westwood,50,0.75,36,48
15,T16,T16,Jason Allred,75,0.73,53,73
16,T16,T16,Bradley Hughes,52,0.73,38,52
17,T18,T18,Robert Allenby,95,0.71,63,89
18,T18,T18,Rich Beem,66,0.71,44,62
19,T18,T18,John Daly,78,0.71,54,76
20,T18,T18,Brendan Jones,81,0.71,56,79
21,T18,T18,Chris Smith,93,0.71,66,93
22,T23,T23,Alex Cejka,84,0.7,57,81
23,T23,T23,Rocco Mediate,73,0.7,51,73
24,T23,T23,Sean O'Hair,103,0.7,69,99
25,T23,T23,D.J. Trahan,81,0.7,54,77
26,T27,T27,José Coceres,56,0.69,37,54
27,T27,T27,Steve Flesch,90,0.69,59,85
28,T27,T27,Ted Purdy,122,0.69,84,122
29,T27,T27,Chris Riley,67,0.69,44,64
30,T31,T31,Fred Couples,72,0.68,46,68
31,T31,T31,Charles Warren,89,0.68,59,87
32,33,33,Jonathan Byrd,103,0.67,66,99
33,T34,T34,Danny Briggs,70,0.66,45,68
34,T34,T34,Carlos Franco,78,0.66,50,76
35,T34,T34,Bernhard Langer,67,0.66,44,67
36,T34,T34,Tom Lehman,69,0.66,44,67
37,T34,T34,Pat Perez,89,0.66,59,89
38,T34,T34,Craig Perks,67,0.66,43,65
39,T40,T40,Mark Calcavecchia,92,0.64,58,90
40,T40,T40,Dan Forsman,52,0.64,32,50
41,T40,T40,Billy Mayfair,114,0.64,70,110
42,T40,T40,Mike Weir,71,0.64,42,66
43,T44,T44,John Elliott,58,0.63,35,56
44,T44,T44,Shaun Micheel,81,0.63,50,79
45,T44,T44,D.A. Points,94,0.63,57,90
46,T47,T47,Woody Austin,100,0.62,62,100
47,T47,T47,Paul Claxton,79,0.62,49,79
48,T47,T47,J.J. Henry,102,0.62,62,100
49,T47,T47,Glen Hnatiuk,59,0.62,34,55
50,T47,T47,Lee Janzen,75,0.62,45,73
51,T47,T47,Phil Mickelson,81,0.62,46,74
52,T47,T47,Darron Stiles,78,0.62,47,76
53,T47,T47,Omar Uresti,84,0.62,52,84
54,T55,T55,Jay Haas,54,0.61,31,51
55,T55,T55,Jeff Hart,63,0.61,37,61
56,T55,T55,Jonathan Kaye,77,0.61,45,74
57,T55,T55,J.L. Lewis,98,0.61,60,98
58,T55,T55,Bo Van Pelt,112,0.61,68,112
59,T60,T60,Neal Lancaster,95,0.6,57,95
60,T60,T60,Rory Sabbatini,81,0.6,47,78
61,T62,T62,Paul Gow,78,0.59,44,74
62,T62,T62,John Huston,90,0.59,51,86
63,T62,T62,Steve Jones,56,0.59,32,54
64,T62,T62,Frank Lickliter II,100,0.59,57,96
65,T62,T62,Jeff Maggert,79,0.59,44,74
66,T62,T62,Joe Ogilvie,103,0.59,58,99
67,T62,T62,Greg Owen,84,0.59,47,80
68,T62,T62,Vaughn Taylor,99,0.59,58,99
69,T62,T62,Duffy Waldorf,86,0.59,48,82
70,T71,T71,Craig Barlow,81,0.58,45,77
71,T71,T71,Tom Byrum,83,0.58,48,83
72,T71,T71,Richard Johnson,50,0.58,29,50
73,T71,T71,John Rollins,97,0.58,55,95
74,T71,T71,Justin Rose,99,0.58,55,95
75,T71,T71,Kevin Stadler,96,0.58,53,92
76,T71,T71,Hideto Tanihara,50,0.58,28,48
77,T78,T78,Briny Baird,98,0.57,55,96
78,T78,T78,Cameron Beckman,96,0.57,52,92
79,T78,T78,Daniel Chopra,108,0.57,59,104
80,T78,T78,Stephen Leaney,89,0.57,49,86
81,T78,T78,Michael Long,72,0.57,40,70
82,T78,T78,Davis Love III,80,0.57,43,75
83,T78,T78,Tjaart van der Walt,56,0.57,32,56
84,T78,T78,Jay Williamson,53,0.57,30,53
85,T86,T86,Fred Funk,102,0.56,57,101
86,T86,T86,Padraig Harrington,50,0.56,27,48
87,T86,T86,Tim Herron,100,0.56,55,99
88,T86,T86,Kent Jones,99,0.56,54,97
89,T86,T86,Larry Mize,54,0.56,28,50
90,T86,T86,Arron Oberholser,65,0.56,35,63
91,T86,T86,Rod Pampling,89,0.56,47,84
92,T86,T86,Dennis Paulson,63,0.56,35,63
93,T86,T86,Joey Sindelar,104,0.56,58,104
94,T95,T95,Stuart Appleby,84,0.55,44,80
95,T95,T95,Chad Campbell,95,0.55,51,92
96,T95,T95,Jim Carter,62,0.55,33,60
97,T95,T95,Robert Damron,89,0.55,49,89
98,T95,T95,Marco Dawson,82,0.55,45,82
99,T95,T95,Glen Day,80,0.55,43,78
100,T95,T95,Bob Heintz,67,0.55,37,67
101,T95,T95,Andrew Magee,82,0.55,43,78
102,T95,T95,Joey Snyder III,102,0.55,54,98
103,T104,T104,Stephen Ames,82,0.54,43,79
104,T104,T104,Billy Andrade,83,0.54,45,83
105,T104,T104,Ben Curtis,65,0.54,35,65
106,T104,T104,Mark Hensby,70,0.54,37,68
107,T104,T104,Freddie Jacobson,72,0.54,38,71
108,T104,T104,Hank Kuehne,84,0.54,43,80
109,T104,T104,Kevin Sutherland,89,0.54,47,87
110,T111,T111,Tommy Armour III,103,0.53,55,103
111,T111,T111,Hunter Haas,83,0.53,42,79
112,T111,T111,Charles Howell III,95,0.53,48,90
113,T111,T111,Brandt Jobe,96,0.53,49,92
114,T111,T111,Kevin Na,88,0.53,46,86
115,T111,T111,Brenden Pappas,51,0.53,27,51
116,T111,T111,Tim Petrovic,97,0.53,49,93
117,T111,T111,Adam Scott,72,0.53,36,68
118,T111,T111,Hidemichi Tanaka,106,0.53,54,102
119,T111,T111,Mark Wilson,74,0.53,37,70
120,T121,T121,Brian Bateman,98,0.52,49,94
121,T121,T121,Tim Clark,92,0.52,45,87
122,T121,T121,Tom Gillis,77,0.52,39,75
123,T121,T121,Bill Glasson,54,0.52,27,52
124,T121,T121,Lucas Glover,88,0.52,45,86
125,T121,T121,Steve Lowery,100,0.52,50,96
126,T121,T121,Ryan Palmer,101,0.52,50,97
127,T128,T128,Scott Gutschewski,86,0.51,42,82
128,T128,T128,Todd Hamilton,94,0.51,46,91
129,T128,T128,J.P. Hayes,63,0.51,32,63
130,T128,T128,Skip Kendall,80,0.51,40,78
131,T128,T128,Scott McCarron,78,0.51,38,74
132,T128,T128,Tag Ridings,93,0.51,46,91
133,T134,T134,Harrison Frazar,105,0.5,51,101
134,T134,T134,Peter Lonard,85,0.5,42,84
135,T134,T134,Vijay Singh,111,0.5,55,109
136,T137,T137,K.J. Choi,78,0.49,36,73
137,T137,T137,James Driscoll,73,0.49,35,71
138,T137,T137,Dudley Hart,84,0.49,41,84
139,T137,T137,Franklin Langham,91,0.49,43,87
140,T137,T137,Heath Slocum,103,0.49,49,99
141,T137,T137,Scott Verplank,87,0.49,42,86
142,T143,T143,Jeff Brehaut,71,0.48,32,67
143,T143,T143,Jim Furyk,94,0.48,45,93
144,T143,T143,Matt Kuchar,60,0.48,29,60
145,T143,T143,Justin Leonard,78,0.48,36,75
146,T143,T143,Shigeki Maruyama,99,0.48,47,98
147,T143,T143,Ian Poulter,62,0.48,27,56
148,T143,T143,Mario Tiziani,67,0.48,31,65
149,T150,T150,Michael Allen,90,0.47,42,90
150,T150,T150,Chris Anderson,66,0.47,29,62
151,T150,T150,Robert Gamez,91,0.47,43,91
152,T150,T150,Hunter Mahan,103,0.47,47,101
153,T150,T150,Geoff Ogilvy,97,0.47,44,93
154,T150,T150,David Toms,87,0.47,36,77
155,T150,T150,Tiger Woods,76,0.47,35,74
156,T157,T157,Mark Brooks,72,0.46,33,72
157,T157,T157,Bart Bryant,91,0.46,42,91
158,T157,T157,Zach Johnson,96,0.46,44,95
159,T157,T157,Len Mattiace,86,0.46,39,84
160,T157,T157,Rob Rashell,65,0.46,30,65
161,T157,T157,Jeff Sluman,94,0.46,43,94
162,T163,T163,Luke Donald,67,0.45,27,60
163,T163,T163,Carl Pettersson,109,0.45,47,105
164,T165,T165,Paul Azinger,66,0.44,29,66
165,T165,T165,Doug Barron,70,0.44,31,70
166,T165,T165,Gavin Coles,70,0.44,31,70
167,T165,T165,Retief Goosen,71,0.44,27,61
168,T165,T165,Ryuji Imada,78,0.44,34,78
169,T165,T165,Jerry Kelly,101,0.44,44,99
170,T165,T165,Tom Pernice Jr.,111,0.44,47,107
171,T165,T165,John Senden,101,0.44,44,99
172,T165,T165,Patrick Sheehan,114,0.44,48,110
173,T165,T165,Nick Watney,91,0.44,39,89
174,T175,T175,Aaron Baddeley,84,0.43,35,82
175,T175,T175,Loren Roberts,54,0.43,23,53
176,T175,T175,Charlie Wi,67,0.43,28,65
