,GIR_Putting_Avg_-_25-30_RANK THIS WEEK,GIR_Putting_Avg_-_25-30_RANK LAST WEEK,GIR_Putting_Avg_-_25-30_PLAYER NAME,GIR_Putting_Avg_-_25-30_ROUNDS,GIR_Putting_Avg_-_25-30_% MADE,GIR_Putting_Avg_-_25-30_ATTEMPTS,GIR_Putting_Avg_-_25-30_PUTTS MADE
0,1,1,Stuart Appleby,84,1.62,68,11.0
1,2,2,David Hearn,68,1.59,63,10.0
2,3,3,Tim Herron,100,1.53,72,11.0
3,4,4,Charlie Wi,67,1.48,61,9.0
4,5,5,Brian Bateman,98,1.46,82,12.0
5,T6,T6,Paul Gow,78,1.45,62,9.0
6,T6,T6,Rory Sabbatini,81,1.45,55,8.0
7,T8,T8,José Coceres,56,1.43,42,6.0
8,T8,T8,Bob Heintz,67,1.43,63,9.0
9,10,10,Justin Rose,99,1.39,108,15.0
10,11,11,Danny Briggs,70,1.38,65,9.0
11,12,12,Dan Forsman,52,1.33,60,8.0
12,T13,T13,J.P. Hayes,63,1.3,46,6.0
13,T13,T13,Patrick Sheehan,114,1.3,92,12.0
14,T13,T13,David Toms,87,1.3,69,9.0
15,16,16,Tom Gillis,77,1.29,70,9.0
16,T17,T17,Mark O'Meara,66,1.25,48,6.0
17,T17,T17,Dennis Paulson,63,1.25,64,8.0
18,T19,T19,Lee Janzen,75,1.23,65,8.0
19,T19,T19,Davis Love III,80,1.23,57,7.0
20,T19,T19,Rocco Mediate,73,1.23,73,9.0
21,T19,T19,Geoff Ogilvy,97,1.23,73,9.0
22,23,23,Chad Campbell,95,1.22,90,11.0
23,24,24,Arjun Atwal,65,1.21,66,8.0
24,T25,T25,Loren Roberts,54,1.2,50,6.0
25,T25,T25,Mike Weir,71,1.2,50,6.0
26,T27,T27,Bernhard Langer,67,1.19,59,7.0
27,T27,T27,Adam Scott,72,1.19,59,7.0
28,T27,T27,Bo Van Pelt,112,1.19,109,13.0
29,30,30,Steve Flesch,90,1.18,68,8.0
30,T31,T31,Craig Barlow,81,1.17,60,7.0
31,T31,T31,Scott McCarron,78,1.17,60,7.0
32,T33,T33,Kevin Na,88,1.16,69,8.0
33,T33,T33,Phillip Price,77,1.16,69,8.0
34,T33,T33,Omar Uresti,84,1.16,69,8.0
35,T36,T36,Glen Day,80,1.15,78,9.0
36,T36,T36,Scott Gutschewski,86,1.15,61,7.0
37,T36,T36,Len Mattiace,86,1.15,87,10.0
38,39,39,Rod Pampling,89,1.14,70,8.0
39,T40,T40,Brad Faxon,75,1.13,62,7.0
40,T40,T40,Tom Lehman,69,1.13,53,6.0
41,T40,T40,Chris Smith,93,1.13,97,11.0
42,T43,T43,Harrison Frazar,105,1.12,107,12.0
43,T43,T43,Hidemichi Tanaka,106,1.12,107,12.0
44,T45,T45,Glen Hnatiuk,59,1.11,54,6.0
45,T45,T45,Michael Long,72,1.11,63,7.0
46,T45,T45,Mark Wilson,74,1.11,63,7.0
47,48,48,Frank Lickliter II,100,1.09,110,12.0
48,49,49,Greg Owen,84,1.08,83,9.0
49,50,50,James Driscoll,73,1.07,75,8.0
50,T51,T51,Briny Baird,98,1.06,85,9.0
51,T51,T51,Nick Watney,91,1.06,85,9.0
52,53,53,Gavin Coles,70,1.05,57,6.0
53,T54,T54,Todd Hamilton,94,1.04,67,7.0
54,T54,T54,Will MacKenzie,75,1.04,77,8.0
55,T56,T56,Ben Curtis,65,1.03,39,4.0
56,T56,T56,Kevin Stadler,96,1.03,97,10.0
57,T58,T58,Tom Pernice Jr.,111,1.0,100,10.0
58,T58,T58,Darron Stiles,78,1.0,70,7.0
59,T58,T58,Hideto Tanihara,50,1.0,50,5.0
60,T61,T61,Tim Clark,92,0.99,71,7.0
61,T61,T61,Paul Claxton,79,0.99,71,7.0
62,T61,T61,Joe Ogilvie,103,0.99,71,7.0
63,T64,T64,Chris Anderson,66,0.98,51,5.0
64,T64,T64,John Senden,101,0.98,92,9.0
65,66,66,Jay Haas,54,0.95,42,4.0
66,T67,T67,Thomas Levet,54,0.94,32,3.0
67,T67,T67,Jeff Maggert,79,0.94,64,6.0
68,T67,T67,Scott Verplank,87,0.94,64,6.0
69,70,70,D.J. Trahan,81,0.93,75,7.0
