,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
0,1,1,Arjun Atwal,65,1.71,1298,759,34.17,106
1,2,2,Steve Stricker,62,1.713,1172,684,33.58,180
2,3,3,Ben Crane,78,1.715,1425,831,33.54,161
3,4,4,Bob Heintz,67,1.7269999999999999,1269,735,33.88,189
4,T5,T5,Tim Clark,92,1.7309999999999999,1741,1006,32.9,123
5,T5,T5,Tiger Woods,76,1.7309999999999999,1612,931,36.56,6
6,T7,T7,Aaron Baddeley,84,1.733,1556,898,32.33,191
7,T7,T7,Todd Fischer,99,1.733,1853,1069,30.62,181
8,9,9,Scott Verplank,87,1.734,1784,1029,32.49,T61
9,T10,T10,Chris DiMarco,83,1.7369999999999999,1504,866,29.47,T125
10,T10,T10,David Toms,87,1.7369999999999999,1622,934,31.97,39
11,12,12,Joe Ogilvie,103,1.7380000000000002,1917,1103,33.24,T172
12,T13,T13,Brad Faxon,75,1.739,1379,793,31.06,T167
13,T13,T13,Brenden Pappas,51,1.739,1035,595,34.34,108
14,15,15,Phil Mickelson,81,1.74,1550,891,35.7,47
15,16,16,Tag Ridings,93,1.7409999999999999,1856,1066,33.9,97
16,T17,T17,Geoff Ogilvy,97,1.746,1949,1116,31.69,T53
17,T17,T17,Charlie Wi,67,1.746,1226,702,30.39,195
18,19,19,Jim Furyk,94,1.7469999999999999,2040,1168,29.81,7
19,20,20,Ryan Palmer,101,1.749,1997,1142,32.87,T89
20,21,21,Hunter Haas,83,1.75,1594,911,30.95,T128
21,T22,T22,Billy Andrade,83,1.751,1672,955,31.66,132
22,T22,T22,Paul Azinger,66,1.751,1268,724,31.3,190
23,T22,T22,Tim Herron,100,1.751,2036,1163,32.27,96
24,25,25,José María Olazábal,55,1.7519999999999998,1093,624,29.74,T89
25,T26,T26,Robert Gamez,91,1.755,1851,1055,30.58,119
26,T26,T26,Dean Wilson,86,1.755,1783,1016,30.21,81
27,28,28,Justin Bolli,65,1.756,1215,692,28.94,T185
28,T29,T29,Michael Allen,90,1.757,1782,1014,29.35,156
