,Putting_Average_RANK THIS WEEK,Putting_Average_RANK LAST WEEK,Putting_Average_PLAYER NAME,Putting_Average_ROUNDS,Putting_Average_AVG,Putting_Average_GIR PUTTS,Putting_Average_GREENS HIT,Putting_Average_BIRDIE CONVERSION,Putting_Average_GIR RANK
29,T29,T29,Marco Dawson,82,1.757,1748,995,30.14,37
30,T29,T29,John Huston,90,1.757,1741,991,32.29,130
31,T32,T32,Chris Anderson,66,1.758,1197,681,29.26,T185
32,T32,T32,Kent Jones,99,1.758,2009,1143,30.3,86
33,T34,T34,Stewart Cink,98,1.7590000000000001,1873,1065,29.35,77
34,T34,T34,Gavin Coles,70,1.7590000000000001,1379,784,28.08,T165
35,T34,T34,Dudley Hart,84,1.7590000000000001,1768,1005,29.81,T61
36,T34,T34,Phillip Price,77,1.7590000000000001,1504,855,29.59,T98
37,T38,T38,Bob Estes,92,1.76,1885,1071,28.79,114
38,T38,T38,Mark Wilson,74,1.76,1461,830,28.95,75
39,T40,T40,J.P. Hayes,63,1.761,1250,710,30.47,155
40,T40,T40,Justin Leonard,78,1.761,1553,882,29.28,94
41,T40,T40,Steve Lowery,100,1.761,1969,1118,30.94,113
42,T43,T43,Bart Bryant,91,1.7619999999999998,1989,1129,29.94,17
43,T43,T43,Zach Johnson,96,1.7619999999999998,2009,1140,29.79,T53
44,T43,T43,Jesper Parnevik,84,1.7619999999999998,1589,902,29.4,T183
45,T43,T43,Corey Pavin,77,1.7619999999999998,1448,822,28.41,157
46,T43,T43,Vaughn Taylor,99,1.7619999999999998,2061,1170,31.42,80
47,48,48,Patrick Sheehan,114,1.7630000000000001,2207,1252,30.32,144
48,T49,T49,Cameron Beckman,96,1.764,1893,1073,29.84,109
49,T49,T49,John Cook,72,1.764,1420,805,28.02,T133
50,T49,T49,Harrison Frazar,105,1.764,2135,1210,32.5,58
51,T49,T49,Brian Gay,101,1.764,1958,1110,28.83,162
52,T49,T49,Shigeki Maruyama,99,1.764,2036,1154,29.44,88
53,T54,T54,Glen Day,80,1.765,1534,869,28.94,174
54,T54,T54,Carl Pettersson,109,1.765,2205,1249,29.83,73
55,T54,T54,Jay Williamson,53,1.765,1068,605,28.12,142
56,T57,T57,Doug Barron,70,1.766,1489,843,28.0,46
57,T57,T57,Olin Browne,99,1.766,2088,1182,27.71,15
58,T57,T57,Brett Quigley,96,1.766,1893,1072,29.94,112
59,60,60,Vijay Singh,111,1.767,2446,1384,31.06,4
60,T61,T61,Retief Goosen,71,1.768,1308,740,30.85,38
61,T61,T61,Richard Johnson,50,1.768,1084,613,29.74,28
62,T61,T61,Kevin Na,88,1.768,1651,934,29.69,194
63,T64,T64,Jason Bohn,91,1.7690000000000001,1914,1082,28.78,74
64,T64,T64,Hank Kuehne,84,1.7690000000000001,1564,884,31.14,178
65,T64,T64,Darron Stiles,78,1.7690000000000001,1610,910,29.66,60
66,T64,T64,Kirk Triplett,55,1.7690000000000001,1065,602,28.79,121
67,T68,T68,Todd Hamilton,94,1.77,1846,1043,28.56,140
68,T68,T68,Mark Hensby,70,1.77,1363,770,31.47,149
69,T68,T68,Ryuji Imada,78,1.77,1593,900,29.51,127
70,T68,T68,Frank Lickliter II,100,1.77,2005,1133,29.85,83
71,T68,T68,Mark O'Meara,66,1.77,1257,710,26.55,196
72,73,73,Matt Gogel,78,1.771,1514,855,27.78,159
73,T74,T74,Scott Gutschewski,86,1.7719999999999998,1768,998,30.99,33
74,T74,T74,Hunter Mahan,103,1.7719999999999998,2149,1213,30.26,52
75,T74,T74,Scott McCarron,78,1.7719999999999998,1487,839,29.75,147
76,T74,T74,Tom Pernice Jr.,111,1.7719999999999998,2144,1210,29.39,151
77,T74,T74,Loren Roberts,54,1.7719999999999998,1106,624,27.77,T89
78,T79,T79,Mark Calcavecchia,92,1.7730000000000001,1892,1067,30.99,76
79,T79,T79,Lucas Glover,88,1.7730000000000001,1853,1045,29.53,35
80,T79,T79,Freddie Jacobson,72,1.7730000000000001,1411,796,29.65,163
81,T79,T79,Kevin Stadler,96,1.7730000000000001,1897,1070,31.3,116
82,T83,T83,Woody Austin,100,1.774,2056,1159,31.02,120
83,T83,T83,Luke Donald,67,1.774,1311,739,26.63,22
84,T85,T85,Chad Campbell,95,1.775,2015,1135,28.51,20
85,T85,T85,Hidemichi Tanaka,106,1.775,2180,1228,28.68,T48
86,87,87,Brandt Jobe,96,1.776,1927,1085,30.17,85
87,T88,T88,Dan Forsman,52,1.777,1107,623,29.9,14
88,T88,T88,Jonathan Kaye,77,1.777,1578,888,29.38,T53
89,T88,T88,Neal Lancaster,95,1.777,1987,1118,30.02,92
90,T88,T88,Jeff Sluman,94,1.777,2015,1134,27.56,45
91,T92,T92,Daniel Chopra,108,1.778,2126,1196,30.51,T133
92,T92,T92,Heath Slocum,103,1.778,2165,1218,27.83,23
93,T92,T92,Nick Watney,91,1.778,1885,1060,29.64,T68
94,T95,T95,Brian Bateman,98,1.7790000000000001,1944,1093,29.08,117
95,T95,T95,Peter Lonard,85,1.7790000000000001,1729,972,28.38,122
96,T95,T95,Davis Love III,80,1.7790000000000001,1605,902,30.26,51
97,T95,T95,Rod Pampling,89,1.7790000000000001,1765,992,30.04,82
98,T95,T95,Bob Tway,87,1.7790000000000001,1793,1008,28.17,36
99,T95,T95,Bo Van Pelt,112,1.7790000000000001,2471,1389,30.16,18
100,T101,T101,Craig Barlow,81,1.78,1645,924,29.86,T53
101,T101,T101,Padraig Harrington,50,1.78,965,542,28.89,154
102,T101,T101,J.L. Lewis,98,1.78,2075,1166,28.52,72
103,T101,T101,Billy Mayfair,114,1.78,2449,1376,28.99,10
104,T105,T105,K.J. Choi,78,1.781,1501,843,28.71,124
105,T105,T105,James Driscoll,73,1.781,1439,808,28.2,145
106,T105,T105,Lee Janzen,75,1.781,1498,841,29.13,131
107,T105,T105,John Rollins,97,1.781,2002,1124,29.72,78
108,109,109,Stephen Leaney,89,1.7819999999999998,1834,1029,27.85,T61
109,T110,T110,Stephen Ames,82,1.7830000000000001,1573,882,28.49,169
110,T110,T110,Tim Petrovic,97,1.7830000000000001,1940,1088,27.65,102
111,T110,T110,Joey Sindelar,104,1.7830000000000001,2290,1284,28.84,19
112,T113,T113,Len Mattiace,86,1.784,1497,839,27.77,202
113,T113,T113,Charles Warren,89,1.784,1929,1081,30.28,16
114,T115,T115,John Daly,78,1.785,1533,859,31.19,152
115,T115,T115,Tom Gillis,77,1.785,1546,866,28.09,T125
116,T115,T115,Jerry Kelly,101,1.785,2105,1179,27.27,70
117,T115,T115,Arron Oberholser,65,1.785,1353,758,27.51,50
118,119,119,Jeff Brehaut,71,1.787,1508,844,28.44,5
119,T120,T120,Briny Baird,98,1.788,2140,1197,28.62,12
120,T120,T120,Robert Damron,89,1.788,1829,1023,27.23,137
121,T120,T120,Brent Geiberger,61,1.788,1205,674,25.85,141
122,T120,T120,Ian Poulter,62,1.788,1116,624,27.97,T172
123,T120,T120,Mario Tiziani,67,1.788,1386,775,27.48,67
124,T120,T120,Duffy Waldorf,86,1.788,1752,980,29.62,64
125,T120,T120,Brett Wetterich,76,1.788,1627,910,30.77,24
126,T127,T127,Jonathan Byrd,103,1.7890000000000001,2061,1152,30.41,115
127,T127,T127,José Coceres,56,1.7890000000000001,1052,588,27.99,193
128,T127,T127,Brian Davis,75,1.7890000000000001,1587,887,30.17,79
129,T127,T127,John Elliott,58,1.7890000000000001,1068,597,29.03,T200
130,T131,T131,Pat Perez,89,1.79,1829,1022,29.84,139
131,T131,T131,Kenny Perry,82,1.79,1824,1019,29.19,3
132,T131,T131,Rory Sabbatini,81,1.79,1532,856,29.94,188
133,T131,T131,Adam Scott,72,1.79,1473,823,28.47,40
134,T135,T135,Mark Brooks,72,1.791,1386,774,25.78,197
135,T135,T135,Matt Kuchar,60,1.791,1216,679,26.14,150
136,T135,T135,John Senden,101,1.791,2171,1212,28.74,30
137,T138,T138,Kevin Sutherland,89,1.7919999999999998,1883,1051,27.88,44
138,T138,T138,D.J. Trahan,81,1.7919999999999998,1686,941,28.48,31
139,T140,T140,Robert Allenby,95,1.7930000000000001,1996,1113,29.46,11
140,T140,T140,Steve Elkington,67,1.7930000000000001,1452,810,26.05,42
141,T140,T140,Will MacKenzie,75,1.7930000000000001,1540,859,29.69,93
142,T140,T140,Justin Rose,99,1.7930000000000001,2087,1164,28.42,29
143,T140,T140,Omar Uresti,84,1.7930000000000001,1804,1006,27.96,59
144,145,145,Rob Rashell,65,1.794,1243,693,26.3,T200
145,T146,T146,Bernhard Langer,67,1.795,1407,784,27.49,101
146,T146,T146,Jeff Maggert,79,1.795,1567,873,28.75,84
147,T146,T146,Larry Mize,54,1.795,1005,560,27.14,T165
148,T149,T149,Bill Glasson,54,1.796,1083,603,24.25,118
149,T149,T149,Charles Howell III,95,1.796,1924,1071,28.28,71
150,T149,T149,Andrew Magee,82,1.796,1541,858,28.77,T183
151,T149,T149,Sean O'Hair,103,1.796,2152,1198,29.07,41
152,T149,T149,Joey Snyder III,102,1.796,2169,1208,27.2,21
153,T154,T154,Fred Couples,72,1.797,1502,836,30.18,25
154,T154,T154,Greg Owen,84,1.797,1738,967,28.99,43
155,T156,T156,Rocco Mediate,73,1.798,1546,860,27.74,87
156,T156,T156,D.A. Points,94,1.798,1891,1052,28.16,T103
157,T158,T158,Paul Gow,78,1.7990000000000002,1486,826,28.09,170
158,T158,T158,Jay Haas,54,1.7990000000000002,1020,567,28.4,T176
159,T160,T160,Tom Byrum,83,1.8,1746,970,25.93,105
160,T160,T160,Skip Kendall,80,1.8,1586,881,25.91,153
161,T160,T160,Tom Lehman,69,1.8,1467,815,27.09,34
162,T163,T163,Tommy Armour III,103,1.801,2276,1264,26.52,26
163,T163,T163,Chris Smith,93,1.801,2087,1159,29.13,13
164,T165,T165,Stuart Appleby,84,1.8019999999999998,1735,963,28.35,T48
165,T165,T165,J.J. Henry,102,1.8019999999999998,2260,1254,27.45,8
166,T165,T165,Glen Hnatiuk,59,1.8019999999999998,1211,672,26.08,32
167,T168,T168,Fred Funk,102,1.804,2170,1203,24.96,T68
168,T168,T168,Lee Westwood,50,1.804,996,552,28.0,T133
169,T170,T170,Franklin Langham,91,1.805,1767,979,24.87,158
170,T170,T170,Shaun Micheel,81,1.805,1670,925,27.16,100
171,T170,T170,Tjaart van der Walt,56,1.805,1206,668,27.48,66
172,T173,T173,Carlos Franco,78,1.806,1638,907,27.54,65
173,T173,T173,Mike Weir,71,1.806,1329,736,27.17,171
174,T175,T175,Danny Briggs,70,1.807,1413,782,25.61,T133
175,T175,T175,Steve Flesch,90,1.807,1740,963,27.65,148
176,T177,T177,Paul Claxton,79,1.808,1665,921,26.22,110
177,T177,T177,David Hearn,68,1.808,1508,834,27.13,27
178,T179,T179,Steve Allan,102,1.8090000000000002,2044,1130,28.89,T128
179,T179,T179,Brendan Jones,81,1.8090000000000002,1715,948,28.09,T53
180,T179,T179,Michael Long,72,1.8090000000000002,1476,816,26.11,111
181,182,182,Ben Curtis,65,1.811,1311,724,25.48,175
182,T183,T183,Ted Purdy,122,1.8119999999999998,2589,1429,29.13,T98
183,T183,T183,Hideto Tanihara,50,1.8119999999999998,955,527,24.62,187
184,T183,T183,Roland Thatcher,75,1.8119999999999998,1656,914,26.75,9
185,T186,T186,Jason Allred,75,1.8130000000000002,1418,782,27.47,198
186,T186,T186,Dennis Paulson,63,1.8130000000000002,1280,706,27.05,164
187,188,188,Jeff Hart,63,1.815,1245,686,24.34,160
188,189,189,Craig Perks,67,1.818,1320,726,26.03,T167
189,T190,T190,Rich Beem,66,1.819,1286,707,26.1,143
190,T190,T190,Scott Hend,75,1.819,1510,830,30.56,146
191,T192,T192,Alex Cejka,84,1.8219999999999998,1735,952,25.87,95
192,T192,T192,Chris Riley,67,1.8219999999999998,1246,684,26.06,199
193,194,194,Joe Durant,81,1.824,1886,1034,26.79,2
194,195,195,Matt Davidson,53,1.825,1055,578,26.91,192
195,T196,T196,Sergio Garcia,73,1.827,1606,879,28.28,1
196,T196,T196,Mathias Grönberg,60,1.827,1239,678,28.04,T103
197,198,198,D.J. Brigman,76,1.8319999999999999,1515,827,26.55,138
198,199,199,Steve Jones,56,1.837,1093,595,22.6,182
199,200,200,Bradley Hughes,52,1.839,1116,607,24.63,107
200,201,201,Jim Carter,62,1.84,1227,667,21.77,T176
201,202,202,Thomas Levet,54,1.858,1087,585,25.0,179
