,Putts_made_Distance_RANK THIS WEEK,Putts_made_Distance_RANK LAST WEEK,Putts_made_Distance_PLAYER NAME,Putts_made_Distance_EVENTS,Putts_made_Distance_DISTANCE IN INCHES
0,T1,T1,Ben Crane,21,59
1,T1,T1,Dan Forsman,17,59
2,T1,T1,Brenden Pappas,15,59
3,T4,T4,Brad Faxon,23,58
4,T4,T4,Len Mattiace,34,58
5,T6,T6,Arjun Atwal,17,57
6,T6,T6,Gavin Coles,22,57
7,T6,T6,Freddie Jacobson,23,57
8,T6,T6,Richard Johnson,16,57
9,T6,T6,Kent Jones,32,57
10,T6,T6,Joe Ogilvie,30,57
11,T6,T6,Ryan Palmer,32,57
12,T6,T6,David Toms,25,57
13,T6,T6,Bob Tway,26,57
14,T15,T15,Chris Anderson,25,56
15,T15,T15,Chad Campbell,27,56
16,T15,T15,Matt Gogel,28,56
17,T15,T15,Dudley Hart,29,56
18,T15,T15,Tim Herron,28,56
19,T15,T15,Charles Howell III,29,56
20,T15,T15,Phil Mickelson,21,56
21,T15,T15,Sean O'Hair,29,56
22,T15,T15,Rory Sabbatini,26,56
23,T24,T24,Stephen Ames,24,55
24,T24,T24,Aaron Baddeley,27,55
25,T24,T24,Bart Bryant,26,55
26,T24,T24,Stewart Cink,26,55
27,T24,T24,Steve Elkington,20,55
28,T24,T24,Jim Furyk,26,55
29,T24,T24,Brian Gay,33,55
30,T24,T24,Bernhard Langer,19,55
31,T24,T24,J.L. Lewis,30,55
32,T24,T24,Steve Lowery,32,55
33,T24,T24,Scott McCarron,24,55
34,T24,T24,Larry Mize,18,55
35,T24,T24,Phillip Price,25,55
36,T24,T24,Bo Van Pelt,33,55
37,T24,T24,Charlie Wi,23,55
38,T39,T39,Steve Allan,32,54
39,T39,T39,Billy Andrade,26,54
40,T39,T39,Briny Baird,33,54
41,T39,T39,Jeff Brehaut,23,54
42,T39,T39,K.J. Choi,24,54
43,T39,T39,Daniel Chopra,34,54
44,T39,T39,Tim Clark,26,54
45,T39,T39,Harrison Frazar,31,54
46,T39,T39,Robert Gamez,28,54
47,T39,T39,Padraig Harrington,15,54
48,T39,T39,Bob Heintz,24,54
49,T39,T39,Mark Hensby,21,54
50,T39,T39,Brendan Jones,28,54
51,T39,T39,Hank Kuehne,30,54
52,T39,T39,Hunter Mahan,34,54
53,T39,T39,Kevin Na,32,54
54,T39,T39,Mark O'Meara,21,54
55,T39,T39,Arron Oberholser,21,54
56,T39,T39,Jesper Parnevik,24,54
57,T39,T39,Ian Poulter,20,54
58,T39,T39,Loren Roberts,18,54
59,T39,T39,Patrick Sheehan,35,54
60,T39,T39,Steve Stricker,21,54
61,T39,T39,Charles Warren,31,54
62,T39,T39,Nick Watney,31,54
63,T39,T39,Dean Wilson,27,54
64,T39,T39,Tiger Woods,21,54
65,T66,T66,Stuart Appleby,25,53
66,T66,T66,Woody Austin,30,53
67,T66,T66,Danny Briggs,29,53
68,T66,T66,Olin Browne,29,53
69,T66,T66,Jonathan Byrd,31,53
70,T66,T66,Tom Byrum,27,53
71,T66,T66,John Cook,26,53
72,T66,T66,James Driscoll,26,53
73,T66,T66,Fred Funk,30,53
74,T66,T66,Tom Gillis,28,53
75,T66,T66,Scott Gutschewski,27,53
76,T66,T66,Hunter Haas,28,53
77,T66,T66,J.P. Hayes,22,53
78,T66,T66,Scott Hend,28,53
79,T66,T66,Lee Janzen,26,53
80,T66,T66,Brandt Jobe,27,53
81,T66,T66,Matt Kuchar,21,53
82,T66,T66,Stephen Leaney,29,53
83,T66,T66,Thomas Levet,20,53
84,T66,T66,Davis Love III,24,53
85,T66,T66,Jeff Maggert,25,53
86,T66,T66,Billy Mayfair,31,53
87,T66,T66,Shaun Micheel,29,53
88,T66,T66,Geoff Ogilvy,26,53
89,T66,T66,José María Olazábal,16,53
90,T66,T66,Pat Perez,28,53
91,T66,T66,Tom Pernice Jr.,32,53
92,T66,T66,Kenny Perry,23,53
93,T66,T66,Brett Quigley,31,53
94,T66,T66,Rob Rashell,25,53
95,T66,T66,Tag Ridings,31,53
96,T66,T66,Darron Stiles,26,53
97,T66,T66,Mario Tiziani,23,53
98,T66,T66,D.J. Trahan,28,53
99,T66,T66,Kirk Triplett,18,53
100,T101,T101,Robert Allenby,31,52
101,T101,T101,Jason Allred,29,52
102,T101,T101,Brian Bateman,32,52
103,T101,T101,Mark Calcavecchia,27,52
104,T101,T101,Brian Davis,23,52
105,T101,T101,Marco Dawson,23,52
106,T101,T101,John Elliott,25,52
107,T101,T101,Bob Estes,25,52
108,T101,T101,Steve Flesch,30,52
109,T101,T101,Brent Geiberger,21,52
110,T101,T101,Lucas Glover,28,52
111,T101,T101,Jay Haas,16,52
112,T101,T101,Todd Hamilton,31,52
113,T101,T101,John Huston,31,52
114,T101,T101,Zach Johnson,30,52
115,T101,T101,Frank Lickliter II,33,52
116,T101,T101,Rod Pampling,26,52
117,T101,T101,Corey Pavin,23,52
118,T101,T101,Tim Petrovic,32,52
119,T101,T101,Carl Pettersson,34,52
120,T101,T101,Justin Rose,28,52
121,T101,T101,Vijay Singh,30,52
122,T101,T101,Heath Slocum,29,52
123,T101,T101,Joey Snyder III,31,52
124,T101,T101,Kevin Stadler,33,52
125,T101,T101,Tjaart van der Walt,19,52
126,T101,T101,Jay Williamson,16,52
127,T101,T101,Mark Wilson,25,52
128,T129,T129,Michael Allen,30,51
129,T129,T129,Tommy Armour III,29,51
130,T129,T129,Craig Barlow,26,51
131,T129,T129,Cameron Beckman,31,51
132,T129,T129,Rich Beem,26,51
133,T129,T129,Paul Claxton,29,51
134,T129,T129,José Coceres,22,51
135,T129,T129,Glen Day,27,51
136,T129,T129,Chris DiMarco,24,51
137,T129,T129,Glen Hnatiuk,21,51
138,T129,T129,Jerry Kelly,31,51
139,T129,T129,Skip Kendall,32,51
140,T129,T129,Justin Leonard,24,51
141,T129,T129,Peter Lonard,27,51
142,T129,T129,Michael Long,26,51
143,T129,T129,Shigeki Maruyama,29,51
144,T129,T129,Greg Owen,24,51
145,T129,T129,D.A. Points,33,51
146,T129,T129,Ted Purdy,34,51
147,T129,T129,Adam Scott,19,51
148,T129,T129,John Senden,29,51
149,T129,T129,Jeff Sluman,28,51
150,T129,T129,Chris Smith,32,51
151,T129,T129,Hidemichi Tanaka,34,51
152,T129,T129,Vaughn Taylor,32,51
153,T129,T129,Scott Verplank,25,51
154,T129,T129,Mike Weir,23,51
155,T129,T129,Lee Westwood,15,51
156,T157,T157,Paul Azinger,22,50
157,T157,T157,D.J. Brigman,26,50
158,T157,T157,Fred Couples,22,50
159,T157,T157,Robert Damron,28,50
160,T157,T157,Matt Davidson,20,50
161,T157,T157,Luke Donald,18,50
162,T157,T157,Todd Fischer,35,50
163,T157,T157,Carlos Franco,25,50
164,T157,T157,Paul Gow,27,50
165,T157,T157,Mathias Grönberg,19,50
166,T157,T157,David Hearn,24,50
167,T157,T157,Ryuji Imada,25,50
168,T157,T157,Neal Lancaster,31,50
169,T157,T157,Franklin Langham,31,50
170,T157,T157,Will MacKenzie,25,50
171,T157,T157,John Rollins,30,50
172,T157,T157,Kevin Sutherland,26,50
173,T157,T157,Roland Thatcher,26,50
174,T157,T157,Duffy Waldorf,28,50
175,T157,T157,Brett Wetterich,28,50
176,T177,T177,Jason Bohn,28,49
177,T177,T177,Justin Bolli,24,49
178,T177,T177,Alex Cejka,31,49
179,T177,T177,Ben Curtis,24,49
180,T177,T177,Sergio Garcia,20,49
181,T177,T177,Bill Glasson,21,49
182,T177,T177,J.J. Henry,32,49
183,T177,T177,Jonathan Kaye,24,49
184,T177,T177,Andrew Magee,29,49
185,T177,T177,Dennis Paulson,24,49
186,T177,T177,Craig Perks,27,49
187,T177,T177,Omar Uresti,27,49
188,T189,T189,Doug Barron,24,48
189,T189,T189,John Daly,25,48
190,T189,T189,Joe Durant,25,48
191,T189,T189,Jeff Hart,23,48
192,T189,T189,Steve Jones,20,48
193,T189,T189,Rocco Mediate,24,48
194,T189,T189,Joey Sindelar,29,48
195,T196,T196,Mark Brooks,28,47
196,T196,T196,Bradley Hughes,20,47
197,T196,T196,Tom Lehman,20,47
198,T196,T196,Chris Riley,25,47
199,T200,T200,Retief Goosen,18,46
200,T200,T200,Hideto Tanihara,20,46
201,202,202,Jim Carter,25,45
