,Total_1_Putts_-__25_RANK THIS WEEK,Total_1_Putts_-__25_RANK LAST WEEK,Total_1_Putts_-__25_PLAYER NAME,Total_1_Putts_-__25_ROUNDS,Total_1_Putts_-__25_TOTAL,Total_1_Putts_-__25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-__25_PCT OF ALL 1-PUTTS
192,T192,T192,Ben Curtis,65,7,346,2.0
193,T192,T192,Sergio Garcia,73,7,343,2.0
194,T192,T192,Ian Poulter,62,7,248,2.8
195,T192,T192,Chris Riley,67,7,313,2.2
196,T197,T197,Luke Donald,67,6,277,2.2
197,T197,T197,Bill Glasson,54,6,299,2.0
198,T197,T197,Bradley Hughes,52,6,292,2.1
199,200,200,Jim Carter,62,5,352,1.4
200,201,201,Matt Davidson,53,4,350,1.1
201,202,202,Retief Goosen,71,2,293,0.7
