,One-Putt_Percentage_-_Round_4_RANK THIS WEEK,One-Putt_Percentage_-_Round_4_RANK LAST WEEK,One-Putt_Percentage_-_Round_4_PLAYER NAME,One-Putt_Percentage_-_Round_4_%,One-Putt_Percentage_-_Round_4_# OF 1 PUTTS,One-Putt_Percentage_-_Round_4_# OF HOLES
37,T38,T38,Justin Bolli,41.67,60,144
38,T38,T38,Brian Gay,41.67,135,324
39,T38,T38,Tom Lehman,41.67,105,252
40,T38,T38,Rocco Mediate,41.67,105,252
41,T38,T38,Hideto Tanihara,41.67,30,72
42,43,43,Doug Barron,41.41,82,198
43,T44,T44,Brian Davis,41.27,104,252
44,T44,T44,Rob Rashell,41.27,52,126
45,46,46,Marco Dawson,41.05,133,324
46,47,47,Len Mattiace,40.97,59,144
47,48,48,José María Olazábal,40.91,81,198
48,49,49,Duffy Waldorf,40.87,103,252
49,T50,T50,Tom Pernice Jr.,40.74,154,378
50,T50,T50,Darron Stiles,40.74,88,216
51,52,52,Cameron Beckman,40.63,117,288
52,53,53,Brett Wetterich,40.56,73,180
53,T54,T54,Stephen Ames,40.52,124,306
54,T54,T54,Robert Gamez,40.52,124,306
55,56,56,Jim Furyk,40.48,153,378
56,T57,T57,Mark Calcavecchia,40.35,138,342
57,T57,T57,Tim Clark,40.35,138,342
58,T59,T59,Gavin Coles,40.28,87,216
59,T59,T59,John Elliott,40.28,29,72
60,T59,T59,Justin Rose,40.28,145,360
61,T62,T62,Fred Couples,40.17,94,234
62,T62,T62,Charles Warren,40.17,94,234
63,T64,T64,Ryan Palmer,40.12,130,324
64,T64,T64,Ian Poulter,40.12,65,162
65,66,66,Jeff Sluman,40.06,137,342
66,67,67,Charlie Wi,39.9,79,198
67,T68,T68,Jason Bohn,39.87,122,306
68,T68,T68,Pat Perez,39.87,122,306
69,T70,T70,Matt Davidson,39.81,43,108
70,T70,T70,Craig Perks,39.81,43,108
71,72,72,Jerry Kelly,39.77,136,342
72,73,73,Omar Uresti,39.68,100,252
73,74,74,Peter Lonard,39.63,107,270
74,75,75,Larry Mize,39.58,57,144
75,76,76,Dudley Hart,39.51,128,324
76,T77,T77,Mark Brooks,39.44,71,180
77,T77,T77,James Driscoll,39.44,71,180
78,T77,T77,Mathias Grönberg,39.44,71,180
79,80,80,Bob Estes,39.42,149,378
80,81,81,Paul Azinger,39.39,78,198
81,82,82,Kevin Stadler,39.35,85,216
82,T83,T83,D.A. Points,39.32,92,234
83,T83,T83,Nick Watney,39.32,92,234
84,85,85,Scott McCarron,39.29,99,252
85,T86,T86,Justin Leonard,39.26,106,270
86,T86,T86,Davis Love III,39.26,106,270
87,88,88,Neal Lancaster,39.24,113,288
88,T89,T89,Zach Johnson,39.2,127,324
89,T89,T89,J.L. Lewis,39.2,127,324
90,91,91,Vaughn Taylor,39.18,134,342
91,92,92,Heath Slocum,39.15,148,378
92,T93,T93,Steve Allan,38.89,126,324
93,T93,T93,Steve Elkington,38.89,91,234
94,T93,T93,Brent Geiberger,38.89,63,162
95,T93,T93,Padraig Harrington,38.89,70,180
96,T93,T93,J.P. Hayes,38.89,70,180
97,T93,T93,Glen Hnatiuk,38.89,49,126
98,T93,T93,Brandt Jobe,38.89,133,342
99,T93,T93,Jonathan Kaye,38.89,112,288
100,T93,T93,Will MacKenzie,38.89,84,216
101,T93,T93,Greg Owen,38.89,119,306
102,T93,T93,Patrick Sheehan,38.89,140,360
103,104,104,Bob Tway,38.54,111,288
104,105,105,John Daly,38.49,97,252
105,106,106,Vijay Singh,38.44,173,450
106,107,107,Phillip Price,38.43,83,216
107,108,108,Andrew Magee,38.38,76,198
108,109,109,Shigeki Maruyama,38.36,145,378
109,T110,T110,Olin Browne,38.3,131,342
110,T110,T110,Bart Bryant,38.3,131,342
111,T110,T110,Carl Pettersson,38.3,131,342
112,113,113,Phil Mickelson,38.24,117,306
113,114,114,Robert Damron,38.19,110,288
114,115,115,Sean O'Hair,38.13,151,396
115,T116,T116,Chris Anderson,38.1,48,126
116,T116,T116,Chris Smith,38.1,96,252
117,118,118,Hunter Haas,37.96,82,216
118,119,119,Hunter Mahan,37.91,116,306
119,120,120,Joey Sindelar,37.88,150,396
120,121,121,Todd Hamilton,37.85,109,288
121,122,122,Arjun Atwal,37.78,102,270
122,T123,T123,Carlos Franco,37.7,95,252
123,T123,T123,Jeff Maggert,37.7,95,252
124,125,125,Joey Snyder III,37.65,122,324
125,126,126,D.J. Trahan,37.61,88,234
126,127,127,Jesper Parnevik,37.58,115,306
127,128,128,Mike Weir,37.5,81,216
128,129,129,Jonathan Byrd,37.43,128,342
129,130,130,Chris DiMarco,37.41,101,270
130,T131,T131,J.J. Henry,37.35,121,324
131,T131,T131,Kenny Perry,37.35,121,324
132,T133,T133,Kent Jones,37.25,114,306
133,T133,T133,Frank Lickliter II,37.25,114,306
134,135,135,D.J. Brigman,37.22,67,180
135,T136,T136,Craig Barlow,37.18,87,234
136,T136,T136,Ryuji Imada,37.18,87,234
137,T138,T138,Billy Andrade,37.04,100,270
138,T138,T138,Fred Funk,37.04,140,378
139,T138,T138,Scott Hend,37.04,60,162
140,T138,T138,Richard Johnson,37.04,60,162
141,T138,T138,Tjaart van der Walt,37.04,60,162
142,143,143,Harrison Frazar,36.94,133,360
143,144,144,Steve Lowery,36.93,113,306
144,145,145,Bernhard Langer,36.9,93,252
145,T146,T146,Sergio Garcia,36.81,106,288
146,T146,T146,Dean Wilson,36.81,106,288
147,148,148,Hidemichi Tanaka,36.73,119,324
148,T149,T149,Woody Austin,36.67,132,360
149,T149,T149,Chad Campbell,36.67,132,360
150,T149,T149,Jay Haas,36.67,66,180
151,152,152,Bo Van Pelt,36.62,145,396
152,153,153,Alex Cejka,36.57,79,216
153,154,154,Luke Donald,36.51,92,252
154,T155,T155,Jeff Hart,36.42,59,162
155,T155,T155,Matt Kuchar,36.42,59,162
156,T155,T155,Rod Pampling,36.42,118,324
157,T158,T158,Matt Gogel,36.36,72,198
158,T158,T158,Lee Janzen,36.36,72,198
159,T158,T158,Mario Tiziani,36.36,72,198
160,161,161,Franklin Langham,36.32,85,234
161,162,162,Geoff Ogilvy,36.24,137,378
162,163,163,Tommy Armour III,36.11,143,396
163,164,164,Billy Mayfair,35.88,155,432
164,165,165,Roland Thatcher,35.65,77,216
165,166,166,Charles Howell III,35.49,115,324
166,167,167,Freddie Jacobson,35.47,83,234
167,168,168,Steve Jones,35.42,51,144
168,T169,T169,K.J. Choi,35.19,95,270
169,T169,T169,Steve Flesch,35.19,95,270
170,T169,T169,Mark Hensby,35.19,95,270
171,T169,T169,Tim Petrovic,35.19,95,270
172,T169,T169,Kevin Sutherland,35.19,114,324
173,T174,T174,Robert Allenby,34.81,94,270
174,T174,T174,Scott Gutschewski,34.81,94,270
175,T174,T174,Brett Quigley,34.81,94,270
176,T177,T177,Paul Gow,34.72,75,216
177,T177,T177,Thomas Levet,34.72,50,144
178,T179,T179,Brian Bateman,34.44,93,270
179,T179,T179,Joe Durant,34.44,93,270
180,181,181,Adam Scott,34.03,98,288
181,182,182,Stuart Appleby,33.99,104,306
182,183,183,John Senden,33.86,128,378
183,184,184,Brendan Jones,33.8,73,216
184,185,185,Tom Byrum,33.73,85,252
185,T186,T186,Ted Purdy,33.33,156,468
186,T186,T186,John Rollins,33.33,108,324
187,188,188,Michael Long,32.72,53,162
188,189,189,Danny Briggs,32.64,47,144
189,190,190,Stephen Leaney,32.59,88,270
190,191,191,Paul Claxton,32.22,58,180
191,192,192,Dennis Paulson,31.94,46,144
192,193,193,Jeff Brehaut,31.82,63,198
193,194,194,Lee Westwood,31.11,56,180
194,195,195,Briny Baird,31.05,95,306
195,196,196,Retief Goosen,30.95,78,252
196,197,197,Shaun Micheel,30.81,61,198
197,198,198,Jim Carter,30.56,33,108
198,199,199,Bill Glasson,30.16,38,126
199,200,200,Jason Allred,28.57,36,126
200,201,201,David Hearn,28.4,46,162
201,202,202,Bradley Hughes,27.78,30,108
