,One-Putt_Percentage_-_Round_2_RANK THIS WEEK,One-Putt_Percentage_-_Round_2_RANK LAST WEEK,One-Putt_Percentage_-_Round_2_PLAYER NAME,One-Putt_Percentage_-_Round_2_%,One-Putt_Percentage_-_Round_2_# OF 1 PUTTS,One-Putt_Percentage_-_Round_2_# OF HOLES
102,103,103,Jason Bohn,39.09,197,504
103,T104,T104,Steve Allan,38.89,217,558
104,T104,T104,Cameron Beckman,38.89,210,540
105,T104,T104,Stewart Cink,38.89,168,432
106,T104,T104,John Cook,38.89,175,450
107,T108,T108,Fred Funk,38.7,202,522
108,T108,T108,J.L. Lewis,38.7,209,540
109,T110,T110,Tom Byrum,38.68,188,486
110,T110,T110,Scott Gutschewski,38.68,181,468
111,112,112,Ian Poulter,38.58,125,324
112,113,113,Bo Van Pelt,38.55,229,594
113,114,114,Tim Petrovic,38.53,215,558
114,115,115,Todd Hamilton,38.51,201,522
115,116,116,D.J. Brigman,38.44,173,450
116,117,117,Bradley Hughes,38.3,131,342
117,T118,T118,David Hearn,38.19,165,432
118,T118,T118,Jay Williamson,38.19,110,288
119,120,120,Justin Bolli,38.16,158,414
120,121,121,K.J. Choi,38.1,144,378
121,T122,T122,Matt Davidson,38.06,137,360
122,T122,T122,Jonathan Kaye,38.06,137,360
123,124,124,Peter Lonard,38.03,178,468
124,125,125,Joey Sindelar,37.93,198,522
125,126,126,Larry Mize,37.91,116,306
126,127,127,Hunter Mahan,37.88,225,594
127,128,128,Tom Gillis,37.86,184,486
128,T129,T129,Dan Forsman,37.85,109,288
129,T129,T129,Hidemichi Tanaka,37.85,218,576
130,131,131,Darron Stiles,37.78,170,450
131,132,132,Ted Purdy,37.75,231,612
132,133,133,Doug Barron,37.68,156,414
133,134,134,Justin Rose,37.65,183,486
134,135,135,Tom Pernice Jr.,37.63,210,558
135,T136,T136,Chad Campbell,37.61,176,468
136,T136,T136,Dean Wilson,37.61,176,468
137,T138,T138,Fred Couples,37.5,135,360
138,T138,T138,Rod Pampling,37.5,162,432
139,T140,T140,Scott Hend,37.45,182,486
140,T140,T140,Andrew Magee,37.45,182,486
141,142,142,Jesper Parnevik,37.44,155,414
142,T143,T143,Tom Lehman,37.43,128,342
143,T143,T143,Tjaart van der Walt,37.43,128,342
144,145,145,Gavin Coles,37.37,148,396
145,146,146,Stuart Appleby,37.2,154,414
146,T147,T147,Michael Allen,37.04,200,540
147,T147,T147,Ryan Palmer,37.04,200,540
148,T147,T147,Brenden Pappas,37.04,100,270
149,T150,T150,Jim Carter,36.96,153,414
150,T150,T150,Dennis Paulson,36.96,153,414
151,152,152,Glen Hnatiuk,36.94,133,360
152,153,153,Heath Slocum,36.9,186,504
153,154,154,Chris Riley,36.87,146,396
154,155,155,Hideto Tanihara,36.84,126,342
155,156,156,Jeff Sluman,36.83,179,486
156,157,157,Rory Sabbatini,36.81,159,432
157,158,158,Tommy Armour III,36.78,192,522
158,T159,T159,Craig Barlow,36.67,165,450
159,T159,T159,Brian Bateman,36.67,198,540
160,161,161,John Rollins,36.59,191,522
161,162,162,Roland Thatcher,36.57,158,432
162,163,163,Paul Claxton,36.51,184,504
163,164,164,Marco Dawson,36.47,151,414
164,T165,T165,Adam Scott,36.42,118,324
165,T165,T165,Omar Uresti,36.42,177,486
166,167,167,Franklin Langham,36.4,190,522
167,168,168,Briny Baird,36.3,196,540
168,169,169,David Toms,36.24,137,378
169,170,170,D.A. Points,36.2,202,558
170,T171,T171,Lee Westwood,36.11,91,252
171,T171,T171,Brett Wetterich,36.11,169,468
172,173,173,Carl Pettersson,36.03,214,594
173,174,174,Robert Allenby,36.02,188,522
174,175,175,Lucas Glover,36.01,175,486
175,176,176,Steve Elkington,35.96,123,342
176,177,177,Skip Kendall,35.84,200,558
177,T178,T178,Sergio Garcia,35.8,116,324
178,T178,T178,Charles Howell III,35.8,174,486
179,180,180,Rich Beem,35.56,160,450
180,181,181,Alex Cejka,35.39,172,486
181,182,182,John Elliott,35.35,140,396
182,183,183,D.J. Trahan,35.33,159,450
183,T184,T184,Thomas Levet,35.19,114,324
184,T184,T184,Charles Warren,35.19,190,540
185,186,186,Chris Smith,34.9,201,576
186,T187,T187,Joe Durant,34.89,157,450
187,T187,T187,Michael Long,34.89,157,450
188,189,189,Arron Oberholser,34.88,113,324
189,190,190,Kenny Perry,34.85,138,396
190,T191,T191,Ben Curtis,34.72,150,432
191,T191,T191,Carlos Franco,34.72,150,432
192,193,193,Jeff Brehaut,34.66,131,378
193,194,194,Craig Perks,34.62,162,468
194,195,195,Steve Jones,34.5,118,342
195,196,196,Vijay Singh,34.48,180,522
196,197,197,Bart Bryant,34.19,160,468
197,198,198,Davis Love III,34.09,135,396
198,199,199,Luke Donald,34.03,98,288
199,200,200,J.J. Henry,33.89,183,540
200,201,201,Brent Geiberger,31.87,109,342
201,202,202,Joey Snyder III,31.67,171,540
