,Total_1_Putts_-_5-10_RANK THIS WEEK,Total_1_Putts_-_5-10_RANK LAST WEEK,Total_1_Putts_-_5-10_PLAYER NAME,Total_1_Putts_-_5-10_ROUNDS,Total_1_Putts_-_5-10_TOTAL,Total_1_Putts_-_5-10_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_5-10_PCT OF ALL 1-PUTTS
0,1,1,Billy Mayfair,114,208,659,31.6
1,2,2,Brian Gay,101,199,701,28.4
2,3,3,Daniel Chopra,108,192,679,28.3
3,T4,T4,Harrison Frazar,105,191,656,29.1
4,T4,T4,Carl Pettersson,109,191,673,28.4
5,T4,T4,Patrick Sheehan,114,191,699,27.3
6,7,7,Vaughn Taylor,99,189,637,29.7
7,8,8,Tag Ridings,93,188,628,29.9
8,T9,T9,Todd Fischer,99,187,656,28.5
9,T9,T9,Joe Ogilvie,103,187,620,30.2
10,11,11,J.L. Lewis,98,185,578,32.0
11,12,12,Heath Slocum,103,183,615,29.8
12,13,13,Shigeki Maruyama,99,182,635,28.7
13,14,14,Woody Austin,100,181,645,28.1
14,15,15,Hidemichi Tanaka,106,180,655,27.5
15,T16,T16,Justin Rose,99,179,613,29.2
16,T16,T16,Vijay Singh,111,179,642,27.9
17,T18,T18,Olin Browne,99,174,570,30.5
18,T18,T18,Zach Johnson,96,174,592,29.4
19,T18,T18,Ryan Palmer,101,174,578,30.1
20,T18,T18,Joey Sindelar,104,174,666,26.1
21,22,22,Kent Jones,99,173,626,27.6
22,23,23,Jonathan Byrd,103,171,650,26.3
23,T24,T24,Robert Gamez,91,170,593,28.7
24,T24,T24,Tom Pernice Jr.,111,170,650,26.2
25,26,26,Brett Quigley,96,169,605,27.9
26,T27,T27,Aaron Baddeley,84,168,585,28.7
27,T27,T27,Brandt Jobe,96,168,563,29.8
28,T27,T27,Bo Van Pelt,112,168,653,25.7
29,30,30,Fred Funk,102,167,563,29.7
30,31,31,Kevin Na,88,166,610,27.2
31,T32,T32,Sean O'Hair,103,165,597,27.6
32,T32,T32,Ted Purdy,122,165,652,25.3
33,34,34,Tim Petrovic,97,164,546,30.0
34,T35,T35,Briny Baird,98,163,586,27.8
35,T35,T35,Len Mattiace,86,163,574,28.4
36,T35,T35,Joey Snyder III,102,163,565,28.8
37,38,38,Ben Crane,78,161,524,30.7
38,39,39,Tim Herron,100,160,607,26.4
39,40,40,Jeff Sluman,94,159,585,27.2
40,T41,T41,Cameron Beckman,96,158,607,26.0
41,T41,T41,Tom Byrum,83,158,510,31.0
42,T41,T41,Robert Damron,89,158,550,28.7
43,T41,T41,Neal Lancaster,95,158,605,26.1
44,T41,T41,Dean Wilson,86,158,560,28.2
45,T46,T46,Mark Calcavecchia,92,157,555,28.3
46,T46,T46,John Senden,101,157,576,27.3
47,T48,T48,Jason Bohn,91,156,561,27.8
48,T48,T48,Frank Lickliter II,100,156,571,27.3
49,T48,T48,D.A. Points,94,156,556,28.1
50,T48,T48,Kevin Stadler,96,156,575,27.1
51,T52,T52,John Huston,90,155,585,26.5
52,T52,T52,Geoff Ogilvy,97,155,551,28.1
53,54,54,Steve Allan,102,154,622,24.8
54,55,55,Hunter Mahan,103,153,644,23.8
55,T56,T56,Marco Dawson,82,151,552,27.4
56,T56,T56,Hank Kuehne,84,151,538,28.1
57,T58,T58,Chad Campbell,95,150,509,29.5
58,T58,T58,Stewart Cink,98,150,513,29.2
59,T58,T58,J.J. Henry,102,150,554,27.1
60,T58,T58,John Rollins,97,150,546,27.5
61,T58,T58,Charlie Wi,67,150,476,31.5
62,T63,T63,Lucas Glover,88,149,532,28.0
63,T63,T63,Todd Hamilton,94,149,534,27.9
64,T63,T63,Rory Sabbatini,81,149,434,34.3
65,T63,T63,Scott Verplank,87,149,473,31.5
66,T67,T67,Bart Bryant,91,148,521,28.4
67,T67,T67,Andrew Magee,82,148,471,31.4
68,T67,T67,Pat Perez,89,148,560,26.4
69,70,70,Jim Furyk,94,147,525,28.0
70,T71,T71,Brian Bateman,98,146,562,26.0
71,T71,T71,David Toms,87,146,455,32.1
72,T73,T73,Billy Andrade,83,144,546,26.4
73,T73,T73,Skip Kendall,80,144,481,29.9
74,T73,T73,Darron Stiles,78,144,502,28.7
75,T73,T73,Duffy Waldorf,86,144,498,28.9
76,77,77,Arjun Atwal,65,143,456,31.4
77,T78,T78,Tommy Armour III,103,141,593,23.8
78,T78,T78,Gavin Coles,70,141,460,30.7
79,T78,T78,Freddie Jacobson,72,141,413,34.1
80,T78,T78,Stephen Leaney,89,141,502,28.1
81,T82,T82,Robert Allenby,95,140,467,30.0
82,T82,T82,Dudley Hart,84,140,526,26.6
83,T82,T82,Steve Stricker,62,140,479,29.2
84,T85,T85,Michael Allen,90,139,554,25.1
85,T85,T85,Bob Heintz,67,139,478,29.1
86,T85,T85,Jerry Kelly,101,139,527,26.4
87,T88,T88,Paul Azinger,66,138,435,31.7
88,T88,T88,Alex Cejka,84,138,456,30.3
89,T88,T88,Steve Lowery,100,138,631,21.9
90,T88,T88,Jesper Parnevik,84,138,492,28.0
91,T92,T92,Carlos Franco,78,137,461,29.7
92,T92,T92,Will MacKenzie,75,137,466,29.4
93,T94,T94,Jason Allred,75,136,435,31.3
94,T94,T94,Bob Estes,92,136,575,23.7
95,T94,T94,Scott Gutschewski,86,136,477,28.5
96,T97,T97,Steve Flesch,90,135,443,30.5
97,T97,T97,Greg Owen,84,135,486,27.8
98,T97,T97,Nick Watney,91,135,550,24.5
99,100,100,Glen Day,80,134,562,23.8
100,T101,T101,Hunter Haas,83,133,523,25.4
101,T101,T101,Charles Howell III,95,133,493,27.0
102,T101,T101,Brendan Jones,81,133,495,26.9
103,104,104,Rocco Mediate,73,131,445,29.4
104,105,105,Charles Warren,89,130,533,24.4
105,T106,T106,Craig Barlow,81,129,421,30.6
106,T106,T106,Tim Clark,92,129,478,27.0
107,T106,T106,Tom Gillis,77,129,465,27.7
108,T106,T106,Ryuji Imada,78,129,470,27.4
109,110,110,Doug Barron,70,128,443,28.9
110,T111,T111,Stephen Ames,82,127,461,27.5
111,T111,T111,Mark Brooks,72,127,440,28.9
112,T111,T111,Chris DiMarco,83,127,438,29.0
113,T114,T114,D.J. Trahan,81,126,461,27.3
114,T114,T114,Omar Uresti,84,126,505,25.0
115,T116,T116,Danny Briggs,70,125,412,30.3
116,T116,T116,Brian Davis,75,125,473,26.4
117,T116,T116,J.P. Hayes,63,125,412,30.3
118,T116,T116,Shaun Micheel,81,125,435,28.7
119,120,120,Corey Pavin,77,124,455,27.3
120,T121,T121,Stuart Appleby,84,123,440,28.0
121,T121,T121,Peter Lonard,85,123,444,27.7
122,T121,T121,Tiger Woods,76,123,428,28.7
