,2-Putts_per_Round_RANK THIS WEEK,2-Putts_per_Round_RANK LAST WEEK,2-Putts_per_Round_PLAYER NAME,2-Putts_per_Round_ROUNDS,2-Putts_per_Round_AVG,2-Putts_per_Round_TOTAL 2 PUTTS,2-Putts_per_Round_TOTAL ROUNDS
0,1,1,Bradley Hughes,52,11.0,572,52
1,2,2,Chris Smith,93,10.98,1021,93
2,T3,T3,J.J. Henry,102,10.97,1097,100
3,T3,T3,Joey Snyder III,102,10.97,1075,98
4,5,5,John Senden,101,10.87,1076,99
5,6,6,Glen Hnatiuk,59,10.85,597,55
6,7,7,Craig Perks,67,10.83,704,65
7,8,8,Jeff Brehaut,71,10.82,725,67
8,9,9,Dennis Paulson,63,10.81,681,63
9,10,10,Tommy Armour III,103,10.79,1111,103
10,T11,T11,Briny Baird,98,10.78,1035,96
11,T11,T11,Joe Durant,81,10.78,873,81
12,T11,T11,Brent Geiberger,61,10.78,636,59
13,T14,T14,Steve Elkington,67,10.76,721,67
14,T14,T14,Michael Long,72,10.76,753,70
15,16,16,Jim Carter,62,10.75,645,60
16,T17,T17,Robert Allenby,95,10.7,952,89
17,T17,T17,Bart Bryant,91,10.7,974,91
18,T17,T17,Retief Goosen,71,10.7,653,61
19,T17,T17,Steve Jones,56,10.7,578,54
20,T21,T21,Olin Browne,99,10.69,1016,95
21,T21,T21,David Hearn,68,10.69,727,68
22,T23,T23,Chad Campbell,95,10.68,983,92
23,T23,T23,Luke Donald,67,10.68,641,60
24,25,25,Sergio Garcia,73,10.62,722,68
25,26,26,Scott Gutschewski,86,10.61,870,82
26,T27,T27,John Cook,72,10.6,742,70
27,T27,T27,Franklin Langham,91,10.6,922,87
28,T29,T29,Shaun Micheel,81,10.59,837,79
29,T29,T29,Adam Scott,72,10.59,720,68
30,T31,T31,Alex Cejka,84,10.58,857,81
31,T31,T31,Ben Curtis,65,10.58,688,65
32,T31,T31,Tom Lehman,69,10.58,709,67
33,T34,T34,Brian Bateman,98,10.57,994,94
34,T34,T34,Danny Briggs,70,10.57,719,68
35,T34,T34,Charles Howell III,95,10.57,951,90
36,T37,T37,Doug Barron,70,10.56,739,70
37,T37,T37,D.J. Trahan,81,10.56,813,77
38,39,39,Charles Warren,89,10.55,918,87
39,40,40,Fred Couples,72,10.54,717,68
40,T41,T41,Craig Barlow,81,10.53,811,77
41,T41,T41,Heath Slocum,103,10.53,1042,99
42,T43,T43,Paul Claxton,79,10.52,831,79
43,T43,T43,Bill Glasson,54,10.52,547,52
44,T43,T43,Frank Lickliter II,100,10.52,1010,96
45,T43,T43,Ted Purdy,122,10.52,1283,122
46,T43,T43,Bob Tway,87,10.52,873,83
47,T48,T48,Stuart Appleby,84,10.51,841,80
48,T48,T48,Tom Byrum,83,10.51,872,83
49,T48,T48,Hunter Mahan,103,10.51,1062,101
50,T48,T48,John Rollins,97,10.51,998,95
51,T52,T52,Rich Beem,66,10.5,651,62
52,T52,T52,D.J. Brigman,76,10.5,756,72
53,T52,T52,Peter Lonard,85,10.5,882,84
54,T52,T52,Greg Owen,84,10.5,840,80
55,T52,T52,Hideto Tanihara,50,10.5,504,48
56,T52,T52,Tjaart van der Walt,56,10.5,588,56
57,T58,T58,Fred Funk,102,10.49,1059,101
58,T58,T58,Lucas Glover,88,10.49,902,86
59,T58,T58,Joey Sindelar,104,10.49,1091,104
60,T58,T58,Roland Thatcher,75,10.49,766,73
61,62,62,Jerry Kelly,101,10.48,1038,99
62,T63,T63,Stephen Leaney,89,10.47,900,86
63,T63,T63,Billy Mayfair,114,10.47,1152,110
64,65,65,D.A. Points,94,10.46,941,90
65,66,66,Jason Bohn,91,10.45,951,91
66,T67,T67,Jeff Sluman,94,10.44,981,94
67,T67,T67,Nick Watney,91,10.44,929,89
68,T69,T69,Tom Gillis,77,10.43,782,75
69,T69,T69,Mario Tiziani,67,10.43,678,65
70,T71,T71,Arron Oberholser,65,10.41,656,63
71,T71,T71,Kenny Perry,82,10.41,833,80
72,T71,T71,Tim Petrovic,97,10.41,968,93
73,T74,T74,Stewart Cink,98,10.4,936,90
74,T74,T74,Mark Hensby,70,10.4,707,68
75,76,76,Vijay Singh,111,10.39,1132,109
76,T77,T77,Skip Kendall,80,10.38,810,78
77,T77,T77,Bo Van Pelt,112,10.38,1162,112
78,T77,T77,Lee Westwood,50,10.38,498,48
79,80,80,Kevin Sutherland,89,10.37,902,87
80,T81,T81,Brandt Jobe,96,10.36,953,92
81,T81,T81,Thomas Levet,54,10.36,549,53
82,T81,T81,Jeff Maggert,79,10.36,767,74
83,T81,T81,Ian Poulter,62,10.36,580,56
84,T81,T81,Brett Wetterich,76,10.36,767,74
85,T86,T86,Harrison Frazar,105,10.35,1045,101
86,T86,T86,Todd Hamilton,94,10.35,942,91
87,T86,T86,Omar Uresti,84,10.35,869,84
88,T86,T86,Duffy Waldorf,86,10.35,849,82
89,T90,T90,Andrew Magee,82,10.33,806,78
90,T90,T90,Rod Pampling,89,10.33,868,84
91,92,92,John Elliott,58,10.32,578,56
92,T93,T93,Jeff Hart,63,10.31,629,61
93,T93,T93,Jonathan Kaye,77,10.31,763,74
94,T93,T93,Davis Love III,80,10.31,773,75
95,96,96,Robert Damron,89,10.3,917,89
96,T97,T97,Carlos Franco,78,10.28,781,76
97,T97,T97,Matt Gogel,78,10.28,781,76
98,T97,T97,Zach Johnson,96,10.28,977,95
99,T97,T97,J.L. Lewis,98,10.28,1007,98
100,T101,T101,Brett Quigley,96,10.27,945,92
101,T101,T101,Justin Rose,99,10.27,976,95
102,103,103,K.J. Choi,78,10.26,749,73
103,T104,T104,Brendan Jones,81,10.25,810,79
104,T104,T104,Hidemichi Tanaka,106,10.25,1045,102
105,106,106,Sean O'Hair,103,10.24,1014,99
106,T107,T107,Steve Flesch,90,10.22,869,85
107,T107,T107,Scott McCarron,78,10.22,756,74
108,T107,T107,Dean Wilson,86,10.22,879,86
109,T110,T110,Bob Estes,92,10.2,938,92
110,T110,T110,Dan Forsman,52,10.2,510,50
111,T112,T112,Justin Bolli,65,10.19,642,63
112,T112,T112,Jim Furyk,94,10.19,948,93
113,T112,T112,Kent Jones,99,10.19,988,97
114,T112,T112,Carl Pettersson,109,10.19,1070,105
115,T116,T116,Jay Haas,54,10.18,519,51
116,T116,T116,Matt Kuchar,60,10.18,611,60
117,T118,T118,Marco Dawson,82,10.17,834,82
118,T118,T118,Padraig Harrington,50,10.17,488,48
119,T118,T118,Kevin Stadler,96,10.17,936,92
120,T121,T121,Michael Allen,90,10.16,914,90
121,T121,T121,Rocco Mediate,73,10.16,742,73
122,T121,T121,Ryan Palmer,101,10.16,986,97
123,T124,T124,Mark Brooks,72,10.15,731,72
124,T124,T124,Jonathan Byrd,103,10.15,1005,99
125,T124,T124,Justin Leonard,78,10.15,761,75
126,T124,T124,Rob Rashell,65,10.15,660,65
127,T124,T124,Loren Roberts,54,10.15,538,53
128,T129,T129,James Driscoll,73,10.14,720,71
129,T129,T129,Will MacKenzie,75,10.14,740,73
