,Putts_Made_Per_Event_Over_10_RANK THIS WEEK,Putts_Made_Per_Event_Over_10_RANK LAST WEEK,Putts_Made_Per_Event_Over_10_PLAYER NAME,Putts_Made_Per_Event_Over_10_ROUNDS,Putts_Made_Per_Event_Over_10_PUTTS MADE
0,1,1,Arjun Atwal,65,7.6
1,T2,T2,Padraig Harrington,50,6.9
2,T2,T2,Brenden Pappas,51,6.9
3,4,4,Stewart Cink,98,6.8
4,5,5,David Toms,87,6.7
5,T6,T6,Chad Campbell,95,6.6
6,T6,T6,Jim Furyk,94,6.6
7,T6,T6,Tim Herron,100,6.6
8,T6,T6,Loren Roberts,54,6.6
9,T6,T6,Bob Tway,87,6.6
10,11,11,Adam Scott,72,6.5
11,12,12,Kenny Perry,82,6.4
12,T13,T13,Charles Howell III,95,6.3
13,T13,T13,José María Olazábal,55,6.3
14,T15,T15,Bart Bryant,91,6.2
15,T15,T15,Bob Estes,92,6.2
16,T17,T17,Ben Crane,78,6.1
17,T17,T17,Mark Hensby,70,6.1
18,T17,T17,Phil Mickelson,81,6.1
19,T17,T17,Larry Mize,54,6.1
20,T17,T17,Sean O'Hair,103,6.1
21,T17,T17,Vijay Singh,111,6.1
22,T17,T17,Tiger Woods,76,6.1
23,T24,T24,Stephen Ames,82,6.0
24,T24,T24,Marco Dawson,82,6.0
25,T24,T24,Jay Haas,54,6.0
26,T24,T24,Dudley Hart,84,6.0
27,T24,T24,Rod Pampling,89,6.0
28,T29,T29,Brad Faxon,75,5.9
29,T29,T29,Dan Forsman,52,5.9
30,T29,T29,Richard Johnson,50,5.9
31,T29,T29,Geoff Ogilvy,97,5.9
32,T29,T29,Bo Van Pelt,112,5.9
33,T34,T34,Tommy Armour III,103,5.8
34,T34,T34,Brandt Jobe,96,5.8
35,T34,T34,Billy Mayfair,114,5.8
36,T34,T34,Joe Ogilvie,103,5.8
37,T34,T34,Lee Westwood,50,5.8
38,T39,T39,Billy Andrade,83,5.7
39,T39,T39,Kent Jones,99,5.7
40,T39,T39,Ryan Palmer,101,5.7
41,T39,T39,Dean Wilson,86,5.7
42,T43,T43,Steve Allan,102,5.6
43,T43,T43,Stuart Appleby,84,5.6
44,T43,T43,Woody Austin,100,5.6
45,T43,T43,Olin Browne,99,5.6
46,T43,T43,Zach Johnson,96,5.6
47,T43,T43,Davis Love III,80,5.6
48,T43,T43,Hunter Mahan,103,5.6
49,T43,T43,Shigeki Maruyama,99,5.6
50,T43,T43,Ted Purdy,122,5.6
51,T52,T52,Briny Baird,98,5.5
52,T52,T52,Tim Clark,92,5.5
53,T52,T52,Steve Lowery,100,5.5
54,T52,T52,Phillip Price,77,5.5
55,T52,T52,Scott Verplank,87,5.5
56,T57,T57,Chris DiMarco,83,5.4
57,T57,T57,Steve Elkington,67,5.4
58,T57,T57,Fred Funk,102,5.4
59,T57,T57,Sergio Garcia,73,5.4
60,T57,T57,Mathias Grönberg,60,5.4
61,T57,T57,Freddie Jacobson,72,5.4
62,T57,T57,Jesper Parnevik,84,5.4
63,T57,T57,Mario Tiziani,67,5.4
64,T65,T65,Aaron Baddeley,84,5.3
65,T65,T65,K.J. Choi,78,5.3
66,T65,T65,Harrison Frazar,105,5.3
67,T65,T65,Robert Gamez,91,5.3
68,T65,T65,Brian Gay,101,5.3
69,T65,T65,Joey Sindelar,104,5.3
70,T65,T65,Heath Slocum,103,5.3
71,T65,T65,Kirk Triplett,55,5.3
72,T73,T73,Jonathan Byrd,103,5.2
73,T73,T73,Daniel Chopra,108,5.2
74,T73,T73,Brian Davis,75,5.2
75,T73,T73,Brent Geiberger,61,5.2
76,T73,T73,Retief Goosen,71,5.2
77,T73,T73,Justin Rose,99,5.2
78,T73,T73,Patrick Sheehan,114,5.2
79,T73,T73,Jeff Sluman,94,5.2
80,T73,T73,Steve Stricker,62,5.2
81,T82,T82,Robert Allenby,95,5.1
82,T82,T82,Mark Calcavecchia,92,5.1
83,T82,T82,Gavin Coles,70,5.1
84,T82,T82,Jonathan Kaye,77,5.1
85,T82,T82,Tom Lehman,69,5.1
86,T82,T82,Frank Lickliter II,100,5.1
87,T82,T82,Jeff Maggert,79,5.1
88,T82,T82,Scott McCarron,78,5.1
89,T82,T82,Kevin Na,88,5.1
90,T82,T82,Tom Pernice Jr.,111,5.1
91,T82,T82,Rory Sabbatini,81,5.1
92,T82,T82,Charlie Wi,67,5.1
93,T82,T82,Jay Williamson,53,5.1
94,T82,T82,Mark Wilson,74,5.1
95,T96,T96,Jason Bohn,91,5.0
96,T96,T96,Tom Byrum,83,5.0
97,T96,T96,Luke Donald,67,5.0
98,T96,T96,Carlos Franco,78,5.0
99,T96,T96,Matt Gogel,78,5.0
100,T96,T96,Bernhard Langer,67,5.0
101,T96,T96,Len Mattiace,86,5.0
102,T96,T96,Brett Quigley,96,5.0
103,T96,T96,Kevin Sutherland,89,5.0
104,T105,T105,Lucas Glover,88,4.9
105,T105,T105,Scott Gutschewski,86,4.9
106,T105,T105,Hunter Haas,83,4.9
107,T105,T105,Todd Hamilton,94,4.9
108,T105,T105,Matt Kuchar,60,4.9
109,T105,T105,Hank Kuehne,84,4.9
110,T105,T105,Neal Lancaster,95,4.9
111,T105,T105,Greg Owen,84,4.9
112,T105,T105,Corey Pavin,77,4.9
113,T105,T105,Darron Stiles,78,4.9
114,T105,T105,Tjaart van der Walt,56,4.9
115,T116,T116,John Cook,72,4.8
116,T116,T116,Fred Couples,72,4.8
117,T116,T116,Glen Day,80,4.8
118,T116,T116,James Driscoll,73,4.8
119,T116,T116,Steve Flesch,90,4.8
120,T116,T116,Bob Heintz,67,4.8
121,T116,T116,Justin Leonard,78,4.8
122,T116,T116,Shaun Micheel,81,4.8
123,T116,T116,Mark O'Meara,66,4.8
124,T116,T116,Arron Oberholser,65,4.8
125,T116,T116,Pat Perez,89,4.8
126,T116,T116,Tag Ridings,93,4.8
127,T116,T116,Chris Smith,93,4.8
128,T116,T116,Charles Warren,89,4.8
129,T116,T116,Nick Watney,91,4.8
130,T131,T131,Jerry Kelly,101,4.7
131,T131,T131,Stephen Leaney,89,4.7
132,T131,T131,Peter Lonard,85,4.7
133,T131,T131,Tim Petrovic,97,4.7
134,T131,T131,Carl Pettersson,109,4.7
135,T131,T131,Joey Snyder III,102,4.7
136,T137,T137,Jeff Brehaut,71,4.6
137,T137,T137,Paul Gow,78,4.6
138,T137,T137,Brendan Jones,81,4.6
139,T137,T137,J.L. Lewis,98,4.6
140,T137,T137,John Rollins,97,4.6
141,T137,T137,John Senden,101,4.6
142,T137,T137,Vaughn Taylor,99,4.6
143,T137,T137,Omar Uresti,84,4.6
144,T145,T145,Brian Bateman,98,4.5
145,T145,T145,Cameron Beckman,96,4.5
146,T145,T145,John Huston,90,4.5
147,T145,T145,Roland Thatcher,75,4.5
