,Putting_from_-_10-15_RANK THIS WEEK,Putting_from_-_10-15_RANK LAST WEEK,Putting_from_-_10-15_PLAYER NAME,Putting_from_-_10-15_ROUNDS,Putting_from_-_10-15_% MADE,Putting_from_-_10-15_ATTEMPTS,Putting_from_-_10-15_PUTTS MADE
0,1,1,Len Mattiace,86,42.01,219,92
1,2,2,Mark Wilson,74,41.67,192,80
2,3,3,Larry Mize,54,41.38,145,60
3,4,4,Brad Faxon,75,41.28,172,71
4,5,5,Bob Tway,87,39.18,194,76
5,6,6,Kirk Triplett,55,38.81,134,52
6,7,7,Steve Allan,102,38.66,238,92
7,8,8,Kent Jones,99,38.52,244,94
8,9,9,Phillip Price,77,38.5,187,72
9,10,10,Kevin Sutherland,89,38.42,177,68
10,11,11,Billy Andrade,83,37.8,209,79
11,12,12,Ian Poulter,62,37.5,104,39
12,13,13,James Driscoll,73,37.36,174,65
13,14,14,Charlie Wi,67,37.29,177,66
14,15,15,Jason Bohn,91,37.22,223,83
15,16,16,Bart Bryant,91,36.67,210,77
16,17,17,Loren Roberts,54,36.54,156,57
17,18,18,Mario Tiziani,67,36.48,159,58
18,19,19,Brenden Pappas,51,36.43,140,51
19,20,20,Dean Wilson,86,36.32,212,77
20,21,21,Hank Kuehne,84,36.11,216,78
21,22,22,Ben Crane,78,35.81,148,53
22,23,23,Dudley Hart,84,35.79,190,68
23,24,24,Kevin Na,88,35.75,207,74
24,25,25,Bo Van Pelt,112,35.74,263,94
25,26,26,Brent Geiberger,61,35.62,146,52
26,27,27,Scott Gutschewski,86,35.55,211,75
27,28,28,Mathias Grönberg,60,35.51,138,49
28,29,29,Stephen Ames,82,35.5,169,60
29,30,30,Steve Flesch,90,35.48,186,66
30,31,31,Padraig Harrington,50,35.4,113,40
31,T32,T32,Jim Furyk,94,35.32,218,77
32,T32,T32,Ryan Palmer,101,35.32,269,95
33,34,34,John Cook,72,35.2,179,63
34,35,35,Chris Smith,93,35.15,239,84
35,36,36,Tim Herron,100,35.09,228,80
36,T37,T37,Woody Austin,100,34.78,253,88
37,T37,T37,Jesper Parnevik,84,34.78,184,64
38,T39,T39,Retief Goosen,71,34.71,121,42
39,T39,T39,Steve Stricker,62,34.71,170,59
40,41,41,Rory Sabbatini,81,34.66,176,61
41,42,42,Neal Lancaster,95,34.48,261,90
42,43,43,Arjun Atwal,65,34.08,179,61
43,T44,T44,Charles Howell III,95,34.01,197,67
44,T44,T44,John Rollins,97,34.01,197,67
45,46,46,Geoff Ogilvy,97,34.0,200,68
46,47,47,D.A. Points,94,33.95,215,73
47,48,48,Todd Fischer,99,33.94,221,75
48,49,49,Charles Warren,89,33.89,239,81
49,50,50,Tag Ridings,93,33.86,251,85
50,51,51,Brett Quigley,96,33.83,201,68
51,52,52,Stewart Cink,98,33.81,210,71
52,53,53,Pat Perez,89,33.63,223,75
53,54,54,Adam Scott,72,33.56,146,49
54,55,55,D.J. Brigman,76,33.53,170,57
55,56,56,Omar Uresti,84,33.5,203,68
56,T57,T57,Robert Gamez,91,33.33,243,81
57,T57,T57,José María Olazábal,55,33.33,111,37
58,T57,T57,Tjaart van der Walt,56,33.33,144,48
59,60,60,Chad Campbell,95,33.18,211,70
60,61,61,Billy Mayfair,114,33.08,260,86
61,62,62,Lee Westwood,50,33.0,100,33
62,T63,T63,Aaron Baddeley,84,32.99,197,65
63,T63,T63,Ted Purdy,122,32.99,291,96
64,65,65,Glen Day,80,32.8,189,62
65,T66,T66,John Huston,90,32.74,226,74
66,T66,T66,Darron Stiles,78,32.74,223,73
67,68,68,Brandt Jobe,96,32.66,248,81
68,69,69,Steve Lowery,100,32.64,242,79
69,70,70,Roland Thatcher,75,32.63,190,62
70,71,71,David Toms,87,32.61,184,60
71,72,72,Daniel Chopra,108,32.55,255,83
72,73,73,Tommy Armour III,103,32.54,295,96
73,T74,T74,Matt Gogel,78,32.5,200,65
74,T74,T74,Matt Kuchar,60,32.5,160,52
75,76,76,Paul Azinger,66,32.45,151,49
76,77,77,Luke Donald,67,32.35,102,33
77,78,78,Kenny Perry,82,32.34,201,65
78,79,79,Brian Gay,101,32.32,263,85
79,T80,T80,K.J. Choi,78,32.19,146,47
80,T80,T80,Mark Hensby,70,32.19,146,47
81,82,82,Fred Couples,72,32.17,115,37
82,83,83,Shaun Micheel,81,32.12,165,53
83,84,84,Scott Hend,75,32.09,187,60
84,85,85,Hunter Haas,83,31.75,211,67
85,T86,T86,Ryuji Imada,78,31.67,180,57
86,T86,T86,Richard Johnson,50,31.67,120,38
87,88,88,Phil Mickelson,81,31.62,136,43
88,T89,T89,John Elliott,58,31.39,137,43
89,T89,T89,Vijay Singh,111,31.39,274,86
90,91,91,Brian Davis,75,31.38,188,59
91,92,92,Nick Watney,91,31.36,236,74
92,93,93,Bradley Hughes,52,31.34,134,42
93,94,94,Tim Clark,92,31.31,198,62
94,95,95,José Coceres,56,31.25,144,45
95,T96,T96,Tim Petrovic,97,31.19,218,68
96,T96,T96,Brett Wetterich,76,31.19,218,68
97,98,98,Marco Dawson,82,31.14,228,71
98,99,99,Tom Gillis,77,31.07,177,55
99,100,100,Harrison Frazar,105,31.05,248,77
100,101,101,Carl Pettersson,109,30.99,242,75
101,102,102,Sergio Garcia,73,30.95,126,39
102,103,103,Jay Williamson,53,30.94,139,43
103,104,104,Tom Byrum,83,30.88,217,67
104,T105,T105,Davis Love III,80,30.86,162,50
105,T105,T105,Will MacKenzie,75,30.86,175,54
106,T105,T105,Patrick Sheehan,114,30.86,269,83
107,T108,T108,Jason Allred,75,30.82,159,49
108,T108,T108,Justin Leonard,78,30.82,159,49
109,110,110,Matt Davidson,53,30.77,143,44
110,111,111,Heath Slocum,103,30.65,248,76
111,112,112,Rod Pampling,89,30.61,196,60
112,113,113,J.L. Lewis,98,30.48,187,57
113,114,114,Joe Ogilvie,103,30.47,233,71
114,T115,T115,Robert Allenby,95,30.45,220,67
115,T115,T115,Lucas Glover,88,30.45,220,67
116,117,117,Mark O'Meara,66,30.41,148,45
117,118,118,Tom Lehman,69,30.3,132,40
118,119,119,Paul Claxton,79,30.23,172,52
119,120,120,Craig Perks,67,30.18,169,51
120,121,121,Duffy Waldorf,86,30.11,186,56
121,122,122,Bernhard Langer,67,30.1,103,31
122,T123,T123,Shigeki Maruyama,99,30.09,226,68
123,T123,T123,Kevin Stadler,96,30.09,226,68
124,T125,T125,Freddie Jacobson,72,30.0,160,48
125,T125,T125,Corey Pavin,77,30.0,170,51
126,127,127,J.P. Hayes,63,29.93,137,41
127,128,128,John Daly,78,29.81,161,48
128,129,129,Justin Bolli,65,29.78,178,53
129,130,130,Hunter Mahan,103,29.74,269,80
130,T131,T131,Alex Cejka,84,29.67,209,62
131,T131,T131,Franklin Langham,91,29.67,246,73
132,133,133,Stephen Leaney,89,29.58,213,63
133,134,134,Brendan Jones,81,29.57,186,55
134,135,135,Olin Browne,99,29.44,248,73
135,136,136,Justin Rose,99,29.39,228,67
136,137,137,Paul Gow,78,29.35,201,59
137,138,138,Tom Pernice Jr.,111,29.34,242,71
138,139,139,Rich Beem,66,29.32,133,39
139,140,140,Bob Estes,92,29.31,232,68
140,141,141,Ben Curtis,65,29.27,123,36
141,142,142,Tiger Woods,76,29.19,161,47
142,143,143,Fred Funk,102,29.06,234,68
143,144,144,Cameron Beckman,96,29.05,210,61
144,145,145,Bob Heintz,67,29.03,186,54
145,T146,T146,Gavin Coles,70,29.02,193,56
146,T146,T146,Frank Lickliter II,100,29.02,255,74
147,148,148,Briny Baird,98,28.97,252,73
148,149,149,Carlos Franco,78,28.96,183,53
149,150,150,Glen Hnatiuk,59,28.78,139,40
150,151,151,Jay Haas,54,28.69,122,35
151,152,152,David Hearn,68,28.65,171,49
152,T153,T153,Todd Hamilton,94,28.64,199,57
153,T153,T153,Zach Johnson,96,28.64,213,61
154,T155,T155,Jonathan Kaye,77,28.57,175,50
155,T155,T155,Hidemichi Tanaka,106,28.57,238,68
156,157,157,Michael Allen,90,28.3,212,60
157,158,158,Sean O'Hair,103,28.22,241,68
158,159,159,Jeff Maggert,79,28.18,181,51
159,160,160,Chris Riley,67,28.13,128,36
160,161,161,Scott McCarron,78,28.09,178,50
161,162,162,Dan Forsman,52,28.07,114,32
162,163,163,Joey Sindelar,104,28.04,296,83
163,164,164,Bill Glasson,54,28.03,132,37
164,165,165,Brian Bateman,98,27.95,229,64
165,166,166,Scott Verplank,87,27.91,215,60
166,167,167,Jeff Hart,63,27.81,169,47
167,168,168,Greg Owen,84,27.73,220,61
168,169,169,Thomas Levet,54,27.52,109,30
169,170,170,Joey Snyder III,102,27.42,248,68
170,171,171,Vaughn Taylor,99,27.31,260,71
171,172,172,Robert Damron,89,27.27,220,60
172,173,173,Lee Janzen,75,27.17,173,47
173,174,174,Chris DiMarco,83,27.16,162,44
174,175,175,Steve Elkington,67,27.14,140,38
175,176,176,Rob Rashell,65,27.11,166,45
176,177,177,Joe Durant,81,27.01,174,47
177,178,178,Michael Long,72,26.9,171,46
178,179,179,Peter Lonard,85,26.63,184,49
179,180,180,Skip Kendall,80,26.47,204,54
180,181,181,Stuart Appleby,84,26.44,174,46
181,182,182,Mike Weir,71,26.39,144,38
182,183,183,D.J. Trahan,81,26.37,201,53
183,184,184,Doug Barron,70,26.26,179,47
184,185,185,Steve Jones,56,26.19,126,33
185,186,186,Jonathan Byrd,103,26.1,249,65
186,187,187,Jeff Sluman,94,25.86,232,60
187,188,188,Rocco Mediate,73,25.54,184,47
188,189,189,Dennis Paulson,63,25.48,157,40
189,190,190,Craig Barlow,81,25.47,161,41
190,191,191,Jerry Kelly,101,25.45,220,56
191,192,192,Arron Oberholser,65,25.35,142,36
192,193,193,Andrew Magee,82,25.26,190,48
193,194,194,J.J. Henry,102,25.1,239,60
194,195,195,Mark Calcavecchia,92,24.88,217,54
195,196,196,Jim Carter,62,24.83,149,37
196,197,197,Jeff Brehaut,71,24.71,174,43
197,198,198,Chris Anderson,66,24.7,166,41
198,199,199,Hideto Tanihara,50,24.62,130,32
199,200,200,Danny Briggs,70,24.56,171,42
200,201,201,John Senden,101,24.48,241,59
201,202,202,Mark Brooks,72,23.64,165,39
