,Putting_from_5-15_RANK THIS WEEK,Putting_from_5-15_RANK LAST WEEK,Putting_from_5-15_PLAYER NAME,Putting_from_5-15_ROUNDS,Putting_from_5-15_% MADE,Putting_from_5-15_ATTEMPTS,Putting_from_5-15_PUTTS MADE
0,1,1,Ben Crane,78,57.3,445,255
1,2,2,Len Mattiace,86,55.89,569,318
2,3,3,Rory Sabbatini,81,54.15,458,248
3,4,4,J.P. Hayes,63,53.7,378,203
4,5,5,José María Olazábal,55,53.31,287,153
5,6,6,Aaron Baddeley,84,53.27,535,285
6,7,7,Arjun Atwal,65,53.14,446,237
7,8,8,Tag Ridings,93,52.02,619,322
8,9,9,Larry Mize,54,51.85,351,182
9,10,10,David Toms,87,51.78,477,247
10,11,11,Brad Faxon,75,51.72,437,226
11,12,12,Stephen Ames,82,51.42,422,217
12,T13,T13,Brian Gay,101,51.26,636,326
13,T13,T13,Steve Stricker,62,51.26,435,223
14,15,15,Joe Ogilvie,103,51.15,608,311
15,16,16,Luke Donald,67,51.14,264,135
16,17,17,Kirk Triplett,55,51.1,319,163
17,18,18,Charlie Wi,67,51.05,478,244
18,19,19,Paul Azinger,66,51.03,435,222
19,20,20,Jim Furyk,94,50.95,528,269
20,T21,T21,Bart Bryant,91,50.9,556,283
21,T21,T21,José Coceres,56,50.9,389,198
22,23,23,Bob Tway,87,50.88,454,231
23,24,24,Mark O'Meara,66,50.8,374,190
24,T25,T25,Kent Jones,99,50.7,643,326
25,T25,T25,Ian Poulter,62,50.7,284,144
26,27,27,Dudley Hart,84,50.69,507,257
27,28,28,Scott Gutschewski,86,50.67,525,266
28,29,29,J.L. Lewis,98,50.57,611,309
29,T30,T30,Matt Davidson,53,50.53,380,192
30,T30,T30,Bo Van Pelt,112,50.53,661,334
31,32,32,Darron Stiles,78,50.48,523,264
32,33,33,Hank Kuehne,84,50.37,544,274
33,34,34,Kevin Sutherland,89,50.32,467,235
34,35,35,Steve Flesch,90,50.31,477,240
35,36,36,Brent Geiberger,61,50.29,350,176
36,37,37,Tjaart van der Walt,56,50.27,364,183
37,38,38,Dean Wilson,86,50.26,571,287
38,39,39,Duffy Waldorf,86,50.2,492,247
39,40,40,Tom Byrum,83,50.09,553,277
