,Putting_from_-_15-20_RANK THIS WEEK,Putting_from_-_15-20_RANK LAST WEEK,Putting_from_-_15-20_PLAYER NAME,Putting_from_-_15-20_ROUNDS,Putting_from_-_15-20_% MADE,Putting_from_-_15-20_ATTEMPTS,Putting_from_-_15-20_PUTTS MADE
0,1,1,Bob Heintz,67,27.64,123,34
1,2,2,Steve Elkington,67,27.43,113,31
2,3,3,Loren Roberts,54,26.42,106,28
3,4,4,José María Olazábal,55,25.84,89,23
4,5,5,Joe Ogilvie,103,25.63,160,41
5,6,6,Chris DiMarco,83,25.4,126,32
6,T7,T7,Bob Estes,92,25.32,154,39
7,T7,T7,Padraig Harrington,50,25.32,79,20
8,9,9,Jay Haas,54,25.3,83,21
9,10,10,Brenden Pappas,51,25.27,91,23
10,T11,T11,Daniel Chopra,108,25.25,198,50
11,T11,T11,Fred Couples,72,25.25,99,25
12,T13,T13,Jason Allred,75,24.55,110,27
13,T13,T13,Steve Stricker,62,24.55,110,27
14,15,15,Charles Howell III,95,24.52,155,38
15,16,16,Briny Baird,98,24.37,197,48
16,17,17,Davis Love III,80,24.04,104,25
17,18,18,Mario Tiziani,67,23.85,130,31
18,19,19,Zach Johnson,96,23.81,168,40
19,20,20,Shaun Micheel,81,23.73,118,28
20,21,21,Sean O'Hair,103,23.56,174,41
21,22,22,Tiger Woods,76,23.4,94,22
22,23,23,Mark O'Meara,66,23.26,86,20
23,24,24,Jeff Maggert,79,23.19,138,32
24,25,25,Brian Davis,75,23.14,121,28
25,26,26,Brian Gay,101,23.04,191,44
26,27,27,Ben Crane,78,23.02,126,29
27,28,28,Brett Quigley,96,22.98,161,37
28,29,29,Aaron Baddeley,84,22.97,148,34
29,30,30,Jonathan Byrd,103,22.92,192,44
30,31,31,Billy Andrade,83,22.88,153,35
31,32,32,Glen Day,80,22.83,127,29
32,T33,T33,Cameron Beckman,96,22.78,180,41
33,T33,T33,Brendan Jones,81,22.78,158,36
34,35,35,Phillip Price,77,22.76,123,28
35,36,36,Dean Wilson,86,22.75,167,38
36,37,37,Brent Geiberger,61,22.73,88,20
37,38,38,Kevin Na,88,22.67,150,34
38,39,39,Dudley Hart,84,22.62,168,38
39,40,40,Paul Gow,78,22.58,124,28
40,41,41,Jim Furyk,94,22.56,133,30
41,42,42,Mark Hensby,70,22.52,111,25
42,T43,T43,Marco Dawson,82,22.5,160,36
43,T43,T43,Shigeki Maruyama,99,22.5,160,36
44,45,45,Chris Anderson,66,22.45,98,22
45,46,46,Mark Calcavecchia,92,22.35,170,38
46,47,47,Bob Tway,87,22.14,140,31
47,48,48,Arjun Atwal,65,21.95,123,27
48,49,49,Chris Riley,67,21.74,69,15
49,50,50,John Cook,72,21.67,120,26
50,51,51,Brett Wetterich,76,21.64,134,29
51,52,52,Chad Campbell,95,21.57,153,33
52,53,53,Geoff Ogilvy,97,21.53,144,31
53,54,54,Ryan Palmer,101,21.48,149,32
54,55,55,Rob Rashell,65,21.43,84,18
55,56,56,Kent Jones,99,21.39,173,37
56,57,57,Kenny Perry,82,21.37,117,25
57,58,58,Freddie Jacobson,72,21.24,113,24
58,59,59,Rod Pampling,89,21.17,137,29
59,60,60,Jerry Kelly,101,21.15,156,33
60,T61,T61,Jonathan Kaye,77,21.09,128,27
61,T61,T61,Len Mattiace,86,21.09,128,27
62,63,63,Olin Browne,99,21.05,190,40
63,64,64,Matt Kuchar,60,21.01,119,25
64,65,65,Matt Gogel,78,20.98,143,30
65,66,66,John Elliott,58,20.83,96,20
66,67,67,Hunter Mahan,103,20.8,226,47
67,68,68,Hidemichi Tanaka,106,20.77,183,38
68,69,69,Fred Funk,102,20.71,169,35
69,70,70,Phil Mickelson,81,20.69,87,18
70,71,71,Harrison Frazar,105,20.67,179,37
71,72,72,Neal Lancaster,95,20.61,165,34
72,73,73,Steve Lowery,100,20.53,190,39
73,74,74,Stewart Cink,98,20.41,147,30
74,75,75,Mathias Grönberg,60,20.37,108,22
75,76,76,Stephen Ames,82,20.33,123,25
76,77,77,Todd Hamilton,94,20.27,148,30
77,T78,T78,Robert Gamez,91,20.25,158,32
78,T78,T78,Tim Petrovic,97,20.25,158,32
79,T80,T80,Carl Pettersson,109,20.23,173,35
80,T80,T80,Jeff Sluman,94,20.23,173,35
81,82,82,Sergio Garcia,73,20.19,104,21
82,83,83,James Driscoll,73,20.18,114,23
83,84,84,Nick Watney,91,20.11,179,36
84,T85,T85,Dan Forsman,52,20.0,115,23
85,T85,T85,Richard Johnson,50,20.0,100,20
86,T87,T87,Will MacKenzie,75,19.85,136,27
87,T87,T87,D.J. Trahan,81,19.85,131,26
88,89,89,Doug Barron,70,19.84,126,25
89,90,90,Tjaart van der Walt,56,19.83,121,24
90,91,91,Matt Davidson,53,19.81,106,21
91,92,92,Bart Bryant,91,19.72,142,28
92,93,93,Arron Oberholser,65,19.64,112,22
93,94,94,Hunter Haas,83,19.59,148,29
94,T95,T95,Steve Allan,102,19.57,184,36
95,T95,T95,Stephen Leaney,89,19.57,138,27
96,T95,T95,Larry Mize,54,19.57,92,18
97,T95,T95,David Toms,87,19.57,138,27
98,T95,T95,Scott Verplank,87,19.57,138,27
99,100,100,Kirk Triplett,55,19.51,82,16
100,101,101,J.L. Lewis,98,19.48,154,30
101,102,102,José Coceres,56,19.39,98,19
102,103,103,Woody Austin,100,19.38,160,31
103,104,104,Vijay Singh,111,19.34,181,35
104,105,105,Robert Allenby,95,19.31,145,28
105,106,106,Lee Westwood,50,19.3,57,11
106,107,107,Brandt Jobe,96,19.28,166,32
107,T108,T108,Justin Bolli,65,19.23,104,20
108,T108,T108,Lee Janzen,75,19.23,104,20
109,110,110,Scott Hend,75,19.08,131,25
110,111,111,Jay Williamson,53,19.05,84,16
111,112,112,Bernhard Langer,67,18.75,96,18
112,113,113,Frank Lickliter II,100,18.71,155,29
113,114,114,Adam Scott,72,18.69,107,20
114,115,115,John Huston,90,18.67,166,31
115,T116,T116,K.J. Choi,78,18.42,114,21
116,T116,T116,J.J. Henry,102,18.42,152,28
117,118,118,Billy Mayfair,114,18.28,186,34
118,119,119,Jason Bohn,91,18.23,181,33
119,T120,T120,Stuart Appleby,84,18.18,132,24
120,T120,T120,Craig Barlow,81,18.18,132,24
121,T120,T120,Ben Curtis,65,18.18,110,20
122,T120,T120,Todd Fischer,99,18.18,165,30
123,124,124,Charlie Wi,67,18.1,116,21
124,125,125,Tag Ridings,93,18.06,155,28
125,126,126,Kevin Sutherland,89,18.0,150,27
126,127,127,Luke Donald,67,17.95,78,14
127,128,128,Andrew Magee,82,17.93,145,26
128,129,129,Bo Van Pelt,112,17.86,196,35
129,T130,T130,John Daly,78,17.65,102,18
130,T130,T130,Carlos Franco,78,17.65,136,24
131,T130,T130,Bill Glasson,54,17.65,85,15
132,T130,T130,Hank Kuehne,84,17.65,153,27
133,134,134,Scott McCarron,78,17.43,109,19
134,135,135,John Senden,101,17.37,167,29
135,136,136,Tim Herron,100,17.33,150,26
136,137,137,Paul Azinger,66,17.14,105,18
137,138,138,Skip Kendall,80,17.12,146,25
138,139,139,Lucas Glover,88,17.11,152,26
139,140,140,Justin Rose,99,16.96,171,29
140,T141,T141,Paul Claxton,79,16.92,130,22
141,T141,T141,Pat Perez,89,16.92,130,22
142,143,143,Joe Durant,81,16.88,154,26
143,144,144,Michael Allen,90,16.78,143,24
144,145,145,John Rollins,97,16.76,185,31
145,146,146,Corey Pavin,77,16.67,120,20
146,147,147,Charles Warren,89,16.56,151,25
147,148,148,Ted Purdy,122,16.44,219,36
148,149,149,Bradley Hughes,52,16.35,104,17
149,150,150,Justin Leonard,78,16.22,111,18
150,151,151,Glen Hnatiuk,59,16.15,130,21
151,152,152,Steve Flesch,90,16.03,131,21
152,153,153,Tommy Armour III,103,15.94,207,33
153,154,154,Robert Damron,89,15.86,145,23
154,155,155,Tom Pernice Jr.,111,15.82,158,25
155,156,156,Jeff Brehaut,71,15.79,114,18
156,T157,T157,Gavin Coles,70,15.69,102,16
157,T157,T157,Duffy Waldorf,86,15.69,153,24
158,159,159,J.P. Hayes,63,15.63,96,15
159,160,160,Brian Bateman,98,15.54,193,30
160,161,161,Patrick Sheehan,114,15.53,206,32
161,162,162,D.A. Points,94,15.43,175,27
162,163,163,Franklin Langham,91,15.38,156,24
163,164,164,D.J. Brigman,76,15.32,124,19
164,165,165,Alex Cejka,84,15.2,125,19
165,166,166,Darron Stiles,78,15.11,139,21
166,167,167,Brad Faxon,75,15.05,93,14
167,168,168,Joey Sindelar,104,15.02,213,32
168,T169,T169,Mark Brooks,72,15.0,120,18
169,T169,T169,Kevin Stadler,96,15.0,160,24
170,171,171,Rory Sabbatini,81,14.95,107,16
171,172,172,Michael Long,72,14.91,114,17
172,T173,T173,Tim Clark,92,14.88,121,18
173,T173,T173,David Hearn,68,14.88,121,18
174,T175,T175,Tom Byrum,83,14.86,148,22
175,T175,T175,Vaughn Taylor,99,14.86,175,26
176,177,177,Tom Gillis,77,14.84,128,19
177,178,178,Peter Lonard,85,14.79,142,21
178,179,179,Jim Carter,62,14.77,88,13
179,180,180,Thomas Levet,54,14.71,68,10
180,181,181,Tom Lehman,69,14.56,103,15
181,T182,T182,Rocco Mediate,73,14.53,117,17
182,T182,T182,Heath Slocum,103,14.53,179,26
183,184,184,Jesper Parnevik,84,14.41,118,17
184,T185,T185,Omar Uresti,84,14.29,175,25
185,T185,T185,Mike Weir,71,14.29,84,12
186,187,187,Danny Briggs,70,14.17,120,17
187,188,188,Joey Snyder III,102,14.0,200,28
188,189,189,Jeff Hart,63,13.85,130,18
189,190,190,Rich Beem,66,13.79,116,16
190,191,191,Mark Wilson,74,13.74,131,18
191,192,192,Ian Poulter,62,13.7,73,10
192,193,193,Greg Owen,84,13.64,132,18
193,T194,T194,Chris Smith,93,13.48,178,24
194,T194,T194,Roland Thatcher,75,13.48,141,19
195,196,196,Craig Perks,67,12.71,118,15
196,197,197,Steve Jones,56,12.66,79,10
197,198,198,Dennis Paulson,63,11.46,96,11
198,199,199,Ryuji Imada,78,11.21,116,13
199,200,200,Hideto Tanihara,50,10.53,76,8
200,201,201,Scott Gutschewski,86,10.32,155,16
201,202,202,Retief Goosen,71,9.46,74,7
