,Putts_per_Round_-_Round_2_RANK THIS WEEK,Putts_per_Round_-_Round_2_RANK LAST WEEK,Putts_per_Round_-_Round_2_PLAYER NAME,Putts_per_Round_-_Round_2_AVG,Putts_per_Round_-_Round_2_TOTAL PUTTS,Putts_per_Round_-_Round_2_TOTAL ROUNDS
0,1,1,Ben Crane,27.11,515,19
1,2,2,Steve Stricker,27.38,575,21
2,3,3,Glen Day,27.4,685,25
3,4,4,Phil Mickelson,27.74,527,19
4,5,5,Arjun Atwal,27.76,472,17
5,6,6,José María Olazábal,27.8,417,15
6,7,7,Ryuji Imada,28.0,700,25
7,8,8,Loren Roberts,28.06,477,17
8,9,9,Shigeki Maruyama,28.07,786,28
9,10,10,Patrick Sheehan,28.09,955,34
10,T11,T11,Brian Gay,28.1,871,31
11,T11,T11,Rocco Mediate,28.1,590,21
12,13,13,Justin Leonard,28.14,619,22
13,14,14,Paul Gow,28.17,676,24
14,15,15,Tim Herron,28.22,762,27
15,16,16,Len Mattiace,28.24,932,33
16,17,17,Scott Verplank,28.26,650,23
17,T18,T18,Chris DiMarco,28.27,622,22
18,T18,T18,Jay Haas,28.27,424,15
19,T18,T18,Brett Quigley,28.27,848,30
20,21,21,Brad Faxon,28.32,623,22
21,22,22,Corey Pavin,28.36,624,22
22,T23,T23,Tim Clark,28.38,681,24
23,T23,T23,Neal Lancaster,28.38,823,29
24,25,25,Phillip Price,28.39,653,23
25,26,26,Tiger Woods,28.4,568,20
26,T27,T27,Stephen Leaney,28.44,768,27
27,T27,T27,Kevin Sutherland,28.44,711,25
28,29,29,Aaron Baddeley,28.46,740,26
29,30,30,J.P. Hayes,28.48,598,21
30,T31,T31,Dudley Hart,28.5,627,22
31,T31,T31,Scott McCarron,28.5,627,22
32,33,33,Matt Kuchar,28.52,599,21
33,34,34,Kirk Triplett,28.53,485,17
34,35,35,Mark Brooks,28.54,685,24
35,36,36,Stephen Ames,28.55,628,22
36,37,37,Bill Glasson,28.56,514,18
37,38,38,Mike Weir,28.57,600,21
38,T39,T39,Hunter Haas,28.59,772,27
39,T39,T39,Freddie Jacobson,28.59,629,22
40,41,41,Kevin Na,28.61,801,28
41,T42,T42,José Coceres,28.62,601,21
42,T42,T42,Joe Ogilvie,28.62,830,29
43,T44,T44,Retief Goosen,28.63,458,16
44,T44,T44,Bob Heintz,28.63,687,24
45,T44,T44,Bernhard Langer,28.63,544,19
46,T47,T47,Rob Rashell,28.64,716,25
47,T47,T47,John Senden,28.64,802,28
48,T49,T49,Brendan Jones,28.65,745,26
49,T49,T49,Pat Perez,28.65,745,26
50,51,51,Jerry Kelly,28.66,831,29
51,T52,T52,Matt Gogel,28.67,774,27
52,T52,T52,Charlie Wi,28.67,602,21
53,T52,T52,Mark Wilson,28.67,688,24
54,55,55,Tag Ridings,28.7,861,30
55,T56,T56,Jason Bohn,28.71,804,28
56,T56,T56,Robert Gamez,28.71,804,28
57,T56,T56,Mario Tiziani,28.71,603,21
58,59,59,Richard Johnson,28.75,460,16
59,T60,T60,James Driscoll,28.76,719,25
60,T60,T60,Bob Estes,28.76,719,25
61,62,62,Justin Bolli,28.78,662,23
