,Total_3_Putts_-_15-20_RANK THIS WEEK,Total_3_Putts_-_15-20_RANK LAST WEEK,Total_3_Putts_-_15-20_PLAYER NAME,Total_3_Putts_-_15-20_ROUNDS,Total_3_Putts_-_15-20_TOTAL 3 PUTTS 15'-20',Total_3_Putts_-_15-20_TOTAL 3 PUTTS
0,T1,T1,Woody Austin,100,8,59
1,T1,T1,Scott Hend,75,8,63
2,T3,T3,Kent Jones,99,7,47
3,T3,T3,Vaughn Taylor,99,7,52
4,T5,T5,Brian Bateman,98,6,45
5,T5,T5,Scott Gutschewski,86,6,34
6,T5,T5,Brendan Jones,81,6,52
7,T5,T5,Neal Lancaster,95,6,55
8,T5,T5,Steve Lowery,100,6,47
9,T5,T5,Justin Rose,99,6,54
10,T5,T5,Patrick Sheehan,114,6,45
11,T12,T12,Jason Allred,75,5,39
12,T12,T12,D.J. Brigman,76,5,55
13,T12,T12,Mark Brooks,72,5,32
14,T12,T12,Mark Calcavecchia,92,5,45
15,T12,T12,Brian Davis,75,5,54
16,T12,T12,Joe Durant,81,5,62
17,T12,T12,Steve Flesch,90,5,43
18,T12,T12,David Hearn,68,5,52
19,T12,T12,Sean O'Hair,103,5,56
20,T12,T12,Pat Perez,89,5,47
21,T12,T12,D.J. Trahan,81,5,48
22,T12,T12,Brett Wetterich,76,5,50
23,T24,T24,Robert Allenby,95,4,45
24,T24,T24,Olin Browne,99,4,31
25,T24,T24,Jonathan Byrd,103,4,61
26,T24,T24,Chad Campbell,95,4,41
27,T24,T24,Daniel Chopra,108,4,50
28,T24,T24,José Coceres,56,4,40
29,T24,T24,Glen Hnatiuk,59,4,31
30,T24,T24,John Huston,90,4,49
31,T24,T24,Matt Kuchar,60,4,27
32,T24,T24,Bernhard Langer,67,4,28
33,T24,T24,Thomas Levet,54,4,37
34,T24,T24,Frank Lickliter II,100,4,52
35,T24,T24,Michael Long,72,4,35
36,T24,T24,Will MacKenzie,75,4,58
37,T24,T24,Joe Ogilvie,103,4,44
38,T24,T24,Ted Purdy,122,4,67
39,T24,T24,David Toms,87,4,30
40,T24,T24,Bo Van Pelt,112,4,62
41,T24,T24,Charles Warren,89,4,54
42,T43,T43,Steve Allan,102,3,79
43,T43,T43,Stuart Appleby,84,3,28
44,T43,T43,Tommy Armour III,103,3,51
45,T43,T43,Cameron Beckman,96,3,51
46,T43,T43,Jason Bohn,91,3,33
47,T43,T43,Justin Bolli,65,3,22
48,T43,T43,Jim Carter,62,3,29
49,T43,T43,Fred Couples,72,3,29
50,T43,T43,Chris DiMarco,83,3,20
51,T43,T43,Steve Elkington,67,3,26
52,T43,T43,Paul Gow,78,3,42
53,T43,T43,J.P. Hayes,63,3,27
54,T43,T43,Bob Heintz,67,3,34
55,T43,T43,Steve Jones,56,3,29
56,T43,T43,Hank Kuehne,84,3,42
57,T43,T43,Stephen Leaney,89,3,46
58,T43,T43,Andrew Magee,82,3,38
59,T43,T43,Jeff Maggert,79,3,38
60,T43,T43,Hunter Mahan,103,3,42
61,T43,T43,Scott McCarron,78,3,29
62,T43,T43,Rocco Mediate,73,3,49
63,T43,T43,Tom Pernice Jr.,111,3,35
64,T43,T43,D.A. Points,94,3,52
65,T43,T43,Tag Ridings,93,3,44
66,T43,T43,Roland Thatcher,75,3,64
67,T43,T43,Omar Uresti,84,3,46
68,T43,T43,Dean Wilson,86,3,31
69,T70,T70,Paul Azinger,66,2,27
70,T70,T70,Aaron Baddeley,84,2,33
71,T70,T70,Rich Beem,66,2,29
72,T70,T70,Danny Briggs,70,2,43
73,T70,T70,Bart Bryant,91,2,36
74,T70,T70,Tom Byrum,83,2,41
75,T70,T70,Alex Cejka,84,2,47
76,T70,T70,Stewart Cink,98,2,19
77,T70,T70,Tim Clark,92,2,32
78,T70,T70,Gavin Coles,70,2,30
79,T70,T70,John Daly,78,2,32
80,T70,T70,Robert Damron,89,2,46
81,T70,T70,Glen Day,80,2,39
82,T70,T70,Luke Donald,67,2,17
83,T70,T70,John Elliott,58,2,30
84,T70,T70,Todd Fischer,99,2,29
85,T70,T70,Carlos Franco,78,2,48
86,T70,T70,Harrison Frazar,105,2,49
87,T70,T70,Robert Gamez,91,2,39
88,T70,T70,Brian Gay,101,2,35
89,T70,T70,Lucas Glover,88,2,42
90,T70,T70,Matt Gogel,78,2,27
91,T70,T70,Jay Haas,54,2,18
92,T70,T70,Jeff Hart,63,2,37
93,T70,T70,Dudley Hart,84,2,34
94,T70,T70,J.J. Henry,102,2,55
95,T70,T70,Lee Janzen,75,2,40
96,T70,T70,Zach Johnson,96,2,37
97,T70,T70,Jerry Kelly,101,2,32
98,T70,T70,Justin Leonard,78,2,26
99,T70,T70,Peter Lonard,85,2,27
100,T70,T70,Shigeki Maruyama,99,2,35
101,T70,T70,Billy Mayfair,114,2,64
102,T70,T70,Kevin Na,88,2,44
103,T70,T70,Greg Owen,84,2,46
104,T70,T70,Rod Pampling,89,2,33
105,T70,T70,Brenden Pappas,51,2,24
106,T70,T70,Craig Perks,67,2,40
107,T70,T70,Tim Petrovic,97,2,43
108,T70,T70,Ian Poulter,62,2,19
109,T70,T70,Brett Quigley,96,2,37
110,T70,T70,Rob Rashell,65,2,25
111,T70,T70,Chris Riley,67,2,30
112,T70,T70,John Rollins,97,2,49
113,T70,T70,Rory Sabbatini,81,2,38
114,T70,T70,Joey Sindelar,104,2,57
115,T70,T70,Vijay Singh,111,2,38
116,T70,T70,Chris Smith,93,2,65
117,T70,T70,Darron Stiles,78,2,42
118,T70,T70,Hideto Tanihara,50,2,22
119,T70,T70,Mario Tiziani,67,2,30
120,T70,T70,Tjaart van der Walt,56,2,33
121,T70,T70,Scott Verplank,87,2,31
122,T70,T70,Tiger Woods,76,2,21
123,T124,T124,Michael Allen,90,1,33
124,T124,T124,Billy Andrade,83,1,37
125,T124,T124,Arjun Atwal,65,1,22
126,T124,T124,Briny Baird,98,1,52
127,T124,T124,Craig Barlow,81,1,41
128,T124,T124,Doug Barron,70,1,26
129,T124,T124,Jeff Brehaut,71,1,26
130,T124,T124,K.J. Choi,78,1,25
131,T124,T124,Paul Claxton,79,1,35
132,T124,T124,Ben Curtis,65,1,25
133,T124,T124,Matt Davidson,53,1,43
134,T124,T124,Marco Dawson,82,1,44
135,T124,T124,James Driscoll,73,1,30
136,T124,T124,Dan Forsman,52,1,29
137,T124,T124,Fred Funk,102,1,42
138,T124,T124,Jim Furyk,94,1,33
139,T124,T124,Sergio Garcia,73,1,39
140,T124,T124,Brent Geiberger,61,1,14
141,T124,T124,Bill Glasson,54,1,24
142,T124,T124,Retief Goosen,71,1,14
143,T124,T124,Mathias Grönberg,60,1,49
144,T124,T124,Hunter Haas,83,1,36
145,T124,T124,Todd Hamilton,94,1,32
146,T124,T124,Mark Hensby,70,1,30
147,T124,T124,Tim Herron,100,1,41
148,T124,T124,Freddie Jacobson,72,1,26
149,T124,T124,Brandt Jobe,96,1,43
150,T124,T124,Skip Kendall,80,1,39
151,T124,T124,Franklin Langham,91,1,35
152,T124,T124,J.L. Lewis,98,1,46
153,T124,T124,Davis Love III,80,1,33
154,T124,T124,Len Mattiace,86,1,39
155,T124,T124,Phil Mickelson,81,1,29
156,T124,T124,Larry Mize,54,1,26
157,T124,T124,Arron Oberholser,65,1,27
158,T124,T124,Geoff Ogilvy,97,1,34
159,T124,T124,Ryan Palmer,101,1,40
160,T124,T124,Dennis Paulson,63,1,33
161,T124,T124,Corey Pavin,77,1,26
162,T124,T124,Kenny Perry,82,1,45
163,T124,T124,Carl Pettersson,109,1,43
164,T124,T124,Phillip Price,77,1,25
165,T124,T124,Loren Roberts,54,1,20
166,T124,T124,Adam Scott,72,1,28
167,T124,T124,John Senden,101,1,41
168,T124,T124,Jeff Sluman,94,1,41
169,T124,T124,Kevin Stadler,96,1,51
170,T124,T124,Steve Stricker,62,1,21
171,T124,T124,Kevin Sutherland,89,1,46
172,T124,T124,Hidemichi Tanaka,106,1,53
173,T124,T124,Bob Tway,87,1,25
174,T124,T124,Duffy Waldorf,86,1,42
175,T124,T124,Nick Watney,91,1,38
176,T124,T124,Mike Weir,71,1,27
177,T124,T124,Lee Westwood,50,1,23
178,T124,T124,Charlie Wi,67,1,26
179,T124,T124,Jay Williamson,53,1,27
180,T124,T124,Mark Wilson,74,1,34
