,Total_1_Putts_-_10-15_RANK THIS WEEK,Total_1_Putts_-_10-15_RANK LAST WEEK,Total_1_Putts_-_10-15_PLAYER NAME,Total_1_Putts_-_10-15_ROUNDS,Total_1_Putts_-_10-15_TOTAL,Total_1_Putts_-_10-15_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_10-15_PCT OF ALL 1-PUTTS
116,T116,T116,Bob Heintz,67,52,478,10.9
117,T116,T116,Mario Tiziani,67,52,417,12.5
118,T119,T119,Justin Bolli,65,51,417,12.2
119,T119,T119,Brent Geiberger,61,51,350,14.6
120,T119,T119,Tom Gillis,77,51,465,11.0
121,T119,T119,Jerry Kelly,101,51,527,9.7
122,T119,T119,Will MacKenzie,75,51,466,10.9
123,T119,T119,Loren Roberts,54,51,344,14.8
124,T125,T125,Ben Crane,78,50,524,9.5
125,T125,T125,Carlos Franco,78,50,461,10.8
126,T127,T127,Brendan Jones,81,49,495,9.9
127,T127,T127,Matt Kuchar,60,49,391,12.5
128,T127,T127,Justin Leonard,78,49,396,12.4
129,T127,T127,Davis Love III,80,49,398,12.3
130,T127,T127,Jeff Maggert,79,49,421,11.6
131,T127,T127,Brenden Pappas,51,49,358,13.7
132,T127,T127,Kirk Triplett,55,49,314,15.6
133,T134,T134,Shaun Micheel,81,48,435,11.0
134,T134,T134,Corey Pavin,77,48,455,10.5
135,T134,T134,D.J. Trahan,81,48,461,10.4
136,T137,T137,Doug Barron,70,47,443,10.6
137,T137,T137,John Daly,78,47,401,11.7
138,T137,T137,Mathias Grönberg,60,47,394,11.9
139,T137,T137,Jonathan Kaye,77,47,447,10.5
140,T137,T137,Rocco Mediate,73,47,445,10.6
141,T137,T137,Craig Perks,67,47,367,12.8
142,T143,T143,Paul Azinger,66,46,435,10.6
143,T143,T143,Mark Calcavecchia,92,46,555,8.3
144,T143,T143,Paul Claxton,79,46,436,10.6
145,T143,T143,David Hearn,68,46,384,12.0
146,T143,T143,Lee Janzen,75,46,423,10.9
147,T143,T143,Peter Lonard,85,46,444,10.4
148,T143,T143,Scott McCarron,78,46,424,10.8
149,T143,T143,Adam Scott,72,46,362,12.7
150,T143,T143,Tjaart van der Walt,56,46,363,12.7
151,T143,T143,Tiger Woods,76,46,428,10.7
152,153,153,Joe Durant,81,45,435,10.3
153,T154,T154,Jason Allred,75,44,435,10.1
154,T154,T154,Jeff Hart,63,44,389,11.3
155,T154,T154,Mark Hensby,70,44,347,12.7
156,T154,T154,Freddie Jacobson,72,44,413,10.7
157,T154,T154,Andrew Magee,82,44,471,9.3
158,T154,T154,Mark O'Meara,66,44,393,11.2
159,T154,T154,Rob Rashell,65,44,397,11.1
160,T161,T161,José Coceres,56,43,395,10.9
161,T161,T161,Chris DiMarco,83,43,438,9.8
162,T161,T161,Jay Williamson,53,43,330,13.0
163,T164,T164,Stuart Appleby,84,42,440,9.5
164,T164,T164,Matt Davidson,53,42,350,12.0
165,T164,T164,Michael Long,72,42,411,10.2
166,T167,T167,K.J. Choi,78,41,389,10.5
167,T167,T167,John Elliott,58,41,349,11.7
168,T169,T169,Retief Goosen,71,40,293,13.7
169,T169,T169,Padraig Harrington,50,40,290,13.8
170,T169,T169,Tom Lehman,69,40,333,12.0
171,T172,T172,Chris Anderson,66,39,421,9.3
172,T172,T172,Craig Barlow,81,39,421,9.3
173,T172,T172,Jeff Brehaut,71,39,409,9.5
174,T172,T172,Sergio Garcia,73,39,343,11.4
175,T172,T172,J.P. Hayes,63,39,412,9.5
176,T177,T177,Phil Mickelson,81,38,382,9.9
177,T177,T177,Ian Poulter,62,38,248,15.3
178,T177,T177,Mike Weir,71,38,348,10.9
179,T180,T180,Jim Carter,62,37,352,10.5
180,T180,T180,Dennis Paulson,63,37,361,10.2
181,T182,T182,Mark Brooks,72,36,440,8.2
182,T182,T182,Fred Couples,72,36,286,12.6
183,T182,T182,Steve Elkington,67,36,354,10.2
184,T182,T182,Glen Hnatiuk,59,36,324,11.1
185,T182,T182,Bradley Hughes,52,36,292,12.3
186,T187,T187,Danny Briggs,70,35,412,8.5
187,T187,T187,Jay Haas,54,35,271,12.9
188,T187,T187,Richard Johnson,50,35,333,10.5
189,T190,T190,Rich Beem,66,34,326,10.4
190,T190,T190,Bill Glasson,54,34,299,11.4
191,T190,T190,Chris Riley,67,34,313,10.9
192,193,193,José María Olazábal,55,33,317,10.4
193,T194,T194,Luke Donald,67,32,277,11.6
194,T194,T194,Arron Oberholser,65,32,348,9.2
195,T196,T196,Steve Jones,56,31,307,10.1
196,T196,T196,Hideto Tanihara,50,31,287,10.8
197,T196,T196,Lee Westwood,50,31,225,13.8
198,T199,T199,Ben Curtis,65,30,346,8.7
199,T199,T199,Dan Forsman,52,30,329,9.1
200,201,201,Bernhard Langer,67,29,336,8.6
201,202,202,Thomas Levet,54,28,238,11.8
