,Average_Putting_Distance_-_GIR_2_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_2_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_2_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_2_Putts_ROUNDS,Average_Putting_Distance_-_GIR_2_Putts_AVG,Average_Putting_Distance_-_GIR_2_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_2_Putts_TOTAL PUTTS
0,1,1,Len Mattiace,86,"28' 9""",15087.167,525
1,2,2,Kevin Sutherland,89,"27' 8""",17462.0,631
2,3,3,Ben Crane,78,"26' 11""",12680.667,471
3,T4,T4,Jason Allred,75,"26' 8""",12431.5,466
4,T4,T4,Steve Elkington,67,"26' 8""",13057.167,490
5,6,6,John Senden,101,"26' 7""",21007.0,789
6,T7,T7,Brent Geiberger,61,"26' 6""",11598.333,437
7,T7,T7,Jesper Parnevik,84,"26' 6""",13668.25,516
8,T7,T7,Dennis Paulson,63,"26' 6""",11784.583,445
9,T10,T10,Luke Donald,67,"26' 3""",9392.833,358
10,T10,T10,Chris Smith,93,"26' 3""",19501.667,742
11,T10,T10,Tjaart van der Walt,56,"26' 3""",11943.75,455
12,T13,T13,James Driscoll,73,"26' 2""",12887.667,493
13,T13,T13,John Rollins,97,"26' 2""",17842.5,681
14,T15,T15,Shaun Micheel,81,"26' 1""",13987.167,537
15,T15,T15,Nick Watney,91,"26' 1""",17365.667,666
16,T15,T15,Dean Wilson,86,"26' 1""",17005.917,651
17,T18,T18,Bart Bryant,91,"26' 0""",17090.417,657
18,T18,T18,John Elliott,58,"26' 0""",9660.333,371
19,T18,T18,Scott McCarron,78,"26' 0""",12577.917,484
20,T18,T18,Sean O'Hair,103,"26' 0""",18095.667,697
21,T18,T18,Mark O'Meara,66,"26' 0""",9709.917,374
22,T23,T23,Aaron Baddeley,84,"25' 11""",14266.25,551
23,T23,T23,Charles Howell III,95,"25' 11""",15932.667,615
24,T23,T23,Brenden Pappas,51,"25' 11""",10011.583,386
25,T23,T23,Bob Tway,87,"25' 11""",14512.333,560
26,T27,T27,Brian Bateman,98,"25' 10""",18129.083,702
27,T27,T27,Retief Goosen,71,"25' 10""",9496.083,367
28,T27,T27,Billy Mayfair,114,"25' 10""",22789.917,883
29,T30,T30,Briny Baird,98,"25' 9""",19889.917,772
30,T30,T30,Matt Davidson,53,"25' 9""",9644.667,375
31,T30,T30,Stephen Leaney,89,"25' 9""",16244.083,631
32,T30,T30,Kirk Triplett,55,"25' 9""",9324.0,362
33,34,34,Michael Long,72,"25' 8""",13747.833,535
34,T35,T35,Steve Jones,56,"25' 7""",9549.833,373
35,T35,T35,Kent Jones,99,"25' 7""",17472.083,682
36,T35,T35,Ted Purdy,122,"25' 7""",21011.417,822
37,T35,T35,Brett Quigley,96,"25' 7""",17374.583,680
38,T35,T35,Joey Snyder III,102,"25' 7""",20640.333,807
39,T40,T40,Scott Hend,75,"25' 6""",12287.417,482
40,T40,T40,Matt Kuchar,60,"25' 6""",11530.5,452
41,T40,T40,Tom Lehman,69,"25' 6""",10847.75,426
42,T43,T43,Todd Fischer,99,"25' 5""",16496.833,648
43,T43,T43,Padraig Harrington,50,"25' 5""",8131.8330000000005,320
44,T43,T43,J.P. Hayes,63,"25' 5""",9826.417,387
45,T43,T43,José María Olazábal,55,"25' 5""",8335.833,328
46,T43,T43,Tag Ridings,93,"25' 5""",16350.0,643
47,T43,T43,Rory Sabbatini,81,"25' 5""",11620.917,457
48,T43,T43,Patrick Sheehan,114,"25' 5""",18753.083,737
49,T50,T50,Paul Azinger,66,"25' 4""",10864.333,429
50,T50,T50,Ian Poulter,62,"25' 4""",7099.0,280
51,T50,T50,Bo Van Pelt,112,"25' 4""",19613.167,774
52,T50,T50,Duffy Waldorf,86,"25' 4""",14241.5,562
53,T54,T54,D.J. Brigman,76,"25' 3""",12360.0,490
54,T54,T54,Daniel Chopra,108,"25' 3""",18402.333,730
55,T54,T54,Matt Gogel,78,"25' 3""",13513.75,535
56,T54,T54,Mark Hensby,70,"25' 3""",9307.0,369
57,T54,T54,Neal Lancaster,95,"25' 3""",17193.833,682
58,T54,T54,Davis Love III,80,"25' 3""",11398.917,452
59,T60,T60,Steve Allan,102,"25' 2""",17005.75,676
60,T60,T60,Tom Byrum,83,"25' 2""",15787.0,627
61,T60,T60,Gavin Coles,70,"25' 2""",12275.917,488
62,T60,T60,Lucas Glover,88,"25' 2""",16724.333,664
63,T60,T60,J.J. Henry,102,"25' 2""",19307.5,768
64,T60,T60,Rod Pampling,89,"25' 2""",14311.167,568
65,T66,T66,Brian Gay,101,"25' 1""",18101.833,722
66,T66,T66,Bradley Hughes,52,"25' 1""",10682.167,426
67,T66,T66,Lee Janzen,75,"25' 1""",11724.083,467
68,T66,T66,Bernhard Langer,67,"25' 1""",9013.583,359
