,Total_3_Putts_-_20-25_RANK THIS WEEK,Total_3_Putts_-_20-25_RANK LAST WEEK,Total_3_Putts_-_20-25_PLAYER NAME,Total_3_Putts_-_20-25_ROUNDS,Total_3_Putts_-_20-25_TOTAL 3 PUTTS 20'-25',Total_3_Putts_-_20-25_TOTAL 3 PUTTS
0,T1,T1,Peter Lonard,85,8,27
1,T1,T1,Kevin Stadler,96,8,51
2,T3,T3,Tom Byrum,83,7,41
3,T3,T3,Mark Calcavecchia,92,7,45
4,T3,T3,Alex Cejka,84,7,47
5,T3,T3,Brian Davis,75,7,54
6,T3,T3,Kent Jones,99,7,47
7,T3,T3,Hidemichi Tanaka,106,7,53
8,T3,T3,Charles Warren,89,7,54
9,T10,T10,Steve Allan,102,6,79
10,T10,T10,Cameron Beckman,96,6,51
11,T10,T10,Jason Bohn,91,6,33
12,T10,T10,Scott Hend,75,6,63
13,T10,T10,Brendan Jones,81,6,52
14,T10,T10,J.L. Lewis,98,6,46
15,T10,T10,Sean O'Hair,103,6,56
16,T10,T10,Joey Snyder III,102,6,47
17,T10,T10,Brett Wetterich,76,6,50
18,T19,T19,Woody Austin,100,5,59
19,T19,T19,Daniel Chopra,108,5,50
20,T19,T19,Steve Elkington,67,5,26
21,T19,T19,Bob Estes,92,5,33
22,T19,T19,Fred Funk,102,5,42
23,T19,T19,Lucas Glover,88,5,42
24,T19,T19,Paul Gow,78,5,42
25,T19,T19,Mathias Grönberg,60,5,49
26,T19,T19,J.P. Hayes,63,5,27
27,T19,T19,John Huston,90,5,49
28,T19,T19,Zach Johnson,96,5,37
29,T19,T19,Hunter Mahan,103,5,42
30,T19,T19,Billy Mayfair,114,5,64
31,T19,T19,Geoff Ogilvy,97,5,34
32,T19,T19,Justin Rose,99,5,54
33,T19,T19,Heath Slocum,103,5,45
34,T19,T19,Chris Smith,93,5,65
35,T19,T19,D.J. Trahan,81,5,48
36,T37,T37,Stuart Appleby,84,4,28
37,T37,T37,Justin Bolli,65,4,22
38,T37,T37,Tim Clark,92,4,32
39,T37,T37,Marco Dawson,82,4,44
40,T37,T37,Joe Durant,81,4,62
41,T37,T37,Brian Gay,101,4,35
42,T37,T37,Hunter Haas,83,4,36
43,T37,T37,Dudley Hart,84,4,34
44,T37,T37,David Hearn,68,4,52
45,T37,T37,J.J. Henry,102,4,55
46,T37,T37,Charles Howell III,95,4,37
47,T37,T37,Freddie Jacobson,72,4,26
48,T37,T37,Steve Lowery,100,4,47
49,T37,T37,Jeff Maggert,79,4,38
50,T37,T37,Len Mattiace,86,4,39
51,T37,T37,Rod Pampling,89,4,33
52,T37,T37,Corey Pavin,77,4,26
53,T37,T37,D.A. Points,94,4,52
54,T37,T37,Adam Scott,72,4,28
55,T37,T37,Omar Uresti,84,4,46
56,T37,T37,Scott Verplank,87,4,31
57,T37,T37,Nick Watney,91,4,38
58,T37,T37,Charlie Wi,67,4,26
59,T60,T60,Robert Allenby,95,3,45
60,T60,T60,Billy Andrade,83,3,37
61,T60,T60,Tommy Armour III,103,3,51
62,T60,T60,Arjun Atwal,65,3,22
63,T60,T60,Aaron Baddeley,84,3,33
64,T60,T60,Briny Baird,98,3,52
65,T60,T60,Craig Barlow,81,3,41
66,T60,T60,Jeff Brehaut,71,3,26
67,T60,T60,Danny Briggs,70,3,43
68,T60,T60,D.J. Brigman,76,3,55
69,T60,T60,Jonathan Byrd,103,3,61
70,T60,T60,K.J. Choi,78,3,25
71,T60,T60,José Coceres,56,3,40
72,T60,T60,Robert Damron,89,3,46
73,T60,T60,Matt Davidson,53,3,43
74,T60,T60,Glen Day,80,3,39
75,T60,T60,Steve Flesch,90,3,43
76,T60,T60,Sergio Garcia,73,3,39
77,T60,T60,Tom Gillis,77,3,37
78,T60,T60,Matt Gogel,78,3,27
79,T60,T60,Brandt Jobe,96,3,43
