,Putts_per_Round_-_Round_4_RANK THIS WEEK,Putts_per_Round_-_Round_4_RANK LAST WEEK,Putts_per_Round_-_Round_4_PLAYER NAME,Putts_per_Round_-_Round_4_AVG,Putts_per_Round_-_Round_4_TOTAL PUTTS,Putts_per_Round_-_Round_4_TOTAL ROUNDS
0,1,1,José Coceres,26.5,159,6
1,2,2,Kevin Na,27.0,378,14
2,3,3,Bob Heintz,27.33,246,9
3,T4,T4,Aaron Baddeley,27.43,384,14
4,T4,T4,Skip Kendall,27.43,192,7
5,6,6,David Toms,27.47,467,17
6,7,7,Rory Sabbatini,27.57,386,14
7,8,8,John Cook,27.6,276,10
8,9,9,Glen Day,27.62,359,13
9,10,10,Justin Bolli,27.63,221,8
10,11,11,Loren Roberts,27.67,249,9
11,12,12,Michael Allen,27.73,416,15
12,13,13,Hank Kuehne,27.75,333,12
13,T14,T14,Rich Beem,27.8,139,5
14,T14,T14,Todd Fischer,27.8,417,15
15,T14,T14,Joe Ogilvie,27.8,556,20
16,T17,T17,Daniel Chopra,28.0,532,19
17,T17,T17,Ben Crane,28.0,476,17
18,T17,T17,Brenden Pappas,28.0,280,10
19,20,20,Lucas Glover,28.07,421,15
20,21,21,Brian Gay,28.11,506,18
21,T22,T22,Tim Herron,28.14,619,22
22,T22,T22,Tom Pernice Jr.,28.14,591,21
23,24,24,Mark O'Meara,28.17,338,12
24,T25,T25,John Huston,28.21,395,14
25,T25,T25,Scott Verplank,28.21,536,19
26,27,27,Steve Stricker,28.22,254,9
27,28,28,Hideto Tanihara,28.25,113,4
28,29,29,Rob Rashell,28.29,198,7
29,30,30,Brad Faxon,28.31,368,13
30,31,31,Doug Barron,28.36,312,11
31,32,32,Kirk Triplett,28.44,256,9
32,33,33,Olin Browne,28.53,542,19
33,T34,T34,Paul Azinger,28.55,314,11
34,T34,T34,Stewart Cink,28.55,571,20
35,36,36,Omar Uresti,28.57,400,14
36,T37,T37,Hunter Haas,28.58,343,12
37,T37,T37,Darron Stiles,28.58,343,12
38,39,39,Ryan Palmer,28.61,515,18
39,T40,T40,Fred Couples,28.62,372,13
40,T40,T40,Heath Slocum,28.62,601,21
41,T42,T42,Ben Curtis,28.63,229,8
42,T42,T42,Len Mattiace,28.63,229,8
43,T44,T44,Gavin Coles,28.67,344,12
44,T44,T44,Matt Davidson,28.67,172,6
45,T44,T44,Arron Oberholser,28.67,344,12
46,T44,T44,Tag Ridings,28.67,430,15
47,48,48,Jerry Kelly,28.68,545,19
48,49,49,Chris Anderson,28.71,201,7
49,50,50,Tim Clark,28.74,546,19
50,T51,T51,Cameron Beckman,28.75,460,16
51,T51,T51,John Elliott,28.75,115,4
52,T51,T51,Bob Tway,28.75,460,16
53,54,54,Tiger Woods,28.76,489,17
54,T55,T55,Marco Dawson,28.78,518,18
55,T55,T55,Brent Geiberger,28.78,259,9
56,57,57,Mark Brooks,28.8,288,10
57,T58,T58,Bob Estes,28.81,605,21
58,T58,T58,Jim Furyk,28.81,605,21
59,T58,T58,Jonathan Kaye,28.81,461,16
60,T61,T61,Jason Bohn,28.82,490,17
61,T61,T61,Andrew Magee,28.82,317,11
62,T61,T61,Charlie Wi,28.82,317,11
63,T61,T61,Mark Wilson,28.82,317,11
64,65,65,Zach Johnson,28.83,519,18
65,66,66,Jeff Sluman,28.84,548,19
66,T67,T67,Tom Lehman,28.86,404,14
67,T67,T67,Corey Pavin,28.86,404,14
68,69,69,Stephen Ames,28.88,491,17
69,T70,T70,Dudley Hart,28.89,520,18
70,T70,T70,Ian Poulter,28.89,260,9
71,T70,T70,Vaughn Taylor,28.89,549,19
72,T73,T73,Ryuji Imada,28.92,376,13
73,T73,T73,Phillip Price,28.92,347,12
74,T75,T75,Brian Davis,28.93,405,14
75,T75,T75,Carlos Franco,28.93,405,14
76,T75,T75,Duffy Waldorf,28.93,405,14
77,78,78,Shigeki Maruyama,28.95,608,21
78,T79,T79,Alex Cejka,29.0,348,12
79,T79,T79,Dan Forsman,29.0,232,8
80,T79,T79,Robert Gamez,29.0,493,17
81,T79,T79,Davis Love III,29.0,435,15
82,T79,T79,Scott McCarron,29.0,406,14
83,T79,T79,José María Olazábal,29.0,319,11
84,T79,T79,Chris Riley,29.0,261,9
85,T79,T79,Kevin Stadler,29.0,348,12
86,T79,T79,Nick Watney,29.0,377,13
87,T79,T79,Brett Wetterich,29.0,290,10
88,T89,T89,Arjun Atwal,29.07,436,15
89,T89,T89,Brian Bateman,29.07,436,15
90,T89,T89,Justin Leonard,29.07,436,15
91,T89,T89,Rocco Mediate,29.07,407,14
92,93,93,Charles Warren,29.08,378,13
93,94,94,Matt Gogel,29.09,320,11
94,T95,T95,James Driscoll,29.1,291,10
95,T95,T95,Tom Gillis,29.1,291,10
96,T95,T95,Padraig Harrington,29.1,291,10
97,98,98,Jay Williamson,29.11,262,9
98,T99,T99,K.J. Choi,29.13,437,15
99,T99,T99,Robert Damron,29.13,466,16
100,T99,T99,Neal Lancaster,29.13,466,16
101,T102,T102,John Daly,29.14,408,14
102,T102,T102,Luke Donald,29.14,408,14
103,T104,T104,D.A. Points,29.15,379,13
104,T104,T104,Justin Rose,29.15,583,20
105,T106,T106,Mark Calcavecchia,29.16,554,19
