,Putting_from_15-25_RANK THIS WEEK,Putting_from_15-25_RANK LAST WEEK,Putting_from_15-25_PLAYER NAME,Putting_from_15-25_ROUNDS,Putting_from_15-25_% MADE,Putting_from_15-25_ATTEMPTS,Putting_from_15-25_PUTTS MADE
0,1,1,Loren Roberts,54,21.98,182,40
1,2,2,Ben Crane,78,21.86,215,47
2,T3,T3,Aaron Baddeley,84,21.84,261,57
3,T3,T3,Bob Estes,92,21.84,261,57
4,5,5,Brenden Pappas,51,21.82,165,36
5,6,6,Dan Forsman,52,21.28,188,40
6,7,7,Daniel Chopra,108,21.27,315,67
7,8,8,Tiger Woods,76,21.08,185,39
8,9,9,Phil Mickelson,81,21.02,157,33
9,10,10,Richard Johnson,50,20.81,173,36
10,11,11,Jonathan Byrd,103,20.72,333,69
11,T12,T12,Chris DiMarco,83,20.67,208,43
12,T12,T12,Steve Stricker,62,20.67,179,37
13,14,14,Matt Gogel,78,20.66,242,50
14,15,15,José María Olazábal,55,20.27,148,30
15,16,16,Dudley Hart,84,20.14,288,58
16,T17,T17,Jay Haas,54,20.0,145,29
17,T17,T17,Sean O'Hair,103,20.0,295,59
18,T17,T17,Mark O'Meara,66,20.0,170,34
19,20,20,Chad Campbell,95,19.92,261,52
20,21,21,Glen Day,80,19.83,232,46
21,22,22,Mark Hensby,70,19.77,172,34
22,23,23,Charles Howell III,95,19.71,279,55
23,24,24,Arron Oberholser,65,19.67,183,36
24,T25,T25,Jason Allred,75,19.63,214,42
25,T25,T25,Mark Calcavecchia,92,19.63,270,53
26,27,27,Mario Tiziani,67,19.47,226,44
27,28,28,Zach Johnson,96,19.28,306,59
28,T29,T29,John Cook,72,19.23,208,40
29,T29,T29,Padraig Harrington,50,19.23,130,25
30,31,31,Steve Lowery,100,19.12,319,61
31,T32,T32,Steve Elkington,67,19.1,199,38
32,T32,T32,Brendan Jones,81,19.1,267,51
33,T32,T32,Hunter Mahan,103,19.1,377,72
34,T32,T32,Joe Ogilvie,103,19.1,267,51
35,36,36,Bob Tway,87,19.09,241,46
36,37,37,Dean Wilson,86,18.96,269,51
37,38,38,Brad Faxon,75,18.93,169,32
38,39,39,Davis Love III,80,18.92,185,35
39,40,40,Bob Heintz,67,18.89,217,41
40,41,41,Brett Quigley,96,18.88,286,54
41,42,42,John Elliott,58,18.86,175,33
42,43,43,Corey Pavin,77,18.81,218,41
43,44,44,Frank Lickliter II,100,18.77,277,52
44,45,45,Arjun Atwal,65,18.72,219,41
45,46,46,Kevin Na,88,18.66,268,50
46,47,47,Len Mattiace,86,18.64,236,44
47,48,48,Lee Janzen,75,18.44,179,33
48,49,49,Shaun Micheel,81,18.42,228,42
49,50,50,Fred Couples,72,18.34,169,31
50,51,51,Freddie Jacobson,72,18.28,186,34
51,52,52,Paul Gow,78,18.26,230,42
52,53,53,Brian Gay,101,18.08,343,62
53,54,54,Brent Geiberger,61,18.02,172,31
54,T55,T55,Billy Andrade,83,17.95,273,49
55,T55,T55,Scott McCarron,78,17.95,195,35
56,57,57,Todd Fischer,99,17.93,290,52
57,58,58,Phillip Price,77,17.86,224,40
58,59,59,Mathias Grönberg,60,17.7,209,37
59,60,60,Marco Dawson,82,17.69,277,49
60,61,61,Tim Petrovic,97,17.65,272,48
61,T62,T62,K.J. Choi,78,17.59,199,35
62,T62,T62,Kenny Perry,82,17.59,199,35
63,64,64,Jim Furyk,94,17.58,256,45
64,65,65,Harrison Frazar,105,17.57,313,55
65,T66,T66,Briny Baird,98,17.49,343,60
66,T66,T66,Jerry Kelly,101,17.49,263,46
67,68,68,D.J. Trahan,81,17.48,246,43
68,69,69,Jonathan Kaye,77,17.47,229,40
69,70,70,Cameron Beckman,96,17.46,315,55
70,71,71,Stewart Cink,98,17.44,281,49
71,72,72,Olin Browne,99,17.43,350,61
72,73,73,Robert Allenby,95,17.34,271,47
73,74,74,Brian Davis,75,17.33,202,35
