,Putting_from_-__10_RANK THIS WEEK,Putting_from_-__10_RANK LAST WEEK,Putting_from_-__10_PLAYER NAME,Putting_from_-__10_ROUNDS,Putting_from_-__10_% MADE,Putting_from_-__10_ATTEMPTS,Putting_from_-__10_PUTTS MADE
112,113,113,Bernhard Langer,67,15.79,475,75
113,114,114,Stuart Appleby,84,15.75,673,106
114,T115,T115,Tommy Armour III,103,15.73,1030,162
115,T115,T115,Scott Gutschewski,86,15.73,782,123
116,117,117,Robert Allenby,95,15.7,809,127
117,118,118,Thomas Levet,54,15.67,383,60
118,119,119,Arron Oberholser,65,15.65,556,87
119,T120,T120,Cameron Beckman,96,15.61,871,136
120,T120,T120,Jonathan Byrd,103,15.61,993,155
121,122,122,Jason Bohn,91,15.57,867,135
122,123,123,Shigeki Maruyama,99,15.54,869,135
123,124,124,J.L. Lewis,98,15.52,831,129
124,T125,T125,Jason Allred,75,15.5,671,104
125,T125,T125,Omar Uresti,84,15.5,774,120
126,T125,T125,Mike Weir,71,15.5,471,73
127,128,128,Justin Bolli,65,15.49,594,92
128,129,129,José Coceres,56,15.47,530,82
129,130,130,Steve Elkington,67,15.42,629,97
130,131,131,Jeff Maggert,79,15.4,656,101
131,132,132,Carl Pettersson,109,15.35,971,149
132,133,133,Justin Rose,99,15.33,913,140
133,134,134,Alex Cejka,84,15.32,705,108
134,135,135,Justin Leonard,78,15.3,562,86
135,136,136,Billy Mayfair,114,15.29,1092,167
136,137,137,Tom Byrum,83,15.28,851,130
137,138,138,Franklin Langham,91,15.27,825,126
138,139,139,Chris Riley,67,15.26,426,65
139,140,140,D.J. Trahan,81,15.22,762,116
140,141,141,Mark Calcavecchia,92,15.19,810,123
141,142,142,Lucas Glover,88,15.17,844,128
142,143,143,Tjaart van der Walt,56,15.16,620,94
143,144,144,Jonathan Kaye,77,15.12,668,101
144,145,145,Chris Smith,93,15.08,1021,154
145,T146,T146,Rich Beem,66,15.04,512,77
146,T146,T146,Jerry Kelly,101,15.04,811,122
147,T148,T148,Ted Purdy,122,15.03,1118,168
148,T148,T148,Vaughn Taylor,99,15.03,925,139
149,150,150,Fred Funk,102,15.0,900,135
150,151,151,Paul Claxton,79,14.96,702,105
151,152,152,Brian Bateman,98,14.95,930,139
152,153,153,D.A. Points,94,14.92,878,131
153,154,154,Jeff Sluman,94,14.9,913,136
154,155,155,J.P. Hayes,63,14.88,531,79
155,156,156,Heath Slocum,103,14.87,955,142
156,157,157,Glen Hnatiuk,59,14.83,553,82
157,158,158,Paul Azinger,66,14.78,575,85
158,159,159,Joey Sindelar,104,14.74,1045,154
159,160,160,D.J. Brigman,76,14.71,673,99
160,T161,T161,Peter Lonard,85,14.67,709,104
161,T161,T161,Will MacKenzie,75,14.67,709,104
162,T161,T161,Hidemichi Tanaka,106,14.67,995,146
163,164,164,Stephen Leaney,89,14.66,839,123
164,165,165,Kevin Sutherland,89,14.65,819,120
165,166,166,Michael Allen,90,14.57,796,116
166,167,167,Craig Barlow,81,14.56,680,99
167,168,168,Carlos Franco,78,14.52,723,105
168,169,169,John Daly,78,14.44,568,82
169,T170,T170,Ryuji Imada,78,14.4,653,94
170,T170,T170,Roland Thatcher,75,14.4,743,107
171,172,172,Jeff Hart,63,14.38,612,88
172,173,173,Skip Kendall,80,14.32,747,107
173,174,174,Matt Davidson,53,14.29,546,78
174,175,175,Robert Damron,89,14.27,806,115
175,176,176,Ben Curtis,65,14.26,519,74
176,T177,T177,Greg Owen,84,14.14,764,108
177,T177,T177,Duffy Waldorf,86,14.14,764,108
178,179,179,Tom Lehman,69,14.13,545,77
179,180,180,David Hearn,68,14.01,664,93
180,181,181,John Rollins,97,13.98,880,123
181,182,182,Doug Barron,70,13.96,652,91
182,183,183,Jeff Brehaut,71,13.93,689,96
183,184,184,Danny Briggs,70,13.88,663,92
184,185,185,Michael Long,72,13.85,686,95
185,186,186,Bradley Hughes,52,13.77,559,77
186,T187,T187,Luke Donald,67,13.67,439,60
187,T187,T187,Joey Snyder III,102,13.67,1039,142
188,189,189,Andrew Magee,82,13.63,719,98
189,190,190,Rocco Mediate,73,13.6,669,91
190,191,191,Craig Perks,67,13.53,643,87
191,192,192,Sergio Garcia,73,13.52,562,76
192,193,193,Retief Goosen,71,13.45,461,62
193,194,194,Bill Glasson,54,13.35,457,61
194,195,195,John Senden,101,12.99,1001,130
195,196,196,J.J. Henry,102,12.85,988,127
196,197,197,Dennis Paulson,63,12.83,608,78
197,198,198,Joe Durant,81,12.77,744,95
198,199,199,Mark Brooks,72,12.44,627,78
199,200,200,Hideto Tanihara,50,12.26,465,57
200,201,201,Steve Jones,56,11.88,480,57
201,202,202,Jim Carter,62,11.39,553,63
