,Putting_from_-_20-25_RANK THIS WEEK,Putting_from_-_20-25_RANK LAST WEEK,Putting_from_-_20-25_PLAYER NAME,Putting_from_-_20-25_ROUNDS,Putting_from_-_20-25_% MADE,Putting_from_-_20-25_ATTEMPTS,Putting_from_-_20-25_PUTTS MADE
0,1,1,Brad Faxon,75,23.68,76,18
1,2,2,Dan Forsman,52,23.29,73,17
2,3,3,Richard Johnson,50,21.92,73,16
3,T4,T4,Phil Mickelson,81,21.43,70,15
4,T4,T4,Corey Pavin,77,21.43,98,21
5,6,6,Aaron Baddeley,84,20.35,113,23
6,7,7,Ben Crane,78,20.22,89,18
7,8,8,Matt Gogel,78,20.2,99,20
8,9,9,Arron Oberholser,65,19.72,71,14
9,10,10,Mike Weir,71,19.64,56,11
10,11,11,Frank Lickliter II,100,18.85,122,23
11,12,12,Tiger Woods,76,18.68,91,17
12,13,13,Patrick Sheehan,114,18.67,150,28
13,14,14,Scott McCarron,78,18.6,86,16
14,15,15,Jonathan Byrd,103,17.73,141,25
15,16,16,Todd Fischer,99,17.6,125,22
16,17,17,Chad Campbell,95,17.59,108,19
17,18,18,Brenden Pappas,51,17.57,74,13
18,19,19,Lee Janzen,75,17.33,75,13
19,20,20,Steve Lowery,100,17.05,129,22
20,21,21,Bob Estes,92,16.82,107,18
21,T22,T22,Jeff Hart,63,16.67,78,13
22,T22,T22,Dudley Hart,84,16.67,120,20
23,T22,T22,Mark O'Meara,66,16.67,84,14
24,T22,T22,Vaughn Taylor,99,16.67,150,25
25,26,26,Hunter Mahan,103,16.56,151,25
26,27,27,K.J. Choi,78,16.47,85,14
27,28,28,John Elliott,58,16.46,79,13
28,29,29,Glen Day,80,16.19,105,17
29,30,30,Peter Lonard,85,16.16,99,16
30,31,31,Retief Goosen,71,15.94,69,11
31,T32,T32,John Cook,72,15.91,88,14
32,T32,T32,Andrew Magee,82,15.91,88,14
33,T34,T34,Thomas Levet,54,15.79,57,9
34,T34,T34,Loren Roberts,54,15.79,76,12
35,T34,T34,Kevin Stadler,96,15.79,133,21
36,37,37,Len Mattiace,86,15.74,108,17
37,38,38,Stuart Appleby,84,15.69,102,16
38,39,39,Chris Smith,93,15.6,141,22
39,40,40,Craig Barlow,81,15.32,111,17
40,41,41,Tom Byrum,83,15.17,145,22
41,42,42,Robert Allenby,95,15.08,126,19
42,43,43,Mark Calcavecchia,92,15.0,100,15
43,44,44,Sean O'Hair,103,14.88,121,18
44,45,45,Rich Beem,66,14.86,74,11
45,T46,T46,Mathias Grönberg,60,14.85,101,15
