,Total_3_Putts_-__25_RANK THIS WEEK,Total_3_Putts_-__25_RANK LAST WEEK,Total_3_Putts_-__25_PLAYER NAME,Total_3_Putts_-__25_ROUNDS,Total_3_Putts_-__25_TOTAL 3 PUTTS > 25',Total_3_Putts_-__25_TOTAL 3 PUTTS
0,1,1,Steve Allan,102,66,79
1,2,2,Ted Purdy,122,58,67
2,3,3,Chris Smith,93,57,65
3,4,4,Bo Van Pelt,112,55,62
4,5,5,Joey Sindelar,104,52,57
5,6,6,Roland Thatcher,75,50,64
6,T7,T7,Jonathan Byrd,103,49,61
7,T7,T7,Joe Durant,81,49,62
8,9,9,J.J. Henry,102,47,55
9,10,10,Billy Mayfair,114,45,64
10,11,11,Neal Lancaster,95,44,55
11,T12,T12,Briny Baird,98,43,52
12,T12,T12,Will MacKenzie,75,43,58
13,14,14,Hidemichi Tanaka,106,42,53
14,T15,T15,Tommy Armour III,103,41,51
15,T15,T15,John Rollins,97,41,49
16,T15,T15,Kevin Sutherland,89,41,46
17,T18,T18,Harrison Frazar,105,40,49
18,T18,T18,Mathias Grönberg,60,40,49
19,T18,T18,Stephen Leaney,89,40,46
20,T18,T18,Rocco Mediate,73,40,49
21,T18,T18,Sean O'Hair,103,40,56
22,T18,T18,Kenny Perry,82,40,45
23,T24,T24,Carlos Franco,78,39,48
24,T24,T24,Frank Lickliter II,100,39,52
25,T24,T24,Greg Owen,84,39,46
26,T24,T24,Joey Snyder III,102,39,47
27,T24,T24,Vaughn Taylor,99,39,52
28,T29,T29,D.J. Brigman,76,38,55
29,T29,T29,Scott Hend,75,38,63
30,T29,T29,Tim Petrovic,97,38,43
31,T29,T29,John Senden,101,38,41
32,T29,T29,Charles Warren,89,38,54
33,T34,T34,Cameron Beckman,96,37,51
34,T34,T34,Matt Davidson,53,37,43
35,T34,T34,Marco Dawson,82,37,44
36,T34,T34,David Hearn,68,37,52
37,T34,T34,Brendan Jones,81,37,52
38,T34,T34,Justin Rose,99,37,54
39,T40,T40,Brian Davis,75,36,54
40,T40,T40,Heath Slocum,103,36,45
41,T40,T40,Jeff Sluman,94,36,41
42,T40,T40,Kevin Stadler,96,36,51
43,T40,T40,Omar Uresti,84,36,46
44,T40,T40,Duffy Waldorf,86,36,42
45,T46,T46,Robert Damron,89,35,46
46,T46,T46,Tim Herron,100,35,41
47,T46,T46,Patrick Sheehan,114,35,45
48,T46,T46,Brett Wetterich,76,35,50
49,T50,T50,Woody Austin,100,34,59
50,T50,T50,Craig Barlow,81,34,41
51,T50,T50,Danny Briggs,70,34,43
52,T50,T50,Steve Flesch,90,34,43
53,T50,T50,J.L. Lewis,98,34,46
54,T50,T50,Kevin Na,88,34,44
55,T50,T50,D.A. Points,94,34,52
56,T50,T50,Tag Ridings,93,34,44
57,T58,T58,Shaun Micheel,81,33,37
58,T58,T58,Craig Perks,67,33,40
59,T58,T58,Carl Pettersson,109,33,43
60,T58,T58,D.J. Trahan,81,33,48
61,T62,T62,Alex Cejka,84,32,47
62,T62,T62,Daniel Chopra,108,32,50
63,T62,T62,Tom Gillis,77,32,37
64,T62,T62,Lucas Glover,88,32,42
65,T62,T62,Lee Janzen,75,32,40
66,T62,T62,Ryan Palmer,101,32,40
67,T62,T62,Pat Perez,89,32,47
68,T62,T62,Vijay Singh,111,32,38
69,T62,T62,Darron Stiles,78,32,42
70,T71,T71,Robert Allenby,95,31,45
71,T71,T71,Chad Campbell,95,31,41
72,T71,T71,Fred Funk,102,31,42
73,T71,T71,John Huston,90,31,49
74,T71,T71,Hank Kuehne,84,31,42
75,T71,T71,Len Mattiace,86,31,39
76,T71,T71,Nick Watney,91,31,38
77,T78,T78,Jason Allred,75,30,39
78,T78,T78,Bart Bryant,91,30,36
79,T78,T78,Glen Day,80,30,39
80,T78,T78,Robert Gamez,91,30,39
81,T78,T78,Jeff Hart,63,30,37
82,T78,T78,Bradley Hughes,52,30,36
83,T78,T78,Jonathan Kaye,77,30,35
84,T78,T78,Skip Kendall,80,30,39
85,T78,T78,Franklin Langham,91,30,35
86,T78,T78,Andrew Magee,82,30,38
87,T88,T88,Sergio Garcia,73,29,39
88,T88,T88,Brandt Jobe,96,29,43
89,T88,T88,Kent Jones,99,29,47
90,T88,T88,Steve Lowery,100,29,47
91,T88,T88,Shigeki Maruyama,99,29,35
92,T93,T93,Tom Byrum,83,28,41
93,T93,T93,Mark Calcavecchia,92,28,45
94,T93,T93,Paul Claxton,79,28,35
95,T93,T93,Jim Furyk,94,28,33
96,T93,T93,Paul Gow,78,28,42
97,T93,T93,Tom Pernice Jr.,111,28,35
98,T93,T93,Rory Sabbatini,81,28,38
99,T100,T100,Michael Allen,90,27,33
100,T100,T100,Billy Andrade,83,27,37
101,T100,T100,Brian Bateman,98,27,45
102,T100,T100,James Driscoll,73,27,30
103,T100,T100,Bob Estes,92,27,33
104,T100,T100,Charles Howell III,95,27,37
105,T100,T100,Zach Johnson,96,27,37
106,T100,T100,Thomas Levet,54,27,37
107,T100,T100,Davis Love III,80,27,33
108,T100,T100,Hunter Mahan,103,27,42
109,T100,T100,Joe Ogilvie,103,27,44
110,T100,T100,Rod Pampling,89,27,33
111,T100,T100,Tjaart van der Walt,56,27,33
112,T113,T113,John Daly,78,26,32
113,T113,T113,Hunter Haas,83,26,36
114,T113,T113,Todd Hamilton,94,26,32
115,T113,T113,Ryuji Imada,78,26,31
116,T113,T113,Jerry Kelly,101,26,32
117,T113,T113,Jeff Maggert,79,26,38
118,T113,T113,Phil Mickelson,81,26,29
119,T113,T113,Geoff Ogilvy,97,26,34
120,T113,T113,Brett Quigley,96,26,37
121,T113,T113,Mark Wilson,74,26,34
122,T123,T123,Stephen Ames,82,25,29
123,T123,T123,Aaron Baddeley,84,25,33
124,T123,T123,José Coceres,56,25,40
125,T123,T123,Brian Gay,101,25,35
126,T123,T123,Scott Gutschewski,86,25,34
127,T123,T123,Dudley Hart,84,25,34
128,T123,T123,Mark Hensby,70,25,30
129,T123,T123,Dennis Paulson,63,25,33
130,T123,T123,Chris Riley,67,25,30
131,T132,T132,Glen Hnatiuk,59,24,31
132,T132,T132,David Toms,87,24,30
133,T134,T134,Rich Beem,66,23,29
134,T134,T134,John Elliott,58,23,30
135,T134,T134,Todd Fischer,99,23,29
136,T134,T134,Scott McCarron,78,23,29
137,T134,T134,Dean Wilson,86,23,31
138,T139,T139,Chris Anderson,66,22,26
139,T139,T139,Olin Browne,99,22,31
140,T139,T139,Jim Carter,62,22,29
141,T139,T139,Ben Curtis,65,22,25
142,T139,T139,Dan Forsman,52,22,29
143,T139,T139,Bill Glasson,54,22,24
144,T139,T139,Bob Heintz,67,22,34
145,T139,T139,Tom Lehman,69,22,26
146,T139,T139,Justin Leonard,78,22,26
147,T139,T139,Larry Mize,54,22,26
148,T139,T139,Arron Oberholser,65,22,27
149,T139,T139,Mario Tiziani,67,22,30
150,T139,T139,Bob Tway,87,22,25
151,T139,T139,Scott Verplank,87,22,31
152,T139,T139,Jay Williamson,53,22,27
153,T154,T154,Stuart Appleby,84,21,28
154,T154,T154,Paul Azinger,66,21,27
155,T154,T154,Jeff Brehaut,71,21,26
156,T154,T154,Fred Couples,72,21,29
157,T154,T154,Steve Jones,56,21,29
158,T154,T154,Michael Long,72,21,35
159,T154,T154,Phillip Price,77,21,25
160,T161,T161,Doug Barron,70,20,26
161,T161,T161,Jason Bohn,91,20,33
162,T161,T161,Mark Brooks,72,20,32
163,T161,T161,K.J. Choi,78,20,25
164,T161,T161,Ben Crane,78,20,23
165,T161,T161,Richard Johnson,50,20,24
166,T161,T161,Matt Kuchar,60,20,27
167,T161,T161,Brenden Pappas,51,20,24
168,T161,T161,Jesper Parnevik,84,20,21
169,T161,T161,Corey Pavin,77,20,26
170,T161,T161,Rob Rashell,65,20,25
171,T161,T161,Lee Westwood,50,20,23
172,T161,T161,Charlie Wi,67,20,26
173,T174,T174,Gavin Coles,70,19,30
174,T174,T174,Matt Gogel,78,19,27
175,T174,T174,Bernhard Langer,67,19,28
176,T174,T174,Adam Scott,72,19,28
177,T174,T174,Mike Weir,71,19,27
178,T179,T179,John Cook,72,18,20
179,T179,T179,Loren Roberts,54,18,20
180,T181,T181,Arjun Atwal,65,17,22
181,T181,T181,Steve Elkington,67,17,26
182,T181,T181,Mark O'Meara,66,17,23
183,T181,T181,Hideto Tanihara,50,17,22
184,T181,T181,Tiger Woods,76,17,21
185,T186,T186,Tim Clark,92,16,32
186,T186,T186,Brad Faxon,75,16,18
187,T186,T186,J.P. Hayes,63,16,27
188,T186,T186,Freddie Jacobson,72,16,26
189,T186,T186,Steve Stricker,62,16,21
190,T191,T191,Jay Haas,54,15,18
191,T191,T191,Padraig Harrington,50,15,19
192,T191,T191,Peter Lonard,85,15,27
193,T194,T194,Justin Bolli,65,14,22
