,Putts_per_Round_-_Round_3_RANK THIS WEEK,Putts_per_Round_-_Round_3_RANK LAST WEEK,Putts_per_Round_-_Round_3_PLAYER NAME,Putts_per_Round_-_Round_3_AVG,Putts_per_Round_-_Round_3_TOTAL PUTTS,Putts_per_Round_-_Round_3_TOTAL ROUNDS
0,1,1,Gavin Coles,27.07,379,14
1,2,2,Aaron Baddeley,27.33,410,15
2,3,3,Kent Jones,27.35,465,17
3,4,4,Kevin Na,27.43,384,14
4,5,5,Chris DiMarco,27.47,412,15
5,T6,T6,Chris Anderson,27.5,220,8
6,T6,T6,John Elliott,27.5,165,6
7,8,8,Larry Mize,27.63,221,8
8,9,9,James Driscoll,27.64,304,11
9,10,10,Matt Kuchar,27.67,249,9
10,T11,T11,Charlie Wi,27.73,305,11
11,T11,T11,Mark Wilson,27.73,305,11
12,T13,T13,Billy Andrade,27.8,417,15
13,T13,T13,Carl Pettersson,27.8,556,20
14,15,15,Stephen Ames,27.82,473,17
15,16,16,Corey Pavin,27.87,418,15
16,17,17,Phillip Price,27.92,363,13
17,T18,T18,Brad Faxon,27.93,391,14
18,T18,T18,Todd Fischer,27.93,419,15
19,20,20,Steve Lowery,28.06,477,17
20,21,21,Darron Stiles,28.07,393,14
21,22,22,Shaun Micheel,28.08,337,12
22,23,23,Steve Stricker,28.09,309,11
23,24,24,Justin Bolli,28.11,253,9
24,25,25,David Toms,28.12,478,17
25,26,26,Tag Ridings,28.13,450,16
26,27,27,Jay Williamson,28.27,311,11
27,28,28,Len Mattiace,28.3,283,10
28,29,29,Zach Johnson,28.32,538,19
29,T30,T30,Doug Barron,28.33,340,12
30,T30,T30,Scott Gutschewski,28.33,425,15
31,T30,T30,Geoff Ogilvy,28.33,595,21
32,33,33,Paul Azinger,28.36,312,11
33,T34,T34,Jeff Brehaut,28.38,369,13
34,T34,T34,Hunter Haas,28.38,369,13
35,36,36,Dudley Hart,28.39,511,18
36,T37,T37,Michael Allen,28.4,426,15
37,T37,T37,Bob Heintz,28.4,284,10
38,T37,T37,Rory Sabbatini,28.4,426,15
39,T37,T37,Kevin Stadler,28.4,426,15
40,T41,T41,Robert Gamez,28.41,483,17
41,T41,T41,Dean Wilson,28.41,483,17
42,43,43,Joe Ogilvie,28.45,569,20
43,T44,T44,Daniel Chopra,28.47,541,19
44,T44,T44,Todd Hamilton,28.47,484,17
45,T46,T46,Ryuji Imada,28.5,399,14
46,T46,T46,Mark O'Meara,28.5,342,12
47,T46,T46,José María Olazábal,28.5,342,12
48,49,49,Woody Austin,28.52,599,21
49,50,50,Brian Davis,28.53,428,15
50,51,51,J.P. Hayes,28.55,314,11
51,52,52,Phil Mickelson,28.56,514,18
52,53,53,D.A. Points,28.57,400,14
53,54,54,Tim Clark,28.58,543,19
54,55,55,Pat Perez,28.59,486,17
55,56,56,Vaughn Taylor,28.6,572,20
56,T57,T57,Ben Curtis,28.63,229,8
57,T57,T57,Rob Rashell,28.63,229,8
58,59,59,Brett Wetterich,28.64,315,11
59,T60,T60,K.J. Choi,28.67,430,15
60,T60,T60,Richard Johnson,28.67,258,9
61,T60,T60,Jesper Parnevik,28.67,516,18
62,T63,T63,Arjun Atwal,28.69,459,16
63,T63,T63,Adam Scott,28.69,459,16
64,65,65,Mark Brooks,28.7,287,10
65,T66,T66,Patrick Sheehan,28.71,603,21
66,T66,T66,Tiger Woods,28.71,488,17
67,68,68,Justin Leonard,28.73,431,15
68,T69,T69,Ben Crane,28.76,489,17
69,T69,T69,Shigeki Maruyama,28.76,604,21
70,71,71,Brian Gay,28.78,518,18
71,72,72,Jay Haas,28.8,288,10
72,T73,T73,José Coceres,28.83,173,6
73,T73,T73,Hank Kuehne,28.83,346,12
74,75,75,Scott Verplank,28.84,548,19
75,76,76,Jim Furyk,28.86,606,21
76,T77,T77,Franklin Langham,28.87,433,15
77,T77,T77,Davis Love III,28.87,433,15
78,T77,T77,Tim Petrovic,28.87,433,15
79,80,80,Robert Damron,28.88,462,16
80,T81,T81,Marco Dawson,28.89,520,18
81,T81,T81,Jeff Hart,28.89,260,9
82,T83,T83,Tom Gillis,28.91,318,11
83,T83,T83,Matt Gogel,28.91,318,11
84,T83,T83,Brenden Pappas,28.91,318,11
85,86,86,Craig Barlow,28.92,376,13
86,87,87,John Huston,28.93,434,15
87,T88,T88,Rich Beem,29.0,203,7
88,T88,T88,Bob Estes,29.0,609,21
89,T88,T88,Charles Howell III,29.0,522,18
90,T88,T88,Brett Quigley,29.0,493,17
91,T88,T88,Kevin Sutherland,29.0,522,18
92,T88,T88,Tjaart van der Walt,29.0,261,9
93,94,94,Tim Herron,29.09,640,22
94,95,95,Dan Forsman,29.1,291,10
95,96,96,Steve Allan,29.11,524,18
96,97,97,Nick Watney,29.13,437,15
97,T98,T98,Stewart Cink,29.14,612,21
98,T98,T98,John Daly,29.14,408,14
99,T98,T98,Carlos Franco,29.14,408,14
100,T101,T101,Justin Rose,29.15,583,20
101,T101,T101,Vijay Singh,29.15,758,26
102,T103,T103,Ryan Palmer,29.17,525,18
103,T103,T103,Mike Weir,29.17,350,12
104,105,105,Michael Long,29.18,321,11
105,T106,T106,Jonathan Kaye,29.19,467,16
106,T106,T106,Peter Lonard,29.19,467,16
107,108,108,Brent Geiberger,29.2,292,10
108,T109,T109,Jason Bohn,29.22,526,18
109,T109,T109,Frank Lickliter II,29.22,526,18
110,T109,T109,Rod Pampling,29.22,526,18
111,T109,T109,Tom Pernice Jr.,29.22,672,23
112,T113,T113,Paul Claxton,29.25,351,12
113,T113,T113,J.L. Lewis,29.25,585,20
114,T113,T113,Bo Van Pelt,29.25,702,24
115,116,116,Heath Slocum,29.27,644,22
116,117,117,Hunter Mahan,29.28,527,18
117,T118,T118,Steve Elkington,29.29,410,14
118,T118,T118,Stephen Leaney,29.29,498,17
119,120,120,Padraig Harrington,29.3,293,10
120,T121,T121,Tom Byrum,29.33,440,15
121,T121,T121,Mark Hensby,29.33,440,15
122,T121,T121,Dennis Paulson,29.33,264,9
123,T121,T121,Chris Riley,29.33,264,9
124,T121,T121,Kirk Triplett,29.33,264,9
125,T126,T126,Stuart Appleby,29.35,499,17
126,T126,T126,Brian Bateman,29.35,499,17
127,T126,T126,Joey Snyder III,29.35,587,20
128,129,129,Bernhard Langer,29.36,411,14
129,130,130,Mark Calcavecchia,29.37,558,19
130,T131,T131,Roland Thatcher,29.38,382,13
131,T131,T131,Omar Uresti,29.38,470,16
132,133,133,Scott McCarron,29.4,441,15
133,134,134,Lucas Glover,29.41,500,17
134,T135,T135,Jason Allred,29.44,265,9
135,T135,T135,Kenny Perry,29.44,530,18
136,T135,T135,Loren Roberts,29.44,265,9
137,T138,T138,Paul Gow,29.46,383,13
138,T138,T138,Arron Oberholser,29.46,383,13
139,140,140,John Senden,29.48,619,21
140,T141,T141,Mathias Grönberg,29.5,354,12
141,T141,T141,Neal Lancaster,29.5,531,18
142,143,143,Steve Flesch,29.53,443,15
143,T144,T144,Harrison Frazar,29.55,591,20
144,T144,T144,Jerry Kelly,29.55,591,20
145,T144,T144,Jeff Sluman,29.55,591,20
146,T147,T147,Luke Donald,29.57,414,14
147,T147,T147,Fred Funk,29.57,621,21
148,T149,T149,Olin Browne,29.58,562,19
149,T149,T149,Andrew Magee,29.58,355,12
150,T151,T151,Sean O'Hair,29.61,681,23
151,T151,T151,Hidemichi Tanaka,29.61,533,18
152,153,153,Will MacKenzie,29.62,385,13
153,T154,T154,Steve Jones,29.63,237,8
154,T154,T154,Skip Kendall,29.63,237,8
155,156,156,Joe Durant,29.67,445,15
