,Average_Putting_Distance_-_GIR_3_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_3_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_3_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_3_Putts_ROUNDS,Average_Putting_Distance_-_GIR_3_Putts_AVG,Average_Putting_Distance_-_GIR_3_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_3_Putts_TOTAL PUTTS
43,T43,T43,Skip Kendall,80,"44' 3""",18.055999999999997,34
44,T43,T43,Frank Lickliter II,100,"44' 3""",23.36,44
45,T43,T43,Charlie Wi,67,"44' 3""",12.749,24
46,47,47,Rich Beem,66,"44' 1""",13.232999999999999,25
47,T48,T48,Franklin Langham,91,"44' 0""",16.37,31
48,T48,T48,Ted Purdy,122,"44' 0""",31.180999999999997,59
49,T50,T50,Craig Barlow,81,"43' 11""",18.961,36
50,T50,T50,Will MacKenzie,75,"43' 11""",23.193,44
51,52,52,Bo Van Pelt,112,"43' 10""",27.872,53
52,T53,T53,Steve Allan,102,"43' 9""",37.296,71
53,T53,T53,Geoff Ogilvy,97,"43' 9""",16.811,32
54,T55,T55,Stephen Leaney,89,"43' 7""",22.474,43
55,T55,T55,Brenden Pappas,51,"43' 7""",8.899,17
56,T55,T55,Kenny Perry,82,"43' 7""",21.439,41
57,T58,T58,Mathias Grönberg,60,"43' 5""",23.429000000000002,45
58,T58,T58,Tom Lehman,69,"43' 5""",11.988,23
59,T60,T60,Todd Fischer,99,"43' 4""",13.005999999999998,25
60,T60,T60,Arron Oberholser,65,"43' 4""",12.998,25
61,62,62,Phil Mickelson,81,"43' 3""",15.042,29
62,T63,T63,Chad Campbell,95,"43' 2""",16.56,32
63,T63,T63,Scott McCarron,78,"43' 2""",13.985,27
64,T63,T63,Rod Pampling,89,"43' 2""",16.053,31
65,T66,T66,David Hearn,68,"43' 1""",21.701999999999998,42
66,T66,T66,Neal Lancaster,95,"43' 1""",21.21,41
67,68,68,John Rollins,97,"42' 10""",21.584,42
68,T69,T69,Tim Herron,100,"42' 9""",19.489,38
69,T69,T69,Joey Snyder III,102,"42' 9""",22.557,44
70,T71,T71,Robert Gamez,91,"42' 7""",17.39,34
71,T71,T71,Corey Pavin,77,"42' 7""",12.78,25
72,73,73,Ryan Palmer,101,"42' 6""",15.302,30
73,T74,T74,Stephen Ames,82,"42' 5""",12.725,25
74,T74,T74,Pat Perez,89,"42' 5""",18.833,37
75,T74,T74,Craig Perks,67,"42' 5""",17.799,35
76,77,77,Chris DiMarco,83,"42' 4""",8.132,16
77,T78,T78,Lucas Glover,88,"42' 3""",17.741,35
78,T78,T78,Roland Thatcher,75,"42' 3""",28.374000000000002,56
79,80,80,Ben Crane,78,"42' 2""",11.639000000000001,23
80,81,81,Bernhard Langer,67,"42' 1""",13.63,27
81,T82,T82,Robert Damron,89,"41' 11""",19.131,38
82,T82,T82,Jerry Kelly,101,"41' 11""",14.597000000000001,29
83,T82,T82,Dennis Paulson,63,"41' 11""",14.573,29
84,T82,T82,Chris Riley,67,"41' 11""",13.067,26
85,T82,T82,Tiger Woods,76,"41' 11""",9.556000000000001,19
86,T87,T87,Jonathan Byrd,103,"41' 10""",25.613000000000003,51
87,T87,T87,Kevin Na,88,"41' 10""",18.06,36
88,T87,T87,Greg Owen,84,"41' 10""",18.076,36
89,T87,T87,Adam Scott,72,"41' 10""",12.036,24
90,91,91,Briny Baird,98,"41' 9""",23.046999999999997,46
91,T92,T92,Robert Allenby,95,"41' 8""",19.49,39
92,T92,T92,K.J. Choi,78,"41' 8""",11.009,22
93,T92,T92,Carl Pettersson,109,"41' 8""",18.497,37
94,T92,T92,Kevin Stadler,96,"41' 8""",19.984,40
95,96,96,Bradley Hughes,52,"41' 7""",14.979000000000001,30
96,T97,T97,Joe Durant,81,"41' 6""",26.886,54
97,T97,T97,Mark Hensby,70,"41' 6""",13.449000000000002,27
98,T97,T97,Darron Stiles,78,"41' 6""",19.41,39
99,T100,T100,Jeff Sluman,94,"41' 5""",16.412,33
100,T100,T100,Steve Stricker,62,"41' 5""",8.451,17
101,102,102,Danny Briggs,70,"41' 4""",18.852,38
102,T103,T103,Stuart Appleby,84,"41' 3""",13.353,27
103,T103,T103,Hunter Mahan,103,"41' 3""",17.317999999999998,35
104,T105,T105,Chris Anderson,66,"41' 2""",11.860999999999999,24
105,T105,T105,Scott Gutschewski,86,"41' 2""",15.800999999999998,32
106,T105,T105,J.L. Lewis,98,"41' 2""",20.234,41
107,T108,T108,Billy Andrade,83,"41' 1""",15.786,32
108,T108,T108,Hunter Haas,83,"41' 1""",14.799000000000001,30
109,T108,T108,Davis Love III,80,"41' 1""",14.783,30
110,T108,T108,Andrew Magee,82,"41' 1""",17.241,35
111,T112,T112,Ian Poulter,62,"41' 0""",7.38,15
112,T112,T112,Rob Rashell,65,"41' 0""",11.802999999999999,24
113,T114,T114,Doug Barron,70,"40' 11""",10.302999999999999,21
114,T114,T114,Steve Elkington,67,"40' 11""",11.289000000000001,23
115,T114,T114,Heath Slocum,103,"40' 11""",19.153,39
116,117,117,Mark Wilson,74,"40' 10""",14.705,30
117,T118,T118,Matt Davidson,53,"40' 9""",18.575,38
118,T118,T118,Tag Ridings,93,"40' 9""",17.6,36
119,T120,T120,Paul Claxton,79,"40' 8""",16.099,33
120,T120,T120,José María Olazábal,55,"40' 8""",6.831,14
121,T122,T122,Sergio Garcia,73,"40' 7""",17.541,36
122,T122,T122,Brett Quigley,96,"40' 7""",15.584000000000001,32
123,T124,T124,Jason Allred,75,"40' 5""",16.958,35
124,T124,T124,Olin Browne,99,"40' 5""",14.554,30
125,126,126,Glen Day,80,"40' 4""",17.902,37
126,T127,T127,Tommy Armour III,103,"40' 3""",20.295,42
127,T127,T127,Jim Carter,62,"40' 3""",13.047,27
128,T127,T127,Justin Leonard,78,"40' 3""",11.591,24
129,T127,T127,Thomas Levet,54,"40' 3""",13.03,27
130,T131,T131,Matt Gogel,78,"40' 2""",11.075,23
131,T131,T131,Lee Janzen,75,"40' 2""",15.894,33
132,T131,T131,Vaughn Taylor,99,"40' 2""",22.635,47
133,T134,T134,Carlos Franco,78,"40' 1""",21.143,44
134,T134,T134,Billy Mayfair,114,"40' 1""",26.449,55
135,136,136,Ryuji Imada,78,"40' 0""",14.388,30
136,137,137,Shigeki Maruyama,99,"39' 11""",15.341,32
137,138,138,Jeff Hart,63,"39' 9""",16.233,34
138,139,139,Tjaart van der Walt,56,"39' 8""",14.759,31
139,T140,T140,José Coceres,56,"39' 7""",14.254000000000001,30
140,T140,T140,Marco Dawson,82,"39' 7""",18.998,40
141,T142,T142,Fred Couples,72,"39' 6""",11.366,24
142,T142,T142,Steve Flesch,90,"39' 6""",19.915,42
143,T142,T142,John Huston,90,"39' 6""",16.585,35
144,T145,T145,Hideto Tanihara,50,"39' 5""",9.468,20
145,T145,T145,Mike Weir,71,"39' 5""",9.937000000000001,21
146,147,147,Tom Pernice Jr.,111,"39' 4""",15.568,33
147,T148,T148,Cameron Beckman,96,"39' 3""",21.191999999999997,45
148,T148,T148,Dan Forsman,52,"39' 3""",11.783,25
149,T148,T148,Brett Wetterich,76,"39' 3""",21.188000000000002,45
150,T151,T151,Steve Jones,56,"39' 2""",11.754000000000001,25
151,T151,T151,D.A. Points,94,"39' 2""",18.802,40
152,T151,T151,Nick Watney,91,"39' 2""",15.498,33
153,154,154,D.J. Brigman,76,"39' 1""",22.994,49
154,T155,T155,Fred Funk,102,"39' 0""",17.766,38
155,T155,T155,Justin Rose,99,"39' 0""",22.939,49
156,T157,T157,Dudley Hart,84,"38' 11""",13.550999999999998,29
157,T157,T157,Hidemichi Tanaka,106,"38' 11""",21.965,47
158,T157,T157,David Toms,87,"38' 11""",12.145,26
159,T157,T157,Omar Uresti,84,"38' 11""",20.08,43
160,161,161,Stewart Cink,98,"38' 10""",7.462999999999999,16
161,162,162,Glen Hnatiuk,59,"38' 9""",13.48,29
162,163,163,Mark O'Meara,66,"38' 8""",8.812999999999999,19
163,T164,T164,Brian Bateman,98,"38' 7""",16.222,35
164,T164,T164,Retief Goosen,71,"38' 7""",6.477,14
165,166,166,Daniel Chopra,108,"38' 5""",17.973,39
166,167,167,Jeff Maggert,79,"38' 4""",14.728,32
167,T168,T168,Brendan Jones,81,"38' 3""",21.121,46
168,T168,T168,Sean O'Hair,103,"38' 3""",21.593000000000004,47
169,T170,T170,Zach Johnson,96,"38' 1""",14.155999999999999,31
170,T170,T170,Patrick Sheehan,114,"38' 1""",18.294,40
171,172,172,Gavin Coles,70,"38' 0""",10.021,22
172,173,173,Brian Gay,101,"37' 10""",13.167,29
173,174,174,Arjun Atwal,65,"37' 9""",9.061,20
174,T175,T175,Alex Cejka,84,"37' 8""",19.432000000000002,43
175,T175,T175,Bob Heintz,67,"37' 8""",12.190999999999999,27
176,T175,T175,Dean Wilson,86,"37' 8""",13.109000000000002,29
177,178,178,Hank Kuehne,84,"37' 7""",15.772,35
178,179,179,Brandt Jobe,96,"37' 4""",17.011,38
179,180,180,Matt Kuchar,60,"37' 3""",10.737,24
180,181,181,Mario Tiziani,67,"37' 2""",12.034,27
181,182,182,Charles Warren,89,"36' 9""",22.500999999999998,51
182,183,183,Loren Roberts,54,"36' 8""",8.353,19
183,184,184,D.J. Trahan,81,"36' 7""",18.889,43
184,185,185,Scott Hend,75,"36' 6""",20.139,46
185,186,186,Steve Lowery,100,"36' 1""",16.904,39
186,187,187,Mark Brooks,72,"35' 9""",9.863,23
187,188,188,Woody Austin,100,"35' 7""",18.805999999999997,44
188,189,189,Freddie Jacobson,72,"35' 5""",8.083,19
189,190,190,Paul Gow,78,"35' 3""",15.224,36
190,191,191,J.P. Hayes,63,"34' 11""",10.466,25
191,192,192,Michael Long,72,"34' 10""",12.116,29
192,T193,T193,Tom Byrum,83,"34' 8""",14.556,35
193,T193,T193,Rory Sabbatini,81,"34' 8""",12.068,29
194,195,195,Jason Bohn,91,"34' 7""",12.46,30
195,196,196,Joe Ogilvie,103,"34' 6""",14.083,34
196,T197,T197,Brian Davis,75,"34' 0""",19.167,47
197,T197,T197,Peter Lonard,85,"34' 0""",9.796,24
198,199,199,Mark Calcavecchia,92,"33' 8""",15.753,39
199,200,200,Kent Jones,99,"33' 0""",17.044,43
200,201,201,Justin Bolli,65,"32' 2""",6.942,18
201,202,202,Tim Clark,92,"29' 7""",8.866,25
