,SG_Putting_RANK THIS WEEK,SG_Putting_RANK LAST WEEK,SG_Putting_PLAYER NAME,SG_Putting_ROUNDS,SG_Putting_AVERAGE,SG_Putting_TOTAL SG:PUTTING,SG_Putting_MEASURED ROUNDS
0,1,1,Ben Crane,78,0.9390000000000001,61.044,65
1,2,2,Brad Faxon,75,0.799,46.343,58
2,3,3,Len Mattiace,86,0.787,59.826,76
3,4,4,Bob Tway,87,0.736,48.582,66
4,5,5,Tiger Woods,76,0.659,36.251999999999995,55
5,6,6,Arjun Atwal,65,0.657,40.064,61
6,7,7,José María Olazábal,55,0.653,26.764,41
7,8,8,Steve Stricker,62,0.643,37.922,59
8,9,9,Brian Gay,101,0.584,54.333999999999996,93
9,T10,T10,Aaron Baddeley,84,0.575,43.735,76
10,T10,T10,Richard Johnson,50,0.575,26.428,46
11,12,12,Stewart Cink,98,0.545,38.674,71
12,13,13,Loren Roberts,54,0.54,25.928,48
13,14,14,Mark O'Meara,66,0.47,24.444000000000003,52
14,T15,T15,Tim Herron,100,0.45,35.126999999999995,78
15,T15,T15,Brenden Pappas,51,0.45,22.064,49
16,17,17,Brent Geiberger,61,0.449,23.369,52
17,18,18,Dean Wilson,86,0.442,35.338,80
18,19,19,Phillip Price,77,0.439,28.111,64
19,20,20,Stephen Ames,82,0.426,26.000999999999998,61
20,21,21,Dudley Hart,84,0.406,29.603,73
21,22,22,Kirk Triplett,55,0.397,17.469,44
22,23,23,Jesper Parnevik,84,0.386,26.252,68
23,24,24,Matt Gogel,78,0.384,26.085,68
24,25,25,Corey Pavin,77,0.38,23.156,61
25,26,26,Matt Kuchar,60,0.36700000000000005,20.572,56
26,27,27,Luke Donald,67,0.36200000000000004,14.491,40
27,28,28,Tag Ridings,93,0.36,30.27,84
28,29,29,Charlie Wi,67,0.359,21.888,61
29,30,30,Olin Browne,99,0.354,29.776999999999997,84
30,31,31,Patrick Sheehan,114,0.348,33.771,97
31,32,32,Jim Furyk,94,0.34700000000000003,24.956999999999997,72
32,33,33,Freddie Jacobson,72,0.344,19.277,56
33,34,34,Zach Johnson,96,0.33,27.421999999999997,83
34,T35,T35,Kent Jones,99,0.32899999999999996,28.921,88
35,T35,T35,Brett Quigley,96,0.32899999999999996,28.006,85
36,T37,T37,Bob Heintz,67,0.32799999999999996,20.314,62
37,T37,T37,Larry Mize,54,0.32799999999999996,15.097000000000001,46
38,39,39,Gavin Coles,70,0.317,20.307000000000002,64
39,40,40,Tom Pernice Jr.,111,0.308,27.414,89
40,41,41,David Toms,87,0.305,19.493,64
41,T42,T42,Billy Andrade,83,0.298,22.017,74
42,T42,T42,Bart Bryant,91,0.298,22.91,77
43,44,44,Charles Howell III,95,0.28300000000000003,20.398,72
44,45,45,Rory Sabbatini,81,0.27,16.2,60
45,46,46,Phil Mickelson,81,0.264,13.183,50
46,47,47,Shigeki Maruyama,99,0.261,22.218000000000004,85
47,48,48,Tjaart van der Walt,56,0.256,13.81,54
48,T49,T49,Steve Elkington,67,0.251,13.799000000000001,55
49,T49,T49,Kevin Sutherland,89,0.251,18.555999999999997,74
50,51,51,Scott McCarron,78,0.247,15.089,61
51,52,52,J.P. Hayes,63,0.22899999999999998,12.16,53
52,53,53,Chris DiMarco,83,0.225,13.245,59
53,54,54,Dan Forsman,52,0.205,9.625,47
54,55,55,Bo Van Pelt,112,0.196,18.258,93
55,T56,T56,Todd Fischer,99,0.195,17.145,88
56,T56,T56,Davis Love III,80,0.195,11.137,57
57,58,58,James Driscoll,73,0.193,12.147,63
58,59,59,Padraig Harrington,50,0.187,7.662000000000001,41
59,60,60,K.J. Choi,78,0.183,9.863,54
60,61,61,J.L. Lewis,98,0.179,14.712,82
61,62,62,Daniel Chopra,108,0.17600000000000002,16.336,93
62,63,63,Joe Ogilvie,103,0.174,13.769,79
63,64,64,Jason Allred,75,0.17,10.883,64
64,65,65,Bob Estes,92,0.16899999999999998,13.482999999999999,80
65,66,66,Darron Stiles,78,0.16699999999999998,11.667,70
66,67,67,Chad Campbell,95,0.165,12.538,76
67,68,68,Mario Tiziani,67,0.161,9.792,61
68,69,69,Vijay Singh,111,0.159,14.03,88
69,70,70,Hunter Mahan,103,0.153,14.216,93
70,T71,T71,Tom Byrum,83,0.151,11.482000000000001,76
71,T71,T71,Nick Watney,91,0.151,12.104000000000001,80
72,73,73,Brandt Jobe,96,0.15,12.339,82
73,T74,T74,Arron Oberholser,65,0.149,7.582999999999999,51
74,T74,T74,Ryan Palmer,101,0.149,12.042,81
75,76,76,Shaun Micheel,81,0.146,9.344,64
76,77,77,Bernhard Langer,67,0.145,6.662000000000001,46
77,78,78,Michael Allen,90,0.138,10.614,77
78,79,79,Hunter Haas,83,0.13699999999999998,9.98,73
79,80,80,Mark Wilson,74,0.136,8.724,64
80,81,81,Rod Pampling,89,0.134,9.404,70
81,82,82,Sean O'Hair,103,0.133,11.408,86
82,83,83,Paul Azinger,66,0.126,7.445,59
83,84,84,Geoff Ogilvy,97,0.124,9.332,75
84,85,85,Fred Funk,102,0.12,9.857999999999999,82
85,86,86,Ian Poulter,62,0.095,3.404,36
86,87,87,Retief Goosen,71,0.08800000000000001,3.804,43
87,88,88,Robert Gamez,91,0.086,6.977,81
88,89,89,Hank Kuehne,84,0.077,5.773,75
89,90,90,Briny Baird,98,0.068,6.047000000000001,89
90,91,91,Kevin Na,88,0.063,5.031000000000001,80
91,92,92,Rob Rashell,65,0.055999999999999994,3.068,55
92,93,93,Carl Pettersson,109,0.055,5.172999999999999,94
93,94,94,Scott Gutschewski,86,0.044000000000000004,3.181,72
94,T95,T95,John Cook,72,0.039,2.309,59
95,T95,T95,Glen Day,80,0.039,2.864,74
96,97,97,Duffy Waldorf,86,0.028999999999999998,2.041,71
97,98,98,Jason Bohn,91,0.027000000000000003,2.22,82
98,99,99,Adam Scott,72,0.016,0.847,52
99,100,100,Steve Flesch,90,0.015,0.94,64
100,101,101,Steve Lowery,100,0.013000000000000001,1.145,87
101,102,102,Jeff Sluman,94,0.009000000000000001,0.742,85
102,103,103,Todd Hamilton,94,0.004,0.265,75
103,104,104,Jeff Brehaut,71,-0.004,-0.256,63
104,105,105,Jerry Kelly,101,-0.008,-0.578,76
105,106,106,Mark Calcavecchia,92,-0.012,-0.956,77
106,107,107,Justin Leonard,78,-0.016,-0.903,55
107,108,108,Stephen Leaney,89,-0.019,-1.436,76
108,109,109,Lee Janzen,75,-0.023,-1.3880000000000001,60
109,110,110,Hidemichi Tanaka,106,-0.027999999999999997,-2.657,95
110,111,111,Jay Haas,54,-0.042,-1.629,39
111,T112,T112,Pat Perez,89,-0.046,-3.38,74
112,T112,T112,John Senden,101,-0.046,-4.1819999999999995,91
113,114,114,Joey Snyder III,102,-0.047,-4.359,92
114,115,115,Cameron Beckman,96,-0.052000000000000005,-4.4319999999999995,85
115,116,116,John Elliott,58,-0.054000000000000006,-2.822,52
116,117,117,Jonathan Byrd,103,-0.055999999999999994,-5.291,94
117,118,118,Marco Dawson,82,-0.06,-4.752,79
118,119,119,Matt Davidson,53,-0.062,-3.103,50
119,120,120,Harrison Frazar,105,-0.063,-5.937,94
120,121,121,Kevin Stadler,96,-0.064,-5.353,83
121,122,122,Scott Verplank,87,-0.067,-4.452,66
122,123,123,Stuart Appleby,84,-0.07200000000000001,-4.532,63
123,124,124,Tim Petrovic,97,-0.075,-6.032,80
124,125,125,Carlos Franco,78,-0.076,-5.096,67
125,126,126,Heath Slocum,103,-0.077,-6.955,90
126,127,127,Billy Mayfair,114,-0.08,-8.154,102
127,128,128,Brian Bateman,98,-0.09699999999999999,-8.378,86
128,T129,T129,Ben Curtis,65,-0.10099999999999999,-5.056,50
129,T129,T129,Lucas Glover,88,-0.10099999999999999,-7.945,79
130,T131,T131,Chris Anderson,66,-0.106,-6.166,58
131,T131,T131,Skip Kendall,80,-0.106,-7.513999999999999,71
132,133,133,John Rollins,97,-0.126,-10.444,83
133,134,134,Jeff Maggert,79,-0.133,-7.976,60
134,135,135,Franklin Langham,91,-0.138,-10.595999999999998,77
135,T136,T136,Danny Briggs,70,-0.146,-9.021,62
136,T136,T136,Charles Warren,89,-0.146,-11.857999999999999,81
137,T138,T138,Neal Lancaster,95,-0.158,-13.550999999999998,86
138,T138,T138,Jay Williamson,53,-0.158,-7.44,47
139,140,140,Justin Bolli,65,-0.161,-9.49,59
140,T141,T141,Jonathan Kaye,77,-0.16399999999999998,-10.482000000000001,64
141,T141,T141,Peter Lonard,85,-0.16399999999999998,-10.8,66
142,T141,T141,Kenny Perry,82,-0.16399999999999998,-9.834,60
143,144,144,Steve Allan,102,-0.165,-14.674000000000001,89
144,T145,T145,Tom Gillis,77,-0.17,-11.722000000000001,69
145,T145,T145,Bill Glasson,54,-0.17,-7.479,44
146,147,147,Mike Weir,71,-0.171,-8.036,47
147,148,148,Jeff Hart,63,-0.17600000000000002,-10.183,58
148,149,149,Tim Clark,92,-0.177,-11.484000000000002,65
149,150,150,Woody Austin,100,-0.17800000000000002,-16.167,91
150,151,151,Brendan Jones,81,-0.184,-13.419,73
151,152,152,Vaughn Taylor,99,-0.195,-17.558,90
152,153,153,Robert Allenby,95,-0.207,-15.130999999999998,73
153,154,154,John Huston,90,-0.214,-17.156,80
154,155,155,Mark Hensby,70,-0.228,-11.419,50
155,T156,T156,J.J. Henry,102,-0.245,-21.303,87
156,T156,T156,Justin Rose,99,-0.245,-21.794,89
157,158,158,Tommy Armour III,103,-0.24600000000000002,-22.601,92
158,159,159,Ted Purdy,122,-0.249,-24.862,100
159,160,160,Glen Hnatiuk,59,-0.25,-12.767999999999999,51
160,T161,T161,Doug Barron,70,-0.254,-16.477999999999998,65
161,T161,T161,Mathias Grönberg,60,-0.254,-14.242,56
162,163,163,Sergio Garcia,73,-0.26,-13.525,52
