,Putting_from_-__20_RANK THIS WEEK,Putting_from_-__20_RANK LAST WEEK,Putting_from_-__20_PLAYER NAME,Putting_from_-__20_ROUNDS,Putting_from_-__20_% MADE,Putting_from_-__20_ATTEMPTS,Putting_from_-__20_PUTTS MADE
0,1,1,Dan Forsman,52,13.36,292,39
1,2,2,Richard Johnson,50,11.07,280,31
2,3,3,Chris Anderson,66,10.83,314,34
3,4,4,Gavin Coles,70,10.81,370,40
4,5,5,Phil Mickelson,81,10.75,279,30
5,6,6,Tim Herron,100,10.69,421,45
6,7,7,Brad Faxon,75,10.68,309,33
7,8,8,Scott McCarron,78,10.66,366,39
8,9,9,Freddie Jacobson,72,10.24,293,30
9,10,10,Steve Lowery,100,10.06,477,48
10,11,11,Matt Gogel,78,9.93,403,40
11,12,12,Patrick Sheehan,114,9.87,557,55
12,13,13,Stuart Appleby,84,9.81,367,36
13,14,14,Thomas Levet,54,9.71,206,20
14,15,15,Brenden Pappas,51,9.7,299,29
15,16,16,Tom Gillis,77,9.64,415,40
16,17,17,Arron Oberholser,65,9.6,302,29
17,18,18,Bob Tway,87,9.58,407,39
18,19,19,Kevin Stadler,96,9.53,493,47
19,T20,T20,Arjun Atwal,65,9.51,347,33
20,T20,T20,Hunter Mahan,103,9.51,536,51
21,22,22,Tom Pernice Jr.,111,9.49,495,47
22,23,23,Mike Weir,71,9.47,243,23
23,T24,T24,Bernhard Langer,67,9.42,276,26
24,T24,T24,David Toms,87,9.42,361,34
25,26,26,Corey Pavin,77,9.41,340,32
26,27,27,Lee Janzen,75,9.2,348,32
27,28,28,Dudley Hart,84,9.15,426,39
28,29,29,Mark O'Meara,66,9.06,298,27
29,30,30,Ben Crane,78,9.04,376,34
30,31,31,Aaron Baddeley,84,9.03,421,38
31,32,32,Tim Clark,92,9.01,322,29
32,T33,T33,Chad Campbell,95,8.98,479,43
33,T33,T33,Hunter Haas,83,8.98,401,36
34,35,35,K.J. Choi,78,8.97,312,28
35,36,36,Tiger Woods,76,8.95,313,28
36,T37,T37,Phillip Price,77,8.91,359,32
37,T37,T37,Jay Williamson,53,8.91,258,23
38,39,39,Peter Lonard,85,8.88,383,34
39,40,40,Danny Briggs,70,8.87,372,33
40,41,41,Brian Bateman,98,8.86,508,45
41,42,42,Frank Lickliter II,100,8.81,511,45
42,43,43,Craig Barlow,81,8.79,387,34
43,44,44,Jeff Brehaut,71,8.73,401,35
44,45,45,Len Mattiace,86,8.69,472,41
45,46,46,Kent Jones,99,8.64,544,47
46,47,47,D.J. Trahan,81,8.6,430,37
47,48,48,Charles Howell III,95,8.59,454,39
48,T49,T49,J.L. Lewis,98,8.57,490,42
49,T49,T49,Joe Ogilvie,103,8.57,385,33
50,T49,T49,Vaughn Taylor,99,8.57,490,42
51,T52,T52,Stewart Cink,98,8.56,409,35
