,GIR_Putting_-_20-25_RANK THIS WEEK,GIR_Putting_-_20-25_RANK LAST WEEK,GIR_Putting_-_20-25_PLAYER NAME,GIR_Putting_-_20-25_ROUNDS,GIR_Putting_-_20-25_%,GIR_Putting_-_20-25_ATTEMPTS,GIR_Putting_-_20-25_PUTTS MADE
0,1,1,Brad Faxon,75,27.42,62,17.0
1,T2,T2,Richard Johnson,50,22.22,63,14.0
2,T2,T2,Corey Pavin,77,22.22,90,20.0
3,4,4,Dan Forsman,52,21.31,61,13.0
4,5,5,Arron Oberholser,65,20.31,64,13.0
5,6,6,Scott McCarron,78,20.29,69,14.0
6,7,7,Todd Fischer,99,20.0,100,20.0
7,8,8,Matt Gogel,78,19.74,76,15.0
8,9,9,Ben Crane,78,19.48,77,15.0
9,10,10,John Elliott,58,19.05,63,12.0
10,11,11,Patrick Sheehan,114,18.6,129,24.0
11,12,12,Glen Day,80,18.48,92,17.0
12,13,13,Len Mattiace,86,18.39,87,16.0
13,14,14,Frank Lickliter II,100,18.37,98,18.0
14,15,15,Phil Mickelson,81,18.33,60,11.0
15,16,16,Chad Campbell,95,18.28,93,17.0
16,17,17,Aaron Baddeley,84,17.98,89,16.0
17,18,18,Jonathan Byrd,103,17.89,123,22.0
18,19,19,Retief Goosen,71,17.54,57,10.0
19,20,20,Pat Perez,89,17.28,81,14.0
20,21,21,Peter Lonard,85,16.87,83,14.0
21,22,22,Mike Weir,71,16.67,48,8.0
22,23,23,Tiger Woods,76,16.46,79,13.0
23,24,24,Steve Stricker,62,16.13,62,10.0
24,25,25,Lee Janzen,75,16.07,56,9.0
25,26,26,Thomas Levet,54,15.91,44,7.0
26,27,27,Vaughn Taylor,99,15.67,134,21.0
27,28,28,John Cook,72,15.58,77,12.0
28,29,29,Daniel Chopra,108,15.53,103,16.0
29,30,30,Bob Estes,92,15.46,97,15.0
30,T31,T31,Stuart Appleby,84,15.38,91,14.0
31,T31,T31,Jeff Hart,63,15.38,65,10.0
