,Average_Distance_of_Birdie_putts_made_RANK THIS WEEK,Average_Distance_of_Birdie_putts_made_RANK LAST WEEK,Average_Distance_of_Birdie_putts_made_PLAYER NAME,Average_Distance_of_Birdie_putts_made_ROUNDS,Average_Distance_of_Birdie_putts_made_AVG,Average_Distance_of_Birdie_putts_made_TOT DIST. (FT),Average_Distance_of_Birdie_putts_made_TOT BIRDIE PUTTS MADE,Average_Distance_of_Birdie_putts_made_LONGEST MADE (FT),Average_Distance_of_Birdie_putts_made_SHORTEST MADE (FT)
73,T72,T72,Justin Leonard,78,"10' 2""",1818.6670000000001,179,57,"1"""
74,T72,T72,Tim Petrovic,97,"10' 2""",2578.417,253,59,"5"""
75,T72,T72,Patrick Sheehan,114,"10' 2""",3343.667,328,50,"7"""
76,T72,T72,Heath Slocum,103,"10' 2""",3120.667,306,50,"11"""
77,T72,T72,Mike Weir,71,"10' 2""",1516.8329999999999,149,46,"1"""
78,T72,T72,Mark Wilson,74,"10' 2""",2121.417,209,53,"1"""
79,T80,T80,Brian Bateman,98,"10' 1""",2681.917,265,54,"1"""
80,T80,T80,Jeff Brehaut,71,"10' 1""",2254.333,224,84,"5"""
81,T80,T80,Mark Brooks,72,"10' 1""",1643.4170000000001,163,41,"1"""
82,T80,T80,Jay Haas,54,"10' 1""",1242.75,123,87,"5"""
83,T80,T80,Franklin Langham,91,"10' 1""",2081.25,206,39,"1"""
84,T80,T80,José María Olazábal,55,"10' 1""",1481.1670000000001,147,48,"4"""
85,T80,T80,Jesper Parnevik,84,"10' 1""",2090.167,207,61,"1"""
86,T80,T80,Steve Stricker,62,"10' 1""",2220.917,221,54,"8"""
87,T80,T80,Kirk Triplett,55,"10' 1""",1454.4170000000001,144,42,"6"""
88,T89,T89,Jim Furyk,94,"10' 0""",2706.333,270,57,"6"""
89,T89,T89,Michael Long,72,"10' 0""",1863.3329999999999,186,49,"1"""
90,T89,T89,Craig Perks,67,"10' 0""",1605.9170000000001,160,53,"5"""
91,T89,T89,Mario Tiziani,67,"10' 0""",1898.0829999999999,190,42,"7"""
92,T89,T89,Nick Watney,91,"10' 0""",2709.167,272,72,"4"""
93,T94,T94,Rich Beem,66,"9' 11""",1502.0829999999999,151,49,"5"""
94,T94,T94,Ben Curtis,65,"9' 11""",1270.083,128,49,"4"""
95,T94,T94,James Driscoll,73,"9' 11""",1917.5829999999999,193,53,"4"""
96,T94,T94,Jerry Kelly,101,"9' 11""",2455.583,247,71,"1"""
97,T94,T94,Frank Lickliter II,100,"9' 11""",3026.5,306,48,"5"""
98,T94,T94,Kenny Perry,82,"9' 11""",2320.667,234,52,"4"""
99,T94,T94,Brett Quigley,96,"9' 11""",2953.333,298,48,"4"""
100,T94,T94,Darron Stiles,78,"9' 11""",2395.25,241,51,"8"""
101,T94,T94,Charles Warren,89,"9' 11""",2887.75,290,63,"5"""
102,T103,T103,Steve Allan,102,"9' 10""",2847.5,290,74,"4"""
103,T103,T103,Stephen Ames,82,"9' 10""",1983.0829999999999,201,46,"4"""
104,T103,T103,Woody Austin,100,"9' 10""",3152.083,320,53,"5"""
105,T103,T103,Aaron Baddeley,84,"9' 10""",2452.083,250,52,"1"""
106,T103,T103,Craig Barlow,81,"9' 10""",2155.583,219,47,"5"""
107,T103,T103,Cameron Beckman,96,"9' 10""",2793.917,285,60,"4"""
108,T103,T103,Alex Cejka,84,"9' 10""",1995.0,203,42,"1"""
109,T103,T103,Tim Clark,92,"9' 10""",2254.583,230,46,"9"""
110,T103,T103,Matt Davidson,53,"9' 10""",1429.5,145,39,"10"""
111,T103,T103,Todd Hamilton,94,"9' 10""",2432.583,248,47,"5"""
112,T103,T103,Jeff Hart,63,"9' 10""",1519.4170000000001,154,42,1
113,T103,T103,Bob Heintz,67,"9' 10""",2238.083,227,54,"5"""
114,T103,T103,Steve Jones,56,"9' 10""",1154.917,117,48,1
115,T103,T103,Shigeki Maruyama,99,"9' 10""",2933.667,298,53,"4"""
116,T103,T103,D.A. Points,94,"9' 10""",2530.417,258,49,"4"""
117,T103,T103,Justin Rose,99,"9' 10""",2985.167,303,54,"5"""
118,T119,T119,Billy Andrade,83,"9' 9""",2501.25,256,54,"1"""
119,T119,T119,Tommy Armour III,103,"9' 9""",2816.25,288,44,"5"""
120,T119,T119,Jonathan Byrd,103,"9' 9""",3121.0,319,69,"5"""
121,T119,T119,José Coceres,56,"9' 9""",1561.0,160,69,"5"""
122,T119,T119,Robert Damron,89,"9' 9""",2236.25,230,48,"6"""
123,T119,T119,David Hearn,68,"9' 9""",1933.9170000000001,199,41,"5"""
124,T119,T119,Ryan Palmer,101,"9' 9""",2933.583,302,48,"4"""
125,T119,T119,Brenden Pappas,51,"9' 9""",1817.8329999999999,186,76,"4"""
126,T119,T119,D.J. Trahan,81,"9' 9""",2307.083,237,47,"3"""
127,T128,T128,Harrison Frazar,105,"9' 8""",3283.583,341,60,"4"""
128,T128,T128,Tom Lehman,69,"9' 8""",1523.5829999999999,157,39,"1"""
129,T128,T128,Steve Lowery,100,"9' 8""",2973.167,307,42,"4"""
130,T128,T128,Carl Pettersson,109,"9' 8""",3110.083,323,62,"4"""
131,T128,T128,Chris Smith,93,"9' 8""",2869.5,297,48,"3"""
132,T128,T128,Kevin Sutherland,89,"9' 8""",2361.667,244,47,"1"""
133,T128,T128,Hidemichi Tanaka,106,"9' 8""",3033.75,313,62,"3"""
134,T135,T135,Michael Allen,90,"9' 7""",2385.75,250,47,"1"""
135,T135,T135,D.J. Brigman,76,"9' 7""",1803.5829999999999,188,47,"4"""
136,T135,T135,Daniel Chopra,108,"9' 7""",2983.583,310,52,"1"""
137,T135,T135,J.J. Henry,102,"9' 7""",2879.583,300,56,"3"""
138,T135,T135,Zach Johnson,96,"9' 7""",2928.5,306,53,"3"""
139,T135,T135,Rod Pampling,89,"9' 7""",2406.833,251,47,"3"""
140,T135,T135,Adam Scott,72,"9' 7""",1778.1670000000001,185,38,"8"""
141,T135,T135,Roland Thatcher,75,"9' 7""",2101.083,220,53,"7"""
142,T135,T135,Tjaart van der Walt,56,"9' 7""",1623.5829999999999,169,43,"1"""
143,T135,T135,Bo Van Pelt,112,"9' 7""",3316.5,347,48,"1"""
144,T145,T145,Jim Carter,62,"9' 6""",1158.333,122,47,"1"""
145,T145,T145,Ryuji Imada,78,"9' 6""",2021.9170000000001,213,60,"5"""
146,T145,T145,Hank Kuehne,84,"9' 6""",2365.583,248,58,"3"""
147,T145,T145,Davis Love III,80,"9' 6""",1899.25,200,46,"8"""
148,T145,T145,Greg Owen,84,"9' 6""",2264.25,239,51,"1"""
149,T145,T145,Joey Sindelar,104,"9' 6""",3209.333,338,50,"1"""
150,T151,T151,Stuart Appleby,84,"9' 5""",2016.3329999999999,215,39,"6"""
151,T151,T151,Paul Azinger,66,"9' 5""",1842.0829999999999,195,39,"1"""
152,T151,T151,Brian Davis,75,"9' 5""",2095.167,222,45,"3"""
153,T151,T151,Chris DiMarco,83,"9' 5""",1822.4170000000001,194,41,"7"""
154,T151,T151,Todd Fischer,99,"9' 5""",2652.75,282,40,"6"""
155,T151,T151,Robert Gamez,91,"9' 5""",2651.417,281,46,"4"""
156,T151,T151,Mathias Grönberg,60,"9' 5""",1664.25,177,35,"7"""
157,T151,T151,J.P. Hayes,63,"9' 5""",1782.8329999999999,189,61,"4"""
158,T151,T151,Brandt Jobe,96,"9' 5""",2631.167,279,70,"1"""
159,T151,T151,Billy Mayfair,114,"9' 5""",3213.833,341,47,"1"""
160,T151,T151,Pat Perez,89,"9' 5""",2221.333,235,43,"5"""
161,T151,T151,John Senden,101,"9' 5""",2864.917,303,50,"1"""
162,T151,T151,Hideto Tanihara,50,"9' 5""",1108.167,118,33,"6"""
163,T151,T151,Vaughn Taylor,99,"9' 5""",3053.833,324,56,"1"""
164,T151,T151,Scott Verplank,87,"9' 5""",2275.333,242,49,"5"""
165,T151,T151,Duffy Waldorf,86,"9' 5""",2262.25,241,41,"6"""
166,T167,T167,Justin Bolli,65,"9' 4""",1746.5,187,50,"6"""
167,T167,T167,Luke Donald,67,"9' 4""",1264.75,136,38,"3"""
168,T167,T167,Carlos Franco,78,"9' 4""",2058.75,220,51,"5"""
169,T167,T167,Bill Glasson,54,"9' 4""",1153.167,124,51,"9"""
170,T167,T167,Padraig Harrington,50,"9' 4""",1284.167,137,43,"5"""
171,T167,T167,Bradley Hughes,52,"9' 4""",1337.25,143,44,"4"""
172,T167,T167,Will MacKenzie,75,"9' 4""",2146.25,230,48,"3"""
173,T174,T174,Doug Barron,70,"9' 3""",2028.6670000000001,219,42,"6"""
174,T174,T174,John Huston,90,"9' 3""",2624.75,285,57,"4"""
175,T174,T174,Phil Mickelson,81,"9' 3""",1936.4170000000001,209,39,"5"""
176,T174,T174,Geoff Ogilvy,97,"9' 3""",2505.75,271,42,"4"""
177,T178,T178,Fred Couples,72,"9' 2""",1429.75,156,37,"1"""
178,T178,T178,Scott Gutschewski,86,"9' 2""",2327.583,254,34,"4"""
179,T178,T178,Mark Hensby,70,"9' 2""",1557.1670000000001,170,43,1
180,T178,T178,Jonathan Kaye,77,"9' 2""",2173.417,237,48,"4"""
181,T178,T178,Ted Purdy,122,"9' 2""",3019.583,328,43,"5"""
182,T178,T178,Omar Uresti,84,"9' 2""",2283.083,248,40,"4"""
183,T184,T184,Robert Allenby,95,"9' 0""",2325.167,258,36,"3"""
184,T184,T184,John Rollins,97,"9' 0""",2535.167,281,70,"1"""
185,T186,T186,Lucas Glover,88,"8' 11""",2407.417,270,45,"5"""
186,T186,T186,Jeff Maggert,79,"8' 11""",1866.5829999999999,210,45,"1"""
187,T186,T186,Vijay Singh,111,"8' 11""",3128.167,352,72,"1"""
188,T189,T189,Sergio Garcia,73,"8' 10""",1736.5829999999999,196,79,"3"""
189,T189,T189,Scott Hend,75,"8' 10""",1882.6670000000001,213,43,"4"""
190,T189,T189,Rocco Mediate,73,"8' 10""",1858.25,211,38,"5"""
191,T189,T189,Brett Wetterich,76,"8' 10""",2153.25,244,55,"6"""
192,T193,T193,Tag Ridings,93,"8' 9""",2785.75,318,57,"4"""
193,T193,T193,Kevin Stadler,96,"8' 9""",2445.167,279,37,"3"""
194,T195,T195,Mark Calcavecchia,92,"8' 8""",2323.25,268,60,"1"""
195,T195,T195,Neal Lancaster,95,"8' 8""",2582.917,299,51,"1"""
196,T197,T197,Joe Durant,81,"8' 7""",1937.6670000000001,225,46,"6"""
197,T197,T197,Andrew Magee,82,"8' 7""",1772.8329999999999,206,49,"8"""
198,T197,T197,Tiger Woods,76,"8' 7""",2089.25,244,47,"4"""
199,200,200,Jason Bohn,91,"8' 6""",2317.833,273,41,"5"""
200,201,201,John Daly,78,"8' 4""",1629.0829999999999,196,38,"5"""
201,202,202,Retief Goosen,71,"7' 8""",1185.583,154,26,"4"""
