,Average_Putting_Distance_-_All_2_putts_RANK THIS WEEK,Average_Putting_Distance_-_All_2_putts_RANK LAST WEEK,Average_Putting_Distance_-_All_2_putts_PLAYER NAME,Average_Putting_Distance_-_All_2_putts_ROUNDS,Average_Putting_Distance_-_All_2_putts_AVG,Average_Putting_Distance_-_All_2_putts_DISTANCE (FEET),Average_Putting_Distance_-_All_2_putts_TOTAL PUTTS
0,1,1,Kevin Sutherland,89,"25' 3""",19241.417,763
1,2,2,Len Mattiace,86,"24' 11""",18344.333,737
2,3,3,Steve Elkington,67,"24' 7""",14723.583,599
3,T4,T4,Ben Crane,78,"24' 6""",14936.417,609
4,T4,T4,Luke Donald,67,"24' 6""",10258.083,418
5,T4,T4,Brent Geiberger,61,"24' 6""",13678.75,559
6,7,7,Tjaart van der Walt,56,"24' 5""",13832.833,567
7,8,8,John Senden,101,"24' 2""",23825.0,987
8,T9,T9,Bart Bryant,91,"24' 0""",19401.75,808
9,T9,T9,Bob Tway,87,"24' 0""",16163.75,674
10,11,11,Nick Watney,91,"23' 11""",19724.167,826
11,T12,T12,Shaun Micheel,81,"23' 10""",15988.167,670
12,T12,T12,Brenden Pappas,51,"23' 10""",11518.667,484
13,T12,T12,Chris Smith,93,"23' 10""",22490.583,944
14,T15,T15,Charles Howell III,95,"23' 9""",17830.583,752
15,T15,T15,Sean O'Hair,103,"23' 9""",20522.417,865
16,T17,T17,Aaron Baddeley,84,"23' 8""",16929.25,716
17,T17,T17,Tag Ridings,93,"23' 8""",19213.917,811
18,T17,T17,John Rollins,97,"23' 8""",20495.75,866
19,T17,T17,Dean Wilson,86,"23' 8""",19290.5,816
20,T21,T21,James Driscoll,73,"23' 7""",14870.833,631
21,T21,T21,Billy Mayfair,114,"23' 7""",25195.833,1070
22,T21,T21,Kirk Triplett,55,"23' 7""",10601.75,449
23,T21,T21,Bo Van Pelt,112,"23' 7""",22243.667,943
24,25,25,Jesper Parnevik,84,"23' 6""",15864.583,675
25,T26,T26,Jason Allred,75,"23' 5""",15107.25,646
26,T26,T26,Retief Goosen,71,"23' 5""",10779.75,461
27,T26,T26,Richard Johnson,50,"23' 5""",10685.333,457
28,T26,T26,Stephen Leaney,89,"23' 5""",18561.917,794
29,T26,T26,Michael Long,72,"23' 5""",16075.917,687
30,T31,T31,Briny Baird,98,"23' 4""",22229.25,953
31,T31,T31,Brian Bateman,98,"23' 4""",21163.5,906
32,T31,T31,Matt Davidson,53,"23' 4""",11570.0,495
33,T31,T31,Bernhard Langer,67,"23' 4""",10373.167,445
34,T31,T31,José María Olazábal,55,"23' 4""",9269.667,397
35,T31,T31,Joey Snyder III,102,"23' 4""",23437.083,1006
36,T37,T37,Daniel Chopra,108,"23' 3""",21073.583,907
37,T37,T37,Lucas Glover,88,"23' 3""",18955.333,815
38,T37,T37,J.J. Henry,102,"23' 3""",21770.083,936
39,T37,T37,Scott McCarron,78,"23' 3""",14487.083,622
40,T37,T37,Rod Pampling,89,"23' 3""",16492.083,710
41,T37,T37,Patrick Sheehan,114,"23' 3""",22298.917,960
42,T43,T43,Steve Allan,102,"23' 2""",20068.417,865
43,T43,T43,Dudley Hart,84,"23' 2""",16765.417,723
44,T43,T43,Matt Kuchar,60,"23' 2""",13058.5,563
45,T43,T43,Tom Lehman,69,"23' 2""",12288.167,530
46,T43,T43,Davis Love III,80,"23' 2""",13059.667,564
47,T43,T43,Ted Purdy,122,"23' 2""",24389.333,1053
48,T43,T43,Brett Quigley,96,"23' 2""",19888.167,858
49,T43,T43,Duffy Waldorf,86,"23' 2""",16636.583,718
50,T51,T51,Tom Byrum,83,"23' 1""",18372.917,797
51,T51,T51,Chad Campbell,95,"23' 1""",18290.833,791
52,T51,T51,Sergio Garcia,73,"23' 1""",12499.417,541
53,T51,T51,Kent Jones,99,"23' 1""",20668.167,894
