,GIR_Putting_-_15-20_RANK THIS WEEK,GIR_Putting_-_15-20_RANK LAST WEEK,GIR_Putting_-_15-20_PLAYER NAME,GIR_Putting_-_15-20_ROUNDS,GIR_Putting_-_15-20_%,GIR_Putting_-_15-20_ATTEMPTS,GIR_Putting_-_15-20_PUTTS MADE
0,1,1,Shaun Micheel,81,27.47,91,25
1,2,2,Fred Couples,72,26.25,80,21
2,3,3,Joe Ogilvie,103,25.78,128,33
3,4,4,Bob Estes,92,25.6,125,32
4,5,5,Steve Stricker,62,25.58,86,22
5,6,6,John Cook,72,25.29,87,22
6,7,7,Len Mattiace,86,24.69,81,20
7,8,8,Marco Dawson,82,24.43,131,32
8,9,9,Matt Davidson,53,24.29,70,17
9,10,10,Zach Johnson,96,24.26,136,33
10,11,11,Bob Heintz,67,24.21,95,23
11,12,12,Jason Allred,75,24.1,83,20
12,13,13,Shigeki Maruyama,99,24.09,137,33
13,14,14,Ben Crane,78,24.0,100,24
14,15,15,Chris Riley,67,23.91,46,11
15,16,16,Kevin Na,88,23.85,109,26
16,17,17,Cameron Beckman,96,23.61,144,34
17,18,18,Phil Mickelson,81,23.53,68,16
18,19,19,Billy Andrade,83,23.28,116,27
19,20,20,Matt Kuchar,60,23.16,95,22
20,T21,T21,Brent Geiberger,61,23.08,65,15
21,T21,T21,Kent Jones,99,23.08,130,30
22,T23,T23,Brenden Pappas,51,22.73,66,15
23,T23,T23,Bob Tway,87,22.73,110,25
24,25,25,Mario Tiziani,67,22.55,102,23
25,26,26,Brett Quigley,96,22.54,142,32
26,T27,T27,Jonathan Byrd,103,22.22,153,34
27,T27,T27,Jim Furyk,94,22.22,117,26
28,T27,T27,Paul Gow,78,22.22,108,24
29,T27,T27,Sean O'Hair,103,22.22,144,32
30,31,31,Aaron Baddeley,84,22.12,104,23
31,32,32,José María Olazábal,55,22.06,68,15
32,33,33,Mark O'Meara,66,21.88,64,14
33,34,34,Tiger Woods,76,21.84,87,19
34,35,35,Jonathan Kaye,77,21.82,110,24
35,36,36,Olin Browne,99,21.74,161,35
36,37,37,Doug Barron,70,21.7,106,23
37,38,38,Loren Roberts,54,21.69,83,18
38,39,39,Brian Gay,101,21.66,157,34
39,40,40,James Driscoll,73,21.59,88,19
40,41,41,Kenny Perry,82,21.57,102,22
41,42,42,Briny Baird,98,21.56,167,36
42,43,43,Arron Oberholser,65,21.51,93,20
43,44,44,Davis Love III,80,21.25,80,17
44,45,45,Arjun Atwal,65,21.21,99,21
45,46,46,Chris DiMarco,83,21.0,100,21
46,47,47,Chris Anderson,66,20.99,81,17
47,48,48,Dudley Hart,84,20.98,143,30
48,49,49,Freddie Jacobson,72,20.93,86,18
49,50,50,Todd Hamilton,94,20.91,110,23
50,51,51,Steve Allan,102,20.69,145,30
51,52,52,Tim Petrovic,97,20.63,126,26
52,T53,T53,Charles Howell III,95,20.61,131,27
53,T53,T53,Jerry Kelly,101,20.61,131,27
54,T55,T55,Brian Davis,75,20.59,102,21
55,T55,T55,Harrison Frazar,105,20.59,136,28
56,57,57,Hunter Mahan,103,20.54,185,38
57,58,58,Geoff Ogilvy,97,20.34,118,24
58,59,59,Ryan Palmer,101,20.33,123,25
59,60,60,John Daly,78,20.25,79,16
60,61,61,Matt Gogel,78,20.18,109,22
61,T62,T62,Carl Pettersson,109,20.14,139,28
62,T62,T62,Dean Wilson,86,20.14,139,28
63,T64,T64,Daniel Chopra,108,20.0,150,30
64,T64,T64,Jay Haas,54,20.0,60,12
65,T64,T64,Steve Lowery,100,20.0,150,30
66,T64,T64,Jeff Maggert,79,20.0,105,21
67,T64,T64,Jeff Sluman,94,20.0,135,27
68,T64,T64,David Toms,87,20.0,115,23
69,T64,T64,Nick Watney,91,20.0,140,28
70,T64,T64,Jay Williamson,53,20.0,70,14
71,72,72,Brendan Jones,81,19.85,131,26
72,73,73,D.J. Trahan,81,19.81,106,21
73,74,74,Mathias Grönberg,60,19.77,86,17
74,75,75,Paul Azinger,66,19.75,81,16
75,76,76,John Elliott,58,19.7,66,13
76,77,77,Will MacKenzie,75,19.63,107,21
77,78,78,Sergio Garcia,73,19.59,97,19
78,79,79,Fred Funk,102,19.55,133,26
79,80,80,Brett Wetterich,76,19.47,113,22
80,81,81,Mark Calcavecchia,92,19.23,130,25
81,82,82,Bill Glasson,54,19.18,73,14
82,83,83,Steve Elkington,67,19.1,89,17
83,84,84,Charles Warren,89,18.9,127,24
84,85,85,Hunter Haas,83,18.85,122,23
85,86,86,Scott Verplank,87,18.8,117,22
86,T87,T87,Rod Pampling,89,18.75,112,21
87,T87,T87,Rob Rashell,65,18.75,64,12
88,89,89,Billy Mayfair,114,18.67,150,28
89,T90,T90,Paul Claxton,79,18.63,102,19
90,T90,T90,Vijay Singh,111,18.63,161,30
91,92,92,Frank Lickliter II,100,18.6,129,24
92,T93,T93,Craig Barlow,81,18.52,108,20
93,T93,T93,Justin Bolli,65,18.52,81,15
94,95,95,Robert Allenby,95,18.49,119,22
95,96,96,Tim Herron,100,18.4,125,23
96,97,97,Mark Hensby,70,18.39,87,16
97,98,98,Woody Austin,100,18.32,131,24
98,T99,T99,Bernhard Langer,67,18.18,77,14
99,T99,T99,Larry Mize,54,18.18,66,12
100,T99,T99,Kirk Triplett,55,18.18,66,12
101,102,102,Glen Day,80,18.1,105,19
102,103,103,Hidemichi Tanaka,106,18.06,144,26
103,104,104,Phillip Price,77,18.0,100,18
104,T105,T105,Chad Campbell,95,17.95,117,21
105,T105,T105,Stewart Cink,98,17.95,117,21
106,107,107,Corey Pavin,77,17.89,95,17
107,108,108,Bart Bryant,91,17.86,112,20
108,109,109,Robert Gamez,91,17.83,129,23
109,110,110,K.J. Choi,78,17.78,90,16
110,111,111,Ben Curtis,65,17.65,85,15
111,112,112,Stephen Leaney,89,17.59,108,19
112,113,113,John Senden,101,17.57,148,26
113,114,114,Richard Johnson,50,17.5,80,14
114,T115,T115,Padraig Harrington,50,17.46,63,11
115,T115,T115,Brandt Jobe,96,17.46,126,22
116,117,117,Lee Janzen,75,17.44,86,15
117,118,118,Glen Hnatiuk,59,17.43,109,19
118,119,119,Scott Hend,75,17.35,98,17
119,120,120,Brian Bateman,98,17.27,139,24
120,121,121,Jesper Parnevik,84,17.24,87,15
121,122,122,Michael Allen,90,17.09,117,20
122,T123,T123,Bradley Hughes,52,17.07,82,14
123,T123,T123,Charlie Wi,67,17.07,82,14
124,T125,T125,Todd Fischer,99,17.05,129,22
125,T125,T125,Kevin Sutherland,89,17.05,129,22
126,127,127,Tjaart van der Walt,56,17.02,94,16
127,128,128,Tommy Armour III,103,16.95,177,30
128,129,129,John Huston,90,16.92,130,22
129,130,130,Rory Sabbatini,81,16.87,83,14
130,T131,T131,Stephen Ames,82,16.84,95,16
131,T131,T131,Adam Scott,72,16.84,95,16
132,T133,T133,Luke Donald,67,16.67,66,11
133,T133,T133,Bo Van Pelt,112,16.67,156,26
134,135,135,Jason Bohn,91,16.55,145,24
135,136,136,J.L. Lewis,98,16.54,133,22
136,137,137,Mark Brooks,72,16.5,103,17
137,138,138,José Coceres,56,16.46,79,13
138,139,139,Justin Leonard,78,16.28,86,14
139,140,140,Mike Weir,71,16.18,68,11
140,141,141,Tom Pernice Jr.,111,16.15,130,21
141,142,142,Ian Poulter,62,16.07,56,9
142,143,143,J.J. Henry,102,16.0,125,20
143,144,144,Ted Purdy,122,15.91,176,28
144,145,145,Vaughn Taylor,99,15.83,139,22
145,146,146,Neal Lancaster,95,15.75,127,20
146,147,147,J.P. Hayes,63,15.66,83,13
147,148,148,Jeff Brehaut,71,15.63,96,15
148,149,149,Stuart Appleby,84,15.6,109,17
149,150,150,Steve Flesch,90,15.53,103,16
150,151,151,Dan Forsman,52,15.46,97,15
151,152,152,Heath Slocum,103,15.44,149,23
152,T153,T153,Joe Durant,81,15.38,130,20
153,T153,T153,Carlos Franco,78,15.38,117,18
154,T153,T153,Patrick Sheehan,114,15.38,156,24
155,156,156,Lucas Glover,88,15.32,124,19
156,157,157,Tom Byrum,83,15.25,118,18
157,158,158,Robert Damron,89,15.2,125,19
158,159,159,Pat Perez,89,15.15,99,15
159,160,160,Andrew Magee,82,15.09,106,16
160,161,161,Franklin Langham,91,15.0,120,18
161,162,162,Peter Lonard,85,14.95,107,16
162,163,163,Skip Kendall,80,14.88,121,18
163,164,164,Brad Faxon,75,14.67,75,11
164,165,165,Joey Sindelar,104,14.53,179,26
165,166,166,Gavin Coles,70,14.47,76,11
166,167,167,Justin Rose,99,14.38,146,21
167,T168,T168,Danny Briggs,70,14.29,91,13
168,T168,T168,Hank Kuehne,84,14.29,119,17
169,170,170,Jeff Hart,63,14.15,106,15
170,171,171,Rocco Mediate,73,14.14,99,14
171,172,172,John Rollins,97,14.09,149,21
172,173,173,Steve Jones,56,14.06,64,9
173,174,174,Thomas Levet,54,14.04,57,8
174,175,175,Tim Clark,92,14.0,100,14
175,176,176,D.A. Points,94,13.97,136,19
176,177,177,Scott McCarron,78,13.79,87,12
177,T178,T178,Tag Ridings,93,13.6,125,17
178,T178,T178,Duffy Waldorf,86,13.6,125,17
179,180,180,Tom Lehman,69,13.19,91,12
180,181,181,Alex Cejka,84,13.08,107,14
181,182,182,Lee Westwood,50,13.04,46,6
182,183,183,Darron Stiles,78,12.96,108,14
183,184,184,Kevin Stadler,96,12.9,124,16
184,185,185,Tom Gillis,77,12.87,101,13
185,186,186,Joey Snyder III,102,12.73,165,21
186,T187,T187,Dennis Paulson,63,12.68,71,9
187,T187,T187,Chris Smith,93,12.68,142,18
188,T187,T187,Omar Uresti,84,12.68,142,18
189,190,190,Michael Long,72,12.5,88,11
190,191,191,D.J. Brigman,76,12.37,97,12
191,192,192,Mark Wilson,74,12.12,99,12
192,193,193,David Hearn,68,12.09,91,11
193,194,194,Roland Thatcher,75,12.04,108,13
194,195,195,Rich Beem,66,11.7,94,11
195,196,196,Greg Owen,84,11.32,106,12
196,197,197,Jim Carter,62,11.27,71,8
197,198,198,Hideto Tanihara,50,10.53,57,6
198,199,199,Craig Perks,67,10.11,89,9
199,200,200,Ryuji Imada,78,9.2,87,8
200,201,201,Retief Goosen,71,8.7,69,6
201,202,202,Scott Gutschewski,86,8.46,130,11
