,3-Putt_Avoidance_-_Round_2_RANK THIS WEEK,3-Putt_Avoidance_-_Round_2_RANK LAST WEEK,3-Putt_Avoidance_-_Round_2_PLAYER NAME,3-Putt_Avoidance_-_Round_2_%,3-Putt_Avoidance_-_Round_2_TOTAL 3 PUTTS,3-Putt_Avoidance_-_Round_2_TOTAL HOLES
0,1,1,Ben Crane,0.88,3,342
1,2,2,Jesper Parnevik,0.97,4,414
2,3,3,Loren Roberts,0.98,3,306
3,4,4,Retief Goosen,1.39,4,288
4,5,5,Justin Bolli,1.45,6,414
5,6,6,Patrick Sheehan,1.47,9,612
6,7,7,Brett Quigley,1.48,8,540
7,8,8,Charlie Wi,1.59,6,378
8,9,9,Brent Geiberger,1.75,6,342
9,10,10,Justin Leonard,1.77,7,396
10,11,11,Ryuji Imada,1.78,8,450
11,T12,T12,Paul Gow,1.85,8,432
12,T12,T12,Matt Kuchar,1.85,7,378
13,T12,T12,Mark Wilson,1.85,8,432
14,15,15,Todd Fischer,1.91,11,576
15,16,16,Brandt Jobe,1.92,9,468
16,17,17,Jim Carter,1.93,8,414
17,18,18,Jonathan Kaye,1.94,7,360
18,19,19,Kirk Triplett,1.96,6,306
19,20,20,Robert Gamez,1.98,10,504
20,T21,T21,Jim Furyk,2.0,9,450
21,T21,T21,D.J. Trahan,2.0,9,450
22,T23,T23,Chris DiMarco,2.02,8,396
23,T23,T23,Brad Faxon,2.02,8,396
24,25,25,Tag Ridings,2.04,11,540
25,26,26,Stephen Leaney,2.06,10,486
26,T27,T27,Tim Clark,2.08,9,432
27,T27,T27,Luke Donald,2.08,6,288
28,T27,T27,Rod Pampling,2.08,9,432
29,T27,T27,Jay Williamson,2.08,6,288
30,31,31,Steve Stricker,2.12,8,378
31,32,32,Aaron Baddeley,2.14,10,468
32,33,33,Bob Estes,2.22,10,450
33,34,34,Lucas Glover,2.26,11,486
34,T35,T35,Paul Azinger,2.27,9,396
35,T35,T35,Gavin Coles,2.27,9,396
36,37,37,Arjun Atwal,2.29,7,306
37,T38,T38,Zach Johnson,2.3,12,522
38,T38,T38,Vijay Singh,2.3,12,522
39,40,40,Steve Elkington,2.34,8,342
40,41,41,Peter Lonard,2.35,11,468
41,T42,T42,Olin Browne,2.38,12,504
42,T42,T42,Mark O'Meara,2.38,9,378
43,T42,T42,Mario Tiziani,2.38,9,378
44,T42,T42,David Toms,2.38,9,378
45,46,46,Nick Watney,2.41,13,540
46,47,47,Scott Verplank,2.42,10,414
47,T48,T48,John Cook,2.44,11,450
48,T48,T48,Glen Day,2.44,11,450
49,T48,T48,Bob Tway,2.44,11,450
50,51,51,Brian Gay,2.51,14,558
51,52,52,Corey Pavin,2.53,10,396
52,53,53,Mark Brooks,2.55,11,432
53,T54,T54,Bart Bryant,2.56,12,468
54,T54,T54,Dean Wilson,2.56,12,468
55,56,56,Jason Bohn,2.58,13,504
56,T57,T57,Michael Allen,2.59,14,540
57,T57,T57,Briny Baird,2.59,14,540
58,T57,T57,Jay Haas,2.59,7,270
59,60,60,Hideto Tanihara,2.63,9,342
60,T61,T61,Jeff Brehaut,2.65,10,378
61,T61,T61,J.P. Hayes,2.65,10,378
62,T61,T61,Rocco Mediate,2.65,10,378
63,T64,T64,Stuart Appleby,2.66,11,414
64,T64,T64,Doug Barron,2.66,11,414
65,T64,T64,Phillip Price,2.66,11,414
66,T67,T67,Tim Herron,2.67,13,486
67,T67,T67,Andrew Magee,2.67,13,486
68,T67,T67,Rob Rashell,2.67,12,450
69,T67,T67,Justin Rose,2.67,13,486
70,T71,T71,Tommy Armour III,2.68,14,522
71,T71,T71,Jerry Kelly,2.68,14,522
72,T71,T71,Neal Lancaster,2.68,14,522
73,T74,T74,Skip Kendall,2.69,15,558
74,T74,T74,Hunter Mahan,2.69,16,594
75,T74,T74,Tom Pernice Jr.,2.69,15,558
76,T74,T74,Carl Pettersson,2.69,16,594
77,T78,T78,Robert Damron,2.78,14,504
78,T78,T78,Harrison Frazar,2.78,15,540
79,T78,T78,Bill Glasson,2.78,9,324
80,T78,T78,Scott Gutschewski,2.78,13,468
81,T78,T78,Dudley Hart,2.78,11,396
82,T78,T78,Freddie Jacobson,2.78,11,396
83,T78,T78,Pat Perez,2.78,13,468
84,T78,T78,Kevin Stadler,2.78,16,576
85,T78,T78,Duffy Waldorf,2.78,13,468
86,T78,T78,Tiger Woods,2.78,10,360
87,T88,T88,Fred Funk,2.87,15,522
88,T88,T88,Todd Hamilton,2.87,15,522
89,90,90,Hank Kuehne,2.88,14,486
90,T91,T91,Michael Long,2.89,13,450
91,T91,T91,Darron Stiles,2.89,13,450
92,93,93,Dennis Paulson,2.9,12,414
93,T94,T94,José María Olazábal,2.96,8,270
94,T94,T94,Brenden Pappas,2.96,8,270
95,96,96,John Senden,2.98,15,504
96,97,97,Stewart Cink,3.01,13,432
97,T98,T98,Jeff Maggert,3.03,12,396
98,T98,T98,Scott McCarron,3.03,12,396
99,T100,T100,Robert Allenby,3.07,16,522
100,T100,T100,Franklin Langham,3.07,16,522
101,T100,T100,Joey Sindelar,3.07,16,522
102,T100,T100,Vaughn Taylor,3.07,16,522
103,T104,T104,Matt Gogel,3.09,15,486
104,T104,T104,Ian Poulter,3.09,10,324
105,T104,T104,Jeff Sluman,3.09,15,486
106,T107,T107,Marco Dawson,3.14,13,414
107,T107,T107,Greg Owen,3.14,13,414
108,109,109,Brian Bateman,3.15,17,540
109,T110,T110,K.J. Choi,3.17,12,378
110,T110,T110,Shigeki Maruyama,3.17,16,504
111,T110,T110,Heath Slocum,3.17,16,504
112,T113,T113,Billy Andrade,3.21,15,468
113,T113,T113,Chad Campbell,3.21,15,468
114,T113,T113,Brett Wetterich,3.21,15,468
115,T116,T116,Bernhard Langer,3.22,11,342
116,T116,T116,Tom Lehman,3.22,11,342
117,T116,T116,Phil Mickelson,3.22,11,342
118,T119,T119,Ben Curtis,3.24,14,432
119,T119,T119,Bob Heintz,3.24,14,432
120,T119,T119,Will MacKenzie,3.24,14,432
121,122,122,Frank Lickliter II,3.26,17,522
122,T123,T123,Steve Flesch,3.29,16,486
123,T123,T123,Hunter Haas,3.29,16,486
124,T125,T125,Craig Barlow,3.33,15,450
125,T125,T125,Matt Davidson,3.33,12,360
126,T125,T125,James Driscoll,3.33,15,450
127,T125,T125,Glen Hnatiuk,3.33,12,360
128,T125,T125,J.L. Lewis,3.33,18,540
129,T125,T125,Billy Mayfair,3.33,18,540
130,T131,T131,Len Mattiace,3.37,20,594
131,T131,T131,Kevin Na,3.37,17,504
132,133,133,Arron Oberholser,3.4,11,324
133,134,134,Craig Perks,3.42,16,468
134,135,135,Richard Johnson,3.47,10,288
135,T136,T136,Tom Byrum,3.5,17,486
136,T136,T136,Tom Gillis,3.5,17,486
137,T136,T136,Sean O'Hair,3.5,17,486
138,T139,T139,Steve Jones,3.51,12,342
139,T139,T139,Tjaart van der Walt,3.51,12,342
140,141,141,Charles Warren,3.52,19,540
141,T142,T142,Danny Briggs,3.56,16,450
142,T142,T142,Mark Calcavecchia,3.56,16,450
143,T142,T142,Geoff Ogilvy,3.56,16,450
144,T142,T142,Kevin Sutherland,3.56,16,450
145,T146,T146,Kent Jones,3.58,20,558
146,T146,T146,Tim Petrovic,3.58,20,558
147,148,148,Chris Anderson,3.62,15,414
148,149,149,John Rollins,3.64,19,522
149,150,150,Hidemichi Tanaka,3.65,21,576
150,T151,T151,Cameron Beckman,3.7,20,540
151,T151,T151,Shaun Micheel,3.7,18,486
152,T151,T151,Joey Snyder III,3.7,20,540
153,T151,T151,Bo Van Pelt,3.7,22,594
154,T155,T155,Steve Lowery,3.76,21,558
155,T155,T155,Ted Purdy,3.76,23,612
156,157,157,Paul Claxton,3.77,19,504
157,158,158,Mark Hensby,3.8,13,342
158,159,159,Chris Smith,3.82,22,576
159,160,160,Jonathan Byrd,3.83,20,522
160,T161,T161,Padraig Harrington,3.97,10,252
161,T161,T161,Mike Weir,3.97,15,378
162,163,163,Lee Janzen,4.0,18,450
163,164,164,Mathias Grönberg,4.01,13,324
164,T165,T165,Stephen Ames,4.04,16,396
165,T165,T165,Daniel Chopra,4.04,24,594
166,T165,T165,Brian Davis,4.04,16,396
167,168,168,Bradley Hughes,4.09,14,342
168,169,169,D.A. Points,4.12,23,558
169,T170,T170,Fred Couples,4.17,15,360
170,T170,T170,Dan Forsman,4.17,12,288
171,T172,T172,Woody Austin,4.21,22,522
172,T172,T172,Joe Ogilvie,4.21,22,522
173,T174,T174,José Coceres,4.23,16,378
174,T174,T174,Jeff Hart,4.23,16,378
175,176,176,Larry Mize,4.25,13,306
176,T177,T177,J.J. Henry,4.26,23,540
177,T177,T177,Ryan Palmer,4.26,23,540
178,179,179,Brendan Jones,4.27,20,468
179,T180,T180,Davis Love III,4.29,17,396
180,T180,T180,Kenny Perry,4.29,17,396
181,T180,T180,Chris Riley,4.29,17,396
182,T183,T183,Sergio Garcia,4.32,14,324
183,T183,T183,Charles Howell III,4.32,21,486
184,T183,T183,John Huston,4.32,21,486
185,T183,T183,Adam Scott,4.32,14,324
186,187,187,John Daly,4.35,18,414
187,188,188,Lee Westwood,4.37,11,252
188,189,189,Rory Sabbatini,4.4,19,432
189,190,190,Alex Cejka,4.53,22,486
190,191,191,Jason Allred,4.56,23,504
191,192,192,Carlos Franco,4.63,20,432
192,193,193,John Elliott,4.8,19,396
193,194,194,Roland Thatcher,4.86,21,432
194,195,195,D.J. Brigman,4.89,22,450
195,196,196,Steve Allan,5.02,28,558
196,197,197,Rich Beem,5.11,23,450
197,198,198,Omar Uresti,5.14,25,486
198,199,199,David Hearn,5.32,23,432
199,200,200,Joe Durant,5.33,24,450
200,201,201,Scott Hend,5.76,28,486
201,202,202,Thomas Levet,6.79,22,324
