,Putting_from_8_RANK THIS WEEK,Putting_from_8_RANK LAST WEEK,Putting_from_8_PLAYER NAME,Putting_from_8_ROUNDS,Putting_from_8_% MADE,Putting_from_8_ATTEMPTS,Putting_from_8_PUTTS MADE
0,1,1,David Toms,87,70.91,55,39
1,2,2,Nick Watney,91,68.97,58,40
2,3,3,Rory Sabbatini,81,66.67,39,26
3,4,4,Stephen Ames,82,66.0,50,33
4,5,5,Mark O'Meara,66,65.79,38,25
5,6,6,Brenden Pappas,51,65.71,35,23
6,7,7,Sergio Garcia,73,65.63,32,21
7,8,8,Danny Briggs,70,65.52,58,38
8,9,9,Tim Herron,100,65.22,69,45
9,10,10,Tom Byrum,83,65.0,60,39
10,11,11,Tom Pernice Jr.,111,64.47,76,49
11,12,12,Ben Curtis,65,64.44,45,29
12,13,13,Gavin Coles,70,64.41,59,38
13,14,14,Arjun Atwal,65,64.06,64,41
14,15,15,Ben Crane,78,63.79,58,37
15,16,16,Brian Gay,101,63.49,63,40
16,17,17,Joe Ogilvie,103,63.16,76,48
17,18,18,Olin Browne,99,63.08,65,41
18,19,19,Mark Brooks,72,63.04,46,29
19,20,20,Jeff Sluman,94,62.5,64,40
20,21,21,Skip Kendall,80,62.3,61,38
21,22,22,Tjaart van der Walt,56,62.16,37,23
22,23,23,Ryan Palmer,101,61.97,71,44
23,24,24,Scott Verplank,87,61.9,63,39
24,25,25,Dan Forsman,52,61.76,34,21
25,26,26,Davis Love III,80,61.7,47,29
26,27,27,Jason Allred,75,61.67,60,37
27,28,28,Duffy Waldorf,86,61.54,52,32
28,29,29,Scott Gutschewski,86,61.4,57,35
29,30,30,Charlie Wi,67,61.36,44,27
30,31,31,Chris DiMarco,83,60.71,56,34
31,T32,T32,K.J. Choi,78,60.42,48,29
32,T32,T32,Carlos Franco,78,60.42,48,29
33,T34,T34,Jerry Kelly,101,60.0,50,30
34,T34,T34,Phil Mickelson,81,60.0,45,27
35,T34,T34,Corey Pavin,77,60.0,50,30
36,37,37,Darron Stiles,78,59.65,57,34
37,T38,T38,Bill Glasson,54,59.38,32,19
38,T38,T38,Freddie Jacobson,72,59.38,64,38
39,40,40,Bo Van Pelt,112,59.21,76,45
40,41,41,Matt Davidson,53,59.09,44,26
41,42,42,Tiger Woods,76,58.97,39,23
42,43,43,Andrew Magee,82,58.82,68,40
43,44,44,Zach Johnson,96,58.57,70,41
44,45,45,John Rollins,97,58.46,65,38
45,46,46,Brandt Jobe,96,58.44,77,45
46,47,47,Pat Perez,89,58.33,60,35
47,48,48,Scott McCarron,78,58.18,55,32
48,49,49,Bradley Hughes,52,57.89,38,22
49,50,50,Neal Lancaster,95,57.75,71,41
50,T51,T51,Dudley Hart,84,57.69,52,30
51,T51,T51,Justin Leonard,78,57.69,52,30
52,53,53,Steve Jones,56,57.58,33,19
53,54,54,Billy Mayfair,114,57.28,103,59
54,T55,T55,Rich Beem,66,57.14,42,24
55,T55,T55,Jeff Hart,63,57.14,49,28
56,T55,T55,Sean O'Hair,103,57.14,63,36
57,T55,T55,Steve Stricker,62,57.14,49,28
58,59,59,Brian Bateman,98,56.92,65,37
59,60,60,José María Olazábal,55,56.76,37,21
60,T61,T61,Stuart Appleby,84,56.67,60,34
61,T61,T61,Jeff Brehaut,71,56.67,60,34
62,T63,T63,James Driscoll,73,56.6,53,30
63,T63,T63,Jonathan Kaye,77,56.6,53,30
64,65,65,Glen Hnatiuk,59,56.52,46,26
65,T66,T66,Todd Fischer,99,56.45,62,35
66,T66,T66,Fred Funk,102,56.45,62,35
67,68,68,Stewart Cink,98,56.14,57,32
68,69,69,José Coceres,56,56.1,41,23
69,70,70,Lee Janzen,75,56.0,50,28
70,71,71,Brett Wetterich,76,55.77,52,29
71,72,72,Bart Bryant,91,55.56,81,45
72,73,73,Kevin Sutherland,89,55.36,56,31
73,T74,T74,Will MacKenzie,75,55.17,58,32
74,T74,T74,Jesper Parnevik,84,55.17,58,32
75,76,76,Robert Allenby,95,54.93,71,39
76,77,77,Charles Howell III,95,54.84,62,34
77,78,78,Joey Snyder III,102,54.79,73,40
78,T79,T79,Aaron Baddeley,84,54.72,53,29
79,T79,T79,John Daly,78,54.72,53,29
80,81,81,Len Mattiace,86,54.67,75,41
81,82,82,Doug Barron,70,54.41,68,37
82,T83,T83,Bob Heintz,67,54.17,48,26
83,T83,T83,Kenny Perry,82,54.17,48,26
84,85,85,Harrison Frazar,105,54.12,85,46
85,86,86,Hunter Mahan,103,54.05,74,40
86,87,87,Marco Dawson,82,53.97,63,34
87,88,88,Vaughn Taylor,99,53.95,76,41
88,T89,T89,Lucas Glover,88,53.85,52,28
89,T89,T89,Carl Pettersson,109,53.85,78,42
90,T91,T91,Mark Calcavecchia,92,53.7,54,29
91,T91,T91,Mark Wilson,74,53.7,54,29
92,93,93,Roland Thatcher,75,53.62,69,37
93,T94,T94,Glen Day,80,53.57,56,30
94,T94,T94,Retief Goosen,71,53.57,28,15
95,96,96,Jonathan Byrd,103,53.52,71,38
96,T97,T97,Woody Austin,100,53.49,86,46
97,T97,T97,Justin Bolli,65,53.49,43,23
98,T99,T99,Brendan Jones,81,53.45,58,31
99,T99,T99,Greg Owen,84,53.45,58,31
100,T101,T101,Luke Donald,67,53.33,30,16
101,T101,T101,Jim Furyk,94,53.33,60,32
102,T101,T101,Matt Kuchar,60,53.33,45,24
103,104,104,Patrick Sheehan,114,53.25,77,41
104,T105,T105,Bernhard Langer,67,53.19,47,25
105,T105,T105,Tom Lehman,69,53.19,47,25
106,107,107,Ian Poulter,62,53.13,32,17
107,T108,T108,Steve Flesch,90,53.06,49,26
108,T108,T108,Phillip Price,77,53.06,49,26
109,110,110,Kevin Na,88,52.87,87,46
110,111,111,Daniel Chopra,108,52.63,76,40
111,112,112,Steve Allan,102,52.54,59,31
112,T113,T113,D.A. Points,94,52.17,69,36
113,T113,T113,Rob Rashell,65,52.17,46,24
114,115,115,Charles Warren,89,52.11,71,37
115,116,116,Scott Hend,75,52.08,48,25
116,117,117,Jeff Maggert,79,52.0,50,26
117,118,118,Tag Ridings,93,51.95,77,40
118,119,119,Michael Allen,90,51.85,54,28
119,120,120,Alex Cejka,84,51.79,56,29
120,T121,T121,J.P. Hayes,63,51.72,29,15
121,T121,T121,Omar Uresti,84,51.72,58,30
122,123,123,Craig Barlow,81,51.61,62,32
123,124,124,Jason Bohn,91,51.52,66,34
124,125,125,John Huston,90,51.43,70,36
125,126,126,Kent Jones,99,51.32,76,39
126,127,127,Cameron Beckman,96,51.19,84,43
