,3-Putt_Avoidance_-_5-10_RANK THIS WEEK,3-Putt_Avoidance_-_5-10_RANK LAST WEEK,3-Putt_Avoidance_-_5-10_PLAYER NAME,3-Putt_Avoidance_-_5-10_ROUNDS,3-Putt_Avoidance_-_5-10_%,3-Putt_Avoidance_-_5-10_TOTAL 3 PUTTS,3-Putt_Avoidance_-_5-10_ATTEMPTS,3-Putt_Avoidance_-_5-10_2 PUTT OR BETTER %
0,T1,T1,Chris Anderson,66,0.0,,236,100.0
1,T1,T1,Stuart Appleby,84,0.0,,222,100.0
2,T1,T1,Arjun Atwal,65,0.0,,224,100.0
3,T1,T1,Rich Beem,66,0.0,,170,100.0
4,T1,T1,Justin Bolli,65,0.0,,223,100.0
5,T1,T1,Bart Bryant,91,0.0,,268,100.0
6,T1,T1,Jonathan Byrd,103,0.0,,329,100.0
7,T1,T1,K.J. Choi,78,0.0,,194,100.0
8,T1,T1,John Cook,72,0.0,,215,100.0
9,T1,T1,John Daly,78,0.0,,198,100.0
10,T1,T1,Matt Davidson,53,0.0,,178,100.0
11,T1,T1,Chris DiMarco,83,0.0,,222,100.0
12,T1,T1,Luke Donald,67,0.0,,136,100.0
13,T1,T1,Steve Elkington,67,0.0,,175,100.0
14,T1,T1,Brad Faxon,75,0.0,,220,100.0
15,T1,T1,Carlos Franco,78,0.0,,234,100.0
16,T1,T1,Brent Geiberger,61,0.0,,163,100.0
17,T1,T1,Bill Glasson,54,0.0,,181,100.0
18,T1,T1,Retief Goosen,71,0.0,,153,100.0
19,T1,T1,Jay Haas,54,0.0,,122,100.0
20,T1,T1,Padraig Harrington,50,0.0,,151,100.0
21,T1,T1,Steve Jones,56,0.0,,169,100.0
22,T1,T1,Brendan Jones,81,0.0,,267,100.0
23,T1,T1,Jerry Kelly,101,0.0,,259,100.0
24,T1,T1,Stephen Leaney,89,0.0,,245,100.0
25,T1,T1,Justin Leonard,78,0.0,,197,100.0
26,T1,T1,J.L. Lewis,98,0.0,,327,100.0
27,T1,T1,Davis Love III,80,0.0,,195,100.0
28,T1,T1,Scott McCarron,78,0.0,,208,100.0
29,T1,T1,Shaun Micheel,81,0.0,,220,100.0
30,T1,T1,Phil Mickelson,81,0.0,,197,100.0
31,T1,T1,Larry Mize,54,0.0,,161,100.0
32,T1,T1,Sean O'Hair,103,0.0,,282,100.0
33,T1,T1,José María Olazábal,55,0.0,,147,100.0
34,T1,T1,Greg Owen,84,0.0,,239,100.0
35,T1,T1,Rod Pampling,89,0.0,,222,100.0
36,T1,T1,Corey Pavin,77,0.0,,211,100.0
37,T1,T1,Kenny Perry,82,0.0,,204,100.0
38,T1,T1,Ted Purdy,122,0.0,,311,100.0
39,T1,T1,Rob Rashell,65,0.0,,205,100.0
40,T1,T1,Tag Ridings,93,0.0,,297,100.0
41,T1,T1,Chris Riley,67,0.0,,142,100.0
42,T1,T1,Loren Roberts,54,0.0,,154,100.0
43,T1,T1,John Senden,101,0.0,,294,100.0
44,T1,T1,Joey Sindelar,104,0.0,,345,100.0
45,T1,T1,Chris Smith,93,0.0,,248,100.0
46,T1,T1,Joey Snyder III,102,0.0,,297,100.0
47,T1,T1,Steve Stricker,62,0.0,,226,100.0
48,T1,T1,David Toms,87,0.0,,238,100.0
49,T1,T1,Bob Tway,87,0.0,,215,100.0
50,T1,T1,Lee Westwood,50,0.0,,113,100.0
51,T1,T1,Charlie Wi,67,0.0,,256,100.0
52,T1,T1,Dean Wilson,86,0.0,,287,100.0
53,54,54,Harrison Frazar,105,0.27,1.0,365,99.7
54,T55,T55,Todd Fischer,99,0.3,1.0,333,99.7
55,T55,T55,Brett Quigley,96,0.3,1.0,329,99.7
56,T55,T55,Justin Rose,99,0.3,1.0,328,99.7
57,T58,T58,Kent Jones,99,0.31,1.0,322,99.6
58,T58,T58,Tom Pernice Jr.,111,0.31,1.0,320,99.6
59,T58,T58,Patrick Sheehan,114,0.31,1.0,322,99.6
60,T61,T61,Brian Gay,101,0.32,1.0,314,99.6
61,T61,T61,Zach Johnson,96,0.32,1.0,309,99.6
62,T63,T63,Briny Baird,98,0.33,1.0,303,99.6
63,T63,T63,Shigeki Maruyama,99,0.33,1.0,306,99.6
64,T63,T63,Tim Petrovic,97,0.33,1.0,307,99.6
65,T66,T66,Cameron Beckman,96,0.34,1.0,296,99.6
66,T66,T66,Fred Funk,102,0.34,1.0,296,99.6
67,T66,T66,John Huston,90,0.34,1.0,291,99.6
68,T66,T66,Bo Van Pelt,112,0.34,1.0,292,99.6
69,T70,T70,Geoff Ogilvy,97,0.35,1.0,288,99.6
70,T70,T70,Jeff Sluman,94,0.35,1.0,287,99.6
71,T72,T72,Olin Browne,99,0.36,1.0,279,99.6
72,T72,T72,Todd Hamilton,94,0.36,1.0,275,99.6
73,T72,T72,Andrew Magee,82,0.36,1.0,277,99.6
74,T75,T75,Stewart Cink,98,0.37,1.0,267,99.6
75,T75,T75,J.J. Henry,102,0.37,1.0,271,99.6
76,T75,T75,Len Mattiace,86,0.37,1.0,267,99.6
77,T78,T78,Tom Byrum,83,0.38,1.0,263,99.6
78,T78,T78,Bob Estes,92,0.38,1.0,266,99.6
79,T78,T78,Tom Gillis,77,0.38,1.0,263,99.6
80,T78,T78,Will MacKenzie,75,0.38,1.0,260,99.6
81,T78,T78,Scott Verplank,87,0.38,1.0,263,99.6
82,T83,T83,Hank Kuehne,84,0.39,1.0,257,99.6
83,T83,T83,Charles Warren,89,0.39,1.0,257,99.6
84,T85,T85,Dudley Hart,84,0.4,1.0,248,99.6
85,T85,T85,Jesper Parnevik,84,0.4,1.0,247,99.6
86,T87,T87,Jason Allred,75,0.41,1.0,242,99.5
87,T87,T87,Paul Azinger,66,0.41,1.0,241,99.5
88,T87,T87,Paul Gow,78,0.41,1.0,246,99.5
89,T87,T87,Scott Gutschewski,86,0.41,1.0,246,99.5
90,T87,T87,Hunter Haas,83,0.41,1.0,243,99.5
91,T87,T87,Brett Wetterich,76,0.41,1.0,245,99.5
92,T93,T93,Darron Stiles,78,0.43,1.0,230,99.5
93,T93,T93,Nick Watney,91,0.43,1.0,235,99.5
94,T95,T95,Jeff Brehaut,71,0.44,1.0,225,99.5
95,T95,T95,Mark Brooks,72,0.44,1.0,228,99.5
96,T95,T95,Steve Flesch,90,0.44,1.0,229,99.5
97,T98,T98,Danny Briggs,70,0.45,1.0,221,99.5
98,T98,T98,Kevin Sutherland,89,0.45,1.0,223,99.5
99,T100,T100,D.J. Brigman,76,0.47,1.0,214,99.5
100,T100,T100,Jim Carter,62,0.47,1.0,213,99.5
101,T100,T100,Brian Davis,75,0.47,1.0,215,99.5
102,T100,T100,James Driscoll,73,0.47,1.0,214,99.5
103,T100,T100,Lee Janzen,75,0.47,1.0,211,99.5
104,T100,T100,Phillip Price,77,0.47,1.0,212,99.5
105,T106,T106,Matt Gogel,78,0.48,1.0,210,99.5
106,T106,T106,Jeff Hart,63,0.48,1.0,208,99.5
107,108,108,Mario Tiziani,67,0.49,1.0,205,99.5
108,109,109,Tiger Woods,76,0.5,1.0,201,99.5
109,110,110,Craig Perks,67,0.51,1.0,198,99.4
110,T111,T111,J.P. Hayes,63,0.52,1.0,194,99.4
111,T111,T111,Mark O'Meara,66,0.52,1.0,192,99.4
112,113,113,Arron Oberholser,65,0.56,1.0,177,99.4
113,T114,T114,Mathias Grönberg,60,0.58,1.0,173,99.4
114,T114,T114,Mark Hensby,70,0.58,1.0,171,99.4
115,T114,T114,Jay Williamson,53,0.58,1.0,171,99.4
116,117,117,Hidemichi Tanaka,106,0.59,2.0,338,99.4
117,T118,T118,Dan Forsman,52,0.63,1.0,159,99.3
118,T118,T118,Richard Johnson,50,0.63,1.0,160,99.3
119,T118,T118,Bernhard Langer,67,0.63,1.0,159,99.3
120,T118,T118,Vijay Singh,111,0.63,2.0,317,99.3
121,122,122,Brenden Pappas,51,0.64,1.0,156,99.3
122,T123,T123,Robert Damron,89,0.65,2.0,308,99.3
123,T123,T123,Ryan Palmer,101,0.65,2.0,309,99.3
124,125,125,Robert Gamez,91,0.67,2.0,300,99.3
125,T126,T126,Tommy Armour III,103,0.68,2.0,295,99.3
126,T126,T126,Fred Couples,72,0.68,1.0,146,99.3
127,128,128,Steve Allan,102,0.69,2.0,291,99.3
128,129,129,Jason Bohn,91,0.7,2.0,285,99.3
129,T130,T130,Alex Cejka,84,0.71,2.0,280,99.2
130,T130,T130,Ian Poulter,62,0.71,1.0,140,99.2
131,132,132,Lucas Glover,88,0.72,2.0,278,99.2
132,133,133,Marco Dawson,82,0.73,2.0,274,99.2
133,134,134,Aaron Baddeley,84,0.74,2.0,272,99.2
134,135,135,Robert Allenby,95,0.75,2.0,266,99.2
135,T136,T136,Tim Herron,100,0.76,2.0,263,99.2
136,T136,T136,Ryuji Imada,78,0.76,2.0,263,99.2
137,T136,T136,Thomas Levet,54,0.76,1.0,132,99.2
138,139,139,Rocco Mediate,73,0.77,2.0,260,99.2
139,140,140,Michael Allen,90,0.79,2.0,253,99.2
140,T141,T141,Glen Day,80,0.8,2.0,251,99.2
141,T141,T141,Jim Furyk,94,0.8,2.0,249,99.2
142,T143,T143,Ben Crane,78,0.81,2.0,247,99.1
143,T143,T143,Omar Uresti,84,0.81,2.0,246,99.1
144,T145,T145,Charles Howell III,95,0.82,2.0,245,99.1
145,T145,T145,Franklin Langham,91,0.82,2.0,245,99.1
146,T147,T147,Craig Barlow,81,0.83,2.0,242,99.1
147,T147,T147,Roland Thatcher,75,0.83,2.0,242,99.1
148,T149,T149,Freddie Jacobson,72,0.84,2.0,239,99.1
149,T149,T149,Duffy Waldorf,86,0.84,2.0,237,99.1
150,T151,T151,Paul Claxton,79,0.86,2.0,233,99.1
151,T151,T151,Peter Lonard,85,0.86,2.0,233,99.1
152,T151,T151,Michael Long,72,0.86,2.0,233,99.1
153,154,154,Mark Wilson,74,0.87,2.0,229,99.1
