,Average_Putting_Distance_-_GIR_1_Putts_RANK THIS WEEK,Average_Putting_Distance_-_GIR_1_Putts_RANK LAST WEEK,Average_Putting_Distance_-_GIR_1_Putts_PLAYER NAME,Average_Putting_Distance_-_GIR_1_Putts_ROUNDS,Average_Putting_Distance_-_GIR_1_Putts_AVG,Average_Putting_Distance_-_GIR_1_Putts_DISTANCE (FEET),Average_Putting_Distance_-_GIR_1_Putts_TOTAL PUTTS
0,1,1,Dan Forsman,52,"12' 11""",1965.6670000000001,152
1,2,2,Matt Gogel,78,"12' 9""",2332.25,183
2,3,3,Chris Anderson,66,"12' 7""",2133.25,170
3,4,4,Bob Tway,87,"12' 5""",2626.25,212
4,T5,T5,Kent Jones,99,"12' 4""",3541.75,288
5,T5,T5,Matt Kuchar,60,"12' 4""",1895.6670000000001,154
6,T7,T7,Steve Elkington,67,"12' 3""",1957.75,160
7,T7,T7,Charles Howell III,95,"12' 3""",2694.25,220
8,T7,T7,Shaun Micheel,81,"12' 3""",2251.583,184
9,10,10,Thomas Levet,54,"12' 2""",1092.0,90
10,T11,T11,Gavin Coles,70,"12' 1""",2206.25,182
11,T11,T11,Brenden Pappas,51,"12' 1""",2013.8329999999999,167
12,T13,T13,Brian Gay,101,"11' 10""",3239.0,274
13,T13,T13,Freddie Jacobson,72,"11' 10""",1984.9170000000001,168
14,T13,T13,Mark O'Meara,66,"11' 10""",1639.5829999999999,139
15,T16,T16,Brent Geiberger,61,"11' 9""",1641.4170000000001,140
16,T16,T16,Tom Gillis,77,"11' 9""",2257.333,192
17,T16,T16,Len Mattiace,86,"11' 9""",2337.417,199
18,T16,T16,Joey Snyder III,102,"11' 9""",3061.25,261
19,T20,T20,Dudley Hart,84,"11' 8""",2661.333,228
20,T20,T20,Tim Herron,100,"11' 8""",3176.667,273
21,T20,T20,Scott McCarron,78,"11' 8""",2037.5829999999999,175
22,T23,T23,Paul Claxton,79,"11' 7""",2137.0,184
23,T23,T23,John Cook,72,"11' 7""",2059.083,178
24,T23,T23,Richard Johnson,50,"11' 7""",1787.5829999999999,154
25,T23,T23,Bernhard Langer,67,"11' 7""",1610.75,139
26,T23,T23,Tom Pernice Jr.,111,"11' 7""",2930.083,253
27,T28,T28,Briny Baird,98,"11' 6""",3163.25,276
28,T28,T28,Brian Bateman,98,"11' 6""",2752.917,240
29,T28,T28,Lee Westwood,50,"11' 6""",1095.667,95
30,T31,T31,Danny Briggs,70,"11' 5""",1952.25,171
31,T31,T31,Bob Estes,92,"11' 5""",2884.083,253
32,T31,T31,Hunter Haas,83,"11' 5""",2651.5,232
33,T31,T31,Michael Long,72,"11' 5""",1958.4170000000001,171
34,T31,T31,Hunter Mahan,103,"11' 5""",3447.5,303
35,T31,T31,Sean O'Hair,103,"11' 5""",3020.667,264
36,T31,T31,Jesper Parnevik,84,"11' 5""",2098.083,184
37,T31,T31,Dennis Paulson,63,"11' 5""",1645.0829999999999,144
38,T31,T31,Rob Rashell,65,"11' 5""",1643.9170000000001,144
39,T31,T31,Nick Watney,91,"11' 5""",2617.417,230
40,T31,T31,Jay Williamson,53,"11' 5""",1506.8329999999999,132
41,T31,T31,Dean Wilson,86,"11' 5""",2809.917,247
42,T43,T43,Chad Campbell,95,"11' 4""",2814.333,248
43,T43,T43,John Elliott,58,"11' 4""",1595.9170000000001,141
44,T43,T43,Steve Flesch,90,"11' 4""",2015.25,178
45,T43,T43,Peter Lonard,85,"11' 4""",2181.833,192
46,T43,T43,David Toms,87,"11' 4""",2587.417,229
47,T48,T48,Jason Allred,75,"11' 3""",1748.5,156
48,T48,T48,Bart Bryant,91,"11' 3""",2931.667,261
49,T48,T48,Jonathan Byrd,103,"11' 3""",3122.333,277
50,T48,T48,Stewart Cink,98,"11' 3""",2626.75,233
51,T48,T48,Ben Crane,78,"11' 3""",2481.417,221
52,T48,T48,Glen Hnatiuk,59,"11' 3""",1713.0,152
53,T48,T48,Lee Janzen,75,"11' 3""",2018.0829999999999,180
54,T48,T48,Skip Kendall,80,"11' 3""",2074.167,184
55,T48,T48,Larry Mize,54,"11' 3""",1588.1670000000001,141
56,T48,T48,Corey Pavin,77,"11' 3""",2144.667,190
57,T58,T58,Steve Allan,102,"11' 2""",2914.75,262
58,T58,T58,Jeff Brehaut,71,"11' 2""",2217.167,199
59,T58,T58,James Driscoll,73,"11' 2""",2022.4170000000001,181
60,T58,T58,Brad Faxon,75,"11' 2""",2142.667,192
61,T58,T58,Brendan Jones,81,"11' 2""",2300.833,206
62,T58,T58,Stephen Leaney,89,"11' 2""",2527.0,227
63,T58,T58,Arron Oberholser,65,"11' 2""",1813.0829999999999,162
64,T58,T58,Joe Ogilvie,103,"11' 2""",2893.75,259
65,T58,T58,Phillip Price,77,"11' 2""",2199.333,197
66,T58,T58,Rory Sabbatini,81,"11' 2""",2128.5,190
67,T58,T58,Charlie Wi,67,"11' 2""",2160.583,193
68,T69,T69,Tom Byrum,83,"11' 1""",2359.667,213
69,T69,T69,K.J. Choi,78,"11' 1""",1923.3329999999999,173
70,T69,T69,Marco Dawson,82,"11' 1""",2871.75,260
71,T69,T69,Glen Day,80,"11' 1""",2445.917,221
72,T69,T69,Harrison Frazar,105,"11' 1""",3203.917,288
73,T69,T69,Jay Haas,54,"11' 1""",1216.417,110
74,T69,T69,Steve Lowery,100,"11' 1""",3102.5,279
75,T69,T69,Ryan Palmer,101,"11' 1""",2957.417,267
76,T69,T69,Loren Roberts,54,"11' 1""",1559.5829999999999,141
77,T69,T69,Charles Warren,89,"11' 1""",2900.5,261
78,T79,T79,Arjun Atwal,65,"11' 0""",2423.167,221
79,T79,T79,Fred Funk,102,"11' 0""",2519.917,229
80,T79,T79,Paul Gow,78,"11' 0""",2139.917,194
81,T79,T79,Mathias Grönberg,60,"11' 0""",1732.5,157
82,T79,T79,Steve Jones,56,"11' 0""",1184.5,108
83,T79,T79,Hank Kuehne,84,"11' 0""",2395.5,218
84,T79,T79,Kevin Na,88,"11' 0""",2569.417,234
85,T79,T79,Tim Petrovic,97,"11' 0""",2594.083,236
86,T79,T79,D.A. Points,94,"11' 0""",2544.75,231
87,T79,T79,Patrick Sheehan,114,"11' 0""",3312.5,302
88,T79,T79,Mario Tiziani,67,"11' 0""",1948.0829999999999,177
89,T79,T79,D.J. Trahan,81,"11' 0""",2360.0,215
90,T91,T91,Stephen Ames,82,"10' 11""",2005.8329999999999,184
91,T91,T91,Woody Austin,100,"10' 11""",3069.5,282
92,T91,T91,J.L. Lewis,98,"10' 11""",2877.917,263
93,T91,T91,Craig Perks,67,"10' 11""",1600.0,147
94,T91,T91,Ian Poulter,62,"10' 11""",1121.167,103
95,T91,T91,Jeff Sluman,94,"10' 11""",2771.5,254
96,T97,T97,Craig Barlow,81,"10' 10""",2148.417,198
97,T97,T97,Olin Browne,99,"10' 10""",2945.667,272
98,T97,T97,Daniel Chopra,108,"10' 10""",2912.0,269
99,T97,T97,José María Olazábal,55,"10' 10""",1442.4170000000001,133
100,T97,T97,Chris Riley,67,"10' 10""",1123.167,104
101,T97,T97,John Senden,101,"10' 10""",2855.5,263
102,T97,T97,Chris Smith,93,"10' 10""",2766.833,255
103,T97,T97,Kirk Triplett,55,"10' 10""",1427.0,132
104,T97,T97,Mike Weir,71,"10' 10""",1489.8329999999999,138
105,T106,T106,Tommy Armour III,103,"10' 9""",2859.167,265
106,T106,T106,Rich Beem,66,"10' 9""",1474.0829999999999,137
107,T106,T106,Ben Curtis,65,"10' 9""",1265.5,118
108,T106,T106,Justin Rose,99,"10' 9""",2921.5,271
109,T106,T106,Heath Slocum,103,"10' 9""",3115.75,289
110,T106,T106,Steve Stricker,62,"10' 9""",2188.583,204
111,T112,T112,Billy Andrade,83,"10' 8""",2522.0,236
112,T112,T112,Aaron Baddeley,84,"10' 8""",2467.0,231
113,T112,T112,Padraig Harrington,50,"10' 8""",1351.9170000000001,127
114,T112,T112,Brandt Jobe,96,"10' 8""",2644.083,247
115,T112,T112,Frank Lickliter II,100,"10' 8""",2924.25,275
116,T112,T112,Brett Quigley,96,"10' 8""",2861.0,268
117,T118,T118,Alex Cejka,84,"10' 7""",1949.5829999999999,184
118,T118,T118,Tim Clark,92,"10' 7""",2239.25,212
119,T118,T118,Matt Davidson,53,"10' 7""",1404.8329999999999,133
120,T118,T118,Jim Furyk,94,"10' 7""",2744.833,260
121,T118,T118,Bradley Hughes,52,"10' 7""",1301.5,123
122,T118,T118,Jerry Kelly,101,"10' 7""",2385.0,225
123,T118,T118,Franklin Langham,91,"10' 7""",2054.167,194
124,T118,T118,Shigeki Maruyama,99,"10' 7""",2886.25,272
125,T118,T118,Greg Owen,84,"10' 7""",2237.833,211
126,T118,T118,Kenny Perry,82,"10' 7""",2290.75,216
127,T118,T118,Carl Pettersson,109,"10' 7""",3081.333,291
128,T118,T118,Darron Stiles,78,"10' 7""",2363.583,224
129,T118,T118,Tjaart van der Walt,56,"10' 7""",1554.0829999999999,147
130,T118,T118,Mark Wilson,74,"10' 7""",2142.333,203
131,T132,T132,Mark Brooks,72,"10' 6""",1642.25,156
132,T132,T132,Brian Davis,75,"10' 6""",2183.75,208
133,T132,T132,Todd Hamilton,94,"10' 6""",2399.583,228
134,T132,T132,Bob Heintz,67,"10' 6""",2250.917,214
135,T132,T132,J.J. Henry,102,"10' 6""",2831.333,270
136,T132,T132,Ryuji Imada,78,"10' 6""",2009.1670000000001,192
137,T132,T132,Justin Leonard,78,"10' 6""",1793.1670000000001,171
138,T132,T132,Davis Love III,80,"10' 6""",1927.9170000000001,184
139,T132,T132,Rod Pampling,89,"10' 6""",2338.167,223
140,T132,T132,Kevin Stadler,96,"10' 6""",2607.5,249
141,T142,T142,Robert Damron,89,"10' 5""",2220.75,214
142,T142,T142,Carlos Franco,78,"10' 5""",2058.417,198
143,T142,T142,David Hearn,68,"10' 5""",1965.0,188
144,T142,T142,Adam Scott,72,"10' 5""",1732.8329999999999,166
145,T142,T142,Hidemichi Tanaka,106,"10' 5""",3051.583,292
146,T142,T142,Bo Van Pelt,112,"10' 5""",3313.083,318
147,T148,T148,Stuart Appleby,84,"10' 4""",1962.4170000000001,190
148,T148,T148,Cameron Beckman,96,"10' 4""",2731.083,264
149,T148,T148,D.J. Brigman,76,"10' 4""",1749.8329999999999,169
150,T148,T148,Scott Hend,75,"10' 4""",1892.5829999999999,183
151,T148,T148,Zach Johnson,96,"10' 4""",2861.667,278
152,T148,T148,Tom Lehman,69,"10' 4""",1488.25,144
153,T148,T148,Billy Mayfair,114,"10' 4""",3253.5,316
154,T148,T148,Ted Purdy,122,"10' 4""",2888.583,280
155,T148,T148,Kevin Sutherland,89,"10' 4""",2295.667,223
156,T148,T148,Duffy Waldorf,86,"10' 4""",2249.5,218
157,T158,T158,Jeff Hart,63,"10' 3""",1564.25,153
158,T158,T158,Mark Hensby,70,"10' 3""",1552.9170000000001,151
159,T158,T158,Phil Mickelson,81,"10' 3""",1848.4170000000001,181
160,T161,T161,Robert Allenby,95,"10' 2""",2357.917,231
161,T161,T161,Paul Azinger,66,"10' 2""",1813.75,178
162,T161,T161,Robert Gamez,91,"10' 2""",2683.5,264
163,T161,T161,Sergio Garcia,73,"10' 2""",1721.25,170
164,T161,T161,Lucas Glover,88,"10' 2""",2482.167,244
165,T161,T161,Scott Gutschewski,86,"10' 2""",2265.25,223
166,T161,T161,Pat Perez,89,"10' 2""",2204.417,216
167,T161,T161,John Rollins,97,"10' 2""",2473.167,244
168,T161,T161,Joey Sindelar,104,"10' 2""",3133.25,307
169,T161,T161,Vaughn Taylor,99,"10' 2""",3019.75,297
170,T161,T161,Roland Thatcher,75,"10' 2""",2098.917,207
171,T172,T172,José Coceres,56,"10' 1""",1543.25,153
172,T172,T172,Chris DiMarco,83,"10' 1""",1891.25,188
173,T172,T172,John Huston,90,"10' 1""",2631.75,260
174,T172,T172,Will MacKenzie,75,"10' 1""",2106.083,209
175,T172,T172,Tiger Woods,76,"10' 1""",2147.667,213
176,T177,T177,J.P. Hayes,63,"10' 0""",1777.5829999999999,178
177,T177,T177,Hideto Tanihara,50,"10' 0""",1106.75,111
178,T179,T179,Jim Carter,62,"9' 11""",1153.083,116
179,T179,T179,Fred Couples,72,"9' 11""",1469.0829999999999,148
180,T179,T179,Omar Uresti,84,"9' 11""",2280.417,229
181,T179,T179,Scott Verplank,87,"9' 11""",2217.75,224
182,T183,T183,Michael Allen,90,"9' 10""",2378.667,241
183,T183,T183,Justin Bolli,65,"9' 10""",1716.75,174
184,T183,T183,Geoff Ogilvy,97,"9' 10""",2494.833,254
185,T183,T183,Vijay Singh,111,"9' 10""",3128.917,317
186,T187,T187,Jonathan Kaye,77,"9' 9""",2113.75,216
187,T187,T187,Brett Wetterich,76,"9' 9""",2158.917,222
188,T189,T189,Doug Barron,70,"9' 8""",2014.9170000000001,209
189,T189,T189,Jason Bohn,91,"9' 8""",2353.583,244
190,T189,T189,Mark Calcavecchia,92,"9' 8""",2334.583,241
191,T189,T189,Todd Fischer,99,"9' 8""",2647.0,273
192,T189,T189,Andrew Magee,82,"9' 8""",1746.4170000000001,181
193,194,194,Luke Donald,67,"9' 7""",1252.667,131
194,T195,T195,Bill Glasson,54,"9' 6""",1133.917,119
195,T195,T195,Neal Lancaster,95,"9' 6""",2553.75,268
196,T195,T195,Jeff Maggert,79,"9' 6""",1811.5829999999999,190
197,T195,T195,Rocco Mediate,73,"9' 6""",1873.0,198
198,T195,T195,Tag Ridings,93,"9' 6""",2686.0,283
199,200,200,John Daly,78,"9' 5""",1612.8329999999999,171
200,201,201,Joe Durant,81,"9' 4""",1899.75,203
201,202,202,Retief Goosen,71,"8' 9""",1196.25,137
