,3-Putt_Avoidance_-_20-25_RANK THIS WEEK,3-Putt_Avoidance_-_20-25_RANK LAST WEEK,3-Putt_Avoidance_-_20-25_PLAYER NAME,3-Putt_Avoidance_-_20-25_ROUNDS,3-Putt_Avoidance_-_20-25_%,3-Putt_Avoidance_-_20-25_TOTAL 3 PUTTS,3-Putt_Avoidance_-_20-25_ATTEMPTS,3-Putt_Avoidance_-_20-25_2 PUTT OR BETTER %
0,T1,T1,Jim Carter,62,0.0,,80,100.0
1,T1,T1,Ben Crane,78,0.0,,88,100.0
2,T1,T1,Ben Curtis,65,0.0,,85,100.0
3,T1,T1,Bill Glasson,54,0.0,,54,100.0
4,T1,T1,Jay Haas,54,0.0,,61,100.0
5,T1,T1,Mark Hensby,70,0.0,,59,100.0
6,T1,T1,Matt Kuchar,60,0.0,,77,100.0
7,T1,T1,Neal Lancaster,95,0.0,,103,100.0
8,T1,T1,Franklin Langham,91,0.0,,108,100.0
9,T1,T1,Shaun Micheel,81,0.0,,110,100.0
10,T1,T1,Brenden Pappas,51,0.0,,73,100.0
11,T1,T1,Jesper Parnevik,84,0.0,,98,100.0
12,T1,T1,Kenny Perry,82,0.0,,82,100.0
13,T1,T1,Tim Petrovic,97,0.0,,113,100.0
14,T1,T1,John Senden,101,0.0,,141,100.0
15,T1,T1,Tjaart van der Walt,56,0.0,,84,100.0
16,T1,T1,Lee Westwood,50,0.0,,41,100.0
17,18,18,Vaughn Taylor,99,0.67,1.0,150,99.3
18,19,19,Carl Pettersson,109,0.72,1.0,139,99.2
19,20,20,Bo Van Pelt,112,0.73,1.0,137,99.2
20,21,21,Tom Pernice Jr.,111,0.74,1.0,135,99.2
21,22,22,Stewart Cink,98,0.75,1.0,133,99.2
22,T23,T23,Bart Bryant,91,0.81,1.0,123,99.1
23,T23,T23,Todd Hamilton,94,0.81,1.0,124,99.1
24,25,25,Stephen Leaney,89,0.84,1.0,119,99.1
25,26,26,Kevin Na,88,0.85,1.0,117,99.1
26,T27,T27,Michael Allen,90,0.88,1.0,114,99.1
27,T27,T27,Tim Herron,100,0.88,1.0,113,99.1
28,T29,T29,Jerry Kelly,101,0.94,1.0,106,99.0
29,T29,T29,David Toms,87,0.94,1.0,106,99.0
30,31,31,Michael Long,72,0.95,1.0,105,99.0
31,32,32,Paul Claxton,79,0.97,1.0,103,99.0
32,33,33,Doug Barron,70,0.98,1.0,102,99.0
33,T34,T34,Bob Tway,87,0.99,1.0,101,99.0
34,T34,T34,Dean Wilson,86,0.99,1.0,101,99.0
35,36,36,Phillip Price,77,1.0,1.0,100,99.0
36,37,37,Carlos Franco,78,1.03,1.0,97,98.9
37,38,38,Gavin Coles,70,1.06,1.0,94,98.9
38,39,39,Tiger Woods,76,1.1,1.0,91,98.9
39,40,40,John Cook,72,1.14,1.0,88,98.8
40,T41,T41,Stephen Ames,82,1.16,1.0,86,98.8
41,T41,T41,Tom Lehman,69,1.16,1.0,86,98.8
42,43,43,Brent Geiberger,61,1.19,1.0,84,98.8
43,44,44,Will MacKenzie,75,1.2,1.0,83,98.8
44,45,45,Olin Browne,99,1.27,2.0,158,98.7
45,46,46,John Elliott,58,1.28,1.0,78,98.7
46,T47,T47,Brad Faxon,75,1.32,1.0,76,98.6
47,T47,T47,Jeff Sluman,94,1.32,2.0,151,98.6
48,T49,T49,Loren Roberts,54,1.33,1.0,75,98.6
49,T49,T49,Patrick Sheehan,114,1.33,2.0,150,98.6
50,51,51,Richard Johnson,50,1.37,1.0,73,98.6
51,52,52,Kirk Triplett,55,1.39,1.0,72,98.6
52,T53,T53,Fred Couples,72,1.43,1.0,70,98.5
53,T53,T53,James Driscoll,73,1.43,1.0,70,98.5
54,T55,T55,Phil Mickelson,81,1.45,1.0,69,98.5
55,T55,T55,Steve Stricker,62,1.45,1.0,69,98.5
56,57,57,Justin Leonard,78,1.47,1.0,68,98.5
57,T58,T58,Brian Bateman,98,1.52,2.0,132,98.4
58,T58,T58,Harrison Frazar,105,1.52,2.0,132,98.4
59,60,60,Rob Rashell,65,1.54,1.0,65,98.4
60,61,61,Robert Gamez,91,1.59,2.0,126,98.4
61,62,62,Todd Fischer,99,1.6,2.0,125,98.4
62,T63,T63,Jim Furyk,94,1.64,2.0,122,98.3
63,T63,T63,Glen Hnatiuk,59,1.64,1.0,61,98.3
64,T65,T65,Scott Gutschewski,86,1.65,2.0,121,98.3
65,T65,T65,Frank Lickliter II,100,1.65,2.0,121,98.3
66,T67,T67,José María Olazábal,55,1.69,1.0,59,98.3
67,T67,T67,Jay Williamson,53,1.69,1.0,59,98.3
68,69,69,Vijay Singh,111,1.75,2.0,114,98.2
69,70,70,Kevin Sutherland,89,1.8,2.0,111,98.2
70,71,71,Greg Owen,84,1.82,2.0,110,98.1
71,72,72,Chad Campbell,95,1.87,2.0,107,98.1
72,73,73,Jason Allred,75,1.94,2.0,103,98.0
73,74,74,Jonathan Kaye,77,1.98,2.0,101,98.0
74,75,75,Chris Anderson,66,2.04,2.0,98,97.9
75,76,76,Briny Baird,98,2.07,3.0,145,97.9
76,77,77,Ted Purdy,122,2.08,3.0,144,97.9
77,78,78,Ryuji Imada,78,2.11,2.0,95,97.8
78,79,79,Bob Heintz,67,2.13,2.0,94,97.8
79,T80,T80,Tommy Armour III,103,2.14,3.0,140,97.8
80,T80,T80,Jonathan Byrd,103,2.14,3.0,140,97.8
81,82,82,Joey Sindelar,104,2.17,3.0,138,97.8
82,83,83,Ryan Palmer,101,2.21,3.0,136,97.7
83,84,84,Bradley Hughes,52,2.25,2.0,89,97.7
84,85,85,Mark Wilson,74,2.27,2.0,88,97.7
85,86,86,Scott McCarron,78,2.33,2.0,86,97.6
86,T87,T87,Mark Brooks,72,2.38,2.0,84,97.6
87,T87,T87,Shigeki Maruyama,99,2.38,3.0,126,97.6
88,T87,T87,Mark O'Meara,66,2.38,2.0,84,97.6
89,90,90,Robert Allenby,95,2.4,3.0,125,97.6
90,91,91,Robert Damron,89,2.42,3.0,124,97.5
91,T92,T92,Chris DiMarco,83,2.44,2.0,82,97.5
92,T92,T92,Brett Quigley,96,2.44,3.0,123,97.5
93,94,94,J.J. Henry,102,2.45,4.0,163,97.5
94,95,95,Tag Ridings,93,2.48,3.0,121,97.5
95,T96,T96,Billy Andrade,83,2.5,3.0,120,97.5
96,T96,T96,Brandt Jobe,96,2.5,3.0,120,97.5
97,T96,T96,Roland Thatcher,75,2.5,3.0,120,97.5
98,T99,T99,Tom Gillis,77,2.56,3.0,117,97.4
99,T99,T99,Jeff Hart,63,2.56,2.0,78,97.4
100,101,101,Hideto Tanihara,50,2.6,2.0,77,97.4
101,T102,T102,Brian Gay,101,2.67,4.0,150,97.3
102,T102,T102,Lee Janzen,75,2.67,2.0,75,97.3
103,104,104,Aaron Baddeley,84,2.68,3.0,112,97.3
104,T105,T105,Craig Barlow,81,2.7,3.0,111,97.3
105,T105,T105,Rich Beem,66,2.7,2.0,74,97.3
106,T105,T105,John Daly,78,2.7,2.0,74,97.3
107,T108,T108,John Rollins,97,2.73,3.0,110,97.2
108,T108,T108,Darron Stiles,78,2.73,3.0,110,97.2
109,110,110,Dan Forsman,52,2.74,2.0,73,97.2
