,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
0,1,1,Jesper Parnevik,84,1.76,26,1476
1,2,2,Brent Geiberger,61,1.79,19,1062
2,3,3,Steve Stricker,62,1.88,21,1116
3,4,4,Todd Fischer,99,1.89,33,1746
4,5,5,Ben Crane,78,2.03,27,1332
5,6,6,Stewart Cink,98,2.04,33,1620
6,7,7,Olin Browne,99,2.05,35,1710
7,8,8,Chris DiMarco,83,2.07,28,1350
8,9,9,Jason Bohn,91,2.08,34,1638
9,10,10,José María Olazábal,55,2.1,20,954
10,11,11,Justin Bolli,65,2.12,24,1134
11,12,12,Brad Faxon,75,2.19,28,1278
12,13,13,Phillip Price,77,2.21,29,1314
13,14,14,John Cook,72,2.22,28,1260
14,15,15,Bob Estes,92,2.23,37,1656
15,T16,T16,Matt Gogel,78,2.27,31,1368
16,T16,T16,Mark O'Meara,66,2.27,27,1188
17,18,18,Bob Tway,87,2.28,34,1494
18,19,19,Arjun Atwal,65,2.31,27,1170
19,20,20,Dean Wilson,86,2.33,36,1548
20,T21,T21,Brian Gay,101,2.36,42,1782
21,T21,T21,Corey Pavin,77,2.36,31,1314
22,23,23,Aaron Baddeley,84,2.37,35,1476
23,24,24,Steve Elkington,67,2.4,29,1206
24,25,25,Loren Roberts,54,2.41,23,954
25,T26,T26,Ryuji Imada,78,2.42,34,1404
26,T26,T26,Brett Quigley,96,2.42,40,1656
27,28,28,Nick Watney,91,2.43,39,1602
28,T29,T29,Doug Barron,70,2.46,31,1260
29,T29,T29,Retief Goosen,71,2.46,27,1098
30,31,31,Patrick Sheehan,114,2.47,49,1980
31,32,32,Charlie Wi,67,2.48,29,1170
32,33,33,Tom Pernice Jr.,111,2.49,48,1926
33,34,34,Luke Donald,67,2.5,27,1080
34,T35,T35,Paul Azinger,66,2.53,30,1188
35,T35,T35,John Senden,101,2.53,45,1782
36,37,37,Carl Pettersson,109,2.54,48,1890
37,T38,T38,Bart Bryant,91,2.56,42,1638
38,T38,T38,Rob Rashell,65,2.56,30,1170
39,T38,T38,Kirk Triplett,55,2.56,24,936
40,41,41,Zach Johnson,96,2.57,44,1710
41,42,42,Jerry Kelly,101,2.58,46,1782
42,43,43,Michael Allen,90,2.59,42,1620
43,T44,T44,Chris Anderson,66,2.6,29,1116
44,T44,T44,David Toms,87,2.6,36,1386
45,46,46,Gavin Coles,70,2.62,33,1260
46,47,47,Geoff Ogilvy,97,2.63,44,1674
47,48,48,Jeff Sluman,94,2.66,45,1692
48,49,49,Justin Leonard,78,2.67,36,1350
49,T50,T50,Jim Furyk,94,2.69,45,1674
50,T50,T50,Robert Gamez,91,2.69,44,1638
51,T50,T50,Matt Kuchar,60,2.69,29,1080
52,T53,T53,Hunter Mahan,103,2.7,49,1818
53,T53,T53,Tiger Woods,76,2.7,36,1332
54,55,55,Shigeki Maruyama,99,2.72,48,1764
55,T56,T56,Jeff Brehaut,71,2.74,33,1206
56,T56,T56,K.J. Choi,78,2.74,36,1314
57,T56,T56,Mario Tiziani,67,2.74,32,1170
58,59,59,Franklin Langham,91,2.75,43,1566
59,T60,T60,Mark Brooks,72,2.78,36,1296
60,T60,T60,Dudley Hart,84,2.78,42,1512
61,T60,T60,Len Mattiace,86,2.78,42,1512
62,T60,T60,Scott Verplank,87,2.78,43,1548
63,T64,T64,Harrison Frazar,105,2.81,51,1818
64,T64,T64,Todd Hamilton,94,2.81,46,1638
65,T64,T64,Heath Slocum,103,2.81,50,1782
66,67,67,James Driscoll,73,2.82,36,1278
67,T68,T68,Scott Gutschewski,86,2.85,42,1476
68,T68,T68,Scott McCarron,78,2.85,38,1332
69,T68,T68,Vijay Singh,111,2.85,56,1962
70,71,71,Tim Clark,92,2.87,45,1566
71,T72,T72,Lucas Glover,88,2.91,45,1548
72,T72,T72,J.P. Hayes,63,2.91,33,1134
73,T72,T72,Peter Lonard,85,2.91,44,1512
74,T75,T75,Skip Kendall,80,2.92,41,1404
75,T75,T75,Ryan Palmer,101,2.92,51,1746
76,77,77,Tag Ridings,93,2.93,48,1638
77,78,78,Mark Wilson,74,2.94,37,1260
78,T79,T79,Hunter Haas,83,2.95,42,1422
79,T79,T79,Steve Lowery,100,2.95,51,1728
80,T81,T81,Brian Bateman,98,2.96,50,1692
81,T81,T81,Tom Gillis,77,2.96,40,1350
82,T81,T81,Brandt Jobe,96,2.96,49,1656
83,T84,T84,Ben Curtis,65,2.99,35,1170
84,T84,T84,Bill Glasson,54,2.99,28,936
85,T84,T84,Hank Kuehne,84,2.99,43,1440
86,87,87,Billy Andrade,83,3.01,45,1494
87,T88,T88,Stephen Ames,82,3.02,43,1422
88,T88,T88,Mark Hensby,70,3.02,37,1224
89,T88,T88,Charles Howell III,95,3.02,49,1620
90,T88,T88,Adam Scott,72,3.02,37,1224
91,92,92,Kevin Na,88,3.04,47,1548
92,T93,T93,Marco Dawson,82,3.05,45,1476
93,T93,T93,Freddie Jacobson,72,3.05,39,1278
94,T93,T93,Brenden Pappas,51,3.05,28,918
95,T93,T93,Tim Petrovic,97,3.05,51,1674
96,T97,T97,Stuart Appleby,84,3.06,44,1440
97,T97,T97,Jim Carter,62,3.06,33,1080
98,T97,T97,Glen Day,80,3.06,43,1404
99,T97,T97,Andrew Magee,82,3.06,43,1404
100,T97,T97,Joey Snyder III,102,3.06,54,1764
101,T102,T102,Tommy Armour III,103,3.07,57,1854
102,T102,T102,Kevin Sutherland,89,3.07,48,1566
103,104,104,Ian Poulter,62,3.08,31,1008
104,T105,T105,Kent Jones,99,3.09,54,1746
105,T105,T105,Arron Oberholser,65,3.09,35,1134
106,107,107,Hidemichi Tanaka,106,3.1,57,1836
107,108,108,Robert Damron,89,3.12,50,1602
108,109,109,Padraig Harrington,50,3.13,27,864
109,T110,T110,Chad Campbell,95,3.14,52,1656
110,T110,T110,Fred Funk,102,3.14,57,1818
111,T110,T110,Jay Williamson,53,3.14,30,954
112,T113,T113,Bob Heintz,67,3.15,38,1206
113,T113,T113,Joey Sindelar,104,3.15,59,1872
114,T115,T115,Rod Pampling,89,3.17,48,1512
