,3-Putt_Avoidance_RANK THIS WEEK,3-Putt_Avoidance_RANK LAST WEEK,3-Putt_Avoidance_PLAYER NAME,3-Putt_Avoidance_ROUNDS,3-Putt_Avoidance_%,3-Putt_Avoidance_TOTAL 3 PUTTS,3-Putt_Avoidance_TOTAL HOLES (OVERALL)
115,T115,T115,Dennis Paulson,63,3.17,36,1134
116,117,117,Briny Baird,98,3.18,55,1728
117,T118,T118,Cameron Beckman,96,3.2,53,1656
118,T118,T118,Tim Herron,100,3.2,57,1782
119,120,120,Daniel Chopra,108,3.21,60,1872
120,121,121,Richard Johnson,50,3.22,29,900
121,122,122,Stephen Leaney,89,3.23,50,1548
122,123,123,Hideto Tanihara,50,3.24,28,864
123,T124,T124,Michael Long,72,3.25,41,1260
124,T124,T124,Vaughn Taylor,99,3.25,58,1782
125,126,126,Davis Love III,80,3.26,44,1350
126,T127,T127,Justin Rose,99,3.27,56,1710
127,T127,T127,Tjaart van der Walt,56,3.27,33,1008
128,129,129,Tom Byrum,83,3.28,49,1494
129,130,130,Steve Jones,56,3.29,32,972
130,131,131,Frank Lickliter II,100,3.3,57,1728
131,132,132,Joe Ogilvie,103,3.31,59,1782
132,133,133,John Rollins,97,3.33,57,1710
133,134,134,Kevin Stadler,96,3.38,56,1656
134,T135,T135,Craig Barlow,81,3.39,47,1386
135,T135,T135,Duffy Waldorf,86,3.39,50,1476
136,137,137,Lee Janzen,75,3.42,45,1314
137,138,138,Glen Hnatiuk,59,3.43,34,990
138,T139,T139,J.J. Henry,102,3.44,62,1800
139,T139,T139,Larry Mize,54,3.44,31,900
140,T139,T139,Darron Stiles,78,3.44,47,1368
141,T139,T139,Omar Uresti,84,3.44,52,1512
142,T143,T143,Paul Claxton,79,3.45,49,1422
143,T143,T143,Jonathan Kaye,77,3.45,46,1332
144,T145,T145,Jeff Hart,63,3.46,38,1098
145,T145,T145,J.L. Lewis,98,3.46,61,1764
146,147,147,John Elliott,58,3.47,35,1008
147,T148,T148,Jay Haas,54,3.49,32,918
148,T148,T148,John Huston,90,3.49,54,1548
149,150,150,Neal Lancaster,95,3.51,60,1710
150,T151,T151,Shaun Micheel,81,3.52,50,1422
151,T151,T151,D.A. Points,94,3.52,57,1620
152,T153,T153,Paul Gow,78,3.53,47,1332
153,T153,T153,Jeff Maggert,79,3.53,47,1332
154,T153,T153,Phil Mickelson,81,3.53,47,1332
155,156,156,Greg Owen,84,3.54,51,1440
156,157,157,Billy Mayfair,114,3.59,71,1980
157,T158,T158,Bo Van Pelt,112,3.62,73,2016
158,T158,T158,Mike Weir,71,3.62,43,1188
159,160,160,Mark Calcavecchia,92,3.64,59,1620
160,T161,T161,Bernhard Langer,67,3.65,44,1206
161,T161,T161,Tom Lehman,69,3.65,44,1206
162,T163,T163,Woody Austin,100,3.67,66,1800
163,T163,T163,Dan Forsman,52,3.67,33,900
164,T165,T165,Danny Briggs,70,3.68,45,1224
165,T165,T165,Craig Perks,67,3.68,43,1170
166,T167,T167,Jonathan Byrd,103,3.7,66,1782
167,T167,T167,Rory Sabbatini,81,3.7,52,1404
168,169,169,Carlos Franco,78,3.73,51,1368
169,170,170,Charles Warren,89,3.77,59,1566
170,171,171,Pat Perez,89,3.81,61,1602
171,T172,T172,Alex Cejka,84,3.91,57,1458
172,T172,T172,Chris Riley,67,3.91,45,1152
173,174,174,Steve Flesch,90,3.92,60,1530
174,T175,T175,Brendan Jones,81,3.94,56,1422
175,T175,T175,Chris Smith,93,3.94,66,1674
176,T177,T177,Rocco Mediate,73,3.96,52,1314
177,T177,T177,Ted Purdy,122,3.96,87,2196
178,179,179,D.J. Trahan,81,3.97,55,1386
179,180,180,Sean O'Hair,103,3.98,71,1782
180,181,181,Jason Allred,75,4.03,53,1314
181,T182,T182,Robert Allenby,95,4.06,65,1602
182,T182,T182,Bradley Hughes,52,4.06,38,936
183,184,184,Fred Couples,72,4.08,50,1224
184,185,185,John Daly,78,4.09,56,1368
185,T186,T186,Rich Beem,66,4.12,46,1116
186,T186,T186,José Coceres,56,4.12,40,972
187,188,188,Lee Westwood,50,4.28,37,864
188,189,189,Brett Wetterich,76,4.43,59,1332
189,190,190,Kenny Perry,82,4.44,64,1440
190,191,191,Will MacKenzie,75,4.57,60,1314
191,192,192,Brian Davis,75,4.67,63,1350
192,193,193,Matt Davidson,53,4.72,45,954
193,194,194,David Hearn,68,4.74,58,1224
194,195,195,Joe Durant,81,4.87,71,1458
195,196,196,Sergio Garcia,73,4.9,60,1224
196,197,197,D.J. Brigman,76,4.94,64,1296
197,198,198,Mathias Grönberg,60,4.98,52,1044
198,199,199,Steve Allan,102,4.99,88,1764
199,200,200,Roland Thatcher,75,5.02,66,1314
200,201,201,Thomas Levet,54,5.87,56,954
201,202,202,Scott Hend,75,5.94,78,1314
