,Putting_from_4-8_RANK THIS WEEK,Putting_from_4-8_RANK LAST WEEK,Putting_from_4-8_PLAYER NAME,Putting_from_4-8_ROUNDS,Putting_from_4-8_% MADE,Putting_from_4-8_ATTEMPTS,Putting_from_4-8_PUTTS MADE
0,1,1,Ben Crane,78,80.94,320,259
1,2,2,Gavin Coles,70,76.63,291,223
2,3,3,Brian Gay,101,76.09,368,280
3,4,4,Aaron Baddeley,84,75.94,345,262
4,5,5,David Toms,87,75.84,269,204
5,6,6,Rory Sabbatini,81,75.59,299,226
6,7,7,Tim Herron,100,75.55,319,241
7,8,8,Olin Browne,99,75.53,331,250
8,T9,T9,Stewart Cink,98,75.5,302,228
9,T9,T9,Ian Poulter,62,75.5,200,151
10,11,11,Dudley Hart,84,75.25,299,225
11,12,12,Tom Pernice Jr.,111,75.07,373,280
12,13,13,José María Olazábal,55,75.0,184,138
13,14,14,Darron Stiles,78,74.7,328,245
14,15,15,Tag Ridings,93,74.56,397,296
15,16,16,J.P. Hayes,63,74.46,231,172
16,17,17,Jeff Maggert,79,74.4,293,218
17,18,18,Brenden Pappas,51,74.37,199,148
18,19,19,Shigeki Maruyama,99,74.35,382,284
19,20,20,Mark O'Meara,66,74.34,226,168
20,21,21,Brent Geiberger,61,74.32,222,165
21,22,22,Luke Donald,67,74.3,179,133
22,23,23,Len Mattiace,86,74.22,384,285
23,24,24,Carlos Franco,78,74.1,305,226
24,25,25,Patrick Sheehan,114,74.0,427,316
25,26,26,Nick Watney,91,73.87,333,246
26,27,27,Stephen Ames,82,73.83,256,189
27,28,28,Tjaart van der Walt,56,73.76,221,163
28,29,29,Arjun Atwal,65,73.74,278,205
29,30,30,Bob Tway,87,73.67,281,207
30,31,31,Charlie Wi,67,73.65,296,218
31,32,32,Jesper Parnevik,84,73.63,292,215
32,33,33,Fred Funk,102,73.61,379,279
33,34,34,Joe Ogilvie,103,73.43,399,293
34,35,35,Ryan Palmer,101,73.4,376,276
35,36,36,Jerry Kelly,101,73.33,300,220
36,37,37,Billy Andrade,83,73.31,341,250
37,38,38,Bo Van Pelt,112,73.29,423,310
38,39,39,Mark Calcavecchia,92,73.21,336,246
39,40,40,Sean O'Hair,103,73.17,410,300
40,T41,T41,Brandt Jobe,96,73.09,379,277
41,T41,T41,Tiger Woods,76,73.09,249,182
42,43,43,Hunter Mahan,103,73.08,390,285
43,44,44,Steve Stricker,62,73.05,256,187
44,45,45,Zach Johnson,96,72.88,354,258
45,46,46,Michael Allen,90,72.64,318,231
46,47,47,Freddie Jacobson,72,72.63,274,199
47,48,48,Brett Quigley,96,72.52,393,285
48,49,49,Jeff Sluman,94,72.5,360,261
49,50,50,Todd Fischer,99,72.49,389,282
50,51,51,Stephen Leaney,89,72.46,345,250
51,52,52,Tom Byrum,83,72.41,348,252
52,53,53,Robert Gamez,91,72.28,368,266
53,54,54,Duffy Waldorf,86,72.17,309,223
54,55,55,Matt Davidson,53,72.15,237,171
55,56,56,Lucas Glover,88,72.03,354,255
56,57,57,Danny Briggs,70,72.0,300,216
57,58,58,Greg Owen,84,71.9,331,238
58,59,59,Brian Bateman,98,71.82,369,265
59,60,60,Dan Forsman,52,71.81,227,163
60,61,61,Corey Pavin,77,71.71,251,180
61,62,62,Vijay Singh,111,71.69,385,276
62,63,63,Brad Faxon,75,71.59,271,194
63,64,64,Todd Hamilton,94,71.56,334,239
64,65,65,Bob Heintz,67,71.43,266,190
65,66,66,Scott Verplank,87,71.24,299,213
66,67,67,Justin Bolli,65,71.17,274,195
67,68,68,Vaughn Taylor,99,70.95,420,298
68,69,69,Hank Kuehne,84,70.86,350,248
69,70,70,Phil Mickelson,81,70.85,247,175
70,71,71,Scott Gutschewski,86,70.82,305,216
71,72,72,Jim Furyk,94,70.78,308,218
72,73,73,Chris DiMarco,83,70.75,253,179
73,74,74,Robert Allenby,95,70.74,311,220
74,75,75,Briny Baird,98,70.73,386,273
75,76,76,Jeff Brehaut,71,70.71,297,210
76,77,77,Bernhard Langer,67,70.7,215,152
77,78,78,Rod Pampling,89,70.49,288,203
78,79,79,Steve Elkington,67,70.48,210,148
79,T80,T80,Bart Bryant,91,70.47,359,253
80,T80,T80,Pat Perez,89,70.47,342,241
81,82,82,Kevin Na,88,70.43,399,281
82,83,83,John Senden,101,70.42,382,269
