,Total_1_Putts_-_20-25_RANK THIS WEEK,Total_1_Putts_-_20-25_RANK LAST WEEK,Total_1_Putts_-_20-25_PLAYER NAME,Total_1_Putts_-_20-25_ROUNDS,Total_1_Putts_-_20-25_TOTAL,Total_1_Putts_-_20-25_TOTAL (FOR ALL DISTANCES),Total_1_Putts_-_20-25_PCT OF ALL 1-PUTTS
0,1,1,Patrick Sheehan,114,28,699,4.0
1,T2,T2,Hunter Mahan,103,25,644,3.9
2,T2,T2,Vaughn Taylor,99,25,637,3.9
3,4,4,Jonathan Byrd,103,24,650,3.7
4,T5,T5,Aaron Baddeley,84,22,585,3.8
5,T5,T5,Tom Byrum,83,22,510,4.3
6,T5,T5,Todd Fischer,99,22,656,3.4
7,T5,T5,Frank Lickliter II,100,22,571,3.9
8,T5,T5,Chris Smith,93,22,507,4.3
9,T10,T10,Steve Lowery,100,21,631,3.3
10,T10,T10,Corey Pavin,77,21,455,4.6
11,T10,T10,Jeff Sluman,94,21,585,3.6
12,T13,T13,Olin Browne,99,20,570,3.5
13,T13,T13,Matt Gogel,78,20,469,4.3
14,T13,T13,Dudley Hart,84,20,526,3.8
15,T13,T13,Billy Mayfair,114,20,659,3.0
16,T13,T13,Tom Pernice Jr.,111,20,650,3.1
17,T13,T13,Kevin Stadler,96,20,575,3.5
18,T13,T13,Hidemichi Tanaka,106,20,655,3.1
19,T20,T20,Robert Allenby,95,19,467,4.1
20,T20,T20,Chad Campbell,95,19,509,3.7
21,T22,T22,Brian Bateman,98,18,562,3.2
22,T22,T22,Stewart Cink,98,18,513,3.5
23,T22,T22,Ben Crane,78,18,524,3.4
24,T22,T22,Bob Estes,92,18,575,3.1
25,T22,T22,Brad Faxon,75,18,451,4.0
26,T22,T22,J.J. Henry,102,18,554,3.2
27,T22,T22,Zach Johnson,96,18,592,3.0
28,T22,T22,Sean O'Hair,103,18,597,3.0
29,T30,T30,Craig Barlow,81,17,421,4.0
30,T30,T30,Daniel Chopra,108,17,679,2.5
31,T30,T30,Glen Day,80,17,562,3.0
32,T30,T30,Dan Forsman,52,17,329,5.2
33,T30,T30,Harrison Frazar,105,17,656,2.6
34,T30,T30,Brian Gay,101,17,701,2.4
35,T30,T30,Todd Hamilton,94,17,534,3.2
36,T30,T30,Charles Howell III,95,17,493,3.4
37,T30,T30,Carl Pettersson,109,17,673,2.5
38,T30,T30,John Senden,101,17,576,3.0
39,T30,T30,Joey Sindelar,104,17,666,2.6
40,T30,T30,D.J. Trahan,81,17,461,3.7
41,T30,T30,Bo Van Pelt,112,17,653,2.6
42,T30,T30,Tiger Woods,76,17,428,4.0
43,T44,T44,Stuart Appleby,84,16,440,3.6
44,T44,T44,Richard Johnson,50,16,333,4.8
45,T44,T44,J.L. Lewis,98,16,578,2.8
46,T44,T44,Peter Lonard,85,16,444,3.6
47,T44,T44,Len Mattiace,86,16,574,2.8
48,T44,T44,Scott McCarron,78,16,424,3.8
49,T44,T44,Kevin Na,88,16,610,2.6
50,T44,T44,Ryan Palmer,101,16,578,2.8
51,T44,T44,Tim Petrovic,97,16,546,2.9
52,T44,T44,Ted Purdy,122,16,652,2.5
53,T44,T44,Joey Snyder III,102,16,565,2.8
54,T55,T55,Steve Allan,102,15,622,2.4
55,T55,T55,Jason Allred,75,15,435,3.4
56,T55,T55,Tommy Armour III,103,15,593,2.5
57,T55,T55,Mark Calcavecchia,92,15,555,2.7
58,T55,T55,Tom Gillis,77,15,465,3.2
59,T55,T55,Lucas Glover,88,15,532,2.8
60,T55,T55,Mathias Grönberg,60,15,394,3.8
61,T55,T55,Scott Gutschewski,86,15,477,3.1
62,T55,T55,Tim Herron,100,15,607,2.5
63,T55,T55,Kent Jones,99,15,626,2.4
64,T55,T55,Brendan Jones,81,15,495,3.0
65,T55,T55,Franklin Langham,91,15,510,2.9
66,T55,T55,Phil Mickelson,81,15,382,3.9
67,T55,T55,Brett Quigley,96,15,605,2.5
68,T55,T55,Tag Ridings,93,15,628,2.4
69,T55,T55,Justin Rose,99,15,613,2.4
70,T55,T55,Vijay Singh,111,15,642,2.3
71,T55,T55,Heath Slocum,103,15,615,2.4
72,T55,T55,Roland Thatcher,75,15,433,3.5
73,T55,T55,David Toms,87,15,455,3.3
74,T55,T55,Bob Tway,87,15,478,3.1
75,T76,T76,Billy Andrade,83,14,546,2.6
76,T76,T76,Arjun Atwal,65,14,456,3.1
77,T76,T76,Woody Austin,100,14,645,2.2
78,T76,T76,Cameron Beckman,96,14,607,2.3
79,T76,T76,Danny Briggs,70,14,412,3.4
80,T76,T76,John Cook,72,14,408,3.4
81,T76,T76,Jim Furyk,94,14,525,2.7
82,T76,T76,Paul Gow,78,14,471,3.0
83,T76,T76,Brandt Jobe,96,14,563,2.5
84,T76,T76,Hank Kuehne,84,14,538,2.6
85,T76,T76,Shaun Micheel,81,14,435,3.2
86,T76,T76,Mark O'Meara,66,14,393,3.6
87,T76,T76,Arron Oberholser,65,14,348,4.0
88,T76,T76,Pat Perez,89,14,560,2.5
89,T76,T76,Omar Uresti,84,14,505,2.8
90,T76,T76,Nick Watney,91,14,550,2.5
91,T92,T92,Jeff Brehaut,71,13,409,3.2
92,T92,T92,Bart Bryant,91,13,521,2.5
93,T92,T92,Gavin Coles,70,13,460,2.8
94,T92,T92,Robert Damron,89,13,550,2.4
95,T92,T92,John Elliott,58,13,349,3.7
96,T92,T92,Carlos Franco,78,13,461,2.8
97,T92,T92,Jeff Hart,63,13,389,3.3
98,T92,T92,Scott Hend,75,13,449,2.9
99,T92,T92,Lee Janzen,75,13,423,3.1
100,T92,T92,Jonathan Kaye,77,13,447,2.9
101,T92,T92,Andrew Magee,82,13,471,2.8
102,T92,T92,Shigeki Maruyama,99,13,635,2.0
103,T92,T92,Rory Sabbatini,81,13,434,3.0
104,T92,T92,Mario Tiziani,67,13,417,3.1
105,T106,T106,Michael Allen,90,12,554,2.2
106,T106,T106,D.J. Brigman,76,12,401,3.0
107,T106,T106,Alex Cejka,84,12,456,2.6
