,Scrambling_from__10_yards_RANK THIS WEEK,Scrambling_from__10_yards_RANK LAST WEEK,Scrambling_from__10_yards_PLAYER NAME,Scrambling_from__10_yards_ROUNDS,Scrambling_from__10_yards_%,Scrambling_from__10_yards_SUCCESSES,Scrambling_from__10_yards_ATTEMPTS
80,81,81,Jordan Spieth,91,86.27,88,102
81,82,82,Scott Langley,94,86.24,94,109
82,83,83,David Lingmerth,90,86.23,119,138
83,84,84,Jeff Overton,94,86.17,81,94
84,T85,T85,Lucas Glover,79,86.05,74,86
85,T85,T85,Martin Laird,77,86.05,74,86
86,87,87,Brendon de Jonge,106,85.96,98,114
87,88,88,Justin Rose,69,85.94,55,64
88,89,89,Danny Lee,120,85.92,122,142
89,90,90,Jason Kokrak,88,85.86,85,99
90,91,91,Chad Campbell,97,85.71,96,112
91,92,92,Andres Romero,69,85.54,71,83
92,93,93,Brooks Koepka,84,85.53,65,76
93,T94,T94,Matt Kuchar,97,85.37,70,82
94,T94,T94,Adam Scott,51,85.37,35,41
95,96,96,Mark Hubbard,79,85.33,64,75
96,97,97,Vijay Singh,78,85.32,93,109
97,98,98,Jonathan Randolph,72,85.25,52,61
98,99,99,Sangmoon Bae,98,85.16,109,128
99,100,100,Byron Smith,59,85.11,40,47
100,T101,T101,Carl Pettersson,106,85.0,119,140
101,T101,T101,Kevin Streelman,95,85.0,85,100
102,103,103,Graham DeLaet,65,84.85,56,66
103,104,104,John Huh,102,84.8,106,125
104,105,105,Erik Compton,86,84.54,82,97
105,106,106,Martin Flores,95,84.52,71,84
106,107,107,D.A. Points,72,84.51,60,71
107,T108,T108,Matt Every,73,84.42,65,77
108,T108,T108,Ryan Moore,81,84.42,65,77
109,110,110,Sergio Garcia,59,84.31,43,51
110,T111,T111,Whee Kim,71,84.29,59,70
111,T111,T111,Johnson Wagner,68,84.29,59,70
112,113,113,Charles Howell III,105,84.26,91,108
113,114,114,Tim Wilkinson,73,84.21,64,76
114,115,115,Russell Henley,87,84.13,53,63
115,116,116,Blayne Barber,76,84.09,74,88
116,117,117,Scott Pinckney,88,83.95,68,81
117,118,118,Luke Guthrie,84,83.87,78,93
118,119,119,Chad Collins,79,83.84,83,99
119,120,120,James Hahn,94,83.67,82,98
120,121,121,Jason Bohn,95,83.61,102,122
121,122,122,Mark Wilson,89,83.54,66,79
122,123,123,Matt Jones,89,83.52,76,91
123,T124,T124,Ben Crane,62,83.33,55,66
124,T124,T124,Marc Leishman,74,83.33,60,72
125,T124,T124,Sam Saunders,83,83.33,85,102
126,T124,T124,Cameron Tringale,96,83.33,90,108
127,T128,T128,Colt Knost,90,83.18,89,107
128,T128,T128,Shawn Stefani,94,83.18,89,107
129,130,130,Cameron Percy,72,83.13,69,83
130,131,131,Paul Casey,87,83.08,54,65
131,132,132,Jason Dufner,76,83.05,49,59
132,133,133,Kevin Na,98,82.98,78,94
133,T134,T134,Alex Prugh,84,82.86,58,70
134,T134,T134,Bubba Watson,71,82.86,58,70
135,136,136,John Senden,80,82.81,53,64
136,137,137,Michael Thompson,83,82.76,72,87
137,138,138,Seung-Yul Noh,65,82.69,43,52
138,139,139,Robert Allenby,63,82.61,57,69
139,T140,T140,Phil Mickelson,70,82.35,70,85
140,T140,T140,Jhonattan Vegas,90,82.35,70,85
141,142,142,William McGirt,103,82.17,106,129
142,143,143,Nick Taylor,91,82.08,87,106
143,144,144,Billy Horschel,99,81.93,68,83
144,145,145,Kevin Chappell,86,81.82,81,99
145,146,146,Brian Stuard,97,81.75,103,126
146,T147,T147,Alex Cejka,94,81.74,94,115
147,T147,T147,Tony Finau,106,81.74,94,115
148,149,149,Jim Herman,88,81.69,58,71
149,150,150,J.J. Henry,94,81.58,62,76
150,T151,T151,Jonathan Byrd,69,81.48,44,54
151,T151,T151,Roberto Castro,54,81.48,44,54
152,T151,T151,Scott Piercy,90,81.48,88,108
153,154,154,Derek Ernst,75,81.33,61,75
154,155,155,Ernie Els,57,81.03,47,58
155,156,156,Carlos Ortiz,100,80.95,68,84
156,157,157,Derek Fathauer,81,80.9,72,89
157,T158,T158,Ben Martin,93,80.68,71,88
158,T158,T158,Sung Joon Park,79,80.68,71,88
159,160,160,Ángel Cabrera,53,80.39,41,51
160,161,161,Michael Putnam,87,80.28,57,71
161,162,162,Pat Perez,96,80.17,93,116
162,T163,T163,Ken Duke,93,80.0,84,105
163,T163,T163,Oscar Fraustro,58,80.0,36,45
164,T163,T163,Jason Gore,76,80.0,60,75
165,166,166,Brian Harman,90,79.57,74,93
166,167,167,Dustin Johnson,75,79.49,62,78
167,168,168,Charley Hoffman,97,79.38,77,97
168,169,169,Robert Garrigus,70,79.27,65,82
169,170,170,Hideki Matsuyama,95,78.57,77,98
170,171,171,Fabián Gómez,83,78.49,73,93
171,172,172,Stewart Cink,77,78.13,50,64
172,173,173,Bill Lunde,50,77.78,35,45
173,174,174,Nicholas Thompson,90,77.66,73,94
174,175,175,Davis Love III,51,77.59,45,58
175,176,176,Charlie Beljan,76,77.27,68,88
176,177,177,Jim Renner,68,77.11,64,83
177,178,178,Scott Stallings,60,76.92,50,65
178,179,179,Daniel Summerhays,101,76.7,79,103
179,180,180,John Merrick,78,75.0,60,80
180,181,181,Greg Owen,58,74.58,44,59
181,182,182,Lee Westwood,56,73.91,34,46
182,183,183,Patrick Rodgers,57,73.17,30,41
183,184,184,Andrew Svoboda,80,71.43,60,84
