,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
170,T169,T169,Morgan Hoffmann,85,16.67,1.0,6
171,T169,T169,Max Homa,78,16.67,1.0,6
172,173,173,Andrew Svoboda,80,14.29,1.0,7
173,174,174,Hideki Matsuyama,95,12.5,1.0,8
174,T175,T175,Keegan Bradley,87,0.0,,6
175,T175,T175,Jonathan Byrd,69,0.0,,2
176,T175,T175,Roberto Castro,54,0.0,,2
177,T175,T175,Ben Crane,62,0.0,,4
178,T175,T175,Oscar Fraustro,58,0.0,,2
179,T175,T175,Robert Garrigus,70,0.0,,4
180,T175,T175,Dustin Johnson,75,0.0,,2
181,T175,T175,Bill Lunde,50,0.0,,1
182,T175,T175,Gary Woodland,81,0.0,,3
