,Sand_Saves_from__10_yards_RANK THIS WEEK,Sand_Saves_from__10_yards_RANK LAST WEEK,Sand_Saves_from__10_yards_PLAYER NAME,Sand_Saves_from__10_yards_ROUNDS,Sand_Saves_from__10_yards_%,Sand_Saves_from__10_yards_# OF SAVES,Sand_Saves_from__10_yards_# OF BUNKERS
0,T1,T1,Jonas Blixt,78,100.0,6.0,6
1,T1,T1,Greg Chalmers,58,100.0,2.0,2
2,T1,T1,Jason Day,75,100.0,7.0,7
3,T1,T1,Jamie Donaldson,50,100.0,2.0,2
4,T1,T1,Rickie Fowler,76,100.0,2.0,2
5,T1,T1,Brice Garnett,81,100.0,2.0,2
6,T1,T1,Chesson Hadley,101,100.0,10.0,10
7,T1,T1,Padraig Harrington,60,100.0,7.0,7
8,T1,T1,Danny Lee,120,100.0,4.0,4
9,T1,T1,Seung-Yul Noh,65,100.0,2.0,2
10,T1,T1,Heath Slocum,57,100.0,6.0,6
11,T1,T1,Henrik Stenson,63,100.0,3.0,3
12,T1,T1,David Toms,62,100.0,3.0,3
13,T1,T1,Tyrone Van Aswegen,58,100.0,2.0,2
14,T1,T1,Willy Wilcox,58,100.0,1.0,1
15,16,16,Brandt Snedeker,98,90.91,10.0,11
16,17,17,Webb Simpson,81,90.0,9.0,10
17,18,18,Brooks Koepka,84,87.5,7.0,8
18,T19,T19,Ian Poulter,68,85.71,6.0,7
19,T19,T19,Tim Wilkinson,73,85.71,6.0,7
20,T21,T21,Ryan Moore,81,83.33,5.0,6
21,T21,T21,Byron Smith,59,83.33,5.0,6
22,T23,T23,Bill Haas,89,80.0,8.0,10
23,T23,T23,Billy Hurley III,83,80.0,4.0,5
24,T23,T23,Zach Johnson,90,80.0,8.0,10
25,T23,T23,Chris Kirk,76,80.0,4.0,5
26,T23,T23,John Merrick,78,80.0,8.0,10
27,T23,T23,Louis Oosthuizen,68,80.0,4.0,5
28,T23,T23,Carlos Ortiz,100,80.0,4.0,5
29,T30,T30,Harris English,105,77.78,7.0,9
30,T30,T30,Gonzalo Fernandez-Castaño,81,77.78,7.0,9
31,T30,T30,J.B. Holmes,89,77.78,7.0,9
32,T30,T30,Kevin Kisner,104,77.78,7.0,9
33,T30,T30,Jason Kokrak,88,77.78,7.0,9
34,T30,T30,Jordan Spieth,91,77.78,7.0,9
35,T30,T30,Mark Wilson,89,77.78,7.0,9
36,T37,T37,Scott Brown,97,75.0,6.0,8
37,T37,T37,Alex Cejka,94,75.0,3.0,4
38,T37,T37,Derek Ernst,75,75.0,3.0,4
39,T37,T37,Matt Every,73,75.0,6.0,8
40,T37,T37,Marc Leishman,74,75.0,6.0,8
41,T37,T37,Francesco Molinari,56,75.0,3.0,4
42,T37,T37,Kyle Reifers,96,75.0,6.0,8
43,T44,T44,Tony Finau,106,72.73,8.0,11
44,T44,T44,Jeff Overton,94,72.73,8.0,11
45,T46,T46,Billy Horschel,99,71.43,5.0,7
46,T46,T46,Mark Hubbard,79,71.43,5.0,7
47,T46,T46,Matt Kuchar,97,71.43,5.0,7
48,T46,T46,Ben Martin,93,71.43,5.0,7
49,T46,T46,Jimmy Walker,89,71.43,5.0,7
50,T51,T51,Chad Collins,79,70.0,7.0,10
51,T51,T51,Kevin Na,98,70.0,7.0,10
52,53,53,Adam Hadwin,95,69.23,9.0,13
53,54,54,David Lingmerth,90,68.75,11.0,16
54,T55,T55,Robert Allenby,63,66.67,2.0,3
55,T55,T55,Eric Axley,57,66.67,6.0,9
56,T55,T55,Aaron Baddeley,76,66.67,2.0,3
57,T55,T55,Zac Blair,108,66.67,6.0,9
58,T55,T55,Brendon de Jonge,106,66.67,4.0,6
59,T55,T55,Sergio Garcia,59,66.67,2.0,3
60,T55,T55,Charles Howell III,105,66.67,4.0,6
61,T55,T55,John Huh,102,66.67,8.0,12
62,T55,T55,Sean O'Hair,86,66.67,4.0,6
63,T55,T55,Greg Owen,58,66.67,2.0,3
64,T55,T55,Sung Joon Park,79,66.67,6.0,9
65,T55,T55,John Peterson,84,66.67,2.0,3
66,T55,T55,Jonathan Randolph,72,66.67,4.0,6
67,T55,T55,Sam Saunders,83,66.67,8.0,12
68,T55,T55,Kevin Streelman,95,66.67,6.0,9
69,T55,T55,Daniel Summerhays,101,66.67,6.0,9
70,T55,T55,Brendon Todd,96,66.67,6.0,9
71,72,72,Robert Streb,110,63.64,7.0,11
72,T73,T73,Jason Gore,76,62.5,5.0,8
73,T73,T73,Justin Thomas,106,62.5,5.0,8
74,T73,T73,Steve Wheatcroft,87,62.5,5.0,8
75,T76,T76,Martin Laird,77,61.54,8.0,13
76,T76,T76,Nick Taylor,91,61.54,8.0,13
77,T78,T78,K.J. Choi,66,60.0,3.0,5
78,T78,T78,Ken Duke,93,60.0,6.0,10
79,T78,T78,Retief Goosen,81,60.0,3.0,5
80,T78,T78,David Hearn,97,60.0,3.0,5
81,T78,T78,Jerry Kelly,79,60.0,3.0,5
82,T78,T78,Justin Leonard,61,60.0,3.0,5
83,T78,T78,Ryan Palmer,80,60.0,3.0,5
84,T78,T78,Pat Perez,96,60.0,6.0,10
85,T78,T78,Boo Weekley,79,60.0,3.0,5
86,T87,T87,Brian Davis,86,57.14,4.0,7
87,T87,T87,Tom Hoge,83,57.14,4.0,7
88,T87,T87,Matt Jones,89,57.14,4.0,7
89,T87,T87,Bryce Molder,91,57.14,4.0,7
90,T87,T87,D.A. Points,72,57.14,4.0,7
91,T87,T87,Justin Rose,69,57.14,4.0,7
92,T87,T87,Nicholas Thompson,90,57.14,4.0,7
93,T94,T94,Lucas Glover,79,55.56,5.0,9
94,T94,T94,Spencer Levin,99,55.56,5.0,9
95,T94,T94,Hunter Mahan,88,55.56,5.0,9
96,T94,T94,Adam Scott,51,55.56,5.0,9
97,T94,T94,Camilo Villegas,83,55.56,5.0,9
98,99,99,Colt Knost,90,54.55,6.0,11
99,T100,T100,Blayne Barber,76,50.0,4.0,8
100,T100,T100,Ricky Barnes,82,50.0,1.0,2
101,T100,T100,Daniel Berger,97,50.0,3.0,6
102,T100,T100,Steven Bowditch,103,50.0,2.0,4
103,T100,T100,Ángel Cabrera,53,50.0,2.0,4
104,T100,T100,Paul Casey,87,50.0,2.0,4
105,T100,T100,Luke Donald,71,50.0,3.0,6
106,T100,T100,Ernie Els,57,50.0,2.0,4
107,T100,T100,Derek Fathauer,81,50.0,3.0,6
108,T100,T100,Martin Flores,95,50.0,5.0,10
109,T100,T100,Luke Guthrie,84,50.0,3.0,6
110,T100,T100,Brian Harman,90,50.0,3.0,6
111,T100,T100,Russell Henley,87,50.0,2.0,4
112,T100,T100,J.J. Henry,94,50.0,2.0,4
113,T100,T100,Scott Langley,94,50.0,3.0,6
114,T100,T100,Troy Merritt,91,50.0,4.0,8
115,T100,T100,Geoff Ogilvy,50,50.0,1.0,2
116,T100,T100,Carl Pettersson,106,50.0,5.0,10
117,T100,T100,Alex Prugh,84,50.0,1.0,2
118,T100,T100,Andrew Putnam,68,50.0,3.0,6
119,T100,T100,Patrick Reed,103,50.0,4.0,8
120,T100,T100,Rory Sabbatini,81,50.0,1.0,2
121,T100,T100,Charl Schwartzel,67,50.0,3.0,6
122,T100,T100,John Senden,80,50.0,3.0,6
123,T100,T100,Vijay Singh,78,50.0,6.0,12
124,T100,T100,Brendan Steele,88,50.0,5.0,10
125,T100,T100,Bo Van Pelt,81,50.0,1.0,2
126,T100,T100,Johnson Wagner,68,50.0,3.0,6
127,T100,T100,Lee Westwood,56,50.0,3.0,6
128,129,129,Sangmoon Bae,98,45.45,5.0,11
129,T130,T130,Charlie Beljan,76,44.44,4.0,9
130,T130,T130,Charley Hoffman,97,44.44,4.0,9
131,T130,T130,Ryo Ishikawa,90,44.44,4.0,9
132,T130,T130,Brian Stuard,97,44.44,4.0,9
133,T134,T134,William McGirt,103,42.86,6.0,14
134,T134,T134,Michael Putnam,87,42.86,3.0,7
135,T134,T134,Scott Stallings,60,42.86,3.0,7
136,T134,T134,Shawn Stefani,94,42.86,3.0,7
137,T134,T134,Bubba Watson,71,42.86,3.0,7
138,T139,T139,Erik Compton,86,40.0,6.0,15
139,T139,T139,Chris Stroud,84,40.0,2.0,5
140,T139,T139,Nick Watney,91,40.0,2.0,5
141,142,142,Davis Love III,51,37.5,3.0,8
142,143,143,Jason Bohn,95,36.36,4.0,11
143,T144,T144,Steven Alker,62,33.33,1.0,3
144,T144,T144,Chad Campbell,97,33.33,1.0,3
145,T144,T144,Kevin Chappell,86,33.33,3.0,9
146,T144,T144,Jon Curran,83,33.33,2.0,6
147,T144,T144,Jim Furyk,71,33.33,2.0,6
148,T144,T144,James Hahn,94,33.33,2.0,6
149,T144,T144,Whee Kim,71,33.33,1.0,3
150,T144,T144,Scott Pinckney,88,33.33,2.0,6
151,T144,T144,Chez Reavie,56,33.33,1.0,3
152,T144,T144,Patrick Rodgers,57,33.33,3.0,9
153,T144,T144,Andres Romero,69,33.33,1.0,3
154,T144,T144,Hudson Swafford,97,33.33,2.0,6
155,T144,T144,Michael Thompson,83,33.33,3.0,9
156,T144,T144,Cameron Tringale,96,33.33,2.0,6
157,T144,T144,Jhonattan Vegas,90,33.33,2.0,6
158,T159,T159,Cameron Percy,72,28.57,2.0,7
159,T159,T159,Jim Renner,68,28.57,2.0,7
160,161,161,Phil Mickelson,70,27.27,3.0,11
161,T162,T162,Graham DeLaet,65,25.0,1.0,4
162,T162,T162,Jim Herman,88,25.0,1.0,4
163,T162,T162,Russell Knox,96,25.0,3.0,12
164,T165,T165,Stewart Cink,77,20.0,1.0,5
165,T165,T165,George McNeill,93,20.0,1.0,5
166,T165,T165,Scott Piercy,90,20.0,2.0,10
167,168,168,Fabián Gómez,83,18.18,2.0,11
168,T169,T169,Jason Dufner,76,16.67,1.0,6
169,T169,T169,Andres Gonzales,90,16.67,1.0,6
