,Proximity_to_Hole_ARG_RANK THIS WEEK,Proximity_to_Hole_ARG_RANK LAST WEEK,Proximity_to_Hole_ARG_PLAYER NAME,Proximity_to_Hole_ARG_ROUNDS,Proximity_to_Hole_ARG_AVG DTP,Proximity_to_Hole_ARG_TOTAL DISTANCE (FEET),Proximity_to_Hole_ARG_# OF SHOTS,Proximity_to_Hole_ARG_SCRAMBLING RANK
40,T41,T41,Zac Blair,108,"6' 11""",4011.417,578,6
41,T41,T41,K.J. Choi,66,"6' 11""",2734.333,394,16
42,T41,T41,Ben Crane,62,"6' 11""",2451.417,355,29
43,T41,T41,Billy Hurley III,83,"6' 11""",2999.5,432,10
44,T41,T41,Zach Johnson,90,"6' 11""",3199.5,461,49
45,T41,T41,Kevin Kisner,104,"6' 11""",4496.833,649,21
46,T41,T41,Phil Mickelson,70,"6' 11""",3163.833,456,84
47,T41,T41,Chez Reavie,56,"6' 11""",2100.167,303,152
48,T41,T41,Justin Rose,69,"6' 11""",2179.917,316,94
49,T41,T41,David Toms,62,"6' 11""",2578.583,373,12
50,T41,T41,Boo Weekley,79,"6' 11""",3149.167,454,73
51,T52,T52,Danny Lee,120,"7' 0""",4900.75,704,52
52,T52,T52,David Lingmerth,90,"7' 0""",3786.75,538,42
53,T52,T52,Sung Joon Park,79,"7' 0""",3060.917,439,8
54,T52,T52,D.A. Points,72,"7' 0""",2820.25,401,75
55,T52,T52,Andrew Putnam,68,"7' 0""",2795.083,401,139
56,T57,T57,Alex Cejka,94,"7' 1""",3831.333,544,62
57,T57,T57,Ernie Els,57,"7' 1""",1979.9170000000001,280,144
58,T57,T57,Derek Ernst,75,"7' 1""",3233.75,454,135
59,T57,T57,Colt Knost,90,"7' 1""",3291.75,465,97
60,T57,T57,John Merrick,78,"7' 1""",2759.583,390,134
61,T57,T57,Pat Perez,96,"7' 1""",3842.083,545,69
62,T57,T57,Carl Pettersson,106,"7' 1""",4927.917,695,26
63,T57,T57,Patrick Rodgers,57,"7' 1""",2206.083,310,145
64,T65,T65,Ricky Barnes,82,"7' 2""",3442.083,479,69
65,T65,T65,Jason Bohn,95,"7' 2""",3769.417,529,51
66,T65,T65,Jason Day,75,"7' 2""",2701.917,376,2
67,T65,T65,Sergio Garcia,59,"7' 2""",2042.75,286,109
68,T65,T65,Bill Haas,89,"7' 2""",3229.083,450,31
69,T65,T65,Brian Harman,90,"7' 2""",3804.5,528,77
70,T65,T65,Ryo Ishikawa,90,"7' 2""",3580.833,500,159
71,T65,T65,Russell Knox,96,"7' 2""",3550.75,497,71
72,T65,T65,William McGirt,103,"7' 2""",4499.917,628,11
73,T65,T65,Ryan Moore,81,"7' 2""",3059.667,426,65
74,T65,T65,Greg Owen,58,"7' 2""",1795.5829999999999,252,74
75,T65,T65,Ryan Palmer,80,"7' 2""",2576.333,361,60
76,T65,T65,Jim Renner,68,"7' 2""",2835.75,396,165
77,T65,T65,Tyrone Van Aswegen,58,"7' 2""",1782.3329999999999,250,116
78,T79,T79,Robert Allenby,63,"7' 3""",2403.667,333,180
79,T79,T79,Chad Campbell,97,"7' 3""",4146.333,574,88
80,T79,T79,Greg Chalmers,58,"7' 3""",1887.9170000000001,261,132
81,T79,T79,Jon Curran,83,"7' 3""",2910.25,403,35
82,T79,T79,Brian Davis,86,"7' 3""",3709.917,514,56
83,T79,T79,Gonzalo Fernandez-Castaño,81,"7' 3""",3413.167,472,120
84,T79,T79,Retief Goosen,81,"7' 3""",3364.75,465,85
85,T79,T79,James Hahn,94,"7' 3""",3885.667,535,108
86,T79,T79,David Hearn,97,"7' 3""",3872.75,535,131
87,T79,T79,Morgan Hoffmann,85,"7' 3""",4040.75,557,92
88,T79,T79,Matt Jones,89,"7' 3""",3837.333,532,42
89,T79,T79,Whee Kim,71,"7' 3""",2446.25,337,123
90,T79,T79,Marc Leishman,74,"7' 3""",2935.25,405,141
91,T79,T79,George McNeill,93,"7' 3""",4358.333,600,44
92,T79,T79,Seung-Yul Noh,65,"7' 3""",2591.167,356,166
93,T79,T79,Kyle Reifers,96,"7' 3""",3947.917,542,40
94,T79,T79,Roger Sloan,56,"7' 3""",2091.333,287,175
95,T79,T79,Nick Taylor,91,"7' 3""",4412.917,609,113
96,T79,T79,Johnson Wagner,68,"7' 3""",2479.917,344,82
97,T98,T98,Aaron Baddeley,76,"7' 4""",3641.25,498,48
98,T98,T98,Jamie Donaldson,50,"7' 4""",1768.4170000000001,242,81
99,T98,T98,Matt Every,73,"7' 4""",3217.083,440,153
100,T98,T98,Derek Fathauer,81,"7' 4""",3805.25,516,129
101,T98,T98,Robert Garrigus,70,"7' 4""",3009.083,411,176
102,T98,T98,Mark Hubbard,79,"7' 4""",3017.25,410,38
103,T98,T98,Martin Laird,77,"7' 4""",3648.417,495,67
104,T98,T98,Davis Love III,51,"7' 4""",2077.667,282,136
105,T98,T98,Charl Schwartzel,67,"7' 4""",2264.583,310,168
106,T98,T98,Adam Scott,51,"7' 4""",1564.0,213,173
107,T98,T98,Brian Stuard,97,"7' 4""",4130.25,564,66
108,T98,T98,Bo Van Pelt,81,"7' 4""",2931.583,398,154
109,T110,T110,Jason Kokrak,88,"7' 5""",4155.583,560,114
110,T110,T110,Byron Smith,59,"7' 5""",2002.8329999999999,271,172
111,T110,T110,Jhonattan Vegas,90,"7' 5""",3896.083,527,89
112,T113,T113,Blayne Barber,76,"7' 6""",3135.083,417,80
113,T113,T113,Daniel Berger,97,"7' 6""",4159.833,552,59
114,T113,T113,Keegan Bradley,87,"7' 6""",3396.667,453,115
115,T113,T113,J.J. Henry,94,"7' 6""",3356.917,448,170
116,T113,T113,Max Homa,78,"7' 6""",3548.167,475,90
117,T113,T113,Cameron Percy,72,"7' 6""",2966.25,397,148
118,T113,T113,Jimmy Walker,89,"7' 6""",3390.5,452,124
119,T113,T113,Nick Watney,91,"7' 6""",3935.833,523,103
120,T113,T113,Bubba Watson,71,"7' 6""",2872.333,385,32
121,T113,T113,Willy Wilcox,58,"7' 6""",1741.9170000000001,233,24
122,T123,T123,Harris English,105,"7' 7""",4563.167,603,36
123,T123,T123,Tony Finau,106,"7' 7""",4823.167,637,149
124,T123,T123,Martin Flores,95,"7' 7""",3992.833,528,99
125,T123,T123,Lucas Glover,79,"7' 7""",3300.75,437,164
126,T123,T123,Ben Martin,93,"7' 7""",3602.917,476,174
127,T123,T123,Sean O'Hair,86,"7' 7""",4599.167,609,83
128,T123,T123,Jeff Overton,94,"7' 7""",3949.083,520,98
129,T123,T123,Scott Stallings,60,"7' 7""",2675.333,351,171
130,T123,T123,Brendan Steele,88,"7' 7""",3967.833,523,68
131,T123,T123,Daniel Summerhays,101,"7' 7""",4682.833,618,122
132,T133,T133,Sangmoon Bae,98,"7' 8""",5023.25,657,45
133,T133,T133,Charlie Beljan,76,"7' 8""",3102.417,404,184
134,T133,T133,Brendon de Jonge,106,"7' 8""",4843.667,631,91
135,T133,T133,Francesco Molinari,56,"7' 8""",1988.0829999999999,259,111
136,T133,T133,Robert Streb,110,"7' 8""",4769.5,625,79
137,T133,T133,Michael Thompson,83,"7' 8""",3832.5,501,161
138,T139,T139,Graham DeLaet,65,"7' 9""",2834.0,364,133
139,T139,T139,Tom Hoge,83,"7' 9""",3378.833,437,106
140,T139,T139,John Huh,102,"7' 9""",4967.667,642,23
141,T139,T139,Spencer Levin,99,"7' 9""",4158.917,537,76
142,T139,T139,Troy Merritt,91,"7' 9""",4557.583,589,33
143,T139,T139,Scott Piercy,90,"7' 9""",4340.833,558,105
144,T139,T139,Michael Putnam,87,"7' 9""",3517.5,452,95
145,T139,T139,Andres Romero,69,"7' 9""",3264.583,422,140
146,T139,T139,Sam Saunders,83,"7' 9""",3555.833,460,121
147,T139,T139,Henrik Stenson,63,"7' 9""",2191.667,282,25
148,T149,T149,Eric Axley,57,"7' 10""",2385.667,305,56
149,T149,T149,Ken Duke,93,"7' 10""",4178.417,536,102
150,T149,T149,Andres Gonzales,90,"7' 10""",4005.667,510,157
151,T149,T149,Charles Howell III,105,"7' 10""",5267.1669999999995,670,151
152,T149,T149,John Peterson,84,"7' 10""",4051.333,518,14
153,T149,T149,Jonathan Randolph,72,"7' 10""",3108.167,397,53
154,T149,T149,Shawn Stefani,94,"7' 10""",4632.667,593,146
155,T149,T149,Kevin Streelman,95,"7' 10""",3745.417,477,104
156,T149,T149,Gary Woodland,81,"7' 10""",3216.417,409,142
157,T158,T158,Stewart Cink,77,"7' 11""",2806.25,355,117
158,T158,T158,Fabián Gómez,83,"7' 11""",3884.333,492,101
159,T158,T158,Adam Hadwin,95,"7' 11""",4157.0,526,110
160,T158,T158,Charley Hoffman,97,"7' 11""",4386.833,555,100
161,T158,T158,Brooks Koepka,84,"7' 11""",3459.25,437,143
162,T163,T163,John Senden,80,"8' 0""",2947.083,369,163
163,T163,T163,Lee Westwood,56,"8' 0""",1813.75,226,178
164,T165,T165,Brice Garnett,81,"8' 1""",3287.5,405,156
165,T165,T165,Chesson Hadley,101,"8' 1""",5210.5,642,125
166,T165,T165,Jim Herman,88,"8' 1""",3425.083,424,118
167,T165,T165,Billy Horschel,99,"8' 1""",3997.75,493,126
168,T165,T165,Dustin Johnson,75,"8' 1""",3178.167,395,119
169,T165,T165,Hunter Mahan,88,"8' 1""",3869.0,477,78
170,T171,T171,Paul Casey,87,"8' 2""",2827.083,347,150
171,T171,T171,Nicholas Thompson,90,"8' 2""",3664.583,450,179
172,T171,T171,Steve Wheatcroft,87,"8' 2""",4135.417,508,56
173,T174,T174,Jason Gore,76,"8' 3""",3051.333,369,167
174,T174,T174,Carlos Ortiz,100,"8' 3""",4893.667,593,158
175,T174,T174,Hudson Swafford,97,"8' 3""",4289.333,522,160
176,177,177,Bill Lunde,50,"8' 4""",1888.9170000000001,226,128
177,T178,T178,Oscar Fraustro,58,"8' 5""",2511.25,298,147
178,T178,T178,Russell Henley,87,"8' 5""",3665.833,437,130
179,T178,T178,Geoff Ogilvy,50,"8' 5""",2325.167,275,181
180,T181,T181,Alex Prugh,84,"8' 6""",3714.75,439,177
181,T181,T181,Andrew Svoboda,80,"8' 6""",4200.0,493,182
182,183,183,Ángel Cabrera,53,"8' 8""",2644.083,304,183
183,184,184,Scott Pinckney,88,"8' 9""",4156.167,476,155
