,Scrambling_from_10-20_yards_RANK THIS WEEK,Scrambling_from_10-20_yards_RANK LAST WEEK,Scrambling_from_10-20_yards_PLAYER NAME,Scrambling_from_10-20_yards_ROUNDS,Scrambling_from_10-20_yards_%,Scrambling_from_10-20_yards_SUCCESSES,Scrambling_from_10-20_yards_ATTEMPTS
67,68,68,J.B. Holmes,89,66.27,112,169
68,69,69,David Toms,62,66.25,106,160
69,70,70,Mark Hubbard,79,66.23,102,154
70,71,71,Jon Curran,83,66.07,111,168
71,72,72,Harris English,105,66.06,144,218
72,73,73,Troy Merritt,91,66.03,138,209
73,74,74,Brendan Steele,88,65.91,116,176
74,75,75,Andrew Putnam,68,65.89,85,129
75,76,76,Kyle Reifers,96,65.88,139,211
76,77,77,Rory Sabbatini,81,65.82,104,158
77,78,78,Daniel Berger,97,65.8,127,193
78,79,79,Russell Henley,87,65.73,94,143
79,80,80,Nick Watney,91,65.69,134,204
80,81,81,John Peterson,84,65.59,122,186
81,82,82,Brian Stuard,97,65.37,151,231
82,83,83,Kevin Kisner,104,65.34,164,251
83,84,84,Eric Axley,57,65.22,75,115
84,85,85,Alex Cejka,94,65.17,131,201
85,86,86,Roberto Castro,54,64.94,50,77
86,87,87,Scott Stallings,60,64.91,74,114
87,88,88,James Hahn,94,64.86,144,222
88,89,89,Fabián Gómez,83,64.8,127,196
89,90,90,Jerry Kelly,79,64.78,103,159
90,91,91,Greg Owen,58,64.77,57,88
91,92,92,Chad Campbell,97,64.71,143,221
92,93,93,Phil Mickelson,70,64.46,107,166
93,94,94,Scott Brown,97,64.38,141,219
94,95,95,Vijay Singh,78,64.37,112,174
95,T96,T96,Tom Hoge,83,64.33,101,157
96,T96,T96,Kevin Streelman,95,64.33,101,157
97,98,98,Bo Van Pelt,81,64.29,99,154
98,99,99,Lee Westwood,56,64.2,52,81
99,100,100,Seung-Yul Noh,65,64.06,82,128
100,101,101,J.J. Henry,94,63.98,103,161
101,T102,T102,Steven Alker,62,63.97,87,136
102,T102,T102,Dustin Johnson,75,63.97,87,136
103,104,104,Michael Putnam,87,63.91,108,169
104,105,105,Paul Casey,87,63.79,74,116
105,106,106,George McNeill,93,63.76,146,229
106,107,107,Jason Bohn,95,63.73,130,204
107,108,108,Matt Every,73,63.64,98,154
108,109,109,Patrick Rodgers,57,63.57,82,129
109,T110,T110,David Lingmerth,90,63.44,118,186
110,T110,T110,Willy Wilcox,58,63.44,59,93
111,112,112,Scott Langley,94,63.38,135,213
112,113,113,Ryo Ishikawa,90,63.3,119,188
113,114,114,Adam Hadwin,95,63.24,117,185
114,115,115,Chesson Hadley,101,63.08,135,214
115,T116,T116,Brendon de Jonge,106,62.96,153,243
116,T116,T116,Sean O'Hair,86,62.96,136,216
117,118,118,Justin Rose,69,62.83,71,113
118,119,119,Jim Renner,68,62.75,96,153
119,120,120,Brice Garnett,81,62.69,84,134
120,T121,T121,Brian Davis,86,62.67,136,217
121,T121,T121,Pat Perez,96,62.67,136,217
122,T123,T123,Brooks Koepka,84,62.5,100,160
123,T123,T123,Danny Lee,120,62.5,170,272
124,125,125,Nick Taylor,91,62.45,148,237
125,126,126,Tyrone Van Aswegen,58,62.24,61,98
126,T127,T127,Marc Leishman,74,62.16,92,148
127,T127,T127,Davis Love III,51,62.16,69,111
128,T127,T127,Camilo Villegas,83,62.16,115,185
129,130,130,Spencer Levin,99,62.14,128,206
130,131,131,Jimmy Walker,89,62.07,108,174
131,132,132,Martin Laird,77,62.03,116,187
132,133,133,Gary Woodland,81,62.0,93,150
133,T134,T134,Martin Flores,95,61.76,126,204
134,T134,T134,Tim Wilkinson,73,61.76,105,170
135,136,136,Daniel Summerhays,101,61.75,155,251
136,137,137,Bill Lunde,50,61.73,50,81
137,138,138,Jonathan Randolph,72,61.59,93,151
138,139,139,Francesco Molinari,56,61.54,56,91
139,140,140,Shawn Stefani,94,61.5,131,213
140,141,141,Graham DeLaet,65,61.42,78,127
141,142,142,Michael Thompson,83,61.41,113,184
142,143,143,Sam Saunders,83,61.4,105,171
143,T144,T144,Geoff Ogilvy,50,61.29,57,93
144,T144,T144,Carlos Ortiz,100,61.29,133,217
145,146,146,Jim Herman,88,61.15,96,157
146,147,147,Chris Stroud,84,60.95,103,169
147,148,148,John Senden,80,60.9,81,133
148,149,149,Scott Pinckney,88,60.87,98,161
149,150,150,Colt Knost,90,60.82,104,171
150,151,151,Johnson Wagner,68,60.74,82,135
151,152,152,Heath Slocum,57,60.71,85,140
152,153,153,Alex Prugh,84,60.63,97,160
153,T154,T154,Ken Duke,93,60.45,133,220
154,T154,T154,David Hearn,97,60.45,107,177
155,156,156,Lucas Glover,79,60.37,99,164
156,157,157,Charley Hoffman,97,60.31,117,194
157,158,158,Ben Martin,93,60.0,108,180
158,159,159,Jason Kokrak,88,59.61,121,203
159,160,160,Morgan Hoffmann,85,59.59,115,193
160,161,161,Luke Guthrie,84,59.54,103,173
161,162,162,Max Homa,78,59.41,120,202
162,163,163,Andrew Svoboda,80,59.36,111,187
163,164,164,John Merrick,78,59.29,83,140
164,165,165,Charl Schwartzel,67,59.2,74,125
165,166,166,Cameron Percy,72,58.91,76,129
166,167,167,Adam Scott,51,58.67,44,75
167,168,168,Roger Sloan,56,58.41,66,113
168,169,169,Robert Garrigus,70,58.28,95,163
169,170,170,Derek Ernst,75,58.19,103,177
170,171,171,Boo Weekley,79,58.18,96,165
171,172,172,Hudson Swafford,97,58.17,121,208
172,173,173,Jason Dufner,76,58.12,68,117
173,174,174,Oscar Fraustro,58,58.04,65,112
174,175,175,Charles Howell III,105,57.83,133,230
175,176,176,Greg Chalmers,58,56.31,58,103
176,177,177,Robert Allenby,63,55.64,74,133
177,178,178,Byron Smith,59,55.36,62,112
178,179,179,Jason Gore,76,55.0,77,140
179,180,180,Gonzalo Fernandez-Castaño,81,54.72,87,159
180,181,181,Nicholas Thompson,90,54.65,94,172
181,182,182,Ángel Cabrera,53,54.13,59,109
182,183,183,Chez Reavie,56,49.11,55,112
183,184,184,Charlie Beljan,76,49.03,76,155
