,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
0,1,1,Willy Wilcox,58,66.67,20,30
1,2,2,Jason Day,75,66.04,35,53
2,3,3,Greg Owen,58,65.63,21,32
3,4,4,Jordan Spieth,91,65.52,38,58
4,5,5,Sung Joon Park,79,64.94,50,77
5,6,6,Jonathan Byrd,69,64.91,37,57
6,T7,T7,Morgan Hoffmann,85,64.65,64,99
7,T7,T7,Bryce Molder,91,64.65,64,99
8,9,9,Johnson Wagner,68,64.41,38,59
9,10,10,Lee Westwood,56,64.29,18,28
10,11,11,Graham DeLaet,65,64.0,32,50
11,12,12,Aaron Baddeley,76,63.74,58,91
12,13,13,Phil Mickelson,70,63.16,48,76
13,14,14,Cameron Tringale,96,63.04,58,92
14,15,15,Jamie Donaldson,50,62.75,32,51
15,16,16,Matt Kuchar,97,62.38,63,101
16,T17,T17,Jason Dufner,76,62.22,28,45
17,T17,T17,Bubba Watson,71,62.22,28,45
18,19,19,Jim Furyk,71,61.9,26,42
19,20,20,Ben Crane,62,61.67,37,60
20,21,21,Brendon Todd,96,61.54,56,91
21,22,22,Luke Guthrie,84,61.33,46,75
22,23,23,Danny Lee,120,61.06,69,113
23,24,24,J.B. Holmes,89,60.81,45,74
24,T25,T25,Justin Rose,69,60.61,20,33
25,T25,T25,David Toms,62,60.61,40,66
26,27,27,Martin Laird,77,60.56,43,71
27,28,28,Tyrone Van Aswegen,58,60.47,26,43
28,29,29,Chesson Hadley,101,60.4,61,101
29,30,30,K.J. Choi,66,60.27,44,73
30,31,31,Brandt Snedeker,98,60.22,56,93
31,32,32,Gary Woodland,81,59.7,40,67
32,33,33,Ricky Barnes,82,59.52,50,84
33,34,34,Chez Reavie,56,59.46,22,37
34,35,35,Steven Bowditch,103,59.34,54,91
35,T36,T36,Charley Hoffman,97,58.59,58,99
36,T36,T36,Robert Streb,110,58.59,58,99
37,T38,T38,Eric Axley,57,58.33,28,48
38,T38,T38,Chris Stroud,84,58.33,42,72
39,40,40,Justin Leonard,61,58.14,50,86
40,41,41,Jon Curran,83,58.11,43,74
41,42,42,Alex Cejka,94,57.95,51,88
42,43,43,Padraig Harrington,60,57.81,37,64
43,44,44,Kevin Na,98,57.65,49,85
44,45,45,Luke Donald,71,57.53,42,73
45,46,46,Kyle Reifers,96,57.45,54,94
46,T47,T47,Jonathan Randolph,72,57.14,44,77
47,T47,T47,Webb Simpson,81,57.14,36,63
48,49,49,Michael Putnam,87,56.94,41,72
49,50,50,Troy Merritt,91,56.73,59,104
50,51,51,Chad Collins,79,56.72,38,67
51,52,52,Harris English,105,56.7,55,97
52,53,53,Boo Weekley,79,56.67,34,60
53,54,54,Zac Blair,108,56.59,73,129
54,55,55,Carl Pettersson,106,56.57,56,99
55,56,56,George McNeill,93,56.07,60,107
56,57,57,John Merrick,78,56.06,37,66
57,58,58,Ken Duke,93,56.04,51,91
58,59,59,Kevin Chappell,86,56.0,42,75
59,60,60,Derek Ernst,75,55.71,39,70
60,T61,T61,Steven Alker,62,55.56,30,54
61,T61,T61,Martin Flores,95,55.56,40,72
62,T61,T61,Jerry Kelly,79,55.56,55,99
63,64,64,Seung-Yul Noh,65,55.17,32,58
64,65,65,Hudson Swafford,97,55.07,38,69
65,66,66,Patrick Reed,103,55.06,49,89
66,67,67,Bill Lunde,50,55.0,22,40
67,68,68,Russell Henley,87,54.84,51,93
68,69,69,Brian Harman,90,54.79,40,73
69,T70,T70,Whee Kim,71,54.55,30,55
70,T70,T70,Brendan Steele,88,54.55,42,77
71,72,72,Mark Hubbard,79,54.41,37,68
72,73,73,John Huh,102,54.37,56,103
73,74,74,Brian Davis,86,54.02,47,87
74,T75,T75,Jason Gore,76,53.85,28,52
75,T75,T75,Max Homa,78,53.85,35,65
76,T75,T75,Jim Renner,68,53.85,28,52
77,T75,T75,Mark Wilson,89,53.85,56,104
78,T79,T79,Billy Hurley III,83,53.73,36,67
79,T79,T79,Pat Perez,96,53.73,36,67
80,T79,T79,Ian Poulter,68,53.73,36,67
81,82,82,William McGirt,103,53.7,58,108
82,83,83,Colt Knost,90,53.49,46,86
83,84,84,Bo Van Pelt,81,53.42,39,73
84,85,85,Ryan Palmer,80,53.33,24,45
85,86,86,Andrew Putnam,68,53.25,41,77
86,T87,T87,Scott Langley,94,53.01,44,83
87,T87,T87,Camilo Villegas,83,53.01,44,83
88,T89,T89,Carlos Ortiz,100,52.94,45,85
89,T89,T89,Rory Sabbatini,81,52.94,36,68
90,T89,T89,Byron Smith,59,52.94,18,34
91,92,92,Retief Goosen,81,52.78,38,72
92,93,93,Davis Love III,51,52.5,21,40
93,94,94,Billy Horschel,99,52.46,32,61
94,95,95,Adam Hadwin,95,52.44,43,82
95,96,96,Matt Jones,89,52.38,44,84
96,97,97,D.A. Points,72,52.24,35,67
97,98,98,Jhonattan Vegas,90,52.22,47,90
98,99,99,Gonzalo Fernandez-Castaño,81,52.05,38,73
99,100,100,Matt Every,73,51.81,43,83
100,T101,T101,Stewart Cink,77,51.72,30,58
101,T101,T101,Andres Gonzales,90,51.72,45,87
102,103,103,Chris Kirk,76,51.61,32,62
103,104,104,Jimmy Walker,89,51.56,33,64
104,T105,T105,Derek Fathauer,81,51.52,51,99
105,T105,T105,Jim Herman,88,51.52,34,66
106,107,107,Brendon de Jonge,106,51.33,58,113
107,108,108,Brian Stuard,97,51.28,40,78
108,109,109,J.J. Henry,94,51.19,43,84
109,110,110,Hideki Matsuyama,95,50.82,31,61
110,111,111,Ryan Moore,81,50.72,35,69
111,112,112,Alex Prugh,84,50.63,40,79
112,113,113,Zach Johnson,90,50.59,43,85
113,T114,T114,Kevin Kisner,104,50.56,45,89
114,T114,T114,David Lingmerth,90,50.56,45,89
115,116,116,Charles Howell III,105,50.5,51,101
116,117,117,Daniel Summerhays,101,50.43,58,115
117,T118,T118,Blayne Barber,76,50.0,38,76
118,T118,T118,Paul Casey,87,50.0,30,60
119,T118,T118,Fabián Gómez,83,50.0,35,70
120,T118,T118,David Hearn,97,50.0,48,96
121,T118,T118,Ben Martin,93,50.0,41,82
122,T118,T118,Sean O'Hair,86,50.0,51,102
123,T118,T118,John Peterson,84,50.0,36,72
124,T118,T118,Henrik Stenson,63,50.0,21,42
125,T118,T118,Nick Taylor,91,50.0,44,88
126,T118,T118,Tim Wilkinson,73,50.0,37,74
127,128,128,Jason Kokrak,88,49.4,41,83
128,129,129,Daniel Berger,97,49.35,38,77
129,T130,T130,Ryo Ishikawa,90,49.33,37,75
130,T130,T130,Hunter Mahan,88,49.33,37,75
131,132,132,Ernie Els,57,48.89,22,45
132,133,133,Erik Compton,86,48.72,38,78
133,134,134,Michael Thompson,83,48.35,44,91
134,135,135,James Hahn,94,48.19,40,83
135,136,136,Tom Hoge,83,47.95,35,73
136,137,137,Heath Slocum,57,47.92,23,48
137,138,138,Charl Schwartzel,67,47.83,22,46
138,139,139,Robert Garrigus,70,47.73,21,44
139,140,140,Kevin Streelman,95,47.69,31,65
140,T141,T141,Keegan Bradley,87,47.62,30,63
141,T141,T141,Dustin Johnson,75,47.62,30,63
142,T141,T141,Roger Sloan,56,47.62,20,42
143,144,144,Andrew Svoboda,80,47.5,38,80
144,145,145,Justin Thomas,106,47.44,37,78
145,146,146,Brooks Koepka,84,47.37,27,57
146,147,147,Sangmoon Bae,98,47.06,48,102
147,148,148,Bill Haas,89,46.91,38,81
148,149,149,Jason Bohn,95,46.84,37,79
149,150,150,Greg Chalmers,58,46.81,22,47
150,151,151,Brice Garnett,81,46.75,36,77
151,T152,T152,Scott Brown,97,46.74,43,92
152,T152,T152,Chad Campbell,97,46.74,43,92
153,T152,T152,Steve Wheatcroft,87,46.74,43,92
154,T155,T155,Geoff Ogilvy,50,46.3,25,54
155,T155,T155,Scott Stallings,60,46.3,25,54
156,157,157,John Senden,80,46.15,24,52
157,158,158,Nick Watney,91,46.05,35,76
158,159,159,Cameron Percy,72,45.9,28,61
159,160,160,Rickie Fowler,76,45.71,32,70
160,161,161,Francesco Molinari,56,45.45,20,44
161,162,162,Vijay Singh,78,44.74,34,76
162,163,163,Scott Piercy,90,44.57,41,92
163,164,164,Shawn Stefani,94,44.3,35,79
164,165,165,Andres Romero,69,44.12,30,68
165,166,166,Spencer Levin,99,43.62,41,94
166,T167,T167,Robert Allenby,63,43.48,20,46
167,T167,T167,Roberto Castro,54,43.48,20,46
168,169,169,Lucas Glover,79,43.33,26,60
169,170,170,Scott Pinckney,88,43.18,38,88
170,171,171,Patrick Rodgers,57,42.5,17,40
171,172,172,Jonas Blixt,78,42.37,25,59
172,173,173,Russell Knox,96,41.56,32,77
