,Scrambling_from_20-30_yards_RANK THIS WEEK,Scrambling_from_20-30_yards_RANK LAST WEEK,Scrambling_from_20-30_yards_PLAYER NAME,Scrambling_from_20-30_yards_ROUNDS,Scrambling_from_20-30_yards_%,Scrambling_from_20-30_yards_SUCCESSES,Scrambling_from_20-30_yards_ATTEMPTS
173,174,174,Sergio Garcia,59,41.3,19,46
174,175,175,Tony Finau,106,41.18,35,85
175,176,176,Jeff Overton,94,40.86,38,93
176,177,177,Adam Scott,51,40.63,13,32
177,178,178,Nicholas Thompson,90,40.28,29,72
178,T179,T179,Charlie Beljan,76,40.0,20,50
179,T179,T179,Oscar Fraustro,58,40.0,20,50
180,181,181,Sam Saunders,83,39.39,26,66
181,182,182,Ángel Cabrera,53,39.02,16,41
182,183,183,Marc Leishman,74,35.85,19,53
183,184,184,Louis Oosthuizen,68,34.21,13,38
